brand,sic,city,gu,dong,address,zip,lon,lat,d250,d50,land,sales
Ediya,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로 396,6232,127.0282892,37.49815386,9,1,1,3360
Ediya,I56220,서울특별시,강남구,삼성1동,서울특별시 강남구 봉은사로86길 30,6165,127.0568477,37.51144163,6,1,1,3840
Ediya,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 봉은사로 326,6143,127.0426523,37.50964246,2,1,1,4480
Ediya,I56220,서울특별시,강남구,일원1동,서울특별시 강남구 양재대로27길 20,6343,127.0816058,37.49039878,2,2,1,3360
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 335,6150,127.0482229,37.50474969,7,1,1,3680
CoffeeBean,I56220,서울특별시,강남구,청담동,서울특별시 강남구 압구정로 461,6011,127.0472158,37.52524956,2,1,1,4480
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로4길 28,6241,127.0300745,37.4965196,8,2,1,2640
CoffeeBean,I56220,서울특별시,강남구,청담동,서울특별시 강남구 삼성로 716,6074,127.0500215,37.51990189,2,1,1,4480
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 143,6132,127.0348844,37.50064078,9,3,1,1680
CoffeeBean,I56220,서울특별시,강남구,대치4동,서울특별시 강남구 선릉로64길 23,6205,127.0541518,37.49829169,2,1,1,4480
CoffeeBean,I56220,서울특별시,강남구,대치2동,서울특별시 강남구 영동대로 211,6283,127.0688065,37.49756112,2,1,1,4480
CoffeeBean,I56220,서울특별시,강남구,삼성1동,서울특별시 강남구 테헤란로87길 22,6164,127.0594268,37.50962404,7,2,1,2760
CoffeeBean,I56220,서울특별시,강남구,역삼2동,서울특별시 강남구 테헤란로 312,6211,127.0450339,37.50293085,5,2,1,3000
CoffeeBean,I56220,서울특별시,강남구,대치4동,서울특별시 강남구 테헤란로70길 12,6193,127.0531431,37.50473517,5,3,1.2,2400
CoffeeBean,I56220,서울특별시,강남구,논현2동,서울특별시 강남구 봉은사로 207,6109,127.0346447,37.50783825,5,1,1.2,4800
CoffeeBean,I56220,서울특별시,강남구,논현1동,서울특별시 강남구 논현로 717,6041,127.0295177,37.51595077,2,1,1.2,5376
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로20길 10,6235,127.0341242,37.49907574,6,1,1.2,4608
CoffeeBean,I56220,서울특별시,강남구,압구정동,서울특별시 강남구 압구정로29길 65,6005,127.0269816,37.53179742,1,1,1,4640
CoffeeBean,I56220,서울특별시,강남구,삼성1동,서울특별시 강남구 영동대로 607,6087,127.0594668,37.51455313,2,1,1,4480
CoffeeBean,I56220,서울특별시,강남구,도곡2동,서울특별시 강남구 논현로 136,6302,127.0432328,37.48187659,3,1,1,4320
CoffeeBean,I56220,서울특별시,강남구,신사동,서울특별시 강남구 논현로167길 9,6031,127.0274056,37.52441229,3,1,1,4320
CoffeeBean,I56220,서울특별시,강남구,청담동,서울특별시 강남구 도산대로67길 7,6016,127.0444085,37.52448802,1,1,1,4640
CoffeeBean,I56220,서울특별시,강남구,신사동,서울특별시 강남구 압구정로12길 6,6028,127.0223259,37.52355039,4,1,1,4160
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 327,6150,127.0472097,37.5043811,8,1,1,3520
CoffeeBean,I56220,서울특별시,강남구,논현2동,서울특별시 강남구 선릉로 749,6056,127.039458,37.52147439,2,1,1,4480
CoffeeBean,I56220,서울특별시,강남구,압구정동,서울특별시 강남구 언주로 819,6024,127.0327819,37.52334815,2,1,1,4480
CoffeeBean,I56220,서울특별시,강남구,압구정동,서울특별시 강남구 도산대로49길 13,6020,127.0369742,37.52372481,4,1,1,4160
CoffeeBean,I56220,서울특별시,강남구,논현2동,서울특별시 강남구 학동로 211,6052,127.0320341,37.5146739,3,1,1,4320
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로 442,6123,127.0260445,37.50205497,8,1,1,3520
CoffeeBean,I56220,서울특별시,강남구,청담동,서울특별시 강남구 선릉로158길 10,6014,127.0408215,37.52542307,4,1,1,4160
CoffeeBean,I56220,서울특별시,강남구,대치4동,서울특별시 강남구 선릉로86길 11,6192,127.0505138,37.50336248,5,3,1,2000
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로 358,6241,127.0297769,37.49504844,12,1,1,2880
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로 406,6134,127.0276118,37.49893221,13,2,1,2040
CoffeeBean,I56220,서울특별시,강남구,삼성1동,서울특별시 강남구 봉은사로103길 6,6083,127.0617574,37.51500386,3,1,1,4320
CoffeeBean,I56220,서울특별시,강남구,수서동,서울특별시 강남구 광평로 280,6367,127.1030943,37.48731104,3,1,1,4320
CoffeeBean,I56220,서울특별시,강남구,도곡2동,서울특별시 강남구 논현로38길 42,6296,127.0450402,37.48556754,1,1,1,4640
CoffeeBean,I56220,서울특별시,강남구,대치4동,서울특별시 강남구 삼성로85길 11,6195,127.0561648,37.50458815,3,2,1,3240
CoffeeBean,I56220,서울특별시,강남구,논현2동,서울특별시 강남구 언주로 609,6108,127.036665,37.50993618,2,2,1,3360
CoffeeBean,I56220,서울특별시,강남구,대치1동,서울특별시 강남구 남부순환로 2911,6280,127.057935,37.49241999,2,1,1,4480
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 논현로 566,6135,127.0349403,37.50684049,5,1,1,4000
CoffeeBean,I56220,서울특별시,강남구,신사동,서울특별시 강남구 논현로175길 6,6030,127.0279007,37.52636264,3,1,1,4320
CoffeeBean,I56220,서울특별시,강남구,대치4동,서울특별시 강남구 삼성로85길 39,6196,127.0542693,37.50422158,5,2,1,3000
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 111,6134,127.0292638,37.49887371,7,1,1,3680
CoffeeBean,I56220,서울특별시,강남구,대치4동,서울특별시 강남구 역삼로77길 7,6196,127.0562645,37.50295804,3,1,1,4320
CoffeeBean,I56220,서울특별시,강남구,대치2동,서울특별시 강남구 영동대로 225,6283,127.0676206,37.49925476,2,1,1,4480
CoffeeBean,I56220,서울특별시,강남구,삼성2동,서울특별시 강남구 삼성로 551,6155,127.054131,37.51069906,1,1,1,4640
CoffeeBean,I56220,서울특별시,강남구,대치2동,서울특별시 강남구 영동대로85길 9,6182,127.0628745,37.50708344,1,1,1.2,5568
CoffeeBean,I56220,서울특별시,강남구,청담동,서울특별시 강남구 학동로 423,6068,127.0466127,37.51841471,2,1,1.2,5376
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로4길 28,6241,127.0300745,37.4965196,8,2,1.2,3168
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로1길 29,6129,127.02728,37.50010085,11,2,1.2,2736
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로1길 29,6129,127.02728,37.50010085,11,2,1.2,2736
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로8길 42,6240,127.032149,37.49614015,1,1,1,4640
CoffeeBean,I56220,서울특별시,강남구,논현1동,서울특별시 강남구 강남대로112길 20,6120,127.0260336,37.50550591,3,1,1,4320
CoffeeBean,I56220,서울특별시,강남구,논현2동,서울특별시 강남구 언주로 609,6108,127.036665,37.50993618,2,2,1,3360
CoffeeBean,I56220,서울특별시,강남구,대치2동,서울특별시 강남구 삼성로 352,6186,127.0589896,37.50300681,3,1,1,4320
CoffeeBean,I56220,서울특별시,강남구,대치4동,서울특별시 강남구 삼성로85길 11,6195,127.0561648,37.50458815,3,2,1,3240
CoffeeBean,I56220,서울특별시,강남구,도곡1동,서울특별시 강남구 도곡로 206,6272,127.0416529,37.492262,1,1,1,4640
CoffeeBean,I56220,서울특별시,강남구,삼성1동,서울특별시 강남구 삼성로 518,6168,127.056219,37.50836401,5,2,1,3000
CoffeeBean,I56220,서울특별시,강남구,대치4동,서울특별시 강남구 선릉로86길 11,6192,127.0505138,37.50336248,5,3,1,2000
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 선릉로93길 6,6149,127.0478832,37.50567504,6,2,1,2880
CoffeeBean,I56220,서울특별시,강남구,논현1동,서울특별시 강남구 도산대로 126,6039,127.0223894,37.51695522,7,1,1,3680
CoffeeBean,I56220,서울특별시,강남구,압구정동,서울특별시 강남구 선릉로157길 12,6018,127.0389913,37.52611101,4,2,1,3120
CoffeeBean,I56220,서울특별시,강남구,압구정동,서울특별시 강남구 선릉로157길 12,6018,127.0389913,37.52611101,4,2,1,3120
CoffeeBean,I56220,서울특별시,강남구,압구정동,서울특별시 강남구 압구정로46길 3,6018,127.0368931,37.52827446,3,1,1,4320
CoffeeBean,I56220,서울특별시,강남구,역삼2동,서울특별시 강남구 테헤란로34길 6,6220,127.0398667,37.50105081,4,2,1,3120
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 143,6132,127.0348844,37.50064078,9,3,1,1680
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 논현로 512,6140,127.0365025,37.50233896,7,1,1,3680
CoffeeBean,I56220,서울특별시,강남구,역삼2동,서울특별시 강남구 테헤란로 312,6211,127.0450339,37.50293085,5,2,1,3000
CoffeeBean,I56220,서울특별시,강남구,대치4동,서울특별시 강남구 테헤란로70길 12,6193,127.0531431,37.50473517,5,3,1,2000
CoffeeBean,I56220,서울특별시,강남구,삼성1동,서울특별시 강남구 영동대로 511,6164,127.0610126,37.51034849,3,1,1,4320
CoffeeBean,I56220,서울특별시,강남구,대치2동,서울특별시 강남구 삼성로86길 11,6178,127.0582863,37.50587557,6,2,1,2880
CoffeeBean,I56220,서울특별시,강남구,대치1동,서울특별시 강남구 도곡로 408,6278,127.0552134,37.4966152,2,2,1,3360
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로 350,6242,127.0299591,37.4940768,8,1,1,3520
Twosome,I56220,서울특별시,강남구,압구정동,서울특별시 강남구 도산대로 323,6021,127.0369963,37.52288701,4,2,1,3120
Twosome,I56220,서울특별시,강남구,압구정동,서울특별시 강남구 도산대로49길 3,6021,127.0369492,37.5230308,4,2,1,3120
Twosome,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로 362,6241,127.0294005,37.49529764,13,2,1,2040
