customer_id,InvoiceNo,InvoiceDate,Quantity,UnitPrice,Country,TotalSales
12473,571328,2011-10-17 11:27,10,1.65,Germany,16.5
12473,571328,2011-10-17 11:27,10,1.65,Germany,16.5
12473,571328,2011-10-17 11:27,12,1.25,Germany,15
12473,571328,2011-10-17 11:27,12,1.25,Germany,15
12473,571328,2011-10-17 11:27,12,1.25,Germany,15
12473,571328,2011-10-17 11:27,4,7.95,Germany,31.8
12473,571328,2011-10-17 11:27,12,1.65,Germany,19.8
12473,571328,2011-10-17 11:27,12,1.45,Germany,17.4
12473,571328,2011-10-17 11:27,6,1.45,Germany,8.7
12473,571328,2011-10-17 11:27,18,1.45,Germany,26.1
12473,571328,2011-10-17 11:27,16,1.69,Germany,27.04
12473,571328,2011-10-17 11:27,6,2.95,Germany,17.7
12473,571328,2011-10-17 11:27,4,4.15,Germany,16.6
12473,571328,2011-10-17 11:27,6,2.95,Germany,17.7
12473,571328,2011-10-17 11:27,6,2.95,Germany,17.7
12473,571328,2011-10-17 11:27,12,1.65,Germany,19.8
12473,571328,2011-10-17 11:27,10,1.65,Germany,16.5
12473,571328,2011-10-17 11:27,12,1.95,Germany,23.4
12473,571328,2011-10-17 11:27,10,1.65,Germany,16.5
12473,571328,2011-10-17 11:27,10,1.65,Germany,16.5
12473,571328,2011-10-17 11:27,12,0.85,Germany,10.2
12473,571328,2011-10-17 11:27,12,0.85,Germany,10.2
12473,571328,2011-10-17 11:27,12,1.65,Germany,19.8
12473,571328,2011-10-17 11:27,24,1.65,Germany,39.6
12473,571328,2011-10-17 11:27,12,1.65,Germany,19.8
12473,571328,2011-10-17 11:27,8,1.95,Germany,15.6
12473,571328,2011-10-17 11:27,20,0.65,Germany,13
12473,571328,2011-10-17 11:27,48,0.85,Germany,40.8
12473,571328,2011-10-17 11:27,24,0.65,Germany,15.6
12473,571328,2011-10-17 11:27,24,0.42,Germany,10.08
12473,571328,2011-10-17 11:27,12,1.65,Germany,19.8
12473,571328,2011-10-17 11:27,24,0.21,Germany,5.04
12473,571328,2011-10-17 11:27,12,0.85,Germany,10.2
12473,571328,2011-10-17 11:27,60,0.21,Germany,12.6
12473,571328,2011-10-17 11:27,28,0.21,Germany,5.88
12473,571328,2011-10-17 11:27,20,0.85,Germany,17
12473,571328,2011-10-17 11:27,12,0.65,Germany,7.8
12473,571328,2011-10-17 11:27,12,0.65,Germany,7.8
12473,571328,2011-10-17 11:27,6,2.95,Germany,17.7
12473,571328,2011-10-17 11:27,6,2.95,Germany,17.7
12473,571328,2011-10-17 11:27,12,0.85,Germany,10.2
12473,571328,2011-10-17 11:27,12,1.45,Germany,17.4
12473,571328,2011-10-17 11:27,12,0.95,Germany,11.4
12473,571328,2011-10-17 11:27,24,0.42,Germany,10.08
12473,571328,2011-10-17 11:27,48,0.19,Germany,9.12
12473,571328,2011-10-17 11:27,10,1.65,Germany,16.5
12473,571328,2011-10-17 11:27,12,2.89,Germany,34.68
12473,571328,2011-10-17 11:27,24,1.25,Germany,30
12473,571328,2011-10-17 11:27,18,1.25,Germany,22.5
12473,571328,2011-10-17 11:27,18,1.25,Germany,22.5
12473,571328,2011-10-17 11:27,25,0.19,Germany,4.75
12473,571328,2011-10-17 11:27,24,1.95,Germany,46.8
12473,571328,2011-10-17 11:27,12,1.95,Germany,23.4
12473,571328,2011-10-17 11:27,6,5.95,Germany,35.7
12473,571328,2011-10-17 11:27,48,0.39,Germany,18.72
12473,571328,2011-10-17 11:27,12,1.65,Germany,19.8
12473,571328,2011-10-17 11:27,24,0.65,Germany,15.6
12473,571328,2011-10-17 11:27,96,0.19,Germany,18.24
12473,571328,2011-10-17 11:27,12,0.83,Germany,9.96
12473,571328,2011-10-17 11:27,12,1.69,Germany,20.28
12473,571328,2011-10-17 11:27,7,18,Germany,126
12475,571308,2011-10-17 10:10,72,0.42,Germany,30.24
12475,571308,2011-10-17 10:10,12,1.65,Germany,19.8
12475,571308,2011-10-17 10:10,10,2.08,Germany,20.8
12475,571308,2011-10-17 10:10,30,0.85,Germany,25.5
12475,571308,2011-10-17 10:10,24,1.65,Germany,39.6
12475,571308,2011-10-17 10:10,12,1.65,Germany,19.8
12475,571308,2011-10-17 10:10,12,1.95,Germany,23.4
12475,571308,2011-10-17 10:10,12,3.25,Germany,39
12475,571308,2011-10-17 10:10,10,0.85,Germany,8.5
12475,571308,2011-10-17 10:10,6,7.95,Germany,47.7
12475,571308,2011-10-17 10:10,12,1.25,Germany,15
12475,571308,2011-10-17 10:10,6,2.95,Germany,17.7
12475,571308,2011-10-17 10:10,12,1.45,Germany,17.4
12475,571308,2011-10-17 10:10,12,1.25,Germany,15
12475,571308,2011-10-17 10:10,12,1.45,Germany,17.4
12475,571308,2011-10-17 10:10,6,2.95,Germany,17.7
12475,571308,2011-10-17 10:10,4,3.75,Germany,15
12475,571308,2011-10-17 10:10,4,6.75,Germany,27
12475,571308,2011-10-17 10:10,2,6.75,Germany,13.5
12475,571308,2011-10-17 10:10,20,0.42,Germany,8.4
12475,571308,2011-10-17 10:10,8,4.15,Germany,33.2
12475,571308,2011-10-17 10:10,8,1.65,Germany,13.2
12475,571308,2011-10-17 10:10,12,1.65,Germany,19.8
12475,571308,2011-10-17 10:10,12,0.42,Germany,5.04
12475,571308,2011-10-17 10:10,4,4.15,Germany,16.6
12475,571308,2011-10-17 10:10,24,0.65,Germany,15.6
12475,571308,2011-10-17 10:10,100,0.04,Germany,4
12475,571308,2011-10-17 10:10,24,0.65,Germany,15.6
12475,571308,2011-10-17 10:10,16,0.65,Germany,10.4
12475,571308,2011-10-17 10:10,3,4.95,Germany,14.85
12475,571308,2011-10-17 10:10,8,1.95,Germany,15.6
12475,571308,2011-10-17 10:10,4,3.75,Germany,15
12475,571308,2011-10-17 10:10,3,5.75,Germany,17.25
12475,571308,2011-10-17 10:10,12,1.25,Germany,15
12475,571308,2011-10-17 10:10,4,4.95,Germany,19.8
12475,571308,2011-10-17 10:10,3,18,Germany,54
12476,542648,2011-01-31 11:46,4,14.95,Germany,59.8
12476,542648,2011-01-31 11:46,4,14.95,Germany,59.8
12476,542648,2011-01-31 11:46,3,4.95,Germany,14.85
12476,542648,2011-01-31 11:46,3,5.95,Germany,17.85
12476,542648,2011-01-31 11:46,2,8.5,Germany,17
12476,542648,2011-01-31 11:46,6,2.95,Germany,17.7
12476,542648,2011-01-31 11:46,6,2.1,Germany,12.6
12476,542648,2011-01-31 11:46,2,8.5,Germany,17
12476,542648,2011-01-31 11:46,4,3.45,Germany,13.8
12476,542648,2011-01-31 11:46,2,14.95,Germany,29.9
12476,542648,2011-01-31 11:46,24,0.85,Germany,20.4
12476,542648,2011-01-31 11:46,12,1.65,Germany,19.8
12476,542648,2011-01-31 11:46,3,6.45,Germany,19.35
12476,542648,2011-01-31 11:46,3,4.95,Germany,14.85
12476,542648,2011-01-31 11:46,8,1.69,Germany,13.52
12476,542648,2011-01-31 11:46,24,1.69,Germany,40.56
12476,542648,2011-01-31 11:46,6,2.55,Germany,15.3
12476,542648,2011-01-31 11:46,4,3.75,Germany,15
12476,542648,2011-01-31 11:46,2,12.75,Germany,25.5
12476,542648,2011-01-31 11:46,4,3.75,Germany,15
12476,542648,2011-01-31 11:46,5,18,Germany,90
12476,543833,2011-02-14 10:24,4,9.95,Germany,39.8
12476,543833,2011-02-14 10:24,6,2.95,Germany,17.7
12476,543833,2011-02-14 10:24,2,8.5,Germany,17
12476,543833,2011-02-14 10:24,4,3.95,Germany,15.8
12476,543833,2011-02-14 10:24,10,1.65,Germany,16.5
12476,543833,2011-02-14 10:24,12,1.25,Germany,15
12476,543833,2011-02-14 10:24,8,2.55,Germany,20.4
12476,543833,2011-02-14 10:24,1,18,Germany,18
12476,550527,2011-04-19 10:48,10,1.25,Germany,12.5
12476,550527,2011-04-19 10:48,12,1.25,Germany,15
12476,550527,2011-04-19 10:48,12,1.45,Germany,17.4
12476,550527,2011-04-19 10:48,8,3.75,Germany,30
12476,550527,2011-04-19 10:48,8,2.25,Germany,18
12476,550527,2011-04-19 10:48,2,12.75,Germany,25.5
12476,550527,2011-04-19 10:48,4,12.75,Germany,51
12476,550527,2011-04-19 10:48,3,4.25,Germany,12.75
12476,550527,2011-04-19 10:48,4,8.5,Germany,34
12476,550527,2011-04-19 10:48,40,1.69,Germany,67.6
12476,550527,2011-04-19 10:48,4,8.5,Germany,34
12476,550527,2011-04-19 10:48,4,8.5,Germany,34
12476,550527,2011-04-19 10:48,24,2.55,Germany,61.2
12476,550527,2011-04-19 10:48,8,4.65,Germany,37.2
12476,550527,2011-04-19 10:48,48,0.39,Germany,18.72
12476,550527,2011-04-19 10:48,48,0.39,Germany,18.72
12476,550527,2011-04-19 10:48,12,1.65,Germany,19.8
12476,550527,2011-04-19 10:48,24,2.95,Germany,70.8
12476,550527,2011-04-19 10:48,6,2.1,Germany,12.6
12476,550527,2011-04-19 10:48,12,1.45,Germany,17.4
12476,550527,2011-04-19 10:48,24,1.25,Germany,30
12476,550527,2011-04-19 10:48,6,0.83,Germany,4.98
12476,550527,2011-04-19 10:48,4,3.95,Germany,15.8
12476,550527,2011-04-19 10:48,2,8.5,Germany,17
12476,550527,2011-04-19 10:48,6,2.1,Germany,12.6
12476,550527,2011-04-19 10:48,4,8.25,Germany,33
12476,550527,2011-04-19 10:48,4,8.25,Germany,33
12476,550527,2011-04-19 10:48,24,0.85,Germany,20.4
12476,550527,2011-04-19 10:48,24,0.65,Germany,15.6
12476,550527,2011-04-19 10:48,24,0.85,Germany,20.4
12476,550527,2011-04-19 10:48,4,12.75,Germany,51
12476,550527,2011-04-19 10:48,4,3.75,Germany,15
12476,550527,2011-04-19 10:48,24,0.85,Germany,20.4
12476,550527,2011-04-19 10:48,12,0.85,Germany,10.2
12476,550527,2011-04-19 10:48,12,0.42,Germany,5.04
12476,550527,2011-04-19 10:48,12,0.42,Germany,5.04
12476,550527,2011-04-19 10:48,12,0.42,Germany,5.04
12476,550527,2011-04-19 10:48,8,2.95,Germany,23.6
12476,550527,2011-04-19 10:48,4,3.75,Germany,15
12476,550527,2011-04-19 10:48,12,0.85,Germany,10.2
12476,550527,2011-04-19 10:48,4,14.95,Germany,59.8
12476,550527,2011-04-19 10:48,6,4.95,Germany,29.7
12476,550527,2011-04-19 10:48,12,1.25,Germany,15
12476,550527,2011-04-19 10:48,8,3.45,Germany,27.6
12476,550527,2011-04-19 10:48,12,1.69,Germany,20.28
12476,550527,2011-04-19 10:48,10,1.25,Germany,12.5
12476,550527,2011-04-19 10:48,10,1.25,Germany,12.5
12476,550527,2011-04-19 10:48,12,2.1,Germany,25.2
12476,550527,2011-04-19 10:48,11,18,Germany,198
12476,552008,2011-05-05 17:13,8,14.95,Germany,119.6
12476,552008,2011-05-05 17:13,8,14.95,Germany,119.6
12476,552008,2011-05-05 17:13,4,18,Germany,72
12476,560901,2011-07-21 17:39,4,3.95,Germany,15.8
12476,560901,2011-07-21 17:39,4,3.95,Germany,15.8
12476,560901,2011-07-21 17:39,4,3.95,Germany,15.8
12476,560901,2011-07-21 17:39,2,7.9,Germany,15.8
12476,560901,2011-07-21 17:39,4,4.95,Germany,19.8
12476,560901,2011-07-21 17:39,2,9.95,Germany,19.9
12476,560901,2011-07-21 17:39,1,12.5,Germany,12.5
12476,560901,2011-07-21 17:39,6,2.55,Germany,15.3
12476,560901,2011-07-21 17:39,12,1.65,Germany,19.8
12476,560901,2011-07-21 17:39,10,0.79,Germany,7.9
12476,560901,2011-07-21 17:39,12,0.79,Germany,9.48
12476,560901,2011-07-21 17:39,6,2.95,Germany,17.7
12476,560901,2011-07-21 17:39,8,2.1,Germany,16.8
12476,560901,2011-07-21 17:39,4,4.25,Germany,17
12476,560901,2011-07-21 17:39,8,2.95,Germany,23.6
12476,560901,2011-07-21 17:39,8,3.75,Germany,30
12476,560901,2011-07-21 17:39,6,2.55,Germany,15.3
12476,560901,2011-07-21 17:39,4,3.45,Germany,13.8
12476,560901,2011-07-21 17:39,24,0.42,Germany,10.08
12476,560901,2011-07-21 17:39,24,0.42,Germany,10.08
12476,560901,2011-07-21 17:39,24,0.42,Germany,10.08
12476,560901,2011-07-21 17:39,12,1.65,Germany,19.8
12476,560901,2011-07-21 17:39,3,4.95,Germany,14.85
12476,560901,2011-07-21 17:39,6,12.75,Germany,76.5
12476,560901,2011-07-21 17:39,2,8.5,Germany,17
12476,560901,2011-07-21 17:39,2,8.5,Germany,17
12476,560901,2011-07-21 17:39,24,1.25,Germany,30
12476,560901,2011-07-21 17:39,48,1.25,Germany,60
12476,560901,2011-07-21 17:39,12,1.65,Germany,19.8
12476,560901,2011-07-21 17:39,10,2.08,Germany,20.8
12476,560901,2011-07-21 17:39,7,18,Germany,126
12476,566987,2011-09-16 10:56,10,2.08,Germany,20.8
12476,566987,2011-09-16 10:56,4,18,Germany,72
12476,566987,2011-09-16 10:56,12,1.95,Germany,23.4
12476,566987,2011-09-16 10:56,12,1.65,Germany,19.8
12476,566987,2011-09-16 10:56,12,1.95,Germany,23.4
12476,566987,2011-09-16 10:56,12,1.65,Germany,19.8
12476,566987,2011-09-16 10:56,36,1.65,Germany,59.4
12476,566987,2011-09-16 10:56,36,1.65,Germany,59.4
12476,566987,2011-09-16 10:56,6,12.75,Germany,76.5
12476,566987,2011-09-16 10:56,8,4.95,Germany,39.6
12476,566987,2011-09-16 10:56,3,12.5,Germany,37.5
12476,566987,2011-09-16 10:56,24,2.55,Germany,61.2
12476,566987,2011-09-16 10:56,10,2.08,Germany,20.8
12476,572559,2011-10-25 8:44,2,12.5,Germany,25
12476,572559,2011-10-25 8:44,6,5.95,Germany,35.7
12476,572559,2011-10-25 8:44,12,1.25,Germany,15
12476,572559,2011-10-25 8:44,24,0.42,Germany,10.08
12476,572559,2011-10-25 8:44,12,1.65,Germany,19.8
12476,572559,2011-10-25 8:44,12,1.95,Germany,23.4
12476,572559,2011-10-25 8:44,20,0.42,Germany,8.4
12476,572559,2011-10-25 8:44,12,1.45,Germany,17.4
12476,572559,2011-10-25 8:44,12,0.83,Germany,9.96
12476,572559,2011-10-25 8:44,24,0.55,Germany,13.2
12476,572559,2011-10-25 8:44,12,2.89,Germany,34.68
12476,572559,2011-10-25 8:44,12,2.08,Germany,24.96
12476,572559,2011-10-25 8:44,12,2.49,Germany,29.88
12476,572559,2011-10-25 8:44,12,1.25,Germany,15
12476,572559,2011-10-25 8:44,12,1.25,Germany,15
12476,572559,2011-10-25 8:44,12,1.25,Germany,15
12476,572559,2011-10-25 8:44,10,2.08,Germany,20.8
12476,572559,2011-10-25 8:44,12,1.25,Germany,15
12476,572559,2011-10-25 8:44,12,0.83,Germany,9.96
12476,572559,2011-10-25 8:44,12,2.95,Germany,35.4
12476,572559,2011-10-25 8:44,12,2.49,Germany,29.88
12476,572559,2011-10-25 8:44,24,0.42,Germany,10.08
12476,572559,2011-10-25 8:44,2,7.65,Germany,15.3
12476,572560,2011-10-25 8:45,8,18,Germany,144
12476,572560,2011-10-25 8:45,6,8.25,Germany,49.5
12476,572560,2011-10-25 8:45,6,8.25,Germany,49.5
12476,572560,2011-10-25 8:45,4,8.25,Germany,33
12476,572560,2011-10-25 8:45,36,1.65,Germany,59.4
12476,572560,2011-10-25 8:45,36,1.65,Germany,59.4
12476,572560,2011-10-25 8:45,12,3.39,Germany,40.68
12476,572560,2011-10-25 8:45,4,8.5,Germany,34
12476,572560,2011-10-25 8:45,4,8.5,Germany,34
12476,572560,2011-10-25 8:45,8,14.95,Germany,119.6
12476,572560,2011-10-25 8:45,12,2.1,Germany,25.2
12476,576327,2011-11-14 15:19,2,18,Germany,36
12476,576327,2011-11-14 15:19,16,1.25,Germany,20
12476,576327,2011-11-14 15:19,3,12.5,Germany,37.5
12476,576327,2011-11-14 15:19,4,8.25,Germany,33
