id,age,number_accounts,price,Extra_content,ads,accept
82,21,4,25,Disney,one_per_day,1
83,25,5,15,ESPN,one_per_show,0
84,44,4,20,Marble,one_per_day,0
85,44,1,10,Disney,one_per_show,0
86,27,3,20,0,0,0
87,46,1,10,Disney,one_per_day,0
88,49,4,10,Disney,one_per_day,1
89,50,2,20,Marble,0,0
90,40,4,10,Disney,one_per_day,1
91,25,5,15,Disney,one_per_show,1
92,36,2,20,ESPN,one_per_day,0
93,28,2,15,Disney,0,1
94,48,1,15,Marble,one_per_show,0
95,53,2,15,Marble,one_per_show,0
96,28,3,10,Marble,one_per_show,0
97,36,5,15,Disney,one_per_show,1
98,40,2,25,Marble,one_per_day,0
99,43,4,10,0,one_per_day,0
100,52,2,25,ESPN,one_per_show,0
101,45,1,20,Disney,one_per_day,0
102,25,2,15,ESPN,one_per_show,0
103,38,2,15,Disney,0,1
104,44,3,25,0,one_per_day,0
105,34,4,25,Disney,one_per_day,1
106,21,3,15,Disney,one_per_day,1
107,53,4,20,ESPN,one_per_day,0
108,23,1,25,ESPN,one_per_day,1
109,45,1,25,Marble,0,0
110,44,5,25,Marble,0,1
111,38,3,25,Marble,one_per_show,0
112,33,4,10,0,one_per_show,0
113,22,2,25,Disney,0,0
114,52,2,25,Marble,0,0
115,32,5,25,Disney,one_per_day,1
116,37,5,25,0,one_per_show,0
117,23,5,15,ESPN,one_per_day,1
118,35,5,20,Disney,one_per_day,1
119,21,1,25,Disney,one_per_day,0
120,22,4,10,Disney,0,1
121,24,5,25,ESPN,0,1
122,26,5,10,0,one_per_day,1
123,50,5,15,0,one_per_day,1
124,22,3,25,0,one_per_show,0
125,30,3,20,Marble,one_per_show,0
126,27,4,10,ESPN,0,1
127,34,3,25,Marble,0,0
128,21,3,15,Disney,one_per_day,1
129,53,3,15,Disney,one_per_show,0
130,27,2,20,Disney,0,0
131,42,2,25,ESPN,one_per_show,0
132,38,5,20,0,0,1
133,40,5,10,0,one_per_show,0
134,32,3,20,Disney,0,1
135,32,4,10,Disney,one_per_day,0
136,37,2,20,Disney,0,0
137,39,4,20,Disney,one_per_day,1
138,39,5,15,Disney,0,1
139,22,3,10,ESPN,one_per_show,0
140,46,1,20,Disney,one_per_show,0
141,37,3,15,0,0,0
142,33,5,10,Disney,one_per_day,1
143,37,4,15,ESPN,one_per_show,0
144,51,1,25,0,0,0
145,50,3,20,ESPN,0,0
146,42,5,15,Disney,one_per_show,1
147,52,5,10,Marble,one_per_day,1
148,37,1,20,Marble,one_per_show,0
149,34,2,10,Disney,one_per_show,0
150,45,5,25,Disney,one_per_day,1
151,39,1,20,Marble,0,0
152,24,4,15,Disney,0,1
153,42,4,15,Disney,one_per_day,1
154,28,5,10,ESPN,0,1
155,36,2,10,ESPN,one_per_day,0
156,49,5,15,Disney,one_per_show,1
157,29,2,15,Disney,0,1
158,40,4,15,ESPN,one_per_day,1
159,31,2,15,ESPN,one_per_day,0
160,53,4,25,Disney,one_per_day,1
161,31,2,25,Marble,one_per_day,0
162,35,5,10,Marble,one_per_show,1
163,28,3,25,ESPN,one_per_day,0
164,39,3,15,0,0,0
165,40,4,20,Marble,one_per_show,1
166,37,3,10,0,one_per_day,0
167,38,4,15,Disney,one_per_day,1
168,37,4,10,ESPN,one_per_day,1
169,49,1,20,ESPN,one_per_day,0
170,27,3,15,ESPN,one_per_day,1
171,41,4,20,Disney,one_per_day,1
172,48,1,25,ESPN,one_per_show,0
173,25,5,15,ESPN,one_per_show,1
174,38,3,25,ESPN,one_per_day,0
175,42,3,15,ESPN,0,1
176,52,4,25,0,one_per_show,0
177,43,4,25,Marble,0,0
178,43,1,25,Marble,one_per_show,0
179,46,5,10,Disney,one_per_show,1
180,24,4,25,ESPN,0,1
181,52,4,15,ESPN,one_per_day,1
182,27,5,20,0,0,1
183,53,3,15,ESPN,one_per_day,0
184,45,3,25,Marble,one_per_day,0
185,35,4,25,0,one_per_show,0
186,32,5,10,0,one_per_show,0
187,50,2,15,Disney,one_per_day,0
188,25,2,10,0,one_per_day,0
189,30,3,25,0,0,0
190,53,2,10,0,one_per_day,0
191,29,3,10,Marble,one_per_show,0
192,33,3,15,Disney,0,1
193,53,5,25,Disney,0,1
194,24,4,20,Disney,one_per_day,1
195,29,1,20,0,one_per_show,1
196,34,3,10,0,one_per_show,0
197,37,2,10,0,one_per_day,0
198,36,1,15,0,0,0
199,51,4,10,0,0,1
200,52,3,10,Marble,one_per_day,0
201,25,3,10,Disney,one_per_day,1
202,33,3,25,Disney,one_per_day,0
203,22,2,10,Disney,one_per_day,0
204,40,3,20,Disney,one_per_show,0
205,25,1,10,Marble,one_per_show,0
206,45,1,15,ESPN,one_per_show,0
207,45,1,15,Disney,one_per_show,0
208,36,4,15,0,0,1
209,52,5,20,0,one_per_day,0
210,35,2,25,Marble,one_per_day,0
211,36,2,20,Marble,0,0
212,25,2,15,ESPN,0,0
213,36,3,10,Disney,one_per_day,1
214,46,1,20,ESPN,one_per_show,0
215,29,1,20,0,one_per_day,0
216,32,3,20,0,one_per_day,0
217,22,5,15,Marble,0,1
218,44,5,25,0,0,1
219,38,1,25,Disney,0,0
220,43,5,15,Disney,one_per_day,1
221,49,2,25,0,one_per_day,0
222,43,2,20,Marble,0,0
223,49,2,10,Marble,0,0
224,27,1,25,Disney,0,0
225,44,1,25,Disney,0,1
226,32,2,10,Disney,one_per_day,0
227,47,2,10,Marble,0,0
228,29,2,25,Marble,one_per_day,0
229,48,1,20,Marble,0,1
230,48,2,15,0,one_per_day,0
231,39,3,20,Disney,one_per_show,0
232,43,1,20,Disney,one_per_show,0
233,31,5,10,0,one_per_day,1
234,45,1,25,Disney,one_per_show,0
235,50,5,15,ESPN,0,1
236,47,5,10,ESPN,one_per_day,1
237,33,4,25,ESPN,one_per_show,0
238,43,4,20,Disney,one_per_day,1
239,50,5,20,ESPN,one_per_show,0
240,48,5,20,Disney,0,1
241,23,1,15,Disney,one_per_show,0
242,25,3,25,Marble,one_per_show,0
243,44,3,25,0,one_per_show,0
244,34,2,15,ESPN,one_per_day,0
245,30,4,15,Disney,one_per_day,1
246,33,4,10,Marble,one_per_day,1
247,41,2,15,0,one_per_day,0
248,22,5,15,Marble,one_per_day,1
249,52,1,25,0,one_per_day,0
250,48,3,15,ESPN,one_per_day,0
251,41,3,25,Marble,one_per_show,0
252,50,2,15,0,0,0
253,43,5,10,Marble,0,1
254,37,5,20,Disney,one_per_show,0
255,45,4,10,ESPN,one_per_show,0
256,39,1,25,Marble,0,0
257,47,2,15,ESPN,one_per_day,1
258,48,5,10,Disney,one_per_show,1
259,37,3,25,ESPN,0,0
260,34,4,20,Disney,0,1
261,34,2,20,ESPN,one_per_day,0
262,39,2,10,Disney,0,1
263,41,2,10,0,one_per_day,0
264,46,2,15,Disney,one_per_show,0
265,27,4,10,Disney,one_per_show,1
266,39,3,25,Marble,one_per_day,0
267,22,4,20,Marble,one_per_show,0
268,22,3,10,Disney,one_per_show,0
269,29,2,20,Marble,one_per_show,0
270,37,3,20,0,0,0
271,21,1,15,0,0,1
272,53,5,20,Disney,one_per_show,1
273,29,2,15,Disney,one_per_show,0
274,51,2,15,ESPN,one_per_show,0
275,41,4,20,ESPN,0,1
276,24,4,25,0,one_per_day,0
277,26,2,10,ESPN,one_per_show,0
278,29,1,15,ESPN,0,0
279,41,4,20,Marble,one_per_day,0
280,44,5,20,Disney,0,1
281,46,4,25,0,0,0
282,24,5,20,Marble,0,1
283,36,1,25,0,one_per_day,0
284,31,2,10,Marble,one_per_day,0
285,45,4,20,ESPN,one_per_show,0
286,34,2,25,ESPN,0,1
287,27,5,20,Disney,0,1
288,49,3,20,Marble,one_per_show,0
289,34,2,20,Disney,one_per_show,0
290,27,1,25,ESPN,one_per_show,0
291,49,5,25,Marble,one_per_show,0
292,31,1,25,Disney,one_per_show,0
293,39,3,25,Marble,one_per_show,0
294,39,4,20,0,one_per_day,0
295,36,5,25,ESPN,one_per_day,0
296,52,3,20,ESPN,one_per_day,0
297,32,2,20,ESPN,one_per_show,0
298,38,2,10,ESPN,one_per_show,0
299,40,4,20,Disney,0,1
300,25,4,10,Marble,one_per_day,1
301,52,5,25,0,one_per_show,0
302,37,4,15,Marble,0,1
303,29,1,10,Disney,0,0
304,43,5,15,ESPN,0,1
305,39,5,25,0,one_per_show,0
306,45,5,20,ESPN,one_per_show,0
307,31,2,10,ESPN,one_per_show,0
308,39,3,15,Marble,0,1
309,21,5,15,Disney,0,1
310,27,1,20,Disney,one_per_show,0
311,46,2,20,Marble,one_per_day,0
312,40,3,15,Disney,one_per_day,1
313,39,1,25,0,one_per_show,0
314,28,1,15,ESPN,one_per_show,0
315,40,2,25,0,one_per_day,0
316,33,3,10,ESPN,one_per_show,1
317,43,1,10,ESPN,one_per_show,0
318,40,2,20,0,one_per_day,1
319,23,4,25,Marble,one_per_day,0
320,42,4,15,Disney,0,0
321,47,4,15,Marble,one_per_show,0
322,36,5,25,0,one_per_show,0
323,36,3,10,0,0,0
324,48,4,15,0,one_per_show,0
325,24,4,15,Marble,one_per_day,1
326,30,2,25,0,0,0
327,48,2,25,Disney,one_per_day,0
328,38,3,25,Disney,0,1
329,22,5,25,Disney,one_per_day,1
330,39,2,10,0,0,0
331,31,2,25,Disney,one_per_day,0
332,32,2,15,Disney,one_per_day,0
333,47,5,20,Marble,0,1
334,44,5,10,Disney,one_per_show,1
335,30,1,25,Marble,one_per_day,0
336,35,5,20,Disney,one_per_show,1
337,44,3,20,Disney,one_per_show,0
338,40,2,25,Marble,one_per_show,0
339,40,1,15,Disney,one_per_day,0
340,23,5,25,ESPN,one_per_show,0
341,23,5,10,Marble,one_per_day,1
342,22,5,25,0,one_per_show,0
343,45,3,15,0,one_per_show,0
344,25,1,10,0,one_per_show,1
345,25,1,10,Marble,one_per_show,0
346,36,3,25,0,one_per_show,0
347,35,3,15,Marble,one_per_day,1
348,30,1,25,Disney,one_per_day,0
349,38,1,10,0,0,0
350,24,5,15,Marble,0,1
351,33,5,25,Marble,one_per_show,0
352,35,2,20,ESPN,0,0
353,52,5,25,Disney,0,1
354,34,2,25,0,one_per_show,0
355,40,2,20,Marble,one_per_show,0
356,44,2,25,Disney,one_per_day,0
357,50,5,15,Marble,0,1
358,48,4,25,Disney,0,1
359,29,5,15,Disney,0,1
360,25,1,25,0,0,0
361,46,1,25,Marble,0,0
362,53,1,20,Marble,0,0
363,46,3,10,0,0,0
364,26,2,10,ESPN,one_per_day,0
365,44,5,20,ESPN,one_per_show,0
366,39,4,25,Marble,one_per_show,0
367,39,5,15,Disney,one_per_show,1
368,51,2,10,Marble,one_per_show,0
369,53,2,10,0,one_per_day,0
370,47,5,10,Disney,one_per_show,1
371,22,5,25,Marble,one_per_day,1
372,26,3,25,ESPN,one_per_show,0
373,28,2,20,Marble,0,0
374,51,5,15,Marble,one_per_day,1
375,48,3,20,ESPN,one_per_day,0
376,29,2,20,Marble,0,1
377,29,2,10,Disney,one_per_show,0
378,40,3,25,0,one_per_show,0
379,52,1,15,ESPN,one_per_day,0
380,32,3,20,Marble,one_per_day,0
381,23,2,15,ESPN,0,0
382,34,3,15,0,0,1
383,52,5,20,Disney,0,1
384,25,5,10,Disney,one_per_day,1
385,31,5,10,Marble,0,1
386,44,1,20,0,one_per_day,0
387,38,3,25,ESPN,one_per_show,0
388,47,3,25,ESPN,0,0
389,26,4,20,Disney,one_per_show,0
390,46,5,10,ESPN,one_per_show,1
391,22,2,10,Disney,one_per_show,0
392,39,4,25,0,0,0
393,32,2,10,0,one_per_show,0
394,43,1,25,Marble,0,0
395,28,4,25,ESPN,one_per_show,0
396,51,1,25,Marble,0,0
397,36,2,10,ESPN,one_per_day,0
398,36,1,20,Disney,one_per_day,0
399,34,3,15,Disney,0,1
400,39,5,20,0,0,1
401,33,5,15,0,0,1
402,25,3,25,ESPN,one_per_day,0
403,30,5,15,ESPN,one_per_show,1
404,26,5,25,ESPN,0,1
405,28,5,25,0,0,1
406,36,3,10,Disney,one_per_day,0
407,30,5,15,0,one_per_show,0
408,37,4,10,ESPN,0,1
409,41,5,15,0,one_per_show,0
410,34,1,15,ESPN,0,0
411,51,3,15,0,0,0
412,42,1,15,0,one_per_day,0
413,52,1,25,ESPN,one_per_show,0
414,35,5,25,Marble,0,1
415,52,2,25,Marble,one_per_show,0
416,37,5,20,0,0,1
417,40,5,25,ESPN,one_per_show,0
418,23,4,25,ESPN,one_per_day,0
419,24,4,25,ESPN,0,0
420,32,5,15,Disney,one_per_show,1
421,28,3,10,ESPN,one_per_show,0
422,42,5,20,ESPN,one_per_day,1
423,31,5,20,ESPN,one_per_show,0
424,30,5,10,ESPN,0,1
425,32,5,20,Marble,0,1
426,33,2,15,Disney,0,1
427,48,2,10,0,one_per_show,0
428,41,3,20,ESPN,one_per_show,0
429,28,1,25,Disney,one_per_show,0
430,36,1,15,Marble,0,0
431,27,5,10,Marble,0,1
432,31,2,25,Marble,one_per_day,0
433,48,5,20,ESPN,one_per_show,0
434,32,3,20,Marble,one_per_day,0
435,21,1,20,Marble,one_per_show,1
436,32,2,15,Marble,0,0
437,29,4,20,ESPN,0,1
438,32,2,10,0,one_per_day,0
439,23,3,15,ESPN,one_per_show,0
440,45,4,10,Disney,0,1
441,36,2,10,Disney,one_per_day,0
442,51,1,15,0,0,0
443,51,2,15,ESPN,one_per_day,0
444,21,3,15,Disney,one_per_day,1
445,32,2,20,Marble,one_per_show,0
446,21,3,10,0,0,0
447,22,5,15,0,0,1
448,38,1,25,0,one_per_show,0
449,47,5,10,Marble,one_per_day,1
450,26,2,10,ESPN,0,0
451,25,3,20,ESPN,0,0
452,47,2,20,ESPN,0,0
453,29,4,25,0,0,0
454,48,2,25,0,one_per_show,0
455,42,1,20,ESPN,0,0
456,47,3,15,Marble,one_per_day,0
457,31,1,25,Disney,one_per_day,0
458,26,4,25,Marble,one_per_show,0
459,45,3,25,Disney,0,1
460,29,3,25,0,0,0
461,32,1,20,0,one_per_day,0
462,50,4,10,Disney,one_per_show,1
463,52,4,10,0,one_per_show,0
464,40,3,25,Disney,one_per_show,0
465,50,3,25,Marble,0,0
466,36,3,10,Marble,one_per_day,0
467,33,1,10,ESPN,one_per_show,0
468,47,2,15,ESPN,0,0
469,46,4,15,Marble,one_per_day,1
470,30,5,20,Marble,0,0
471,44,3,10,ESPN,one_per_show,0
472,42,5,15,Disney,one_per_day,1
473,44,3,20,ESPN,one_per_day,0
474,34,2,25,Marble,one_per_show,0
475,53,2,20,Marble,one_per_day,0
476,44,3,10,0,one_per_show,0
477,52,1,15,0,one_per_show,0
478,38,5,15,0,one_per_day,1
479,45,2,15,0,one_per_day,0
480,31,2,10,0,one_per_show,0
481,49,2,10,Disney,one_per_show,0
482,27,3,10,0,one_per_day,0
483,46,2,25,ESPN,one_per_day,0
484,33,4,10,ESPN,one_per_show,0
485,21,1,10,ESPN,one_per_show,0
486,21,1,25,Disney,one_per_day,0
487,53,2,20,ESPN,0,0
488,37,4,15,ESPN,one_per_day,1
489,40,4,20,ESPN,one_per_day,0
490,50,4,15,0,0,1
491,45,2,25,Marble,0,0
492,49,5,15,0,0,1
493,51,2,15,0,0,0
494,42,1,10,Marble,one_per_show,0
495,26,4,20,Marble,0,1
496,47,5,20,ESPN,one_per_day,1
497,53,3,25,ESPN,0,0
498,43,1,10,0,one_per_day,0
499,30,4,25,Marble,0,1
500,51,2,25,Marble,one_per_show,0
501,22,4,20,Disney,0,0
502,24,4,15,Disney,0,1
503,34,1,20,Marble,one_per_day,0
504,34,2,20,ESPN,one_per_day,0
505,44,5,15,Marble,one_per_day,1
506,29,4,10,Disney,0,1
507,37,3,20,ESPN,0,0
508,32,3,15,0,one_per_show,1
509,51,1,15,Marble,one_per_day,0
510,51,5,10,0,0,1
511,34,2,15,0,one_per_day,0
512,53,2,10,0,0,0
513,31,3,10,0,0,0
514,24,5,10,Marble,one_per_day,1
515,38,4,25,ESPN,one_per_day,0
516,53,2,25,ESPN,0,0
517,25,3,10,ESPN,0,1
518,28,5,15,0,one_per_show,0
519,31,1,20,Marble,one_per_show,0
520,52,1,15,Marble,one_per_day,0
521,46,1,10,ESPN,0,0
522,50,3,25,ESPN,one_per_show,0
523,26,2,20,ESPN,one_per_show,0
524,37,5,25,ESPN,0,1
525,29,4,10,Disney,one_per_day,1
526,35,1,10,Disney,one_per_show,0
527,53,4,15,Marble,one_per_day,1
528,35,5,20,Marble,0,1
529,40,3,10,0,one_per_day,0
530,48,2,20,Marble,one_per_show,0
531,29,3,20,Marble,one_per_day,0
532,42,1,25,ESPN,0,0
533,29,3,20,ESPN,one_per_day,0
534,35,3,15,Marble,one_per_day,0
535,23,4,10,0,one_per_show,0
536,47,1,25,0,0,0
537,23,1,25,0,0,0
538,33,1,25,Disney,one_per_day,0
539,50,1,20,Disney,one_per_show,0
540,30,1,25,ESPN,one_per_show,0
541,21,5,10,Marble,one_per_day,1
542,44,5,10,Marble,one_per_show,1
543,47,1,10,Disney,0,0
544,30,1,25,0,one_per_day,0
545,42,5,10,Disney,one_per_show,1
546,47,4,10,Disney,one_per_day,1
547,43,3,15,0,one_per_show,0
548,40,2,25,Marble,one_per_day,0
549,30,2,15,Disney,one_per_day,0
550,50,5,20,0,one_per_show,0
551,42,3,15,Marble,one_per_day,0
552,53,4,10,0,0,1
553,35,2,15,0,one_per_show,0
554,27,1,15,Disney,one_per_day,0
555,28,5,20,Marble,one_per_show,0
556,51,5,25,ESPN,0,1
557,50,2,15,Disney,one_per_day,0
558,53,2,20,0,one_per_show,0
559,25,2,20,0,one_per_show,0
560,21,2,10,0,one_per_show,0
561,38,2,15,Disney,one_per_show,0
562,49,3,10,0,0,0
563,28,5,10,Marble,one_per_day,1
564,35,3,10,ESPN,one_per_show,0
565,39,3,10,ESPN,one_per_show,0
566,46,3,15,ESPN,one_per_day,0
567,41,1,15,Marble,one_per_day,0
568,29,1,20,ESPN,0,0
569,38,2,25,ESPN,0,0
570,39,2,20,Disney,one_per_day,0
571,49,3,10,Disney,one_per_day,1
572,31,2,15,0,0,0
573,38,1,10,Disney,one_per_show,0
574,28,2,25,Disney,one_per_show,0
575,21,2,25,Marble,0,0
576,26,4,15,Disney,0,1
577,32,3,20,ESPN,one_per_day,0
578,22,5,20,Marble,one_per_day,1
579,21,3,10,0,one_per_day,0
580,21,2,25,0,one_per_day,0
581,29,4,20,0,one_per_show,0
582,51,1,25,0,one_per_show,0
583,22,3,20,0,0,0
584,26,3,10,ESPN,0,1
585,31,1,10,ESPN,0,0
586,31,1,25,0,one_per_show,0
587,33,1,10,Marble,one_per_show,0
588,45,5,20,Disney,0,1
589,52,2,15,0,one_per_show,0
590,30,4,10,Marble,0,1
591,21,2,25,0,0,0
592,35,5,10,Marble,one_per_show,1
593,36,2,25,Disney,one_per_show,0
594,42,1,15,0,0,0
595,38,2,15,Marble,0,0
596,34,1,25,ESPN,one_per_show,0
597,23,3,15,Marble,one_per_day,0
598,41,2,15,Marble,0,0
599,39,1,15,0,one_per_day,0
600,45,5,15,0,one_per_day,1
601,33,5,15,Marble,one_per_day,1
602,34,4,20,0,one_per_day,0
603,28,2,25,Marble,one_per_day,0
604,42,3,10,Marble,0,1
605,48,2,25,Marble,one_per_show,0
606,38,3,20,Disney,one_per_day,0
607,50,2,10,ESPN,one_per_day,0
608,21,1,20,ESPN,one_per_day,0
609,24,2,25,Disney,one_per_show,0
610,50,5,15,0,one_per_show,0
611,24,5,25,Marble,one_per_day,1
612,49,3,15,Disney,one_per_day,1
613,31,2,25,0,one_per_show,0
614,49,4,15,0,one_per_day,0
615,47,4,20,0,0,0
616,34,4,10,ESPN,one_per_show,0
617,43,3,25,0,one_per_show,0
618,49,2,25,0,one_per_day,0
619,27,5,15,ESPN,one_per_show,1
620,33,1,20,Disney,0,0
621,44,3,10,Disney,one_per_day,1
622,51,2,20,0,one_per_show,0
623,32,3,10,0,one_per_show,0
624,27,5,20,ESPN,0,1
625,38,1,10,ESPN,0,0
626,43,2,25,Disney,0,0
627,33,1,15,ESPN,0,0
628,47,4,10,Disney,0,1
629,51,2,20,Marble,one_per_day,0
630,45,2,25,ESPN,0,0
631,50,4,10,ESPN,one_per_show,0
632,34,1,10,0,0,0
633,46,3,25,0,one_per_show,0
634,33,1,20,0,one_per_show,0
635,22,2,10,Disney,one_per_show,0
636,51,5,25,Disney,0,1
637,30,2,25,0,one_per_show,0
638,49,1,20,Marble,one_per_show,0
639,37,4,20,Disney,0,1
640,39,2,10,0,0,0
641,40,1,15,ESPN,0,0
642,49,5,15,Marble,one_per_day,1
643,22,3,25,Disney,one_per_show,0
644,23,2,10,ESPN,one_per_day,0
645,50,1,20,ESPN,one_per_show,0
646,30,5,20,Disney,one_per_show,1
647,53,2,20,Disney,0,0
648,34,5,10,ESPN,one_per_day,1
649,44,3,25,ESPN,one_per_day,0
650,31,3,15,Disney,0,1
651,44,2,10,ESPN,0,0
652,52,5,25,0,one_per_day,0
653,27,3,10,ESPN,0,1
654,24,4,15,Disney,0,1
655,27,5,10,Marble,0,1
656,33,5,10,0,one_per_day,1
657,29,2,15,Disney,0,1
658,33,5,25,Disney,one_per_day,1
659,42,1,15,Disney,one_per_day,0
660,52,4,10,Disney,one_per_show,1
661,47,3,20,0,one_per_show,0
662,51,3,25,ESPN,0,0
663,34,3,10,ESPN,one_per_day,0
664,51,1,25,ESPN,0,0
665,27,5,25,Marble,one_per_show,0
666,22,5,20,Marble,0,1
667,31,3,25,0,one_per_show,0
668,27,4,10,ESPN,0,1
669,44,3,10,Marble,0,1
670,29,1,10,0,one_per_day,0
671,51,4,10,ESPN,one_per_show,0
672,30,4,10,0,0,1
673,49,2,25,Disney,one_per_show,0
674,23,1,20,Disney,one_per_show,0
675,24,1,20,ESPN,one_per_show,0
676,31,1,10,Marble,0,0
677,40,4,25,Disney,one_per_day,1
678,45,4,25,0,one_per_day,0
679,40,3,25,Disney,0,1
680,31,2,20,Disney,one_per_day,0
681,25,3,20,0,one_per_show,0
682,27,4,10,Disney,one_per_day,1
683,42,3,20,0,one_per_day,0
684,40,1,15,Disney,0,0
685,47,3,10,0,one_per_show,0
686,30,2,25,0,0,0
687,21,2,10,0,one_per_show,0
688,45,5,15,Disney,one_per_show,1
689,27,5,25,0,one_per_show,0
690,43,2,15,0,one_per_day,0
691,27,1,15,Disney,one_per_day,0
692,25,4,15,Disney,one_per_show,1
693,51,1,15,Disney,0,0
694,31,1,20,Marble,one_per_day,0
695,25,2,10,Disney,one_per_show,0
696,39,1,25,0,0,0
697,37,5,15,0,one_per_show,0
698,45,5,15,Disney,0,1
699,23,4,20,Disney,0,1
700,34,4,10,Disney,0,1
701,50,2,10,Disney,0,1
702,25,2,20,Marble,0,0
703,48,5,20,Disney,one_per_show,1
704,44,1,20,Marble,one_per_day,0
705,50,3,15,ESPN,one_per_day,0
706,28,2,10,Marble,0,0
707,46,1,10,ESPN,0,0
708,33,1,20,0,0,0
709,26,2,25,Disney,0,0
710,35,1,25,0,0,0
711,25,3,25,ESPN,one_per_show,0
712,49,5,20,0,0,1
713,51,3,20,Marble,one_per_day,0
714,52,4,20,0,0,0
715,26,4,20,Disney,one_per_show,0
716,42,3,25,Marble,0,0
717,36,4,20,ESPN,one_per_day,0
718,35,5,20,ESPN,one_per_day,1
719,29,3,25,0,one_per_day,0
720,42,4,25,ESPN,one_per_show,0
721,39,3,15,Disney,one_per_show,0
722,25,2,10,0,one_per_day,0
723,53,3,25,Marble,one_per_day,0
724,52,5,25,ESPN,0,1
725,22,3,25,0,one_per_show,0
726,48,2,10,ESPN,0,0
727,27,5,20,0,one_per_day,0
728,48,5,15,Marble,0,1
729,52,5,15,0,one_per_day,1
730,38,3,15,Disney,one_per_show,0
731,26,1,25,ESPN,0,0
732,41,5,20,ESPN,one_per_day,1
733,29,2,15,Disney,0,1
734,34,5,20,0,one_per_show,0
735,29,1,25,Marble,one_per_day,0
736,42,4,15,0,0,1
737,35,4,25,0,0,0
738,22,4,25,Marble,one_per_show,0
739,26,5,25,Marble,one_per_day,1
740,24,3,20,ESPN,one_per_day,0
741,28,4,25,ESPN,0,0
742,32,3,10,ESPN,0,1
743,34,3,20,Disney,one_per_day,0
744,24,4,15,ESPN,one_per_day,1
745,48,2,25,ESPN,0,0
746,36,1,25,Disney,one_per_show,0
747,40,3,25,Marble,one_per_day,0
748,27,3,20,0,0,0
749,29,3,25,ESPN,one_per_show,0
750,37,3,25,Marble,one_per_day,0
751,37,2,15,ESPN,one_per_day,0
752,44,4,25,Marble,0,1
753,46,5,10,Disney,one_per_day,1
754,31,1,15,Disney,one_per_show,0
755,39,4,10,ESPN,one_per_show,0
756,31,4,10,Marble,one_per_show,0
757,38,3,15,Marble,one_per_day,0
