house_id,rent,size_sqft,floor,bathrooms,min_to_subway,age_yrs
218,2863.324452,437,3,1,12,8
219,2242.51622,410,2,1,8,106
220,6035.207429,1022,21,2,4,47
221,8343.638291,1518,4,2,3,31
222,2655.121762,650,1,1,6,106
223,2313.961306,400,2,1,12,106
224,5127.7992,917,9,2,3,15
225,2508.945286,475,2,1,3,116
226,6912.508129,1300,4,2,11,17
227,4661.890092,800,10,1,2,8
228,2899.721377,500,2,1,3,106
229,6718.229706,1025,3,2,6,2
230,3965.694287,757,18,1,4,19
231,7188.248809,1175,36,2,2,6
234,7262.000194,1300,12,2,2,38
235,7330.462173,1280,35,2,3,11
236,2941.993228,750,3,1,12,96
237,3791.391388,1000,5,1,3,101
238,2349.705698,500,1,1,4,100
239,8836.218835,1478,54,2,9,15
240,2750.015178,482,30,1,6,28
241,3707.090733,763,6,1,3,31
242,5429.922712,923,34,1,1,51
243,5480.164151,1038,17,2,7,39
244,2994.663421,525,5,1,2,115
245,2210.772791,550,3,1,7,106
246,3135.28511,533,19,1,4,47
247,3698.418656,583,12,1,8,10
248,4907.533712,927,32,1,3,29
249,3748.189655,678,9,1,4,47
250,3618.217676,730,7,1,2,53
251,4753.085428,910,31,1,9,86
252,3700.873876,750,7,1,2,96
253,3055.345054,750,4,1,7,102
254,4663.084565,958,30,1,10,27
255,4228.291135,668,23,1,2,16
257,2995.889852,600,16,1,12,27
258,3878.989248,690,6,1,7,6
259,6912.03137,1425,6,2,3,54
260,3718.554433,674,8,1,4,47
261,4240.871414,1100,6,2,5,96
262,3092.344031,800,1,1,4,66
263,3679.569384,752,4,1,6,14
264,2407.254037,500,4,1,6,96
265,3335.974105,636,5,1,4,31
266,4963.674971,971,25,2,8,16
267,4059.768911,643,13,1,3,8
268,6138.929737,1120,14,2,3,30
269,2252.800288,400,7,1,6,75
270,3945.062163,600,24,1,6,6
271,2116.063483,275,3,1,1,116
272,7073.351137,1367,20,2,3,29
273,4498.979165,1033,2,2,4,108
274,5741.648066,855,11,1,1,8
275,6648.911096,1025,5,2,6,2
276,4136.033072,648,4,1,4,2
277,3797.471974,900,5,1,3,91
278,7607.333998,1600,3,2,2,116
279,4419.612754,719,6,1,4,9
280,4539.584467,829,21,2,3,15
281,1678.623892,305,3,1,5,57
282,4903.434843,1141,5,2,6,113
283,9332.608317,1947,8,3,1,90
284,3588.275801,679,6,1,1,29
285,2956.073561,550,10,1,3,53
286,2996.852672,700,5,1,2,106
287,3413.459984,625,19,1,4,42
288,4937.988877,1024,16,1,2,51
290,7678.39455,1238,2,1,2,3
291,4203.537434,900,4,1,2,55
292,6445.708596,1150,3,2,1,25
293,3310.159115,465,8,1,2,17
294,2496.259395,500,6,1,9,86
295,3454.281662,800,5,1,2,106
296,3083.704521,600,16,1,2,65
297,4273.792738,720,11,1,3,115
298,5495.280649,979,30,2,3,13
299,3895.682056,766,17,1,4,47
300,2702.628479,650,4,1,4,106
301,3858.478953,800,16,1,7,34
302,3798.557246,687,16,1,3,31
303,3643.302458,750,10,1,2,89
304,2637.109833,650,5,1,4,88
305,5833.654154,1000,2,2,2,116
306,8855.042718,1350,53,2,2,38
307,6294.349735,1260,5,2,8,46
308,5141.298767,972,8,2,4,28
309,4037.078744,890,3,2,9,106
310,4018.649996,801,1,1,1,3
311,3090.868713,800,4,1,4,96
313,3408.138298,555,4,1,2,8
314,3356.807639,669,2,1,6,4
316,2486.132312,425,12,1,8,28
318,2767.677143,585,4,1,1,96
319,5196.498717,900,15,1,1,51
320,4809.00046,951,20,2,12,32
322,5434.757903,1100,10,2,5,12
323,2607.836464,670,1,1,4,116
324,2371.430355,400,3,1,2,116
325,5592.088873,1000,2,1,2,116
326,3215.18505,750,3,1,14,116
327,5069.063498,985,39,1,5,37
328,2567.736922,550,2,1,2,108
329,2945.088399,506,10,1,5,44
330,3189.410201,517,2,1,6,2
331,3693.634746,710,31,1,6,37
332,3677.353606,585,3,1,2,17
334,8005.197853,1825,11,2,5,91
335,4291.600177,884,42,1,10,27
336,2876.71418,400,25,1,2,26
337,3263.365734,850,5,1,2,96
338,4377.437661,1400,3,1,3,96
339,2855.673576,650,3,1,3,116
340,5046.228454,980,24,1,3,33
341,3854.899626,900,6,1,8,76
343,6838.660608,1143,30,2,6,10
344,3777.626853,682,12,1,3,31
345,3285.310937,560,2,1,1,29
346,5674.612437,1000,1,2,2,116
347,3121.824716,700,5,1,1,91
348,8121.24461,1487,9,2,10,9
349,4725.817768,853,11,1,3,52
350,3330.812395,775,4,1,2,90
351,4104.698533,572,11,1,0,4
352,5284.019881,934,18,2,2,29
353,8923.817699,1650,18,2,2,14
354,4806.571197,1300,2,2,2,96
356,4158.357421,812,5,1,4,19
357,9345.721118,1552,9,3,3,13
358,3651.858553,771,7,1,2,90
359,2837.636658,740,2,1,12,101
360,3059.901318,800,1,1,3,96
361,5823.467931,1171,9,2,10,27
362,4379.125392,874,3,1,2,25
363,6612.511561,1075,33,1,4,33
365,2661.412096,475,15,1,3,85
366,4008.352502,585,16,1,12,4
367,4922.66277,865,9,1,2,85
368,3503.452675,609,3,1,5,9
369,3260.087189,613,7,1,3,31
370,6529.382119,1400,6,2,4,90
371,4145.392675,606,37,1,2,6
372,3139.319234,500,1,1,1,3
373,3685.446536,717,5,1,2,28
374,4969.852522,850,24,1,2,30
376,2715.574101,550,3,1,1,58
377,2549.861405,386,20,1,10,29
378,1820.086036,343,16,1,6,55
379,3402.513035,606,26,1,6,37
380,3452.363136,900,4,1,5,106
381,3737.46188,752,5,1,7,7
382,3834.463562,760,5,1,2,55
383,8321.424216,1650,14,2,10,53
384,3129.455829,800,4,1,3,79
385,5721.569433,982,50,1,7,6
386,4762.127117,741,6,1,4,2
387,4792.453532,896,6,1,4,8
389,4688.332737,861,15,1,4,37
390,3836.232475,841,4,1,5,17
391,8147.296225,1907,34,2,1,102
392,3575.332418,698,5,1,6,14
393,2138.609577,400,3,1,5,96
394,5044.576454,1040,5,2,2,90
395,9082.291689,2084,9,3,2,85
396,5853.233173,900,9,1,1,11
398,3188.148009,520,18,1,1,53
399,2368.407328,500,2,1,4,96
400,4683.86889,861,14,1,4,37
401,2970.547982,494,7,1,3,54
402,6435.130514,1500,6,1,1,106
403,5022.390518,850,25,1,2,42
404,4741.387993,1013,6,2,2,96
405,5942.970876,1350,18,2,6,53
406,9004.548777,1800,8,3,3,100
407,7361.836912,1325,27,2,2,8
409,3613.375176,750,12,1,2,91
410,3930.365926,719,2,1,4,9
411,2517.292229,400,18,1,5,30
412,9219.088374,2000,10,3,2,75
413,6813.04288,1222,9,2,13,1
415,4063.065362,700,7,1,3,16
416,2892.03491,503,12,1,1,30
417,3122.812816,525,9,1,6,14
419,3812.985756,490,41,1,3,6
420,3149.759383,620,6,1,9,15
422,3318.48538,538,18,1,1,112
423,1804.40544,300,1,1,8,106
424,2853.452065,500,3,1,2,50
425,5236.379932,1195,2,2,4,28
426,7323.527286,1650,3,1,1,11
427,2679.986226,550,13,1,6,52
428,2231.064428,400,4,1,8,86
429,4363.045086,740,28,1,2,9
430,5963.723329,909,10,1,1,6
431,3060.321931,600,5,1,5,96
433,4168.696101,643,14,1,4,2
434,3204.961118,850,1,1,3,106
435,7170.072418,1175,42,2,2,6
436,4611.366472,650,6,1,3,106
437,3025.745905,800,2,1,4,96
438,2940.037294,600,5,1,7,106
439,5062.054517,1000,6,2,2,34
440,6356.720039,1500,4,2,2,89
441,3406.63737,547,12,1,1,29
442,8278.873365,1404,35,2,43,10
443,3165.855603,613,3,1,3,31
444,3917.302981,900,3,1,5,116
445,3740.873156,850,3,1,43,14
446,3297.205273,570,19,1,2,13
447,4343.700834,1000,2,1,2,109
448,3939.931561,900,2,1,3,116
449,4137.4346,724,14,1,5,9
450,3714.52909,658,15,1,6,14
451,4372.805757,955,8,1,16,65
452,3683.289449,650,26,1,3,31
453,3701.792934,800,5,1,1,116
454,3697.666834,760,3,1,5,8
455,4332.46655,800,8,1,1,87
456,4654.563071,941,22,1,7,39
457,2457.029359,550,4,1,8,55
459,3694.253171,775,7,1,9,86
460,3511.031638,650,15,1,4,85
461,3928.322321,900,12,1,16,65
462,2328.253089,400,5,1,5,53
463,4813.799957,860,33,1,2,29
464,2162.752201,300,3,1,1,116
465,8653.552141,1849,4,2,2,89
466,3081.18327,620,3,1,10,18
467,2992.012629,428,12,1,3,15
468,3105.393224,525,20,1,5,30
469,5719.418469,855,14,1,1,8
470,4542.20775,767,10,1,2,9
471,3401.320568,615,5,1,4,12
472,5306.802042,1150,6,2,3,30
473,3293.557324,592,7,1,1,116
474,4593.24076,950,5,1,3,116
475,4656.134575,1000,14,1,4,89
476,2727.851938,547,2,1,2,86
477,3350.90806,750,3,1,6,106
478,2818.279712,472,4,1,4,47
479,3883.511901,800,4,1,1,25
480,4473.203445,864,30,1,5,30
482,3567.526994,642,29,1,10,29
483,3736.776413,702,10,1,5,17
484,7660.344968,1800,5,2,2,116
485,3604.383138,639,8,1,5,37
486,3379.205794,431,21,1,2,16
487,6378.964756,1195,28,2,3,37
488,2351.86734,400,2,1,5,76
489,5616.268707,1100,12,2,10,57
490,7617.727172,1436,7,2,1,47
491,4045.976915,801,21,1,6,31
492,3436.928856,700,4,1,3,30
493,6494.324547,1211,31,2,5,17
494,5183.772903,1200,5,1,7,41
495,3300.070495,514,6,1,12,4
496,8997.285406,1611,9,2,1,8
497,8708.176523,1700,14,2,2,85
498,3582.519896,788,4,1,7,29
499,5175.395589,1134,20,1,2,85
500,3439.015302,550,9,1,2,89
501,3176.897925,620,17,1,9,46
502,3539.698969,583,12,1,10,16
503,6113.989123,988,3,2,5,9
504,4824.784832,908,15,2,7,29
505,3925.697136,773,30,1,3,29
506,4761.150868,924,15,1,3,44
509,7561.405431,1317,9,2,4,7
510,3483.776706,683,4,1,1,30
511,4027.72098,602,8,1,3,16
512,4028.482158,600,39,1,2,16
513,3479.650275,709,3,1,4,116
514,2850.649029,500,4,1,3,28
515,4862.933919,1100,6,1,1,96
516,4365.225511,768,37,1,2,9
517,3864.496661,900,5,1,4,96
518,2479.635931,550,2,1,2,116
519,3430.10451,770,7,1,8,55
520,3273.912068,775,2,1,2,95
522,3014.487946,560,15,1,6,44
523,9038.74071,1900,16,2,16,28
524,3619.608746,670,7,1,1,29
525,4331.981959,778,34,1,3,13
526,3445.656867,700,8,1,12,32
527,5265.973364,1200,9,1,4,109
528,4034.077035,737,9,1,1,19
529,6446.396419,2000,5,2,7,90
530,3176.826881,850,4,1,3,106
531,4209.02315,850,12,1,7,34
532,8360.146936,1809,11,2,5,86
533,5670.981493,1034,10,2,2,90
534,3163.399107,565,2,1,1,12
535,3238.395956,520,30,1,2,14
536,4651.029522,732,16,1,8,10
537,2989.973988,500,7,1,2,53
538,5519.631438,992,14,1,5,86
539,5907.913242,1500,1,2,1,91
540,5632.904709,1171,6,2,3,61
541,2510.043825,435,20,1,8,28
542,5838.574864,1000,29,1,1,51
543,8189.253445,1450,7,2,2,10
544,3013.168162,428,4,1,10,0
545,4567.462379,759,7,1,43,8
546,4522.822374,938,7,1,1,180
547,2759.205299,452,32,1,3,29
548,3693.339226,703,5,1,4,27
549,7019.329031,1150,15,2,2,6
550,4212.977219,670,20,1,2,17
551,3699.650022,714,16,1,5,26
552,6960.965083,2200,8,2,7,96
553,5561.919831,1500,1,2,5,96
554,8027.788963,1409,15,2,43,8
555,2982.724735,819,4,1,11,108
556,5638.111579,987,6,1,2,8
557,7117.178359,1380,20,2,10,30
558,4367.788503,851,9,1,7,12
559,2794.448821,265,5,1,9,0
560,3001.503102,600,6,1,3,76
561,2434.806314,600,2,1,5,126
562,3240.158317,600,9,1,2,90
563,2539.699891,450,4,1,7,115
564,3376.907982,623,12,1,4,47
565,5327.661924,1050,7,2,7,30
566,3429.812076,623,11,1,2,89
567,7399.470117,2200,4,1,1,116
568,3022.888881,600,9,1,1,87
569,2540.895938,600,2,1,8,106
570,4963.976877,929,19,1,1,102
571,2836.719727,428,4,1,12,8
574,2645.942479,504,4,1,6,113
575,5202.69337,1015,18,2,8,29
576,3339.519411,750,5,1,7,106
577,4387.244029,1000,19,1,6,57
578,4744.588675,800,30,1,2,86
579,5380.888226,1218,5,1,2,101
580,3001.335217,450,2,1,3,15
581,6575.240808,1500,4,2,3,55
582,5159.044392,940,14,1,2,13
583,3048.967417,560,1,1,2,106
584,3915.052231,700,8,1,7,6
585,7515.84548,1164,15,2,2,0
586,4162.655012,900,3,1,2,52
587,3756.83252,850,6,1,3,66
588,3355.710894,525,23,1,3,11
589,8479.70607,1653,3,2,11,8
591,9322.189652,1840,6,3,1,54
592,4843.774034,927,14,2,12,27
593,3176.461847,600,10,1,5,30
594,2766.532061,600,3,1,3,96
595,3200.756348,615,4,1,12,8
596,6918.50101,1231,17,2,2,16
597,6076.930386,812,16,1,12,4
598,3890.828202,850,6,1,4,85
599,3584.690878,800,6,1,5,104
600,7313.216494,1266,9,2,1,89
601,9208.670799,1554,11,2,3,89
602,5313.210065,1200,12,1,4,90
603,4727.460022,875,27,1,43,10
604,3789.344575,774,56,1,10,27
605,3941.640103,735,36,1,4,47
606,3524.783554,615,38,1,2,38
607,2666.217268,550,2,1,8,32
608,9145.520327,2100,13,3,6,33
609,5432.958758,968,18,2,3,31
610,2361.244194,450,1,1,6,106
611,2624.234389,450,11,1,2,87
612,3991.008121,642,6,1,7,5
613,4087.060128,840,12,1,4,55
614,5542.100743,1240,5,2,2,8
616,2738.328332,500,5,1,2,51
617,3660.78888,849,3,1,7,12
618,6046.473949,1300,3,1,2,116
619,2558.169786,470,3,1,3,59
621,4299.563768,1100,4,2,4,106
622,6591.686319,1800,4,1,4,30
623,2589.521341,518,2,1,7,116
624,5357.548288,709,30,1,3,6
626,3774.235453,700,12,1,3,29
627,6032.715518,962,12,2,12,4
629,6964.825774,1450,16,2,4,39
630,4150.204477,825,11,1,5,17
631,3426.010283,529,8,1,1,29
632,2957.875474,594,2,1,3,44
634,6753.908511,1321,11,2,8,32
635,7031.157756,1250,3,2,2,41
636,3993.074195,773,23,1,4,18
637,6336.389588,1100,17,2,2,29
639,7050.07556,1352,31,2,3,29
640,6021.061348,1191,23,2,8,18
641,3570.172748,649,40,1,43,43
642,4269.790339,820,22,2,5,86
643,6681.030819,1038,16,2,8,10
644,6336.059155,1500,9,2,6,57
645,4682.109454,800,21,1,2,11
646,3423.754245,650,16,1,11,31
648,3304.720005,610,19,1,8,41
649,3244.991114,579,11,1,3,31
650,3874.599156,801,6,1,2,84
651,3558.349231,725,23,1,12,32
652,4726.55914,1000,3,1,5,86
653,9117.392674,1698,11,3,43,10
654,6748.204317,1150,22,2,2,17
655,7919.457333,1356,15,2,43,8
656,2987.605109,521,4,1,3,54
657,5969.040744,1192,11,2,2,86
658,3494.424004,637,6,1,10,16
659,6521.603055,1168,32,2,5,17
660,3134.762719,550,21,1,3,27
661,6433.877048,1200,26,2,4,42
662,3724.317234,697,11,1,5,17
663,4040.81009,744,5,1,7,6
664,3804.885112,800,14,1,3,76
665,2991.004993,428,9,1,3,15
666,2941.881386,670,3,1,3,106
667,7297.035897,1309,17,2,11,31
668,3220.85516,549,14,1,2,29
669,2910.636676,600,4,1,2,84
670,5880.474694,874,16,2,2,0
672,3516.419409,705,6,1,5,30
673,7550.158474,1420,5,2,7,27
674,4847.322603,911,19,2,6,37
676,7321.927508,1265,5,2,3,10
677,2305.08092,400,14,1,1,89
678,3822.591897,977,3,1,6,106
679,5185.772937,1062,3,2,4,43
680,3067.205055,560,4,1,2,86
681,3904.556539,762,19,1,3,29
682,6854.165247,1439,7,2,7,39
683,3592.499796,598,3,1,4,7
684,4252.116939,884,37,1,10,27
685,3469.620102,735,6,1,4,85
686,5169.216813,1200,3,1,3,88
687,2736.933306,550,3,1,2,116
689,3278.485269,600,8,1,2,99
690,6097.685293,1103,8,2,5,9
691,5047.107907,745,18,1,2,0
692,2915.016064,550,8,1,3,58
693,3149.084305,550,6,1,1,51
694,4812.639269,942,4,1,1,25
695,5106.953067,1000,2,1,5,116
696,3351.191478,530,31,1,4,16
697,2831.983567,500,19,1,3,29
698,5169.563936,950,2,1,3,116
699,3694.542274,693,3,1,3,15
700,3276.23849,710,7,1,5,7
701,3452.202223,628,5,1,6,14
702,4108.022038,809,21,1,7,33
703,7654.806728,1400,10,2,5,9
704,3072.880351,559,33,1,7,33
705,8620.820747,1667,40,2,11,31
706,6378.913598,1082,9,2,2,16
707,8979.298664,1489,66,2,2,30
708,6949.992536,1055,42,2,2,22
709,4219.103898,808,3,2,3,16
710,4862.042672,1000,8,1,6,33
711,2996.844429,700,5,1,3,116
712,2725.820964,400,7,1,43,14
713,4539.780434,947,2,1,4,8
714,2945.046245,500,8,1,3,103
715,6826.376848,1700,3,2,5,64
717,3962.745453,800,15,1,2,89
718,3684.403195,720,9,1,2,103
719,4585.303286,707,3,1,2,8
720,2810.207126,472,14,1,4,47
721,4517.031155,747,5,1,3,11
722,4007.811252,750,8,1,1,116
723,4649.021495,942,5,1,9,86
724,3618.77356,770,4,1,6,59
725,5894.960955,1014,3,2,3,8
726,4311.34946,750,14,1,2,14
727,7186.763219,1800,7,3,6,104
728,3484.463311,674,4,1,4,28
729,3199.092841,591,7,1,6,29
730,3760.295111,805,7,1,7,9
731,2816.843353,625,3,1,17,96
732,4652.36329,1000,36,1,6,89
733,7034.893752,1500,13,2,1,90
734,3733.37737,700,24,1,10,13
735,4381.469955,733,11,1,6,2
736,3768.26272,644,24,1,1,88
737,6734.602962,1248,3,2,4,9
738,3079.952894,618,4,1,3,86
739,4235.12242,715,15,1,2,17
740,2786.124244,600,4,1,4,52
741,3164.686916,600,15,1,1,53
742,3097.799136,1000,1,1,5,106
743,2735.553262,420,8,1,2,53
744,2771.739549,500,12,1,5,57
745,5904.665324,909,11,1,1,6
746,6507.801258,1400,31,2,6,41
747,3855.528471,780,17,1,6,28
748,4473.983459,558,5,1,3,2
749,4033.472625,1100,4,1,6,96
750,2208.086412,550,3,1,4,101
751,3200.271357,800,4,1,6,106
752,5052.664012,1400,4,2,2,107
753,5254.11819,1200,10,2,2,105
754,3660.92245,636,6,1,1,52
755,4231.742206,1100,3,1,3,96
757,4354.71381,812,33,1,5,44
758,4385.623796,1200,8,1,4,9
759,2604.609665,500,4,1,5,54
760,4048.629996,646,17,1,3,11
761,4211.155643,725,10,1,4,24
762,4647.608229,851,17,1,3,44
763,6409.392529,1052,32,1,4,33
764,4409.988901,1400,1,1,1,96
765,3148.368726,461,19,1,12,4
767,4485.154275,854,27,1,5,30
768,2751.50417,452,20,1,3,29
769,2917.335712,700,5,1,5,96
770,5172.766333,910,8,1,5,1
771,5347.615768,926,11,1,5,9
772,5736.458577,981,5,2,9,8
773,4172.323756,900,4,1,5,12
774,6804.424083,1500,5,2,2,93
775,2940.037294,600,5,1,7,106
776,3202.410953,581,7,1,5,37
777,4356.346351,717,8,1,6,2
778,4864.413568,1010,5,2,2,90
779,3359.785764,750,3,1,3,106
780,3692.481932,700,3,1,1,15
781,2994.650968,675,2,1,1,106
782,3638.880104,694,9,1,0,87
783,6283.120841,1394,12,2,10,53
784,3652.952427,605,6,1,2,10
785,5622.813441,1100,18,1,4,43
787,2887.352012,402,6,1,5,13
788,2901.685697,600,2,1,1,53
789,2479.710694,395,1,1,12,8
790,6458.022278,1172,35,2,11,31
791,3056.90892,470,7,1,4,19
792,3313.367137,700,6,1,8,33
793,3190.583755,403,11,1,2,16
794,8266.618174,1449,13,2,2,10
795,3505.440014,800,3,1,9,36
796,5171.95776,938,13,2,4,85
797,5336.886644,947,7,1,5,2
798,2988.937999,600,9,1,2,84
799,3523.699065,696,4,1,2,48
800,2889.598895,500,3,1,3,116
802,2533.155003,450,5,1,13,60
803,3340.017116,602,7,1,1,19
804,3062.990273,470,18,1,4,19
805,3101.356771,499,3,1,10,0
806,3831.157853,805,14,1,9,86
807,3036.128996,611,6,1,9,12
808,2973.960456,493,9,1,10,16
809,2738.573255,445,25,1,3,29
810,6277.73507,1091,14,2,2,92
811,6308.470944,1034,37,2,3,15
812,2659.732877,466,18,1,4,85
813,4150.897357,950,3,0,6,96
814,3526.15858,900,1,1,2,91
815,3394.269322,464,15,1,2,13
816,2492.075612,475,1,1,10,106
817,2850.119628,471,45,1,2,29
818,6069.090558,1133,19,2,2,41
819,7285.111143,1104,31,2,4,2
820,2660.121762,650,1,1,6,106
821,5482.812257,1021,18,1,5,37
