brand,lon,lat,sales_log
Ediya,127.0307215,37.50071482,8.371010681
Ediya,127.0674257,37.48854865,8.442469645
Ediya,127.0268805,37.5247774,8.333270353
Ediya,127.0594504,37.50683997,7.965545573
Ediya,127.0430112,37.48240642,8.371010681
Ediya,127.0316633,37.49959623,8.371010681
Ediya,127.0508173,37.5035181,7.60090246
Ediya,127.0479938,37.50586515,8.006367568
Ediya,127.0519834,37.51952119,8.371010681
Ediya,127.0435765,37.50990224,8.29404964
Ediya,127.0618328,37.51349969,8.407378325
Ediya,127.0334059,37.51707293,8.407378325
Ediya,127.0428615,37.50034526,8.407378325
Ediya,127.0616008,37.49408008,8.371010681
Ediya,127.0520222,37.51913405,8.333270353
Ediya,127.0405329,37.4958301,8.407378325
Ediya,127.1007621,37.46678511,8.442469645
Ediya,127.0218065,37.51654492,8.210668031
Ediya,127.0294167,37.51938295,8.407378325
Ediya,127.0285648,37.49783175,7.832014181
Ediya,127.0266094,37.50123065,8.019612794
Ediya,127.1033474,37.47370691,8.442469645
Ediya,127.0282892,37.49815386,8.119696253
Ediya,127.0568477,37.51144163,8.253227646
Ediya,127.0426523,37.50964246,8.407378325
Ediya,127.0816058,37.49039878,8.119696253
CoffeeBean,127.0482229,37.50474969,8.210668031
CoffeeBean,127.0472158,37.52524956,8.407378325
CoffeeBean,127.0300745,37.4965196,7.878534196
CoffeeBean,127.0500215,37.51990189,8.407378325
CoffeeBean,127.0348844,37.50064078,7.426549072
CoffeeBean,127.0541518,37.49829169,8.407378325
CoffeeBean,127.0688065,37.49756112,8.407378325
CoffeeBean,127.0594268,37.50962404,7.922985959
CoffeeBean,127.0450339,37.50293085,8.006367568
CoffeeBean,127.0531431,37.50473517,7.783224016
CoffeeBean,127.0346447,37.50783825,8.476371197
CoffeeBean,127.0295177,37.51595077,8.589699882
CoffeeBean,127.0341242,37.49907574,8.435549202
CoffeeBean,127.0269816,37.53179742,8.442469645
CoffeeBean,127.0594668,37.51455313,8.407378325
CoffeeBean,127.0432328,37.48187659,8.371010681
CoffeeBean,127.0274056,37.52441229,8.371010681
CoffeeBean,127.0444085,37.52448802,8.442469645
CoffeeBean,127.0223259,37.52355039,8.333270353
CoffeeBean,127.0472097,37.5043811,8.166216269
CoffeeBean,127.039458,37.52147439,8.407378325
CoffeeBean,127.0327819,37.52334815,8.407378325
CoffeeBean,127.0369742,37.52372481,8.333270353
CoffeeBean,127.0320341,37.5146739,8.371010681
CoffeeBean,127.0260445,37.50205497,8.166216269
CoffeeBean,127.0408215,37.52542307,8.333270353
CoffeeBean,127.0505138,37.50336248,7.60090246
CoffeeBean,127.0297769,37.49504844,7.965545573
CoffeeBean,127.0276118,37.49893221,7.620705087
CoffeeBean,127.0617574,37.51500386,8.371010681
CoffeeBean,127.1030943,37.48731104,8.371010681
CoffeeBean,127.0450402,37.48556754,8.442469645
CoffeeBean,127.0561648,37.50458815,8.083328609
CoffeeBean,127.036665,37.50993618,8.119696253
CoffeeBean,127.057935,37.49241999,8.407378325
CoffeeBean,127.0349403,37.50684049,8.29404964
CoffeeBean,127.0279007,37.52636264,8.371010681
CoffeeBean,127.0542693,37.50422158,8.006367568
CoffeeBean,127.0292638,37.49887371,8.210668031
CoffeeBean,127.0562645,37.50295804,8.371010681
CoffeeBean,127.0676206,37.49925476,8.407378325
CoffeeBean,127.054131,37.51069906,8.442469645
CoffeeBean,127.0628745,37.50708344,8.624791202
CoffeeBean,127.0466127,37.51841471,8.589699882
CoffeeBean,127.0300745,37.4965196,8.060855753
CoffeeBean,127.02728,37.50010085,7.914252279
CoffeeBean,127.02728,37.50010085,7.914252279
CoffeeBean,127.032149,37.49614015,8.442469645
CoffeeBean,127.0260336,37.50550591,8.371010681
CoffeeBean,127.036665,37.50993618,8.119696253
CoffeeBean,127.0589896,37.50300681,8.371010681
CoffeeBean,127.0561648,37.50458815,8.083328609
CoffeeBean,127.0416529,37.492262,8.442469645
CoffeeBean,127.056219,37.50836401,8.006367568
CoffeeBean,127.0505138,37.50336248,7.60090246
CoffeeBean,127.0478832,37.50567504,7.965545573
CoffeeBean,127.0223894,37.51695522,8.210668031
CoffeeBean,127.0389913,37.52611101,8.045588281
CoffeeBean,127.0389913,37.52611101,8.045588281
CoffeeBean,127.0368931,37.52827446,8.371010681
CoffeeBean,127.0398667,37.50105081,8.045588281
CoffeeBean,127.0348844,37.50064078,7.426549072
CoffeeBean,127.0365025,37.50233896,8.210668031
CoffeeBean,127.0450339,37.50293085,8.006367568
CoffeeBean,127.0531431,37.50473517,7.60090246
CoffeeBean,127.0610126,37.51034849,8.371010681
CoffeeBean,127.0582863,37.50587557,7.965545573
CoffeeBean,127.0552134,37.4966152,8.119696253
CoffeeBean,127.0299591,37.4940768,8.166216269
Twosome,127.0369963,37.52288701,8.045588281
Twosome,127.0369492,37.5230308,8.045588281
Twosome,127.0294005,37.49529764,7.620705087
Twosome,127.0581883,37.51097477,8.166216269
Twosome,127.0477987,37.50342172,8.253227646
Twosome,127.0796692,37.49155509,8.442469645
Twosome,127.0532831,37.50439389,7.60090246
Twosome,127.0598565,37.50151796,8.407378325
Twosome,127.0311892,37.52228087,8.407378325
Twosome,127.0314875,37.51320971,8.29404964
Twosome,127.027254,37.49948792,7.620705087
Twosome,127.0208299,37.51336513,8.045588281
Twosome,127.0293864,37.52433848,8.083328609
Twosome,127.1046737,37.47530284,8.442469645
Twosome,127.0247747,37.50490083,7.922985959
Twosome,127.0360202,37.52752848,8.333270353
Twosome,127.0223129,37.51761236,8.253227646
Twosome,127.1031575,37.48675286,8.371010681
Twosome,127.0655629,37.50918617,8.253227646
Twosome,127.0462939,37.49279514,8.442469645
Twosome,127.0342866,37.49963572,8.210668031
Twosome,127.0311068,37.49978088,8.371010681
Twosome,127.0294005,37.49529764,7.620705087
Twosome,127.0941213,37.48218762,8.442469645
Twosome,127.0212523,37.51740534,8.253227646
Twosome,127.0279221,37.49942133,7.965545573
Twosome,127.0218672,37.51102198,8.371010681
Twosome,127.0565844,37.50809661,8.253227646
Twosome,127.0507703,37.51258234,8.442469645
Twosome,127.0460602,37.50316441,8.253227646
Twosome,127.0452676,37.51033941,8.045588281
Twosome,127.0348672,37.51603064,8.371010681
Twosome,127.0247747,37.50490083,7.922985959
Twosome,127.021097,37.52322485,8.371010681
Twosome,127.0293864,37.52433848,8.083328609
Twosome,127.0403644,37.52754583,8.371010681
Twosome,127.0208299,37.51336513,8.045588281
Twosome,127.0434506,37.50026894,8.407378325
Twosome,127.0380168,37.5024324,8.253227646
Twosome,127.0340251,37.50764396,8.29404964
Twosome,127.0452676,37.51033941,8.045588281
Twosome,127.0571003,37.5129394,8.083328609
Twosome,127.0895788,37.49033434,8.119696253
Twosome,127.0579578,37.50681005,8.210668031
Starbucks,127.1270214,37.53878758,7.550030129
Starbucks,127.1251976,37.5389633,6.451417841
Starbucks,127.1241328,37.5380904,7.924723579
Starbucks,127.1400238,37.53871178,8.078874258
Starbucks,127.1251325,37.53871953,6.451417841
Starbucks,127.1330784,37.53656154,8.078874258
Starbucks,127.1383955,37.5346812,8.113965578
Starbucks,127.1339281,37.52276357,8.113965578
Starbucks,127.1559874,37.55400074,8.042506614
Starbucks,127.174087,37.55071373,8.113965578
Starbucks,127.1259321,37.52547091,8.113965578
Starbucks,127.1273154,37.53783463,8.042506614
Starbucks,127.1270214,37.53878758,7.550030129
Ediya,127.1223269,37.52901236,7.931644021
Ediya,127.1347941,37.54672001,7.931644021
Ediya,127.1457761,37.54629537,7.931644021
Ediya,127.1362415,37.52916,7.931644021
Ediya,127.1392473,37.53735454,7.896552702
Ediya,127.1551598,37.55412097,7.860185057
Ediya,127.1302679,37.53692832,7.931644021
Ediya,127.123727,37.53796124,7.742402022
Ediya,127.1418473,37.54350064,7.608870629
Ediya,127.1308579,37.54167222,7.896552702
Ediya,127.1347065,37.55135979,7.931644021
Ediya,127.1316728,37.54165119,7.896552702
Ediya,127.1485197,37.55779463,7.931644021
Ediya,127.1238621,37.5409177,7.896552702
CoffeeBean,127.1332187,37.53519296,7.896552702
CoffeeBean,127.1270741,37.5400945,7.860185057
CoffeeBean,127.1251976,37.5389633,6.269096284
CoffeeBean,127.1282528,37.52437976,7.608870629
CoffeeBean,127.1559574,37.55264895,7.860185057
CoffeeBean,127.1282528,37.52437976,7.608870629
CoffeeBean,127.1234391,37.54031987,7.896552702
CoffeeBean,127.1251976,37.5389633,6.269096284
Twosome,127.1353463,37.53613665,7.931644021
Twosome,127.1253431,37.52844004,7.931644021
Twosome,127.1417495,37.54314852,7.608870629
Starbucks,127.0261078,37.63802308,7.311619106
Starbucks,127.0211081,37.61838418,7.385727078
Starbucks,127.027328,37.64003344,7.272398393
Starbucks,127.0306855,37.61184062,7.385727078
Starbucks,127.0265575,37.62613312,7.385727078
Ediya,127.03101,37.61388864,7.203405521
Ediya,127.0120224,37.66209866,7.238496841
Ediya,127.0214895,37.61953166,7.203405521
Ediya,127.025458,37.62705212,7.203405521
Ediya,127.0285376,37.64111564,7.167037877
Ediya,127.0223834,37.61442118,7.238496841
Ediya,127.0142166,37.64788073,7.238496841
Ediya,127.0055893,37.64475382,7.238496841
Ediya,127.0297455,37.6127069,7.167037877
Ediya,127.0177076,37.62974501,7.238496841
Ediya,127.0226156,37.64253541,7.238496841
Ediya,127.0266913,37.63933439,7.090076836
CoffeeBean,127.0257085,37.63910102,7.090076836
CoffeeBean,127.0270285,37.63867041,7.090076836
Twosome,127.0243434,37.62998929,7.238496841
Twosome,127.0448905,37.62057037,7.238496841
Twosome,127.02979,37.6423964,7.203405521
Starbucks,126.846036,37.53228534,7.349359434
Starbucks,126.8443343,37.5582365,7.385727078
Starbucks,126.8617991,37.55818091,7.385727078
Starbucks,126.8392902,37.5601783,7.311619106
Starbucks,126.8631698,37.53500146,7.098045005
Starbucks,126.8532583,37.56158526,7.420818398
Starbucks,126.828987,37.56039191,7.061677361
Starbucks,126.816371,37.57443928,7.098045005
Starbucks,126.8338743,37.5605394,7.311619106
Starbucks,126.825947,37.56802948,7.385727078
Starbucks,126.816371,37.57443928,7.098045005
Starbucks,126.8405586,37.56743505,7.189016784
Starbucks,126.840442,37.56692032,6.901334711
Starbucks,126.840442,37.56692032,6.901334711
Starbucks,126.8745264,37.54727425,7.098045005
Starbucks,126.8631123,37.53506398,7.098045005
Starbucks,126.837569,37.54055489,7.385727078
Ediya,126.8382526,37.53441656,6.915723449
Ediya,126.8487572,37.55030557,6.915723449
Ediya,126.8393361,37.55940386,7.129297549
Ediya,126.8213972,37.57085843,7.238496841
Ediya,126.8364785,37.54082347,7.203405521
Ediya,126.8358036,37.54784488,7.203405521
Ediya,126.8116931,37.57316688,7.238496841
Ediya,126.8632941,37.54917596,7.238496841
Ediya,126.8719405,37.55065549,7.238496841
Ediya,126.8481011,37.56646369,7.238496841
Ediya,126.8068967,37.57224451,6.915723449
Ediya,126.8748438,37.54723222,6.510258341
Ediya,126.863475,37.53129212,6.833031733
Ediya,126.8456992,37.55926802,6.797940413
Ediya,126.8385708,37.52995055,6.833031733
Ediya,126.8099371,37.56115651,6.797940413
Ediya,126.8413864,37.56660522,6.643789733
Ediya,126.8106702,37.56417333,6.833031733
Ediya,126.8487572,37.55030557,6.510258341
Ediya,126.813289,37.57818364,6.833031733
Ediya,126.8023643,37.56190888,6.833031733
Ediya,126.8384183,37.55801626,6.797940413
Ediya,126.8383334,37.53431824,6.510258341
Ediya,126.8029375,37.57135746,6.833031733
Ediya,126.8589338,37.53305941,6.833031733
Ediya,126.8436114,37.54715573,6.510258341
Ediya,126.8474012,37.54576014,6.833031733
Ediya,126.8331376,37.5606042,6.723832441
Ediya,126.828987,37.56039191,6.473890696
Ediya,126.8125955,37.56909431,6.510258341
Ediya,126.8403421,37.56825286,6.723832441
Ediya,126.8270032,37.56708489,6.797940413
Ediya,126.8451813,37.53341229,6.797940413
Ediya,126.812529,37.56900354,6.510258341
Ediya,126.8351177,37.55919112,6.797940413
Ediya,126.8657779,37.55180383,6.833031733
Ediya,126.8266634,37.55266502,6.833031733
Ediya,126.8235753,37.56264475,6.833031733
Ediya,126.8292573,37.55975486,6.761572769
Ediya,126.8609249,37.55910054,6.797940413
Ediya,126.8434627,37.54725338,6.510258341
Ediya,126.8479038,37.53075379,6.797940413
CoffeeBean,126.8548002,37.55845562,6.833031733
CoffeeBean,126.8509256,37.55428223,6.761572769
CoffeeBean,126.8512794,37.55482629,6.473890696
CoffeeBean,126.8331469,37.56000961,6.723832441
CoffeeBean,126.8403304,37.56609027,6.643789733
Twosome,126.8102735,37.56064631,6.797940413
Twosome,126.8559706,37.56037716,6.833031733
Twosome,126.8410853,37.56631394,7.049254841
Twosome,126.8465342,37.53152432,7.167037877
Twosome,126.8170323,37.5669854,7.238496841
Twosome,126.8400817,37.5616908,7.203405521
Twosome,126.8512794,37.55482629,6.879355804
Twosome,126.8315706,37.56020126,7.167037877
Twosome,126.8068967,37.57224451,6.915723449
Twosome,126.8781044,37.54789397,7.238496841
Twosome,126.8622143,37.54575964,7.203405521
Twosome,126.8376838,37.56012645,7.167037877
Twosome,126.8359801,37.54886478,7.203405521
Starbucks,126.9302159,37.48384475,7.426549072
Starbucks,126.9255222,37.49103758,7.539877758
Starbucks,126.9084012,37.48096909,7.574969078
Starbucks,126.9527917,37.47929847,7.503510114
Starbucks,126.9650001,37.4761983,7.574969078
Starbucks,126.981,37.47604903,7.465769786
Starbucks,126.9522051,37.481627,7.215828041
Starbucks,126.9513192,37.48110554,7.426549072
Starbucks,126.9304873,37.48463112,7.178087713
Starbucks,126.9291549,37.48608776,7.503510114
Ediya,126.9137319,37.48684801,7.069874128
Ediya,126.9379137,37.4864011,7.392647521
Ediya,126.9621841,37.47789461,7.321188557
Ediya,126.9290189,37.48927625,7.392647521
Ediya,126.9193755,37.4608594,7.392647521
Ediya,126.9812559,37.47551962,7.321188557
Ediya,126.9279198,37.48073334,7.392647521
Ediya,126.9302622,37.484557,6.956545443
Ediya,126.9465996,37.48708257,7.392647521
Ediya,126.9489751,37.48136403,7.392647521
Ediya,126.9137802,37.48664121,7.069874128
Ediya,126.9670103,37.47472014,7.392647521
Ediya,126.9277955,37.49338294,7.392647521
Ediya,126.9028847,37.48011606,7.392647521
Ediya,126.9170477,37.47648034,7.357556201
Ediya,126.9217311,37.48337116,7.069874128
Ediya,126.9112399,37.48091419,7.392647521
Ediya,126.9254099,37.48861274,7.392647521
Ediya,126.9418786,37.4826793,7.392647521
Ediya,126.9577367,37.4789998,7.392647521
Ediya,126.9218665,37.48339041,7.069874128
Ediya,126.9326883,37.47855091,7.392647521
Ediya,126.9159729,37.47653356,7.357556201
Ediya,126.9266133,37.48432567,7.392647521
CoffeeBean,126.9615932,37.47810567,7.357556201
CoffeeBean,126.9521656,37.47959928,6.995766156
CoffeeBean,126.9303693,37.48260269,7.357556201
Twosome,126.9631261,37.4768126,7.357556201
Twosome,126.9352291,37.47079776,7.392647521
Twosome,126.9015513,37.48238332,7.392647521
Twosome,126.9803655,37.47615168,7.321188557
Twosome,126.9521903,37.48187916,7.033506484
Twosome,126.9520773,37.47944532,6.995766156
Twosome,126.9299661,37.48550042,7.244227516
Starbucks,127.0871794,37.54529828,8.158916966
Starbucks,127.0691588,37.53566952,8.194008286
Starbucks,127.0790129,37.5569305,8.158916966
Starbucks,127.0729442,37.53699681,6.698514633
Starbucks,127.0840104,37.53700208,8.122549322
Starbucks,127.1060879,37.54730812,8.158916966
Starbucks,127.0707145,37.54069162,8.122549322
Starbucks,127.102912,37.54413034,7.871234894
Starbucks,127.0720432,37.54122468,8.122549322
Starbucks,127.0825464,37.53736014,8.158916966
Starbucks,127.0952529,37.5411525,7.757906208
Starbucks,127.0925786,37.53586081,8.194008286
Starbucks,127.070902,37.53835036,6.698514633
Starbucks,127.0996444,37.54295213,7.871234894
Ediya,127.0859363,37.53217834,7.688913337
Ediya,127.077131,37.55350984,7.688913337
Ediya,127.0718622,37.54761171,8.011686729
Ediya,127.083388,37.5397815,8.011686729
Ediya,127.077131,37.55350984,7.688913337
Ediya,127.0789616,37.55557853,7.976595409
Ediya,127.08072,37.55893513,8.011686729
Ediya,127.0719781,37.55286575,8.011686729
Ediya,127.0949383,37.54096087,7.575584652
Ediya,127.0755658,37.54645138,8.011686729
Ediya,127.1075149,37.5481659,7.976595409
Ediya,127.089267,37.53834025,8.011686729
Ediya,127.0856475,37.54470975,7.976595409
Ediya,127.070902,37.53835036,6.516193076
Ediya,127.0729442,37.53699681,6.516193076
Ediya,127.0859363,37.53217834,7.688913337
Ediya,127.0840793,37.53599343,7.976595409
Ediya,127.0866281,37.56358534,8.011686729
CoffeeBean,127.102912,37.54413034,7.688913337
CoffeeBean,127.0729442,37.53699681,6.516193076
CoffeeBean,127.070902,37.53835036,6.516193076
CoffeeBean,127.0956807,37.53571341,7.652545693
CoffeeBean,127.0730005,37.53702429,6.516193076
CoffeeBean,127.0949401,37.53987961,7.902487437
Twosome,127.094897,37.54157326,7.863266724
Twosome,127.0712931,37.54239916,7.940227765
Twosome,127.0956807,37.53571341,7.652545693
Twosome,127.070902,37.53835036,6.516193076
Twosome,127.0881456,37.55330708,8.011686729
Twosome,127.0962579,37.54225948,7.902487437
Twosome,127.0667023,37.53939851,8.011686729
Twosome,127.1052358,37.54285046,8.011686729
Twosome,127.0996444,37.54295213,7.688913337
Twosome,127.0941674,37.53453044,7.940227765
Starbucks,126.8448498,37.49620515,6.98026197
Starbucks,126.8902076,37.50703804,6.692579897
Starbucks,126.8988373,37.48317801,6.98026197
Starbucks,126.8915267,37.48590289,6.98026197
Starbucks,126.8954986,37.48569681,6.132964109
Starbucks,126.8965051,37.48338151,6.866933284
Starbucks,126.8944876,37.48447995,6.783551676
Starbucks,126.8934671,37.48160507,6.250747145
Starbucks,126.8839424,37.50546526,7.01535329
Starbucks,126.8884846,37.50805804,6.692579897
Starbucks,126.8884846,37.50805804,6.692579897
Ediya,126.8765916,37.50616146,6.510258341
Ediya,126.8954986,37.48569681,5.950642553
Ediya,126.8934671,37.48160507,6.068425588
Ediya,126.8978698,37.48438541,6.723832441
Ediya,126.871997,37.49506187,6.833031733
Ediya,126.8501269,37.50311356,6.833031733
Ediya,126.8934671,37.48160507,6.068425588
Ediya,126.8765916,37.50616146,6.510258341
Ediya,126.8548716,37.48643631,6.833031733
Ediya,126.8670335,37.50023141,6.833031733
Ediya,126.8912265,37.48632357,6.797940413
Ediya,126.8437739,37.49264452,6.833031733
Ediya,126.863278,37.50252002,6.833031733
Ediya,126.8243442,37.48772229,6.833031733
Ediya,126.8954986,37.48569681,5.950642553
Ediya,126.8727176,37.49827647,6.833031733
Ediya,126.8833541,37.49256575,6.833031733
Ediya,126.8638602,37.49768702,6.833031733
Ediya,126.8590989,37.49620848,6.833031733
Ediya,126.8902076,37.50703804,6.510258341
Ediya,126.8434035,37.49539808,6.797940413
CoffeeBean,126.8965278,37.48491351,6.556778356
CoffeeBean,126.8940884,37.4839446,6.723832441
Twosome,126.8954848,37.4835612,6.356107661
Twosome,126.8886583,37.49481432,6.833031733
Twosome,126.8944921,37.48724621,6.723832441
Twosome,126.8446859,37.49877152,6.833031733
Twosome,126.8588931,37.49412508,6.833031733
Twosome,126.8954848,37.4835612,6.356107661
Starbucks,126.8850681,37.47843551,6.866933284
Starbucks,126.8872665,37.4796276,6.213006817
Starbucks,126.8986457,37.47157973,6.98026197
Starbucks,126.9032169,37.4488707,6.98026197
Starbucks,126.8836842,37.47722405,6.618471925
Starbucks,126.8803985,37.48148195,6.618471925
Starbucks,126.881125,37.4729469,7.01535329
Starbucks,126.8876625,37.47731564,6.98026197
Starbucks,126.883859,37.48143359,6.98026197
Starbucks,126.882626,37.47995323,6.98026197
Starbucks,126.8956093,37.46895637,6.692579897
Starbucks,126.8872665,37.4796276,6.213006817
Starbucks,126.8836842,37.47722405,6.618471925
Ediya,126.8812697,37.4829589,6.723832441
Ediya,126.9136456,37.44906614,6.833031733
Ediya,126.8786985,37.47871763,6.833031733
Ediya,126.8872665,37.4796276,6.03068526
Ediya,126.9124224,37.4617327,6.833031733
Ediya,126.9036534,37.44761328,6.797940413
Ediya,126.899183,37.45498738,6.833031733
Ediya,126.9038954,37.44187581,6.833031733
Ediya,126.8803985,37.48148195,6.436150368
Ediya,126.9055425,37.45835331,6.833031733
Ediya,126.9066214,37.45179463,6.833031733
CoffeeBean,126.9007767,37.45189359,6.833031733
CoffeeBean,126.886466,37.47871,6.601230119
Twosome,126.8864952,37.46760035,6.510258341
Twosome,126.8985962,37.47110171,6.797940413
Twosome,126.885474,37.47775455,6.684611728
Twosome,126.8949218,37.45806525,6.833031733
Twosome,126.8929835,37.45996635,6.833031733
Twosome,126.8864952,37.46760035,6.510258341
Twosome,126.8769955,37.4799449,6.833031733
Twosome,126.881568,37.4819075,7.129297549
Twosome,126.8956093,37.46895637,6.915723449
Starbucks,127.0759774,37.65049809,7.465769786
Starbucks,127.0600017,37.65475991,7.503510114
Starbucks,127.088969,37.62877599,7.574969078
Starbucks,127.0722546,37.62636612,7.574969078
Starbucks,127.0607054,37.62317518,7.574969078
Starbucks,127.0570787,37.66096272,7.574969078
Starbucks,127.0638259,37.65436683,7.503510114
Starbucks,127.0619664,37.62650103,7.574969078
Starbucks,127.0621587,37.64815447,7.539877758
Ediya,127.0570306,37.66565671,7.033506484
Ediya,127.0562209,37.66693871,7.321188557
Ediya,127.0602369,37.66127625,7.392647521
Ediya,127.0727538,37.64636407,7.392647521
Ediya,127.0584078,37.62031859,7.392647521
Ediya,127.0777684,37.65045804,7.283448229
Ediya,127.0756351,37.65983013,7.392647521
Ediya,127.0622205,37.64955157,7.321188557
Ediya,127.0642452,37.63991755,7.392647521
Ediya,127.0777595,37.62826542,7.392647521
Ediya,127.0630874,37.65451414,7.283448229
Ediya,127.0593513,37.65331307,7.321188557
Ediya,127.0795116,37.62307109,7.392647521
Ediya,127.0503484,37.62697575,7.392647521
Ediya,127.0656299,37.61529414,7.283448229
Ediya,127.0681553,37.64074141,7.392647521
Ediya,127.0837308,37.61988721,7.392647521
Ediya,127.0825579,37.64987367,7.357556201
Ediya,127.0696529,37.63422972,7.392647521
Ediya,127.0605347,37.65293505,7.321188557
Ediya,127.0724103,37.65210998,7.392647521
Ediya,127.0727391,37.64025493,7.392647521
Ediya,127.0622554,37.655787,7.321188557
Ediya,127.0570306,37.66565671,7.033506484
Ediya,127.0642282,37.64488212,7.392647521
Ediya,127.0668982,37.65699516,7.392647521
Ediya,127.0664262,37.64671963,7.392647521
Ediya,127.0587975,37.62984568,7.392647521
Ediya,127.0711619,37.6358815,7.392647521
Ediya,127.0831817,37.64983347,7.357556201
Ediya,127.0680177,37.63815435,7.392647521
Ediya,127.0660975,37.61503654,7.283448229
