sample,main_hospital,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,satisfaction
119,1,2,1,8,3,2,3,3,7,2,2,3,9,8,5
120,1,6,6,6,4,3,3,6,4,2,2,5,8,8,7
121,3,4,3,2,3,3,3,5,8,5,5,3,7,8,7
122,1,4,3,2,3,9,3,3,8,5,5,2,8,8,7
123,2,3,3,7,2,4,3,3,6,9,8,1,9,8,7
124,3,4,5,3,3,9,2,5,4,4,3,4,8,8,6
125,3,7,7,4,3,3,2,6,4,7,7,2,7,8,8
126,1,2,2,5,3,10,2,3,9,8,8,4,7,8,7
127,3,7,8,7,2,1,0,8,9,6,5,2,8,8,8
128,3,9,10,4,9,8,10,9,5,6,5,9,6,7,9
129,3,4,3,2,9,8,10,5,6,7,6,8,7,7,7
130,3,4,5,1,9,1,10,5,3,5,5,10,7,7,7
131,5,3,2,8,9,6,10,3,8,9,9,10,7,7,8
132,4,3,4,2,9,7,10,2,3,6,6,8,8,7,7
133,2,9,10,3,9,10,10,8,6,7,6,8,6,7,9
134,2,3,4,10,9,1,10,4,5,9,9,9,7,7,8
135,1,8,9,1,9,10,10,8,2,8,7,9,7,7,9
136,4,5,6,4,9,10,10,6,9,7,7,10,6,7,8
137,2,5,4,4,9,3,10,6,7,2,2,8,8,7,7
138,1,3,3,6,9,10,9,2,5,8,8,8,7,7,7
139,3,5,5,2,9,10,9,4,3,2,3,9,6,7,6
140,5,7,7,7,9,6,9,7,2,9,9,9,8,7,9
141,1,4,4,8,8,5,9,4,2,4,3,7,8,7,6
142,1,4,4,7,7,9,9,5,4,9,9,8,8,7,8
143,4,3,2,2,8,8,9,4,6,7,6,9,6,7,7
144,5,3,3,3,8,10,8,4,7,8,7,9,8,7,8
145,4,6,7,9,6,3,8,5,6,4,4,7,8,7,8
146,2,4,5,10,7,5,8,5,6,2,3,8,7,7,7
147,3,3,2,7,9,8,8,2,6,2,3,8,6,7,6
148,1,8,8,10,9,5,8,8,6,8,9,10,6,7,9
149,5,5,4,6,8,3,8,6,5,4,4,9,6,7,7
150,4,9,10,2,7,3,8,10,7,6,5,7,6,7,9
151,4,9,10,5,7,5,7,10,4,5,6,7,8,7,9
152,4,5,5,1,6,10,7,6,8,2,3,7,8,7,7
153,4,3,3,4,7,1,7,2,10,7,7,7,6,7,7
154,2,3,4,6,6,4,7,4,4,7,6,6,8,7,7
155,4,4,4,9,5,5,7,4,4,2,1,4,6,7,5
156,3,7,8,8,6,2,7,8,1,6,5,6,7,7,8
157,5,3,3,6,8,4,7,2,5,5,6,9,7,7,7
158,4,3,4,8,5,6,6,2,8,2,3,6,8,7,6
159,4,6,6,3,7,2,6,5,2,9,8,7,6,7,8
160,3,8,9,4,7,9,6,7,9,4,4,7,6,7,9
161,4,2,2,7,6,2,6,1,6,5,4,7,8,7,6
162,4,5,5,7,8,10,6,5,3,6,7,7,6,7,7
163,5,9,8,6,6,10,5,9,4,7,7,7,7,7,9
164,1,6,7,3,5,10,5,7,6,2,3,4,8,7,7
165,2,2,3,9,6,3,5,3,8,2,3,6,6,10,6
166,5,2,3,6,5,5,5,3,8,7,6,6,7,9,7
167,4,7,7,9,5,1,5,7,1,4,5,6,6,8,7
168,3,6,7,10,6,4,4,5,7,9,10,7,6,7,9
169,1,7,8,9,5,1,4,8,3,2,3,6,7,10,7
170,3,6,6,4,4,9,4,7,6,2,2,5,8,7,7
171,1,8,9,9,2,6,4,8,2,8,8,3,6,6,8
172,3,3,4,5,4,5,4,3,5,7,8,4,8,7,7
173,1,9,10,5,4,3,4,10,4,8,7,3,6,7,9
174,1,2,2,7,5,6,3,1,7,3,3,4,6,7,5
175,2,5,6,10,3,6,3,4,3,3,2,4,7,7,6
176,3,7,6,4,3,4,3,6,10,4,4,4,7,7,8
177,4,5,6,9,3,3,2,5,2,5,6,2,7,7,6
178,3,6,7,2,2,3,2,6,4,9,9,1,6,7,8
179,2,4,3,6,3,8,2,5,6,3,2,3,7,7,6
180,5,3,2,7,3,5,1,2,6,2,3,3,6,7,5
181,1,3,4,8,2,4,1,2,3,2,3,2,8,7,5
182,4,9,8,2,3,4,1,8,3,6,5,3,7,7,8
183,1,9,9,2,2,8,1,9,5,7,6,1,6,7,8
184,3,3,4,5,8,9,10,4,9,9,8,9,6,6,8
185,3,4,4,8,9,4,10,4,3,6,6,9,6,6,6
186,4,8,9,1,8,7,10,9,8,8,9,8,7,6,10
187,1,5,6,8,7,10,9,6,5,3,3,6,5,6,7
188,2,5,4,9,8,9,9,4,10,4,4,7,6,6,7
189,1,9,9,1,8,6,9,10,7,9,9,8,5,6,10
190,1,8,9,7,8,10,8,8,9,9,8,9,6,6,10
191,2,8,8,6,9,2,8,8,3,3,2,8,7,6,7
192,4,4,3,8,9,9,8,5,2,3,2,8,5,6,5
193,1,4,3,8,8,9,8,4,1,7,6,9,5,6,6
194,3,3,3,7,7,1,7,2,6,3,2,7,5,6,5
195,4,6,5,8,7,8,7,6,3,3,3,6,6,6,6
196,4,8,7,4,5,10,7,7,2,9,8,5,7,6,9
197,5,6,7,3,8,3,7,7,4,6,5,7,5,6,7
198,4,6,6,7,6,6,7,6,8,9,9,7,5,6,8
199,4,6,7,7,7,7,7,6,10,9,10,8,7,6,9
200,3,8,7,1,7,2,7,7,6,5,5,6,5,6,8
201,3,5,5,2,5,7,6,6,5,8,7,6,6,6,8
202,1,2,1,7,8,6,6,3,3,5,4,7,7,6,5
203,1,4,4,1,8,7,6,3,5,3,4,7,6,6,6
204,5,2,3,4,7,2,6,1,8,5,4,7,7,6,6
205,3,8,7,7,6,9,6,9,8,5,5,6,6,6,8
206,1,7,7,2,7,6,6,6,10,3,2,6,7,6,8
207,1,3,2,1,6,10,6,2,7,9,10,7,6,6,7
208,4,3,2,2,6,6,6,2,3,8,8,6,7,6,7
209,2,7,8,7,6,4,6,6,9,8,7,6,7,6,9
210,1,6,6,8,6,7,6,5,8,3,4,7,5,6,7
211,5,6,5,9,7,8,6,6,4,7,8,6,6,6,7
212,3,4,4,9,6,1,6,4,8,8,7,7,5,6,7
213,1,4,3,8,6,2,6,3,5,8,8,6,5,6,7
214,1,2,3,8,6,7,6,3,6,7,6,5,5,6,6
215,5,2,3,6,7,6,5,3,4,2,2,8,7,6,5
216,5,8,9,10,5,10,5,9,3,9,10,6,6,6,9
217,1,7,7,10,5,7,5,8,4,9,10,6,7,6,8
218,4,3,3,7,7,8,5,2,7,7,6,8,6,6,7
219,4,2,1,1,5,8,5,2,7,2,2,5,6,6,5
220,3,5,6,2,6,3,5,5,9,7,8,5,5,6,8
221,2,3,2,9,3,9,5,4,8,2,3,2,6,6,6
222,1,3,4,4,2,6,4,4,2,8,8,3,5,6,6
223,2,3,2,4,5,4,4,3,1,7,8,6,5,6,6
224,5,6,6,7,4,4,4,6,3,2,1,3,7,6,6
225,4,6,5,1,4,2,4,6,7,4,3,3,5,6,7
226,5,5,5,2,6,8,4,5,5,9,8,7,5,6,7
227,2,8,7,7,3,5,4,8,3,3,2,4,5,6,6
228,5,4,5,4,5,1,4,5,4,9,10,6,7,6,7
229,3,3,3,1,4,8,4,4,4,3,3,3,6,6,5
230,4,8,7,5,2,9,3,8,1,3,2,2,7,6,7
231,2,2,2,8,2,6,3,1,3,9,9,3,6,6,6
232,1,9,9,3,2,5,3,8,4,3,3,1,7,6,8
233,3,2,2,10,3,2,3,3,7,2,3,2,5,6,4
234,5,9,10,10,3,5,3,10,10,9,9,2,7,6,10
235,5,6,5,9,3,8,3,6,4,3,3,2,5,6,6
236,1,6,5,8,2,5,3,7,4,9,9,2,5,6,7
237,5,8,8,8,2,8,3,7,6,3,4,2,5,6,7
238,3,2,2,5,5,5,3,2,7,4,4,4,7,6,6
239,4,3,2,5,3,10,2,2,4,9,8,3,7,6,7
240,4,5,6,9,3,6,2,4,7,7,7,2,6,6,7
241,5,3,3,10,2,6,2,3,6,8,7,3,6,6,6
242,2,8,9,7,2,3,1,8,6,4,4,1,6,6,7
243,3,3,2,2,2,10,1,2,3,6,7,3,5,6,5
244,4,7,8,3,2,6,1,7,5,5,6,1,5,6,7
245,2,4,4,5,2,7,0,5,7,9,10,2,7,6,8
246,2,2,2,6,2,6,0,3,6,8,8,2,5,6,6
247,5,8,9,7,9,7,10,8,6,7,7,9,5,5,9
248,3,6,6,4,8,9,10,7,2,8,7,7,4,5,7
249,5,2,3,10,9,8,9,3,4,8,9,9,6,5,6
250,1,7,8,5,9,3,9,7,7,2,3,9,6,5,8
251,2,3,4,8,8,3,9,2,6,3,3,7,4,5,5
252,5,6,7,10,8,6,8,5,7,9,10,9,6,5,9
253,1,6,5,5,8,5,8,6,6,8,7,8,5,5,8
254,4,5,5,5,8,10,8,4,6,9,10,9,4,5,7
255,1,9,10,3,9,8,8,8,4,7,8,8,6,5,9
256,1,8,8,4,7,2,8,7,7,2,2,6,5,5,7
257,5,4,3,3,8,4,8,5,1,6,6,8,5,5,6
258,4,3,4,7,8,1,7,2,9,8,8,9,6,5,7
259,4,2,2,9,5,7,7,3,9,7,8,6,4,5,6
260,5,3,2,1,7,4,7,2,4,2,2,6,6,5,5
261,3,6,5,4,6,10,7,6,5,3,4,6,6,5,6
262,4,5,4,5,5,1,7,6,1,6,6,4,6,5,6
263,1,5,5,2,7,5,7,6,9,6,5,6,5,5,7
264,5,6,5,6,9,6,7,6,2,5,4,10,5,5,6
265,1,7,7,1,5,2,6,7,1,2,3,6,4,5,6
266,3,9,9,4,5,4,6,10,8,7,8,5,6,5,9
267,1,6,6,10,6,4,6,7,4,4,4,6,4,5,6
268,3,2,2,8,5,5,6,2,5,2,1,4,5,5,4
269,1,8,7,8,5,2,6,8,7,8,8,6,4,5,8
270,1,4,3,7,7,6,6,3,6,3,2,6,5,5,5
271,2,7,6,5,4,4,6,7,3,5,6,3,6,5,7
272,2,7,7,2,7,8,6,8,6,4,4,8,4,5,7
273,4,8,7,9,6,8,6,8,9,6,7,5,4,5,8
274,5,7,8,5,6,6,5,6,6,5,5,5,4,5,7
275,1,9,9,4,4,10,5,9,4,7,8,5,4,5,8
276,5,8,8,6,4,9,5,8,9,8,8,5,4,5,9
277,1,7,7,1,3,9,5,6,2,8,9,4,4,5,7
278,2,6,7,3,5,3,5,6,2,3,2,6,4,5,6
279,3,7,8,5,6,10,5,7,8,5,6,5,4,5,7
280,4,3,3,4,3,5,5,2,9,7,8,3,5,5,7
281,2,7,6,1,4,5,5,8,5,3,2,3,6,5,6
282,2,8,9,9,4,9,5,7,6,4,5,4,4,5,7
283,2,8,7,5,3,9,5,8,9,2,1,3,4,5,7
284,1,3,3,2,6,7,5,2,7,4,4,6,5,5,6
285,1,5,4,2,5,4,5,6,7,2,1,6,6,5,6
286,2,2,2,2,2,3,4,1,9,3,2,2,5,5,5
287,3,6,5,3,5,8,4,7,9,5,4,6,5,5,7
288,4,9,10,3,5,6,4,10,10,2,3,4,6,5,8
289,3,4,3,6,4,5,4,5,4,2,1,5,5,5,5
290,4,9,8,6,6,9,4,10,7,8,9,5,5,5,9
291,5,9,10,4,3,4,4,9,3,4,3,3,6,5,8
292,3,8,8,5,6,5,4,7,4,7,7,6,4,5,7
293,3,8,9,2,2,1,4,9,8,5,4,1,5,5,8
294,5,9,8,10,2,1,3,10,2,3,3,2,5,5,6
295,1,6,5,7,4,2,3,5,7,4,5,4,4,5,6
296,3,8,7,7,5,1,3,9,5,6,7,6,6,5,8
297,1,9,8,1,3,7,3,10,1,3,4,2,6,5,7
298,3,9,10,3,3,2,3,10,2,4,4,3,5,5,7
299,2,3,2,8,2,5,3,3,10,6,6,3,4,5,6
300,1,6,5,7,5,7,3,5,9,3,3,5,5,5,6
301,5,5,6,10,3,5,3,5,6,5,4,4,4,5,6
302,3,4,3,9,3,5,2,3,2,5,5,3,5,5,5
303,2,6,6,1,2,10,2,7,4,9,8,1,4,5,7
304,2,8,8,8,3,7,2,7,8,6,6,2,4,5,8
305,3,2,2,8,4,4,2,1,8,6,6,5,4,5,5
306,4,4,5,9,2,7,2,4,5,2,1,1,4,5,5
307,3,3,4,6,3,4,2,2,9,6,6,4,5,5,6
308,1,8,9,10,2,4,1,8,6,6,5,1,5,5,8
309,5,5,4,6,3,9,1,6,7,8,7,2,4,5,7
310,5,4,4,10,2,5,1,4,7,9,10,1,6,5,7
311,3,7,6,5,2,1,1,6,8,5,5,2,4,5,7
312,4,9,9,6,2,6,0,8,8,5,5,3,4,5,7
313,1,5,5,5,9,5,10,5,6,3,4,9,5,4,6
314,1,8,8,1,9,9,10,9,10,6,7,9,3,4,9
315,3,2,1,3,9,8,10,3,7,5,5,9,4,4,5
316,4,8,9,9,9,3,10,9,1,4,5,10,5,4,7
317,5,4,4,10,9,4,10,3,2,4,4,10,3,4,5
318,2,4,3,10,8,9,9,5,4,5,4,8,4,4,5
319,5,6,5,4,9,1,9,7,2,9,9,10,3,4,7
320,4,5,6,6,9,10,9,4,2,6,6,9,3,4,6
321,2,7,7,4,8,4,9,7,6,6,5,9,3,4,7
322,1,5,5,3,9,8,9,4,5,2,1,10,4,4,6
323,4,3,2,5,8,3,9,4,7,2,1,8,4,4,5
324,1,6,6,3,9,9,9,7,7,5,6,9,3,4,7
325,1,5,5,5,7,6,8,4,4,3,4,6,4,4,6
326,4,5,5,5,8,1,8,6,5,4,3,7,4,4,6
327,1,8,9,3,9,10,8,7,4,8,8,8,5,4,8
328,4,6,5,8,9,9,8,7,5,4,4,9,4,4,6
329,2,7,8,10,9,7,8,7,3,4,3,9,5,4,6
330,3,5,4,6,7,9,8,4,4,7,7,7,5,4,7
331,1,9,9,2,6,7,8,9,10,5,6,6,5,4,9
332,5,5,4,1,8,2,8,6,5,2,1,9,5,4,5
333,4,3,2,3,8,1,8,4,2,2,3,9,4,4,4
334,5,7,8,6,7,6,7,7,7,4,5,8,3,4,7
335,3,2,3,8,7,2,7,3,7,9,9,6,4,4,6
336,1,3,3,4,6,6,7,4,7,4,4,7,5,4,6
337,2,2,1,5,8,1,7,2,3,4,5,9,3,4,4
338,4,6,5,4,7,8,7,7,3,7,8,8,5,4,7
339,4,7,6,2,7,6,7,6,2,7,8,7,5,4,7
340,2,5,6,3,7,8,7,4,5,5,5,7,4,4,6
341,3,2,1,1,7,5,7,2,6,4,5,8,3,4,5
342,5,4,5,7,6,7,7,3,8,5,5,7,5,4,6
343,1,3,2,3,8,3,6,2,8,6,7,7,5,4,6
344,2,6,5,3,7,1,6,7,9,2,3,6,5,4,6
345,3,4,4,10,5,1,6,5,4,5,6,6,4,4,5
346,4,4,3,3,6,7,6,5,6,8,8,7,5,4,7
347,4,9,9,5,6,8,6,8,4,7,7,5,5,4,8
348,5,5,5,7,6,2,6,5,9,9,10,5,3,4,7
349,2,2,2,1,5,6,6,3,2,4,3,5,4,4,4
350,2,5,4,5,4,5,6,5,4,2,1,3,5,4,5
351,4,9,8,3,8,7,6,9,6,2,1,8,4,4,7
352,1,5,6,7,6,6,6,4,6,4,4,5,4,4,6
353,1,8,9,3,6,6,5,9,9,5,4,5,5,4,8
354,4,7,6,1,4,10,5,6,6,9,8,3,3,4,7
355,4,5,6,9,5,10,5,6,6,2,1,6,3,4,5
356,3,7,7,3,3,8,4,7,5,4,3,4,3,4,6
357,5,6,5,10,4,3,4,7,3,5,4,5,5,4,6
358,3,7,6,3,4,3,4,8,8,2,3,3,3,4,6
359,1,9,9,2,5,3,4,9,3,7,6,6,3,4,7
360,4,2,1,3,4,5,4,2,2,6,6,3,5,4,4
361,1,2,2,9,3,10,4,3,9,8,7,4,5,4,6
362,2,5,4,3,4,9,4,6,5,3,2,5,3,4,5
363,4,8,7,3,5,5,4,7,1,7,6,5,5,4,7
364,1,4,5,9,4,1,4,5,9,7,6,3,3,4,6
365,1,5,6,3,2,9,3,5,1,5,6,1,3,4,5
366,3,4,4,7,3,3,3,3,8,8,7,4,3,4,6
367,5,7,8,9,2,1,3,8,8,3,4,2,5,4,7
368,1,2,3,7,4,3,3,1,9,7,7,5,3,4,5
369,4,5,6,7,3,3,3,4,7,4,4,2,3,4,6
370,2,9,8,10,5,10,3,8,6,4,5,4,3,4,7
371,5,6,5,7,4,4,2,7,4,4,4,3,4,4,5
372,5,2,2,9,3,2,2,3,5,8,7,2,3,4,5
373,2,8,8,6,2,3,2,7,3,5,5,1,4,4,6
374,2,4,3,9,2,1,2,3,7,9,8,3,3,4,6
375,1,8,9,2,2,8,2,7,10,2,2,2,5,4,7
376,1,5,5,4,3,7,2,6,4,9,10,3,5,4,7
377,2,8,9,1,2,8,2,9,2,4,3,2,3,4,6
378,4,2,3,9,2,6,2,2,3,5,6,2,4,4,4
379,4,6,7,7,2,7,2,5,7,3,3,2,5,4,6
380,3,3,4,10,3,7,2,2,2,5,6,2,4,4,5
381,5,6,5,5,3,1,2,5,1,3,4,4,4,4,5
382,1,3,2,5,3,8,2,2,6,6,5,4,3,4,5
383,4,5,6,10,4,8,2,4,6,6,7,4,3,4,6
384,4,4,3,10,2,7,1,3,7,3,4,2,3,4,5
385,3,6,5,10,8,6,10,7,10,2,3,8,4,3,7
386,4,5,4,2,9,6,10,5,4,7,8,8,4,3,7
387,2,5,5,2,8,4,10,6,4,3,3,7,4,3,5
388,1,2,3,6,9,10,10,3,9,9,10,9,2,3,7
389,3,8,8,5,8,1,9,9,5,8,7,8,4,3,8
390,2,8,7,3,9,7,9,9,9,9,10,10,3,3,9
391,5,5,6,3,9,5,9,6,5,3,3,9,4,3,6
392,5,2,1,8,9,9,9,2,3,7,8,9,4,3,5
393,1,6,5,10,9,7,9,6,8,6,5,10,4,3,7
394,3,8,7,5,9,10,9,8,1,9,10,10,2,3,8
395,5,2,2,10,9,4,8,3,4,9,10,9,3,3,6
396,3,8,9,2,9,3,8,7,3,4,3,8,4,3,7
397,2,3,2,3,8,10,8,4,2,4,5,9,3,3,4
398,2,4,3,7,8,10,8,5,2,5,4,8,4,3,5
399,1,6,5,3,8,5,8,7,5,7,7,7,2,3,7
400,5,7,7,4,9,10,8,8,5,5,6,8,4,3,7
401,5,4,4,1,7,9,7,5,8,8,8,8,4,3,7
402,2,7,8,8,9,8,7,7,8,7,7,10,2,3,8
403,2,2,3,3,8,10,7,3,2,6,7,7,4,3,5
404,1,3,4,10,7,9,7,2,3,8,8,7,4,3,6
405,3,6,7,9,7,9,7,6,5,4,4,7,4,3,6
406,4,6,6,9,6,8,7,7,6,4,5,6,3,3,6
407,4,9,10,7,6,4,7,9,7,8,9,7,2,3,8
408,1,8,7,5,9,6,7,7,6,3,2,10,3,3,6
409,3,8,8,10,7,6,7,8,8,8,8,6,2,3,8
410,5,3,2,4,6,6,7,2,10,3,2,6,4,3,5
411,4,5,5,7,7,7,7,6,5,8,7,6,2,3,6
412,2,4,4,5,4,4,6,4,6,8,8,5,4,3,6
413,3,7,7,1,4,8,6,8,4,6,7,5,4,3,7
414,4,2,1,6,6,5,6,1,5,4,5,7,4,3,4
415,1,8,9,9,6,7,6,7,9,3,3,6,4,3,7
416,1,9,10,5,5,5,6,10,5,7,6,4,3,3,8
417,4,7,6,3,7,6,6,8,4,2,2,7,4,3,6
418,3,6,7,6,5,5,5,7,1,8,9,6,4,3,7
419,1,9,8,4,3,7,5,10,8,6,6,2,2,3,7
420,4,7,8,10,4,3,5,8,3,9,9,3,3,3,7
421,3,3,2,3,7,1,5,4,7,5,6,8,4,3,5
422,5,6,5,4,7,3,5,6,8,8,9,8,2,3,7
423,2,4,4,8,4,1,5,5,7,8,9,5,3,3,6
424,4,4,4,9,7,9,5,5,8,3,3,6,4,3,6
425,3,3,2,7,7,1,5,4,7,5,4,7,4,3,5
426,1,7,8,3,2,5,4,6,6,7,8,2,3,3,7
427,3,6,5,8,5,7,4,6,5,6,7,5,2,3,6
428,5,8,8,4,5,7,4,8,5,4,4,6,4,3,7
429,1,3,3,10,3,1,3,4,7,3,3,2,4,3,5
430,5,4,3,10,5,8,3,3,8,6,7,6,4,3,6
431,5,8,8,1,3,10,3,8,9,2,1,3,3,3,6
432,1,4,4,1,2,8,2,4,4,2,2,2,4,3,4
433,2,2,2,7,2,7,2,1,8,7,7,2,3,3,5
