customer_id,date,product_id,quantity,sales
12668,2011-11-28 10:56,p_0070,6,15.3
12668,2011-11-28 10:56,p_0035,6,15.3
12481,2010-12-09 10:13,p_0078,8,15.6
12712,2010-12-09 11:39,p_004,24,15.6
12501,2011-01-07 12:28,p_0082,8,15.6
12501,2011-01-07 12:28,p_0071,8,15.6
12626,2011-01-17 11:01,p_0031,8,15.6
12626,2011-01-17 11:01,p_0049,8,15.6
12626,2011-01-17 11:01,p_0030,8,15.6
12626,2011-01-17 11:01,p_0029,8,15.6
12626,2011-01-17 11:01,p_0083,8,15.6
12625,2011-01-24 13:27,p_0070,8,15.6
13815,2011-01-25 12:16,p_0056,8,15.6
12609,2011-01-25 15:13,p_0066,8,15.6
12468,2011-01-27 13:29,p_0086,8,15.6
12626,2011-01-27 13:42,p_007,8,15.6
12524,2011-02-21 10:53,p_0099,24,15.6
12524,2011-02-21 10:53,p_0066,24,15.6
12524,2011-02-21 10:53,p_0082,24,15.6
12524,2011-03-03 14:04,p_0089,8,15.6
12708,2011-03-07 9:49,p_0073,8,15.6
12708,2011-03-07 9:49,p_0052,8,15.6
12623,2011-03-08 13:50,p_0044,8,15.6
12520,2011-03-11 11:35,p_009,8,15.6
12520,2011-03-11 11:35,p_0092,8,15.6
12480,2011-03-17 13:23,p_002,8,15.6
12476,2011-04-19 10:48,p_0032,24,15.6
12524,2011-05-01 13:18,p_0024,24,15.6
12710,2011-05-22 14:05,p_0036,8,15.6
12710,2011-05-22 14:05,p_0020,8,15.6
12468,2011-06-05 11:36,p_0051,8,15.6
13815,2011-06-20 13:08,p_0087,24,15.6
12528,2011-07-13 12:24,p_0072,8,15.6
12517,2011-08-05 15:02,p_0097,8,15.6
12626,2011-08-19 11:46,p_0082,8,15.6
12645,2011-08-22 12:40,p_0051,8,15.6
12662,2011-08-24 13:42,p_0032,8,15.6
12477,2011-08-31 9:11,p_0071,8,15.6
12627,2011-09-04 14:09,p_0067,8,15.6
12526,2011-09-06 14:19,p_0024,8,15.6
12701,2011-09-21 10:47,p_0090,8,15.6
12517,2011-09-27 11:50,p_007,8,15.6
12481,2011-10-05 9:46,p_0095,24,15.6
12626,2011-10-06 13:30,p_006,24,15.6
12519,2011-10-07 9:26,p_0076,24,15.6
12492,2011-10-07 15:15,p_0098,24,15.6
12427,2011-10-10 15:15,p_0058,8,15.6
12427,2011-10-10 15:15,p_0081,8,15.6
12613,2011-10-13 14:59,p_0039,8,15.6
13810,2011-10-14 12:57,p_0021,8,15.6
13810,2011-10-14 12:57,p_0061,8,15.6
12526,2011-10-17 9:37,p_0036,8,15.6
12475,2011-10-17 10:10,p_0046,24,15.6
12475,2011-10-17 10:10,p_0057,24,15.6
12475,2011-10-17 10:10,p_0095,8,15.6
12473,2011-10-17 11:27,p_0053,24,15.6
12473,2011-10-17 11:27,p_005,8,15.6
12473,2011-10-17 11:27,p_0080,24,15.6
12473,2011-10-17 11:27,p_002,24,15.6
13817,2011-11-10 17:49,p_0028,24,15.6
13815,2011-11-16 13:54,p_0097,8,15.6
12662,2011-11-16 17:25,p_0057,8,15.6
12662,2011-11-16 17:25,p_0065,8,15.6
12481,2011-11-17 8:29,p_0092,8,15.6
12477,2011-11-17 9:51,p_0017,8,15.6
12477,2011-11-17 9:51,p_0062,24,15.6
12619,2011-11-23 14:52,p_0066,24,15.6
12476,2011-11-24 12:40,p_0059,24,15.6
12709,2011-11-24 15:38,p_0016,24,15.6
12479,2011-11-28 13:26,p_0082,24,15.6
12528,2011-11-30 14:40,p_0072,8,15.6
12569,2011-12-01 8:35,p_0057,8,15.6
12569,2011-12-07 16:24,p_0052,8,15.6
12647,2010-12-17 12:21,p_0017,4,15.8
12501,2011-01-07 12:28,p_0032,4,15.8
12480,2011-01-07 15:27,p_003,4,15.8
12712,2011-01-12 11:46,p_0069,4,15.8
12559,2011-01-24 10:12,p_007,4,15.8
12668,2011-01-31 13:27,p_0021,4,15.8
12477,2011-02-11 12:45,p_0065,4,15.8
12476,2011-02-14 10:24,p_0054,4,15.8
12668,2011-03-25 14:53,p_0087,4,15.8
12476,2011-04-19 10:48,p_0073,4,15.8
12609,2011-06-06 15:31,p_0080,4,15.8
12521,2011-07-20 10:51,p_0066,2,15.8
12476,2011-07-21 17:39,p_0098,4,15.8
12476,2011-07-21 17:39,p_0058,4,15.8
12476,2011-07-21 17:39,p_0050,4,15.8
12476,2011-07-21 17:39,p_0045,2,15.8
12708,2011-08-30 8:15,p_0056,4,15.8
13813,2011-09-11 13:38,p_0084,4,15.8
12642,2011-10-20 12:31,p_006,4,15.8
12477,2011-11-17 9:51,p_0031,4,15.8
12560,2011-12-04 13:54,p_0010,4,15.8
12668,2010-12-19 12:46,p_0083,2,15.9
12501,2011-01-07 12:28,p_0028,2,15.9
12480,2011-01-07 15:27,p_0021,2,15.9
12500,2011-01-10 9:48,p_0075,2,15.9
12673,2011-01-17 11:46,p_0042,2,15.9
12561,2011-02-10 11:39,p_0062,2,15.9
12561,2011-02-10 11:39,p_0038,2,15.9
12500,2011-02-17 12:23,p_0068,2,15.9
12614,2011-03-07 10:22,p_0044,2,15.9
12614,2011-03-07 10:22,p_0024,2,15.9
12614,2011-03-07 10:22,p_0016,2,15.9
12528,2011-03-08 11:46,p_0017,2,15.9
12662,2011-03-08 12:52,p_0055,2,15.9
12480,2011-03-17 13:23,p_0088,2,15.9
12693,2011-03-20 13:59,p_0043,2,15.9
12668,2011-03-25 14:53,p_0096,2,15.9
12477,2011-04-14 13:59,p_0090,2,15.9
12477,2011-04-14 13:59,p_006,2,15.9
12477,2011-04-14 13:59,p_0044,2,15.9
12477,2011-04-14 13:59,p_0051,2,15.9
12477,2011-04-14 13:59,p_0055,2,15.9
12477,2011-04-14 13:59,p_0017,2,15.9
12530,2011-04-20 9:31,p_0014,2,15.9
12426,2011-05-29 12:26,p_0094,2,15.9
12426,2011-05-29 12:26,p_0095,2,15.9
12426,2011-05-29 12:26,p_0090,2,15.9
12473,2011-06-01 10:15,p_0048,2,15.9
12662,2011-06-05 13:45,p_0098,2,15.9
12662,2011-06-05 13:45,p_008,2,15.9
13815,2011-06-20 13:08,p_0091,2,15.9
13815,2011-06-20 13:08,p_0089,2,15.9
12662,2011-07-19 13:45,p_0052,2,15.9
12480,2011-07-19 14:04,p_0061,2,15.9
12521,2011-07-20 10:51,p_0039,2,15.9
12627,2011-07-22 13:59,p_0097,2,15.9
12627,2011-07-22 13:59,p_0078,2,15.9
12534,2011-08-01 10:26,p_0017,2,15.9
12534,2011-08-01 10:26,p_0081,2,15.9
12528,2011-08-17 12:30,p_0032,2,15.9
12627,2011-08-22 15:55,p_0010,2,15.9
13813,2011-09-11 13:38,p_0029,2,15.9
12701,2011-09-21 10:47,p_0074,2,15.9
12701,2011-09-21 10:47,p_0049,2,15.9
13812,2011-10-06 14:37,p_0031,2,15.9
12526,2011-10-17 9:37,p_0088,2,15.9
12526,2011-10-17 9:37,p_0075,2,15.9
13810,2011-11-11 8:33,p_0091,2,15.9
13816,2011-11-16 8:38,p_0033,2,15.9
12477,2011-11-17 9:51,p_0081,2,15.9
12658,2011-11-21 10:22,p_0013,2,15.9
12668,2011-11-28 10:56,p_0077,2,15.9
12662,2011-12-09 11:59,p_0033,2,15.9
12526,2011-12-09 12:09,p_0025,2,15.9
14335,2011-09-04 13:07,p_0064,5,16.25
12572,2011-10-19 8:20,p_0046,2,16.3
12520,2011-03-11 11:35,p_0025,3,16.35
12613,2011-03-22 15:42,p_0098,3,16.35
12613,2011-03-22 15:42,p_0037,3,16.35
12648,2011-07-08 11:55,p_0064,3,16.35
12648,2011-07-08 11:55,p_0088,3,16.35
12520,2011-07-20 14:38,p_0073,3,16.35
12710,2011-09-04 12:00,p_0077,3,16.35
12710,2011-09-04 12:00,p_0032,3,16.35
12520,2011-09-21 15:23,p_0017,3,16.35
12628,2011-10-06 9:28,p_0086,3,16.35
12628,2011-10-06 9:28,p_009,3,16.35
12530,2011-10-11 12:34,p_0057,3,16.35
12708,2010-12-06 10:43,p_0077,10,16.5
12709,2010-12-08 9:49,p_0095,10,16.5
12501,2011-01-07 12:28,p_0037,10,16.5
12501,2011-01-07 12:28,p_0018,10,16.5
12501,2011-01-07 12:28,p_0039,10,16.5
12480,2011-01-07 15:27,p_0095,10,16.5
12480,2011-01-07 15:27,p_0031,10,16.5
12524,2011-01-10 10:35,p_0047,10,16.5
12601,2011-01-11 10:38,p_0093,10,16.5
12477,2011-02-11 12:45,p_008,10,16.5
12476,2011-02-14 10:24,p_0065,10,16.5
12662,2011-03-08 12:52,p_0043,10,16.5
12520,2011-03-11 11:35,p_0038,2,16.5
12520,2011-03-11 11:35,p_0060,2,16.5
12712,2011-03-16 13:58,p_0082,2,16.5
12712,2011-03-16 13:58,p_0080,2,16.5
12712,2011-03-16 13:58,p_001,2,16.5
12712,2011-03-16 13:58,p_0083,2,16.5
12480,2011-03-17 13:23,p_0040,10,16.5
12580,2011-04-07 10:24,p_0095,10,16.5
12580,2011-04-07 10:24,p_0054,10,16.5
12580,2011-04-07 10:24,p_0075,10,16.5
12701,2011-04-11 13:02,p_0089,10,16.5
12662,2011-04-14 17:25,p_0063,10,16.5
12600,2011-04-28 16:20,p_0022,10,16.5
12524,2011-05-01 13:18,p_0075,10,16.5
12524,2011-05-01 13:18,p_0065,10,16.5
12645,2011-05-04 12:11,p_0055,10,16.5
12645,2011-05-04 12:11,p_0050,10,16.5
12645,2011-05-04 12:11,p_0076,10,16.5
12645,2011-05-04 12:11,p_0029,10,16.5
12645,2011-05-04 12:11,p_0034,10,16.5
12645,2011-05-04 12:11,p_0030,10,16.5
12693,2011-05-12 8:52,p_0044,10,16.5
12693,2011-05-12 8:52,p_002,10,16.5
12625,2011-05-12 9:54,p_0079,10,16.5
12481,2011-05-19 8:26,p_0079,10,16.5
12481,2011-05-19 8:26,p_0088,10,16.5
12481,2011-05-19 8:27,p_0055,10,16.5
12524,2011-05-19 12:24,p_0038,10,16.5
12524,2011-05-19 12:24,p_0052,10,16.5
12524,2011-05-19 12:24,p_0096,10,16.5
12600,2011-05-19 15:36,p_0067,10,16.5
12710,2011-05-22 14:05,p_0098,10,16.5
12710,2011-05-22 14:05,p_0046,10,16.5
12710,2011-05-22 14:05,p_0017,10,16.5
12710,2011-05-22 14:05,p_0059,10,16.5
12708,2011-05-23 10:13,p_0038,2,16.5
12708,2011-05-23 10:13,p_0088,2,16.5
12647,2011-05-24 10:19,p_007,10,16.5
12647,2011-05-24 10:19,p_0052,10,16.5
12633,2011-05-27 10:29,p_0045,2,16.5
12633,2011-05-27 10:29,p_0049,2,16.5
12633,2011-05-27 10:29,p_0087,2,16.5
12633,2011-05-27 10:29,p_0071,10,16.5
12473,2011-06-01 10:15,p_0036,10,16.5
12473,2011-06-01 10:15,p_0010,10,16.5
12709,2011-06-02 9:04,p_0013,10,16.5
12517,2011-06-02 15:13,p_0075,2,16.5
12468,2011-06-05 11:36,p_0091,10,16.5
12609,2011-06-06 15:31,p_0057,2,16.5
12609,2011-06-06 15:31,p_0034,2,16.5
12609,2011-06-06 15:31,p_003,2,16.5
12609,2011-06-06 15:31,p_0054,2,16.5
13815,2011-06-20 13:08,p_0083,10,16.5
13815,2011-06-20 13:08,p_0096,10,16.5
13815,2011-06-20 13:08,p_0011,10,16.5
12626,2011-06-30 17:59,p_0032,10,16.5
12647,2011-07-07 13:54,p_0063,10,16.5
12600,2011-07-17 10:53,p_0021,10,16.5
12560,2011-07-19 15:55,p_004,10,16.5
12560,2011-07-19 15:55,p_0080,10,16.5
12626,2011-07-21 15:14,p_0090,10,16.5
12626,2011-07-21 15:14,p_0035,10,16.5
12534,2011-08-01 10:26,p_0037,10,16.5
12534,2011-08-01 10:26,p_0071,10,16.5
12534,2011-08-01 10:26,p_0022,2,16.5
12627,2011-08-02 9:29,p_0017,10,16.5
12517,2011-08-05 15:02,p_0034,2,16.5
12530,2011-08-08 10:59,p_0067,10,16.5
12530,2011-08-08 10:59,p_0076,10,16.5
12473,2011-08-17 12:04,p_0014,10,16.5
12473,2011-08-17 12:04,p_0040,10,16.5
12600,2011-08-19 11:23,p_0093,10,16.5
12626,2011-08-19 11:46,p_0021,10,16.5
12627,2011-08-22 15:55,p_002,10,16.5
12627,2011-08-22 15:55,p_0072,10,16.5
12627,2011-08-22 15:55,p_0088,10,16.5
13812,2011-08-26 12:54,p_003,10,16.5
13812,2011-08-26 12:54,p_0023,10,16.5
13812,2011-08-26 12:54,p_0087,10,16.5
12627,2011-09-04 14:09,p_0065,10,16.5
12592,2011-09-08 15:04,p_0049,10,16.5
12635,2011-09-11 11:04,p_0059,2,16.5
12635,2011-09-11 11:04,p_0025,2,16.5
12635,2011-09-11 11:04,p_0037,2,16.5
12619,2011-09-13 14:23,p_0069,10,16.5
12619,2011-09-13 14:23,p_0091,10,16.5
12609,2011-09-22 16:34,p_0044,10,16.5
12609,2011-09-22 16:34,p_0054,10,16.5
12609,2011-09-22 16:34,p_0094,10,16.5
12517,2011-09-27 11:50,p_0078,10,16.5
12517,2011-09-27 11:50,p_0084,10,16.5
12517,2011-09-27 11:50,p_008,10,16.5
12703,2011-09-29 17:52,p_0093,10,16.5
12481,2011-10-05 9:46,p_0099,10,16.5
12481,2011-10-05 9:46,p_0058,10,16.5
12627,2011-10-06 15:51,p_0030,10,16.5
12627,2011-10-06 15:51,p_0060,10,16.5
12627,2011-10-06 15:51,p_0037,10,16.5
12627,2011-10-06 15:51,p_0015,10,16.5
12627,2011-10-06 15:51,p_0023,10,16.5
12627,2011-10-06 15:51,p_0086,2,16.5
12627,2011-10-06 15:51,p_0018,2,16.5
12627,2011-10-06 15:51,p_0074,10,16.5
12524,2011-10-07 11:19,p_0095,2,16.5
12427,2011-10-10 15:15,p_0035,2,16.5
12526,2011-10-17 9:37,p_0096,10,16.5
12526,2011-10-17 9:37,p_009,10,16.5
12473,2011-10-17 11:27,p_0016,10,16.5
12473,2011-10-17 11:27,p_0082,10,16.5
12473,2011-10-17 11:27,p_004,10,16.5
12473,2011-10-17 11:27,p_0020,10,16.5
12473,2011-10-17 11:27,p_004,10,16.5
12473,2011-10-17 11:27,p_0085,10,16.5
12473,2011-10-17 11:27,p_0054,10,16.5
12662,2011-10-18 9:24,p_0066,10,16.5
12572,2011-10-19 8:20,p_0049,2,16.5
12572,2011-10-19 8:20,p_0076,2,16.5
12626,2011-10-27 15:05,p_0018,10,16.5
12626,2011-10-27 15:05,p_002,10,16.5
13817,2011-11-10 17:49,p_0020,10,16.5
12517,2011-11-11 13:57,p_0023,2,16.5
12480,2011-11-11 14:52,p_0029,10,16.5
12480,2011-11-11 14:52,p_0089,10,16.5
13815,2011-11-16 13:54,p_009,10,16.5
13815,2011-11-16 13:54,p_0093,10,16.5
13815,2011-11-16 13:54,p_0067,10,16.5
12626,2011-11-16 16:06,p_0082,10,16.5
12626,2011-11-16 16:06,p_0030,10,16.5
12662,2011-11-16 17:25,p_0064,10,16.5
12498,2011-11-18 12:52,p_0051,10,16.5
12498,2011-11-18 12:52,p_0021,10,16.5
12498,2011-11-18 12:52,p_0089,10,16.5
12476,2011-11-24 12:40,p_0047,10,16.5
12476,2011-11-24 12:40,p_0055,2,16.5
12476,2011-11-24 12:40,p_0062,2,16.5
12709,2011-11-24 15:38,p_0063,10,16.5
12709,2011-11-24 15:38,p_0048,10,16.5
12627,2011-11-29 12:07,p_0092,10,16.5
12627,2011-11-29 12:07,p_0016,2,16.5
12627,2011-11-29 12:07,p_0031,2,16.5
12627,2011-11-29 12:07,p_0033,2,16.5
12627,2011-11-29 12:07,p_0079,2,16.5
12673,2011-12-04 13:55,p_0054,10,16.5
12480,2011-03-17 13:23,p_0055,4,16.6
12662,2011-04-14 17:25,p_0064,4,16.6
12585,2011-04-19 13:39,p_0095,4,16.6
12585,2011-04-19 13:39,p_003,4,16.6
12530,2011-04-20 9:31,p_0076,4,16.6
12530,2011-04-20 9:31,p_0028,4,16.6
12481,2011-05-19 8:26,p_0059,4,16.6
12481,2011-05-19 8:26,p_0036,4,16.6
12710,2011-05-22 14:05,p_0076,4,16.6
12710,2011-05-22 14:05,p_0079,4,16.6
12710,2011-05-22 14:05,p_0095,4,16.6
12710,2011-05-22 14:05,p_0010,4,16.6
12613,2011-05-26 9:17,p_0059,4,16.6
12613,2011-05-26 9:17,p_006,4,16.6
12613,2011-05-26 9:17,p_0058,4,16.6
12633,2011-05-27 10:29,p_0074,4,16.6
12468,2011-06-05 11:36,p_0063,4,16.6
12468,2011-06-05 11:36,p_0089,4,16.6
12468,2011-06-05 11:36,p_0057,4,16.6
12662,2011-06-05 13:45,p_0096,4,16.6
12662,2011-06-05 13:45,p_0086,4,16.6
12481,2011-06-13 10:52,p_0078,4,16.6
12647,2011-07-07 13:54,p_0090,4,16.6
12647,2011-07-07 13:54,p_0091,4,16.6
12647,2011-07-07 13:54,p_0095,4,16.6
12648,2011-07-08 11:55,p_0067,4,16.6
12648,2011-07-08 11:55,p_0019,4,16.6
12662,2011-07-19 13:45,p_0013,4,16.6
12662,2011-07-19 13:45,p_003,4,16.6
12662,2011-07-19 13:45,p_0080,4,16.6
12662,2011-07-19 13:45,p_0070,4,16.6
12560,2011-07-19 15:55,p_0082,4,16.6
12627,2011-07-22 13:59,p_0020,4,16.6
12627,2011-07-22 13:59,p_0058,4,16.6
13814,2011-07-25 13:54,p_0043,4,16.6
13814,2011-07-25 13:54,p_0049,4,16.6
13814,2011-07-25 13:54,p_001,4,16.6
12627,2011-08-02 9:29,p_0061,4,16.6
12644,2011-08-02 10:33,p_0029,4,16.6
12644,2011-08-02 10:33,p_0055,4,16.6
12644,2011-08-02 10:33,p_0041,4,16.6
12627,2011-08-22 15:55,p_007,4,16.6
12627,2011-08-22 15:55,p_0081,4,16.6
12635,2011-09-11 11:04,p_0057,4,16.6
12635,2011-09-11 11:04,p_0074,4,16.6
12566,2011-09-14 14:30,p_0061,4,16.6
12566,2011-09-14 14:30,p_0018,4,16.6
12701,2011-09-21 10:47,p_0068,4,16.6
12701,2011-09-21 10:47,p_0068,4,16.6
12701,2011-09-21 10:47,p_0064,20,16.6
