id,age,number_accounts,price,Extra_content,ads,accept
427,40,2,10,0,one_per_show,0
428,35,3,20,ESPN,one_per_show,0
429,46,1,25,Disney,one_per_show,0
430,27,1,15,Marble,0,0
431,53,5,10,Marble,0,1
432,32,2,25,Marble,one_per_day,0
433,53,5,20,ESPN,one_per_show,0
434,40,3,20,Marble,one_per_day,0
435,33,1,20,Marble,one_per_show,1
436,26,2,15,Marble,0,0
437,35,4,20,ESPN,0,1
438,37,2,10,0,one_per_day,0
439,38,3,15,ESPN,one_per_show,0
440,48,4,10,Disney,0,1
441,39,2,10,Disney,one_per_day,0
442,27,1,15,0,0,0
443,42,2,15,ESPN,one_per_day,0
444,42,3,15,Disney,one_per_day,1
445,31,2,20,Marble,one_per_show,0
446,45,3,10,0,0,0
447,43,5,15,0,0,1
448,43,1,25,0,one_per_show,0
449,31,5,10,Marble,one_per_day,1
450,25,2,10,ESPN,0,0
451,21,3,20,ESPN,0,0
452,31,2,20,ESPN,0,0
453,27,4,25,0,0,0
454,32,2,25,0,one_per_show,0
455,27,1,20,ESPN,0,0
456,50,3,15,Marble,one_per_day,0
457,35,1,25,Disney,one_per_day,0
458,50,4,25,Marble,one_per_show,0
459,42,3,25,Disney,0,1
460,33,3,25,0,0,0
461,45,1,20,0,one_per_day,0
462,44,4,10,Disney,one_per_show,1
463,22,4,10,0,one_per_show,0
464,52,3,25,Disney,one_per_show,0
465,40,3,25,Marble,0,0
466,43,3,10,Marble,one_per_day,0
467,43,1,10,ESPN,one_per_show,0
468,42,2,15,ESPN,0,0
469,37,4,15,Marble,one_per_day,1
470,25,5,20,Marble,0,0
471,51,3,10,ESPN,one_per_show,0
472,40,5,15,Disney,one_per_day,1
473,21,3,20,ESPN,one_per_day,0
474,43,2,25,Marble,one_per_show,0
475,38,2,20,Marble,one_per_day,0
476,35,3,10,0,one_per_show,0
477,26,1,15,0,one_per_show,0
478,50,5,15,0,one_per_day,1
479,44,2,15,0,one_per_day,0
480,51,2,10,0,one_per_show,0
481,34,2,10,Disney,one_per_show,0
482,45,3,10,0,one_per_day,0
483,35,2,25,ESPN,one_per_day,0
484,24,4,10,ESPN,one_per_show,0
485,33,1,10,ESPN,one_per_show,0
486,48,1,25,Disney,one_per_day,0
487,51,2,20,ESPN,0,0
488,31,4,15,ESPN,one_per_day,1
489,43,4,20,ESPN,one_per_day,0
490,32,4,15,0,0,1
491,33,2,25,Marble,0,0
492,43,5,15,0,0,1
493,40,2,15,0,0,0
494,44,1,10,Marble,one_per_show,0
495,32,4,20,Marble,0,1
496,43,5,20,ESPN,one_per_day,1
497,34,3,25,ESPN,0,0
498,44,1,10,0,one_per_day,0
499,39,4,25,Marble,0,1
500,39,2,25,Marble,one_per_show,0
501,49,4,20,Disney,0,0
502,40,4,15,Disney,0,1
503,31,1,20,Marble,one_per_day,0
504,40,2,20,ESPN,one_per_day,0
505,21,5,15,Marble,one_per_day,1
506,29,4,10,Disney,0,1
507,43,3,20,ESPN,0,0
508,31,3,15,0,one_per_show,1
509,49,1,15,Marble,one_per_day,0
510,33,5,10,0,0,1
511,51,2,15,0,one_per_day,0
512,22,2,10,0,0,0
513,50,3,10,0,0,0
514,33,5,10,Marble,one_per_day,1
515,24,4,25,ESPN,one_per_day,0
516,22,2,25,ESPN,0,0
517,47,3,10,ESPN,0,1
518,24,5,15,0,one_per_show,0
519,35,1,20,Marble,one_per_show,0
520,45,1,15,Marble,one_per_day,0
521,28,1,10,ESPN,0,0
522,23,3,25,ESPN,one_per_show,0
523,48,2,20,ESPN,one_per_show,0
524,40,5,25,ESPN,0,1
525,50,4,10,Disney,one_per_day,1
526,41,1,10,Disney,one_per_show,0
527,46,4,15,Marble,one_per_day,1
528,48,5,20,Marble,0,1
529,35,3,10,0,one_per_day,0
530,24,2,20,Marble,one_per_show,0
531,39,3,20,Marble,one_per_day,0
532,27,1,25,ESPN,0,0
533,47,3,20,ESPN,one_per_day,0
534,26,3,15,Marble,one_per_day,0
535,28,4,10,0,one_per_show,0
536,51,1,25,0,0,0
537,32,1,25,0,0,0
538,36,1,25,Disney,one_per_day,0
539,22,1,20,Disney,one_per_show,0
540,45,1,25,ESPN,one_per_show,0
541,32,5,10,Marble,one_per_day,1
542,36,5,10,Marble,one_per_show,1
543,24,1,10,Disney,0,0
544,25,1,25,0,one_per_day,0
545,38,5,10,Disney,one_per_show,1
546,32,4,10,Disney,one_per_day,1
547,31,3,15,0,one_per_show,0
548,40,2,25,Marble,one_per_day,0
549,50,2,15,Disney,one_per_day,0
550,49,5,20,0,one_per_show,0
551,53,3,15,Marble,one_per_day,0
552,27,4,10,0,0,1
553,52,2,15,0,one_per_show,0
554,41,1,15,Disney,one_per_day,0
555,42,5,20,Marble,one_per_show,0
556,48,5,25,ESPN,0,1
557,38,2,15,Disney,one_per_day,0
558,53,2,20,0,one_per_show,0
559,44,2,20,0,one_per_show,0
560,42,2,10,0,one_per_show,0
561,37,2,15,Disney,one_per_show,0
562,31,3,10,0,0,0
563,47,5,10,Marble,one_per_day,1
564,47,3,10,ESPN,one_per_show,0
565,41,3,10,ESPN,one_per_show,0
566,29,3,15,ESPN,one_per_day,0
567,23,1,15,Marble,one_per_day,0
568,24,1,20,ESPN,0,0
569,47,2,25,ESPN,0,0
570,27,2,20,Disney,one_per_day,0
571,50,3,10,Disney,one_per_day,1
572,50,2,15,0,0,0
573,30,1,10,Disney,one_per_show,0
574,37,2,25,Disney,one_per_show,0
575,39,2,25,Marble,0,0
576,25,4,15,Disney,0,1
577,25,3,20,ESPN,one_per_day,0
578,21,5,20,Marble,one_per_day,1
579,41,3,10,0,one_per_day,0
580,31,2,25,0,one_per_day,0
581,36,4,20,0,one_per_show,0
582,39,1,25,0,one_per_show,0
583,42,3,20,0,0,0
584,51,3,10,ESPN,0,1
585,22,1,10,ESPN,0,0
586,43,1,25,0,one_per_show,0
587,49,1,10,Marble,one_per_show,0
588,42,5,20,Disney,0,1
589,44,2,15,0,one_per_show,0
590,26,4,10,Marble,0,1
591,43,2,25,0,0,0
592,25,5,10,Marble,one_per_show,1
593,49,2,25,Disney,one_per_show,0
594,39,1,15,0,0,0
595,48,2,15,Marble,0,0
596,32,1,25,ESPN,one_per_show,0
597,41,3,15,Marble,one_per_day,0
598,37,2,15,Marble,0,0
599,37,1,15,0,one_per_day,0
600,34,5,15,0,one_per_day,1
601,41,5,15,Marble,one_per_day,1
602,52,4,20,0,one_per_day,0
603,32,2,25,Marble,one_per_day,0
604,24,3,10,Marble,0,1
605,26,2,25,Marble,one_per_show,0
606,38,3,20,Disney,one_per_day,0
607,23,2,10,ESPN,one_per_day,0
608,37,1,20,ESPN,one_per_day,0
609,24,2,25,Disney,one_per_show,0
610,23,5,15,0,one_per_show,0
611,36,5,25,Marble,one_per_day,1
612,29,3,15,Disney,one_per_day,1
613,28,2,25,0,one_per_show,0
614,35,4,15,0,one_per_day,0
615,45,4,20,0,0,0
616,38,4,10,ESPN,one_per_show,0
617,51,3,25,0,one_per_show,0
618,42,2,25,0,one_per_day,0
619,45,5,15,ESPN,one_per_show,1
620,41,1,20,Disney,0,0
621,22,3,10,Disney,one_per_day,1
622,38,2,20,0,one_per_show,0
623,43,3,10,0,one_per_show,0
624,29,5,20,ESPN,0,1
625,29,1,10,ESPN,0,0
626,22,2,25,Disney,0,0
627,43,1,15,ESPN,0,0
628,30,4,10,Disney,0,1
629,25,2,20,Marble,one_per_day,0
630,28,2,25,ESPN,0,0
631,46,4,10,ESPN,one_per_show,0
632,49,1,10,0,0,0
633,23,3,25,0,one_per_show,0
634,41,1,20,0,one_per_show,0
635,22,2,10,Disney,one_per_show,0
636,45,5,25,Disney,0,1
637,53,2,25,0,one_per_show,0
638,43,1,20,Marble,one_per_show,0
639,52,4,20,Disney,0,1
640,24,2,10,0,0,0
641,46,1,15,ESPN,0,0
642,30,5,15,Marble,one_per_day,1
643,30,3,25,Disney,one_per_show,0
644,38,2,10,ESPN,one_per_day,0
645,38,1,20,ESPN,one_per_show,0
646,31,5,20,Disney,one_per_show,1
647,49,2,20,Disney,0,0
648,42,5,10,ESPN,one_per_day,1
649,44,3,25,ESPN,one_per_day,0
650,22,3,15,Disney,0,1
651,48,2,10,ESPN,0,0
652,40,5,25,0,one_per_day,0
653,25,3,10,ESPN,0,1
654,35,4,15,Disney,0,1
655,34,5,10,Marble,0,1
656,37,5,10,0,one_per_day,1
657,51,2,15,Disney,0,1
658,40,5,25,Disney,one_per_day,1
659,35,1,15,Disney,one_per_day,0
660,23,4,10,Disney,one_per_show,1
661,21,3,20,0,one_per_show,0
662,46,3,25,ESPN,0,0
663,25,3,10,ESPN,one_per_day,0
664,26,1,25,ESPN,0,0
665,40,5,25,Marble,one_per_show,0
666,40,5,20,Marble,0,1
667,50,3,25,0,one_per_show,0
668,33,4,10,ESPN,0,1
669,38,3,10,Marble,0,1
670,52,1,10,0,one_per_day,0
671,32,4,10,ESPN,one_per_show,0
672,49,4,10,0,0,1
673,23,2,25,Disney,one_per_show,0
674,51,1,20,Disney,one_per_show,0
675,34,1,20,ESPN,one_per_show,0
676,32,1,10,Marble,0,0
677,53,4,25,Disney,one_per_day,1
678,30,4,25,0,one_per_day,0
679,24,3,25,Disney,0,1
680,52,2,20,Disney,one_per_day,0
681,25,3,20,0,one_per_show,0
682,23,4,10,Disney,one_per_day,1
683,37,3,20,0,one_per_day,0
684,52,1,15,Disney,0,0
685,24,3,10,0,one_per_show,0
686,43,2,25,0,0,0
687,35,2,10,0,one_per_show,0
688,49,5,15,Disney,one_per_show,1
689,39,5,25,0,one_per_show,0
690,24,2,15,0,one_per_day,0
691,53,1,15,Disney,one_per_day,0
692,33,4,15,Disney,one_per_show,1
693,23,1,15,Disney,0,0
694,49,1,20,Marble,one_per_day,0
695,21,2,10,Disney,one_per_show,0
696,25,1,25,0,0,0
697,23,5,15,0,one_per_show,0
698,36,5,15,Disney,0,1
699,21,4,20,Disney,0,1
700,26,4,10,Disney,0,1
701,43,2,10,Disney,0,1
702,36,2,20,Marble,0,0
703,53,5,20,Disney,one_per_show,1
704,28,1,20,Marble,one_per_day,0
705,46,3,15,ESPN,one_per_day,0
706,49,2,10,Marble,0,0
707,29,1,10,ESPN,0,0
708,22,1,20,0,0,0
709,43,2,25,Disney,0,0
710,46,1,25,0,0,0
711,41,3,25,ESPN,one_per_show,0
712,45,5,20,0,0,1
713,48,3,20,Marble,one_per_day,0
714,35,4,20,0,0,0
715,45,4,20,Disney,one_per_show,0
716,33,3,25,Marble,0,0
717,37,4,20,ESPN,one_per_day,0
718,24,5,20,ESPN,one_per_day,1
719,39,3,25,0,one_per_day,0
720,25,4,25,ESPN,one_per_show,0
721,23,3,15,Disney,one_per_show,0
722,40,2,10,0,one_per_day,0
723,23,3,25,Marble,one_per_day,0
724,34,5,25,ESPN,0,1
725,41,3,25,0,one_per_show,0
726,37,2,10,ESPN,0,0
727,47,5,20,0,one_per_day,0
728,35,5,15,Marble,0,1
729,36,5,15,0,one_per_day,1
730,35,3,15,Disney,one_per_show,0
731,28,1,25,ESPN,0,0
732,28,5,20,ESPN,one_per_day,1
733,27,2,15,Disney,0,1
734,29,5,20,0,one_per_show,0
735,33,1,25,Marble,one_per_day,0
736,29,4,15,0,0,1
737,38,4,25,0,0,0
738,28,4,25,Marble,one_per_show,0
739,23,5,25,Marble,one_per_day,1
740,28,3,20,ESPN,one_per_day,0
741,33,4,25,ESPN,0,0
742,35,3,10,ESPN,0,1
743,50,3,20,Disney,one_per_day,0
744,48,4,15,ESPN,one_per_day,1
745,49,2,25,ESPN,0,0
746,30,1,25,Disney,one_per_show,0
747,23,3,25,Marble,one_per_day,0
748,24,3,20,0,0,0
749,32,3,25,ESPN,one_per_show,0
750,52,3,25,Marble,one_per_day,0
751,31,2,15,ESPN,one_per_day,0
752,30,4,25,Marble,0,1
753,53,5,10,Disney,one_per_day,1
754,32,1,15,Disney,one_per_show,0
755,39,4,10,ESPN,one_per_show,0
756,33,4,10,Marble,one_per_show,0
757,53,3,15,Marble,one_per_day,0
