price.2,price.3,price.1,price.4,male,age,choice
69,109,109,70.999998,1,33,4
95.999998,119.00001,79.000002,68.000001,0,43,3
88.999999,99.000001,88.999999,64.999998,1,43,4
88.999999,99.000001,88.999999,61.000001,0,64,3
79.000002,109,109,55.000001,1,30,4
88.999999,88.999999,105,64.999998,0,54,2
88.999999,99.000001,88.999999,50,1,55,4
68.000001,88,88,58.999997,0,64,3
99.000001,99.000001,109,55.000001,1,44,4
57.999998,88,88,58.999997,0,41,1
88.999999,99.000001,105,64.999998,1,30,4
88.999999,88.999999,105,64.999998,0,60,2
58.999997,99.000001,88.999999,64.999998,1,50,4
79.000002,99.000001,69,69,0,54,3
88.999999,88.999999,105,50,1,47,4
92.000002,98.000002,88,58.999997,0,40,3
98.000002,99.000001,109,70.999998,1,49,4
88.999999,99.000001,113,69,0,52,4
88.999999,99.000001,105,64.999998,1,45,4
98.000002,109,129,77.999997,0,61,4
79.000002,109,109,55.000001,1,34,4
88.999999,88.999999,105,50,0,48,4
88.999999,99.000001,113,69,1,34,4
79.000002,99.000001,113,69,0,58,4
69,88,109,68.000001,1,41,2
58.999997,99.000001,88.999999,64.999998,0,65,3
88.999999,99.000001,88.999999,50,1,28,4
88.999999,99.000001,88.999999,64.999998,0,47,3
79.000002,109,88.999999,88.999999,1,39,3
99.000001,109,99.000001,70.999998,0,41,3
99.000001,99.000001,109,70.999998,1,28,4
88.999999,99.000001,88.999999,50,0,54,4
69,105,88.999999,64.999998,1,37,4
99.000001,109,99.000001,79.000002,0,31,3
88.999999,88.999999,99.000001,61.000001,1,40,4
88.999999,99.000001,101,69,0,45,4
88.999999,88.999999,105,64.999998,1,54,4
93.000001,88,88,58.999997,0,56,3
88.999999,99.000001,88.999999,52.999997,1,26,4
88.999999,99.000001,88.999999,52.999997,0,44,4
99.000001,109,99.000001,70.999998,1,26,4
98.000002,88,105.99999,68.000001,0,65,2
58.999997,99.000001,94.999999,69,1,60,4
79.000002,109,74.000001,77.999997,0,41,3
88.999999,88.999999,105,64.999998,1,44,4
69,88,109,68.000001,0,64,2
88.999999,99.000001,88.999999,64.999998,1,43,4
88.999999,99.000001,109,61.000001,0,55,4
97.000003,115,99.000001,60.000002,1,55,4
101,88,88.999999,70.999998,0,57,3
88.999999,88.999999,99.000001,52.999997,1,63,4
99.000001,99.000001,109,70.999998,0,64,4
69,109,109,70.999998,1,60,4
79.000002,109,109,77.999997,0,57,3
69,88,109,55.000001,1,27,4
69,88,88.999999,79.000002,0,26,3
88.999999,99.000001,109,64.999998,1,65,4
69,88,88.999999,70.999998,0,44,3
99.000001,109,99.000001,70.999998,1,30,4
88.999999,99.000001,105,64.999998,0,57,4
99.000001,109,99.000001,70.999998,1,25,4
88.999999,88.999999,105,64.999998,0,57,2
68.000001,88,88,58.999997,1,34,4
69,88,109,55.000001,0,60,4
99.000001,108,88.999999,68.000001,1,65,3
103,109,88.999999,77.999997,0,45,3
88.999999,88.999999,105,64.999998,1,49,4
99.000001,109,109,70.999998,0,40,4
93.000001,98.000002,88,58.999997,1,44,4
99.000001,109,119.00001,77.999997,0,31,4
88.999999,99.000001,88.999999,50,1,37,4
88.999999,99.000001,115,64.999998,0,31,4
79.000002,99.000001,69,69,1,35,3
99.000001,109,99.000001,79.000002,0,39,3
88.999999,99.000001,88.999999,64.999998,1,55,4
88.999999,99.000001,88.999999,64.999998,0,56,3
49.000001,109,109,55.000001,1,36,4
88.999999,88.999999,105,64.999998,0,28,2
88.999999,99.000001,88.999999,64.999998,1,55,4
69,88,88.999999,55.000001,0,26,4
57.999998,88,88,58.999997,1,47,4
88.999999,102,105,64.999998,0,58,4
69,88,109,55.000001,1,42,4
99.000001,99.000001,109,55.000001,0,64,4
79.000002,99.000001,101,69,1,63,4
79.000002,105,109,77.999997,0,26,1
88.999999,99.000001,88.999999,52.999997,1,48,4
88.999999,88.999999,105,64.999998,0,27,2
69,88,105.99999,68.000001,1,33,2
69,88,88.999999,79.000002,0,34,3
99.000001,99.000001,109,79.000002,1,33,2
88.999999,99.000001,109,64.999998,0,48,4
88.999999,88.999999,99.000001,52.999997,1,51,4
88.999999,99.000001,101,69,0,36,4
99.000001,99.000001,109,70.999998,1,43,4
88.999999,99.000001,105,64.999998,0,55,4
69,88,103,68.000001,1,47,2
88.999999,99.000001,88.999999,64.999998,0,58,3
69,88,120,70.999998,1,56,2
88.999999,88.999999,99.000001,61.000001,0,29,4
88.999999,99.000001,88.999999,50,1,33,4
98.000002,99.000001,109,70.999998,0,53,4
88.999999,105,88.999999,64.999998,1,32,4
88.999999,88.999999,105,64.999998,0,59,2
77.999997,88,88,58.999997,1,48,4
79.000002,99.000001,113,69,0,65,4
88.999999,99.000001,88.999999,50,1,48,4
99.000001,99.000001,109,55.000001,0,60,4
49.000001,109,109,77.999997,1,47,1
79.000002,125,105.99999,69,0,31,4
103,109,88.999999,55.000001,1,61,4
99.000001,109,99.000001,55.000001,0,29,4
98.000002,109,88.999999,77.999997,1,49,3
99.000001,109,99.000001,55.000001,0,26,4
95.999998,119.00001,49.000001,68.000001,1,37,3
79.000002,109,109,77.999997,0,33,1
103,109,119.00001,63.999999,1,25,4
99.000001,109,88.999999,70.999998,0,51,3
88.999999,88.999999,99.000001,61.000001,1,49,4
49.000001,109,109,55.000001,0,37,1
99.000001,109,88.999999,55.000001,1,27,4
88.999999,99.000001,113,69,0,52,4
88.999999,99.000001,88.999999,69,1,29,3
85.000002,108,88.999999,68.000001,0,51,3
99.000001,109,99.000001,79.000002,1,45,3
98.000002,109,88.999999,69,0,30,3
99.000001,109,99.000001,70.999998,1,47,4
99.000001,109,94.999999,55.000001,0,27,4
98.000002,99.000001,109,70.999998,1,46,4
88.999999,107.00001,115,50,0,41,4
79.000002,105,109,55.000001,1,28,4
109,109,119.00001,88.999999,0,31,2
88.999999,105,88.999999,64.999998,1,41,4
99.000001,109,99.000001,55.000001,0,25,4
88.999999,99.000001,88.999999,50,1,59,4
88.999999,99.000001,105,64.999998,0,55,4
99.000001,99.000001,99.000001,70.999998,1,33,4
49.000001,109,109,77.999997,0,43,1
88.999999,99.000001,105,64.999998,1,43,4
69,109,79.000002,61.000001,0,64,3
79.000002,105,88.999999,64.999998,1,30,4
88.999999,99.000001,88.999999,50,0,54,4
88.999999,99.000001,105,64.999998,1,55,4
69,88,105.99999,68.000001,0,64,2
99.000001,109,99.000001,55.000001,1,44,4
68.000001,88,88,58.999997,0,41,3
79.000002,109,109,77.999997,1,30,4
88.999999,99.000001,88.999999,64.999998,0,60,3
88.999999,102,105,50,1,50,4
88.999999,99.000001,88.999999,69,0,54,3
88.999999,88.999999,105,64.999998,1,47,4
93.000001,88,88,58.999997,0,40,3
99.000001,109,99.000001,70.999998,1,49,4
88.999999,139,113,79.000002,0,52,4
79.000002,105,88.999999,64.999998,1,45,4
97.000003,115,109,60.000002,0,61,4
49.000001,109,109,55.000001,1,34,4
88.999999,99.000001,88.999999,50,0,48,4
88.999999,99.000001,88.999999,69,1,34,3
99.000001,99.000001,101,69,0,58,4
93.000001,88,88,58.999997,1,41,4
88.999999,88.999999,99.000001,64.999998,0,65,2
88.999999,99.000001,88.999999,64.999998,1,28,4
88.999999,99.000001,105,64.999998,0,47,4
109,109,119.00001,69,1,39,4
49.000001,109,109,77.999997,0,41,1
103,109,88.999999,77.999997,1,28,3
99.000001,109,99.000001,79.000002,0,54,3
88.999999,102,105,64.999998,1,37,4
99.000001,109,99.000001,79.000002,0,31,3
88.999999,99.000001,88.999999,52.999997,1,40,4
88.999999,99.000001,109,61.000001,0,45,4
88.999999,99.000001,88.999999,64.999998,1,54,4
93.000001,88,88,58.999997,0,56,3
88.999999,99.000001,88.999999,61.000001,1,26,4
88.999999,88.999999,99.000001,52.999997,0,44,4
99.000001,109,99.000001,70.999998,1,26,4
99.000001,109,99.000001,70.999998,0,65,3
77.999997,88,88,58.999997,1,60,4
49.000001,109,109,77.999997,0,41,1
88.999999,99.000001,88.999999,50,1,44,4
69,88,109,68.000001,0,64,2
88.999999,99.000001,88.999999,64.999998,1,43,4
69,109,79.000002,61.000001,0,55,3
97.000003,115,125,60.000002,1,55,4
88.999999,88.999999,99.000001,61.000001,0,57,4
88.999999,88.999999,99.000001,61.000001,1,63,4
99.000001,109,99.000001,70.999998,0,64,3
99.000001,109,99.000001,70.999998,1,60,4
93.000001,98.000002,88,58.999997,0,57,3
69,88,109,55.000001,1,27,4
98.000002,99.000001,109,79.000002,0,26,2
79.000002,109,109,55.000001,1,65,4
109,119.00001,99.000001,55.000001,0,44,4
99.000001,109,88.999999,70.999998,1,30,3
79.000002,105,88.999999,64.999998,0,57,3
49.000001,109,109,77.999997,1,25,1
88.999999,105,105,64.999998,0,57,4
93.000001,98.000002,88,58.999997,1,34,4
98.000002,99.000001,109,55.000001,0,60,4
79.000002,125,113,69,1,65,4
103,109,88.999999,77.999997,0,45,3
88.999999,99.000001,88.999999,69,1,49,3
99.000001,109,94,70.999998,0,40,3
99.000001,108,103,68.000001,1,44,4
98.000002,119.00001,99.000001,77.999997,0,31,3
88.999999,88.999999,99.000001,64.999998,1,37,4
88.999999,115,99.000001,64.999998,0,31,4
77.999997,88,88,58.999997,1,35,4
99.000001,109,99.000001,79.000002,0,39,3
49.000001,109,109,77.999997,1,55,4
69,105,88.999999,64.999998,0,56,3
98.000002,109,88.999999,55.000001,1,36,4
88.999999,99.000001,105,64.999998,0,28,4
88.999999,99.000001,105,64.999998,1,55,4
98.000002,99.000001,109,55.000001,0,26,4
77.999997,88,88,58.999997,1,47,4
88.999999,102,105,49.000001,0,58,4
99.000001,109,99.000001,55.000001,1,42,4
99.000001,109,99.000001,55.000001,0,64,4
88.999999,99.000001,113,69,1,63,4
109,109,119.00001,77.999997,0,26,4
69,109,88.999999,61.000001,1,48,4
88.999999,88.999999,105,64.999998,0,27,2
88.999999,99.000001,113,69,1,33,4
69,88,88.999999,70.999998,0,34,3
99.000001,109,99.000001,55.000001,1,33,4
69,109,88.999999,61.000001,0,48,3
88.999999,88.999999,99.000001,61.000001,1,51,4
88.999999,99.000001,113,69,0,36,4
88.999999,99.000001,88.999999,64.999998,1,43,4
49.000001,109,109,55.000001,0,55,1
88.999999,88.999999,105,64.999998,1,47,4
88.999999,88.999999,105,64.999998,0,58,2
85.000002,88,103,68.000001,1,56,2
79.000002,109,109,55.000001,0,29,4
88.999999,99.000001,88.999999,50,1,33,4
99.000001,99.000001,109,70.999998,0,53,4
88.999999,102,105,64.999998,1,32,4
79.000002,105,109,77.999997,0,59,3
92.000002,98.000002,88,58.999997,1,48,4
88.999999,99.000001,88.999999,69,0,65,3
88.999999,99.000001,105,64.999998,1,48,4
99.000001,109,99.000001,55.000001,0,60,4
103,109,88.999999,77.999997,1,47,3
79.000002,125,105.99999,69,0,31,4
88.999999,104,99.000001,50,1,61,4
88.999999,99.000001,113,69,0,29,4
99.000001,109,119.00001,70.999998,1,49,4
103,109,88.999999,55.000001,0,26,4
79.000002,125,105.99999,49.000001,1,37,4
99.000001,109,88.999999,77.999997,0,33,3
109,109,119.00001,77.999997,1,25,4
99.000001,109,99.000001,70.999998,0,51,3
88.999999,99.000001,88.999999,50,1,49,4
58.999997,109,88.999999,55.000001,0,37,1
79.000002,105,109,55.000001,1,27,4
88.999999,99.000001,0,69,0,52,3
88.999999,99.000001,88.999999,69,1,29,3
79.000002,108,88.999999,68.000001,0,51,3
99.000001,109,99.000001,79.000002,1,45,3
88.999999,107.00001,115,50,0,30,4
99.000001,109,99.000001,70.999998,1,47,4
88.999999,99.000001,105,64.999998,0,27,4
99.000001,109,109,70.999998,1,46,4
88.999999,115,99.000001,50,0,41,4
103,109,119.00001,55.000001,1,28,4
79.000002,125,105.99999,49.000001,0,31,4
88.999999,102,105,64.999998,1,41,4
79.000002,109,109,55.000001,0,25,4
88.999999,105,105,64.999998,1,59,4
79.000002,105,88.999999,64.999998,0,55,3
58.999997,109,88.999999,77.999997,1,33,3
103,109,88.999999,77.999997,0,43,3
79.000002,109,109,88.999999,1,43,2
79.000002,104,88.999999,62,0,64,3
88.999999,102,105,64.999998,1,30,4
88.999999,99.000001,88.999999,64.999998,0,54,3
69,105,88.999999,64.999998,1,55,4
85.000002,108,88.999999,68.000001,0,64,3
79.000002,109,109,55.000001,1,44,4
77.999997,88,88,58.999997,0,41,3
79.000002,109,109,77.999997,1,30,4
88.999999,99.000001,105,64.999998,0,60,4
88.999999,102,88.999999,50,1,50,4
88.999999,99.000001,88.999999,69,0,54,3
79.000002,102,105,64.999998,1,47,4
93.000001,98.000002,88,58.999997,0,40,3
99.000001,109,99.000001,70.999998,1,49,4
88.999999,102,88.999999,50,0,52,4
88.999999,102,88.999999,64.999998,1,45,4
98.000002,121,119.00001,63.999999,0,61,4
79.000002,109,109,55.000001,1,34,4
88.999999,99.000001,88.999999,64.999998,0,48,3
88.999999,99.000001,113,69,1,34,4
99.000001,99.000001,101,69,0,58,4
88.999999,99.000001,113,69,1,41,4
88.999999,99.000001,88.999999,64.999998,0,65,3
88.999999,105,88.999999,64.999998,1,28,4
88.999999,105,88.999999,64.999998,0,47,3
99.000001,109,119.00001,79.000002,1,39,4
79.000002,109,88.999999,77.999997,0,41,3
109,109,119.00001,63.999999,1,28,4
88.999999,99.000001,88.999999,64.999998,0,54,3
99.000001,109,119.00001,77.999997,1,37,4
49.000001,109,109,88.999999,0,31,1
97.000003,109,119.00001,52.999997,1,40,4
88.999999,109,109,61.000001,0,45,4
79.000002,105,88.999999,64.999998,1,54,4
93.000001,98.000002,88,58.999997,0,56,3
88.999999,109,109,61.000001,1,26,4
88.999999,99.000001,113,69,0,44,4
93.000001,88,88,58.999997,1,26,4
79.000002,105,109,77.999997,0,65,3
88.999999,99.000001,88.999999,69,1,60,3
79.000002,109,88.999999,88.999999,0,41,3
88.999999,99.000001,105,64.999998,1,44,4
88,108,109,68.000001,0,64,4
88.999999,102,105,49.000001,1,43,4
88.999999,104,88.999999,52.999997,0,55,4
97.000003,115,109,64.999998,1,55,4
99.000001,99.000001,109,79.000002,0,57,2
88.999999,99.000001,88.999999,52.999997,1,63,4
99.000001,109,99.000001,70.999998,0,64,3
99.000001,109,99.000001,70.999998,1,60,4
79.000002,105,109,77.999997,0,57,3
99.000001,109,94.999999,55.000001,1,27,4
99.000001,109,99.000001,79.000002,0,26,3
88.999999,104,99.000001,64.999998,1,65,4
109,119.00001,99.000001,55.000001,0,44,4
99.000001,109,88.999999,70.999998,1,30,3
88.999999,102,105,64.999998,0,57,4
49.000001,109,109,77.999997,1,25,1
88.999999,102,105,64.999998,0,57,4
93.000001,109,98.000002,57.999998,1,34,4
99.000001,109,109,55.000001,0,60,4
109,119.00001,99.000001,70.999998,1,65,4
79.000002,105,109,77.999997,0,45,1
88.999999,99.000001,105,64.999998,1,49,4
79.000002,109,109,77.999997,0,40,1
79.000002,105,109,77.999997,1,44,4
97.000003,115,99.000001,60.000002,0,31,4
88.999999,88.999999,99.000001,64.999998,1,37,4
88,107.00001,115,64.999998,0,31,4
85.000002,88,103,68.000001,1,35,2
49.000001,109,109,77.999997,0,39,1
83.999997,102,54.000002,49.000001,1,55,3
79.000002,105,109,77.999997,0,56,3
109,109,119.00001,55.000001,1,36,4
88.999999,102,105,64.999998,0,28,4
88.999999,105,88.999999,64.999998,1,55,4
99.000001,99.000001,109,55.000001,0,26,4
68.000001,88,88,58.999997,1,47,4
79.000002,108,88.999999,68.000001,0,58,3
99.000001,109,99.000001,55.000001,1,42,4
49.000001,109,109,72.000003,0,64,1
49.000001,109,109,77.999997,1,63,4
109,119.00001,99.000001,55.000001,0,26,4
79.000002,115,99.000001,52.999997,1,48,4
88.999999,99.000001,88.999999,64.999998,0,27,3
88.999999,99.000001,88.999999,69,1,33,3
99.000001,109,109,79.000002,0,34,3
49.000001,109,109,88.999999,1,33,1
88.999999,109,88.999999,50,0,48,4
88.999999,99.000001,54.000002,52.999997,1,51,3
79.000002,99.000001,113,69,0,36,4
79.000002,105,88.999999,64.999998,1,43,4
88.999999,105,105,64.999998,0,55,4
85.000002,108,88.999999,68.000001,1,47,3
88.999999,99.000001,94.999999,64.999998,0,58,3
85.000002,108,88.999999,68.000001,1,56,3
103,109,88.999999,55.000001,0,29,4
49.000001,109,109,77.999997,1,33,1
99.000001,109,99.000001,70.999998,0,53,3
79.000002,102,88.999999,49.000001,1,32,4
103,109,119.00001,63.999999,0,59,4
49.000001,109,109,77.999997,1,48,1
88.999999,99.000001,103,69,0,65,4
79.000002,105,88.999999,64.999998,1,48,4
49.000001,109,109,77.999997,0,60,1
109,109,119.00001,63.999999,1,47,4
79.000002,125,99.000001,69,0,31,3
98.000002,109,88.999999,69,1,61,3
103,109,88.999999,55.000001,0,29,4
88.999999,109,119.00001,83.999997,1,49,4
103,109,76.999998,77.999997,0,26,3
93.000001,99.000001,98.000002,57.999998,1,37,4
79.000002,105,99.000001,77.999997,0,33,3
88.999999,109,119.00001,83.999997,1,25,4
49.000001,109,109,77.999997,0,51,1
88.999999,99.000001,88.999999,64.999998,1,49,4
99.000001,105,109,55.000001,0,37,4
79.000002,105,109,77.999997,1,27,4
88.999999,99.000001,88.999999,79.000002,0,52,3
69,109,88.999999,61.000001,1,29,4
79.000002,125,99.000001,69,0,51,3
49.000001,109,109,88.999999,1,45,1
79.000002,99.000001,119.00001,61.000001,0,30,4
95.999998,119.00001,88.999999,68.000001,1,47,3
79.000002,102,105,64.999998,0,27,4
99.000001,99.000001,109,70.999998,1,46,4
97.000003,109,115,64.999998,0,41,4
109,109,119.00001,55.000001,1,28,4
79.000002,125,99.000001,69,0,31,3
88.999999,107.00001,115,50,1,41,4
49.000001,109,109,77.999997,0,25,1
88.999999,102,105,64.999998,1,59,4
88.999999,102,105,64.999998,0,55,4
103,109,88.999999,77.999997,1,33,3
103,109,88.999999,77.999997,0,43,3
103,109,88.999999,88.999999,1,43,3
79.000002,99.000001,119.00001,61.000001,0,64,4
88.999999,102,88.999999,64.999998,1,30,4
79.000002,105,88.999999,64.999998,0,54,3
88.999999,99.000001,115,60.000002,1,55,4
79.000002,109,109,55.000001,0,64,4
88.999999,104,99.000001,61.000001,1,44,4
77.999997,88,88,58.999997,0,41,3
79.000002,109,109,77.999997,1,30,4
69,109,54.000002,61.000001,0,60,3
88.999999,115,99.000001,64.999998,1,50,4
88.999999,99.000001,88.999999,69,0,54,3
69,107.00001,115,64.999998,1,47,4
93.000001,98.000002,109,57.999998,0,40,4
79.000002,109,109,77.999997,1,49,4
79.000002,109,113,79.000002,0,52,1
88.999999,102,88.999999,64.999998,1,45,4
98.000002,119.00001,129,77.999997,0,61,4
79.000002,109,109,55.000001,1,34,4
103,109,88.999999,77.999997,0,48,3
79.000002,109,109,55.000001,1,34,4
99.000001,99.000001,101,79.000002,0,58,3
88.999999,99.000001,113,69,1,41,4
88.999999,99.000001,109,64.999998,0,65,4
88.999999,105,88.999999,64.999998,1,28,4
88.999999,102,88.999999,49.000001,0,47,4
88.999999,109,119.00001,55.000001,1,39,4
93.000001,88,88,58.999997,0,41,3
88.999999,115,99.000001,64.999998,1,28,4
49.000001,109,109,77.999997,0,54,1
109,119.00001,99.000001,70.999998,1,37,4
49.000001,109,109,88.999999,0,31,1
97.000003,99.000001,119.00001,61.000001,1,40,4
69,109,88.999999,61.000001,0,45,3
88.999999,99.000001,115,60.000002,1,54,4
93.000001,98.000002,109,57.999998,0,56,4
69,109,88.999999,61.000001,1,26,4
88.999999,99.000001,88.999999,61.000001,0,44,3
49.000001,109,109,77.999997,1,26,1
103,109,88.999999,63.999999,0,65,3
49.000001,109,109,77.999997,1,60,4
79.000002,109,79.000002,77.999997,0,41,3
88.999999,105,88.999999,64.999998,1,44,4
79.000002,108,109,68.000001,0,64,4
88.999999,102,88.999999,50,1,43,4
69,109,119.00001,61.000001,0,55,4
97.000003,125,109,64.999998,1,55,4
88.999999,99.000001,88.999999,64.999998,0,57,3
88.999999,99.000001,88.999999,61.000001,1,63,4
99.000001,109,99.000001,70.999998,0,64,3
58.999997,109,88.999999,77.999997,1,60,3
98.000002,109,88.999999,77.999997,0,57,3
79.000002,109,109,55.000001,1,27,4
99.000001,109,99.000001,79.000002,0,26,3
97.000003,99.000001,119.00001,64.999998,1,65,4
88.999999,109,119.00001,55.000001,0,44,4
99.000001,109,99.000001,70.999998,1,30,4
83.999997,102,88.999999,49.000001,0,57,4
79.000002,109,88.999999,77.999997,1,25,3
