x1,x2,y
0.596674043,0.654151509,2.288371025
0.347882273,0.597818564,2.152245145
0.457596524,0.978622824,1.500350876
0.33356266,0.888556383,1.556449894
0.968994074,0.912654481,2.143685112
0.12356344,0.508702498,2.106158445
0.298574837,0.070915018,3.156744801
0.428573357,0.521554189,2.385464979
0.811381982,0.905949331,1.999483321
0.584592276,0.082689823,3.41921263
0.927181539,0.631801975,2.66357759
0.565464486,0.155643816,3.254176854
0.860392336,0.876658461,2.107075415
0.093532441,0.832441345,1.428649752
0.818910525,0.608591086,2.601728353
0.530326276,0.353002018,2.824322241
0.467456927,0.560186365,2.347084196
0.907873379,0.867342892,2.173187596
0.365199467,0.009080882,3.347037704
0.65858932,0.311358547,3.035872226
0.423166517,0.180549982,3.062066553
0.462610224,0.225914321,3.010781582
0.418801687,0.181070144,3.0566614
0.389455069,0.674492091,2.040470887
0.634253364,0.644606805,2.345039754
0.664018549,0.6557821,2.35245435
0.028664315,0.30246599,2.423732335
0.96852988,0.425389228,3.117751424
0.05602446,0.573465543,1.909093374
0.109199383,0.950954006,1.207291371
0.036737057,0.231717011,2.573303035
0.066650584,0.188464755,2.689721074
0.520637174,0.58251403,2.355609113
0.633459516,0.922565728,1.78832806
0.951275057,0.714086541,2.523101976
0.008266155,0.281220522,2.445825111
0.123858104,0.230518555,2.662820994
0.108892108,0.653940293,1.801011521
0.503472386,0.689290549,2.124891288
0.024122789,0.279279439,2.465563911
0.519711758,0.253732239,3.01224728
0.621876569,0.885477097,1.850922375
0.011962253,0.121722973,2.768516308
0.845099504,0.726429642,2.392240221
0.345595587,0.360323319,2.624948949
0.67846597,0.975231643,1.728002684
0.544720608,0.790212114,1.96429638
0.860618306,0.393731771,3.073154764
0.398547362,0.068395802,3.261755758
0.646553194,0.685080892,2.27639141
0.600708125,0.772848481,2.055011162
0.232354826,0.004722044,3.222910739
0.196657122,0.551932367,2.092792389
0.093835754,0.392830459,2.308174836
0.653869534,0.014842077,3.62418538
0.180640822,0.308751972,2.563136878
0.731657529,0.089489639,3.552678252
0.601515848,0.341185184,2.91914548
0.272065584,0.257341461,2.757382662
0.176330953,0.523696429,2.128938096
0.878605099,0.574858158,2.728888784
0.792291722,0.916152718,1.959986286
0.092648495,0.055866775,2.980914945
0.511191272,0.813442328,1.884306615
0.881473879,0.79994869,2.281576499
0.825003236,0.119416379,3.586170477
0.682215794,0.811203269,2.059809255
0.109806144,0.657851107,1.79410393
0.871762052,0.596902598,2.677956856
0.148662024,0.757343701,1.633974623
0.482205364,0.222845042,3.036515281
0.681783317,0.200889346,3.280004625
0.854371422,0.287690142,3.278991138
0.859174828,0.21091234,3.437350147
0.292498296,0.457500501,2.377497294
0.024750896,0.917928057,1.188894782
0.663825767,0.378171843,2.907482082
0.446917138,0.759974535,1.926968068
0.568152235,0.873481117,1.821190002
0.763510016,0.982771471,1.797967074
0.894017061,0.601015863,2.691985336
0.780619062,0.265515608,3.249587845
0.885087324,0.513680281,2.857726761
0.055061715,0.434847357,2.185367002
0.329081418,0.863216402,1.602648613
0.887071987,0.589239152,2.708593683
0.795301323,0.432144373,2.931012577
0.545057259,0.305571602,2.933914056
0.121353867,0.611070128,1.899213611
0.332727592,0.737112224,1.858503144
0.507212061,0.463137674,2.580936714
0.837906107,0.891533799,2.05483851
0.691868541,0.774579808,2.142708925
0.956362481,0.064810338,3.826741805
0.062925055,0.851065882,1.360793292
0.301881989,0.936232742,1.429416504
0.510559784,0.955015164,1.600529455
0.808265142,0.199477349,3.409310444
0.169572745,0.852759969,1.464052807
0.515290088,0.775685194,1.963919701
0.909862925,0.975529963,1.958802999
0.073075069,0.807052041,1.458970987
0.558209495,0.837853591,1.882502312
0.914399063,0.256606415,3.401186232
0.330466036,0.334499017,2.661468003
0.63273386,0.286865502,3.059002856
0.410722573,0.504825355,2.401071862
0.265067455,0.282711439,2.699644578
0.677249943,0.809717442,2.057815058
0.999725679,0.264707784,3.47031011
0.363159384,0.581372648,2.200414089
0.582408082,0.643117968,2.296172146
0.163339017,0.527379847,2.108579324
0.148292483,0.817146139,1.514000206
0.781849529,0.0724206,3.637008328
0.104657676,0.655525094,1.793607488
0.405061977,0.342463126,2.720135725
0.836583435,0.895278137,2.04602716
0.381296161,0.375279057,2.630738048
0.619447372,0.83784636,1.943754651
0.69149121,0.672273888,2.346943435
0.91096307,0.030777453,3.849408165
0.240379862,0.009536473,3.221306917
0.477823997,0.351346937,2.775130122
0.130222424,0.363208631,2.403805163
0.618097448,0.179479814,3.259137819
0.726971217,0.850666804,2.02563761
0.154463807,0.744352314,1.665759179
0.767823967,0.351921201,3.063981564
0.780334381,0.085337698,3.609658985
0.972055109,0.197267376,3.577520358
0.637336581,0.98974483,1.657846922
0.983259726,0.868405482,2.246448761
0.062029496,0.623724281,1.814580934
0.20337141,0.289800483,2.623770444
0.084843412,0.374371407,2.336100598
0.601668465,0.190809755,3.220048954
0.19257836,0.950783378,1.291011605
0.175814371,0.224598428,2.726617515
0.033258635,0.558137165,1.916984305
0.968195133,0.593300112,2.781594909
0.229180426,0.178548905,2.872082615
0.490089147,0.486304027,2.517481092
0.499910381,0.158017898,3.183874584
0.273622284,0.258130986,2.757360312
0.412706898,0.182466237,3.047774424
0.451747268,0.000444284,3.4508587
0.552560681,0.899541151,1.75347838
0.943544487,0.019608273,3.90432794
0.062509274,0.654998992,1.752511291
0.977550128,0.025845034,3.925860061
0.729379173,0.276273151,3.176832872
0.004310545,0.257888979,2.488532587
0.782725401,0.20883856,3.36504828
0.884094469,0.608632963,2.666828543
0.011052606,0.063310915,2.884430775
0.690836419,0.812075847,2.066684724
0.34801538,0.152055735,3.04390391
0.92848489,0.320995771,3.286493349
0.719012397,0.171397851,3.376216695
0.428244352,0.638704002,2.150836348
0.809218166,0.342052704,3.125112758
0.769742915,0.091652042,3.586438832
0.488995324,0.974212352,1.54057062
0.695791792,0.733214215,2.229363361
0.004650943,0.841746287,1.321158369
0.54953306,0.610445401,2.328642259
0.205049614,0.901362936,1.402323741
0.846439152,0.409285105,3.027868942
0.975972382,0.464203964,3.047564455
0.364478762,0.914433973,1.535610816
0.100041404,0.820548829,1.458943746
0.014078972,0.879299916,1.25547914
0.097534083,0.381228099,2.335077885
0.472137594,0.04665664,3.378824313
0.553987203,0.203979354,3.146028495
0.385987249,0.536057761,2.313871726
0.771998557,0.022426366,3.727145824
0.688560156,0.227569393,3.23342137
0.993836526,0.416491387,3.160853753
0.474429793,0.506815257,2.46079928
0.051858432,0.442181381,2.16749567
0.472337543,0.882042825,1.708251893
0.893563732,0.295613465,3.302336803
0.000727666,0.382366718,2.235994231
0.396118701,0.734993106,1.926132488
0.203128261,0.643378418,1.916371425
0.402134639,0.742541992,1.917050656
0.36545721,0.870960258,1.623536693
0.635231571,0.360184964,2.914861644
0.184328147,0.147243446,2.889841254
0.889265792,0.573047372,2.743171049
0.304284092,0.687970699,1.928342693
0.507684922,0.186370894,3.134943135
0.370557785,0.350754057,2.669049671
0.61107265,0.643078898,2.324914853
0.211169448,0.971373822,1.268421804
0.735755034,0.173453945,3.388847144
0.044499954,0.445520442,2.153459069
0.401780655,0.405629831,2.590520994
0.46463181,0.982753556,1.499124699
0.499136026,0.561390319,2.376355388
0.868393042,0.818715287,2.230962469
0.178531407,0.977291717,1.223947974
0.500434864,0.954346763,1.591741338
0.913657599,0.924668017,2.064321565
0.81217878,0.369976115,3.072226551
0.911261736,0.785063173,2.34113539
0.517085904,0.728853468,2.059378968
0.8201848,0.630345194,2.559494412
0.18651107,0.602955531,1.980600009
0.953585736,0.707849781,2.537886174
0.631374865,0.243388521,3.144597824
0.301042015,0.639975607,2.021090801
0.724064585,0.987290252,1.749484081
0.852863069,0.641444307,2.569974455
0.690930799,0.375247928,2.940434944
0.621676352,0.109487893,3.402700566
0.946354225,0.231533842,3.483286541
0.196344025,0.378896378,2.438551269
0.875539212,0.851947283,2.171644646
0.289887581,0.343325261,2.60323706
0.633385711,0.761587033,2.110211646
0.696922537,0.679228781,2.338464975
0.07288301,0.545279526,1.982323959
0.48905013,0.896892122,1.695265886
0.826885555,0.713138926,2.400607703
0.708836826,0.147727356,3.413382113
0.728946069,0.344668844,3.039608381
0.832448612,0.072638475,3.687171662
0.321127225,0.572325839,2.176475547
0.438751108,0.307941014,2.82286908
0.521306348,0.581450099,2.35840615
0.453930319,0.641609112,2.170712096
0.141009201,0.026373425,3.08826235
0.36748521,0.891128608,1.585227993
0.925065877,0.728307557,2.468450763
0.936224177,0.59059005,2.755044076
0.963115505,0.586044263,2.79102698
0.810070098,0.279232137,3.251605825
0.072657087,0.627811908,1.817033271
0.570400968,0.525688172,2.519024625
0.829919164,0.116964075,3.595991014
0.831834104,0.974530439,1.882773226
0.321579584,0.056817301,3.207944981
0.075135239,0.752122659,1.570889922
0.181773425,0.805887375,1.569998674
0.164148431,0.614683992,1.934780448
0.417052665,0.711388373,1.994275918
0.448583075,0.117787754,3.213007568
0.019483179,0.702249922,1.614983335
0.222190342,0.481108722,2.259972898
0.510355685,0.67709978,2.156156124
0.033949517,0.480340326,2.073268864
0.723569697,0.79697617,2.129617356
0.856142452,0.186895255,3.482351941
0.848621373,0.689993668,2.468634038
0.92031433,0.593029991,2.734254347
0.736661321,0.751372237,2.233916847
0.123940452,0.846243556,1.43145334
0.116277444,0.036091546,3.044094351
0.790100913,0.518615634,2.752869645
0.721466097,0.660557319,2.400351459
0.949827794,0.037174273,3.875479249
0.637774455,0.550607695,2.536559064
0.834930218,0.659527892,2.515874433
0.07929593,0.788076835,1.50314226
0.641987135,0.570582368,2.500822398
0.237864354,0.987077107,1.26371014
0.914566146,0.178705653,3.55715484
0.595440094,0.127392119,3.340655857
0.406298359,0.335136139,2.736026082
0.606811248,0.284768154,3.03727494
0.894879157,0.691948375,2.510982408
0.449299055,0.092198278,3.264902499
0.236465655,0.77081917,1.694827314
0.593592582,0.838638348,1.916315885
0.579694391,0.151024828,3.277644735
0.148655261,0.940448522,1.267758218
0.785703433,0.381157446,3.02338854
0.194245414,0.168141731,2.857961951
0.29910459,0.093598742,3.111907106
0.755997268,0.975562519,1.804872231
0.855790498,0.069917291,3.715955916
0.15289256,0.146898721,2.859095118
0.238078011,0.402054412,2.433969187
0.259559206,0.715459395,1.828640417
0.654467713,0.301604643,3.051258427
0.325816656,0.299798281,2.726220094
0.114006338,0.001645938,3.110714462
0.699867551,0.098212938,3.503441676
0.214472697,0.634202726,1.946067245
0.809068879,0.976351303,1.856366272
0.143256701,0.973947984,1.195360734
0.451231553,0.842426558,1.766378437
0.313181946,0.763352239,1.786477469
0.500307258,0.854976403,1.790354452
0.595216222,0.367354105,2.860508012
0.44247789,0.850024126,1.742429639
0.591241309,0.05974413,3.47175305
0.84175134,0.682801601,2.476148139
0.993526129,0.16772798,3.658070169
0.70692273,0.211679502,3.283563726
0.327205949,0.247949826,2.831306297
0.931074905,0.25601063,3.419053644
0.98011467,0.376318544,3.227477582
0.608136704,0.398282493,2.811571719
0.135368881,0.160209584,2.814949712
0.380041278,0.235897022,2.908247233
0.39255039,0.25862563,2.875299129
0.579935731,0.99683994,1.586255852
0.012794516,0.45730212,2.098190277
0.434525694,0.516277855,2.401969984
0.711146134,0.423151107,2.864843919
0.302335454,0.292249985,2.717835484
0.794761974,0.47380452,2.847152934
0.009350024,0.539337943,1.930674138
0.952226627,0.595234869,2.761756888
0.727932752,0.571583718,2.584765316
0.071418697,0.651151052,1.769116594
0.044670093,0.396724386,2.25122132
0.010887684,0.30216371,2.406560264
0.419708685,0.09519683,3.229315026
0.710397124,0.734828183,2.240740757
0.989989731,0.01723477,3.95552019
0.218297811,0.185701482,2.846894848
0.689127207,0.211304623,3.266517961
0.662728089,0.011975979,3.638776131
0.762394305,0.837877185,2.086639936
0.388348831,0.465489537,2.457369757
0.605751269,0.53084972,2.544051828
0.647024207,0.683898134,2.279227939
0.960030622,0.929719036,2.100592549
0.627428879,0.484510868,2.658407144
0.438413347,0.822348195,1.793716957
0.229465792,0.422327045,2.384811702
0.529149993,0.239147807,3.050854379
0.833504602,0.867793596,2.09791741
0.768036637,0.549499573,2.669037492
0.010985619,0.295978558,2.419028504
0.13502295,0.284821813,2.565379324
0.118973052,0.71242869,1.694115671
0.611009552,0.074498278,3.462012997
0.803480327,0.191889201,3.419701925
0.094736523,0.097009896,2.900716732
0.473286677,0.355992587,2.761301503
0.553915777,0.140679462,3.272556853
0.262865199,0.181821836,2.899221528
0.013322137,0.062752647,2.887816844
0.245289779,0.779613168,1.686063443
0.233721423,0.705077804,1.823565816
0.180389992,0.815305785,1.549778422
0.950311335,0.849244336,2.251822662
0.286518642,0.80005085,1.686416942
0.67176342,0.782948874,2.105865671
0.48817557,0.098204331,3.291766908
0.64941433,0.973384961,1.702644408
0.775975375,0.896922403,1.98213057
0.129738613,0.062334456,3.005069701
0.075254067,0.735032525,1.605189017
0.157394786,0.028855846,3.099683093
0.244140083,0.610767067,2.022605948
0.211758357,0.22131199,2.769134376
0.913391716,0.215795977,3.481799761
0.242425629,0.923495854,1.395433921
0.781183565,0.908832696,1.963518172
0.095394633,0.391685157,2.312024319
0.290860501,0.933932013,1.422996474
0.164751714,0.218979683,2.726792349
0.501327004,0.371421469,2.758484065
0.896466978,0.110455615,3.675555748
0.987903279,0.796163497,2.395576284
0.577488039,0.313466556,2.950554927
0.597041358,0.78741934,2.022202678
0.585290796,0.785482383,2.01432603
0.587616609,0.809256825,1.969102958
0.280658178,0.621401492,2.037855194
0.074472052,0.77720387,1.520064313
0.058966919,0.792728921,1.473509077
0.08877618,0.864498015,1.359780151
0.56043287,0.059798862,3.440835145
0.327553661,0.671643137,1.984267388
0.856797533,0.982584138,1.891629257
0.338942355,0.602334756,2.134272843
0.959934012,0.770679172,2.418575669
0.734768196,0.060793365,3.613181466
0.061565554,0.727352909,1.606859735
0.005683763,0.019841489,2.966000785
0.664508399,0.394387231,2.875733936
0.335181012,0.886489938,1.562201137
0.805392565,0.726295052,2.352802461
0.236971375,0.680522469,1.875926438
0.836868473,0.551634442,2.733599589
0.578891527,0.868004464,1.8428826
0.315157227,0.29608261,2.722992007
0.433574584,0.729967031,1.973640522
0.64904448,0.204779001,3.239486478
0.122607682,0.397576008,2.327455667
0.054606947,0.913666263,1.227274421
0.985924593,0.239998092,3.505928409
0.618480194,0.487695138,2.643089919
0.599075411,0.831867538,1.935340335
0.05777269,0.481403091,2.094966508
0.515826458,0.95965839,1.596509678
0.718223836,0.00194042,3.714342997
0.880889134,0.982225602,1.916437931
0.092860014,0.104198265,2.884463484
0.094459906,0.285452537,2.523554832
0.666094006,0.202046113,3.262001779
0.274223358,0.019377959,3.235467441
0.121575527,0.52475695,2.072061627
0.107267791,0.710036595,1.687194602
0.491229171,0.634834757,2.221559657
0.160446244,0.194717429,2.771011385
0.78579525,0.775693301,2.234408648
0.555827432,0.431563915,2.692699603
0.297716418,0.504827958,2.288060502
0.452517226,0.978507425,1.495502376
0.970138059,0.247789309,3.474559441
0.418503183,0.29447953,2.829544124
0.49850134,0.247388969,3.003723403
0.038157571,0.860688738,1.316780095
0.312825429,0.895346667,1.522132095
0.12960005,0.152845916,2.823908217
0.308159364,0.281650903,2.744857558
0.035662991,0.507945722,2.019771548
0.998509554,0.72682126,2.544867034
0.197682448,0.273738671,2.650205105
0.706509201,0.029064446,3.648380309
0.424853799,0.946379889,1.532094021
0.340053607,0.187306663,2.965440282
0.740288163,0.399755827,2.940776508
0.202863931,0.291070936,2.62072206
0.920964327,0.764258325,2.392447677
0.843967821,0.3578156,3.128336622
0.839306757,0.690324205,2.458658346
0.465284025,0.937149262,1.590985501
0.380965203,0.656792928,2.067379348
0.621040667,0.641015011,2.339010644
0.164128858,0.747141457,1.669845943
0.529975555,0.997857658,1.53426024
0.381166158,0.000446524,3.380273111
0.104402986,0.38481544,2.334772107
0.517530444,0.009345873,3.498838698
0.152530613,0.907756396,1.337017821
0.210395307,0.357161129,2.49607305
0.68097794,0.456448485,2.76808097
0.195116663,0.760314835,1.674486993
0.116271973,0.099542076,2.91718782
0.591109543,0.557378003,2.476353537
0.84434347,0.632809811,2.578723848
0.222314642,0.010348877,3.201616888
0.899432878,0.062730729,3.773971421
0.611408994,0.580665646,2.450077702
0.243489577,0.83710123,1.569287117
0.411120619,0.982396645,1.446327328
0.617730338,0.176227637,3.265275064
0.435032218,0.467994084,2.499044049
0.282172045,0.43909108,2.403989884
0.429537908,0.641327621,2.146882666
0.49769326,0.115011995,3.267669269
0.619567666,0.079490786,3.460586095
0.446580227,0.439214324,2.568151579
0.054230827,0.536623139,1.980984549
0.895337593,0.524685227,2.845967138
0.803509384,0.695363679,2.412782026
0.428419404,0.946167782,1.53608384
0.992935848,0.083919331,3.825097187
0.107350343,0.615095731,1.877158881
0.967622038,0.554734878,2.858152282
0.655832714,0.367613441,2.920605832
0.133247159,0.960314892,1.212617376
0.349295841,0.623221725,2.102852392
0.287434903,0.90104196,1.485350982
0.281368886,0.341002678,2.59936353
0.291754036,0.916481227,1.458791581
0.359551501,0.962804544,1.433942413
0.28434726,0.697771804,1.888803652
0.851224647,0.508074805,2.835075037
0.616608033,0.175768427,3.265071178
0.95872869,0.100114474,3.758499742
0.658726113,0.058989851,3.540746412
0.869180078,0.708141654,2.45289677
0.24591632,0.095323129,3.055270062
0.234831116,0.190167115,2.854496887
0.862944499,0.70467235,2.453599798
0.679767708,0.06767932,3.544409068
0.06279406,0.987967577,1.086858906
0.111150068,0.74413718,1.622875707
0.437428473,0.456319654,2.524789165
0.520373039,0.834902889,1.850567261
0.616925027,0.434404758,2.748115511
0.394652696,0.803090974,1.788470748
0.54475493,0.846887005,1.85098092
0.243549421,0.800943027,1.641663368
0.532204522,0.375012016,2.782180489
0.161615894,0.289873355,2.581869183
0.065956196,0.137085655,2.791784885
0.845509599,0.832375691,2.180758216
0.982755208,0.846844831,2.289065546
0.159233366,0.031968356,3.095296654
0.241445504,0.832745268,1.575954968
0.207181136,0.062388685,3.082403765
0.548307062,0.309081048,2.930144965
0.020450849,0.276091257,2.468268335
0.695790192,0.447507705,2.800774783
0.701328618,0.866616757,1.968095104
0.218482258,0.16069755,2.897087158
0.54530622,0.557452667,2.430400886
0.836435469,0.07534976,3.685735948
0.281505293,0.130541106,3.020423082
0.619680838,0.586359301,2.446962237
0.993830434,0.193329399,3.607171636
0.277548083,0.261549967,2.75444815
0.859808354,0.537716425,2.784375503
0.715399235,0.610298956,2.494801324
0.254721855,0.47218904,2.310343775
0.105941214,0.821880557,1.4621801
0.317007737,0.059026216,3.198955305
0.300145326,0.77253347,1.755078386
0.279315428,0.68832946,1.902656508
0.80228804,0.549372574,2.703542893
0.273858029,0.467087033,2.339683962
0.712985376,0.55693846,2.599108457
0.411148959,0.414054094,2.58304077
0.086340112,0.070281709,2.945776694
0.26877551,0.732039624,1.804696262
0.109037036,0.218317506,2.672402024
0.403345551,0.723771971,1.955801609
0.844989381,0.477806547,2.889376288
0.46782286,0.170944423,3.125934014
0.219469447,0.8383208,1.542827847
0.444063216,0.705119838,2.033823539
0.140627085,0.352510034,2.435607017
0.192200014,0.825965542,1.54026893
0.232054436,0.985779609,1.260495219
0.724999701,0.297117747,3.130764207
0.80640533,0.186157723,3.434089885
0.348868113,0.355500599,2.637866915
0.716200441,0.605211497,2.505777447
0.062741537,0.596120103,1.870501332
0.379791002,0.224019946,2.931751111
0.559650251,0.364255096,2.831140059
0.471501442,0.135782346,3.199936751
0.36785799,0.343485388,2.680887215
0.440180661,0.573001026,2.294178609
0.602615841,0.470773141,2.66106956
0.387026002,0.170726628,3.045572747
0.942717312,0.808152812,2.326411688
0.532380608,0.813047607,1.906285394
0.308033447,0.872055954,1.563921539
0.425903541,0.474162209,2.477579124
0.385548859,0.557510544,2.27052777
0.678709481,0.495889587,2.686930306
0.733276094,0.809505203,2.114265688
0.476425016,0.800694945,1.875035126
0.661823919,0.666438158,2.328947603
0.060692802,0.826854557,1.406983689
0.451210152,0.418746427,2.613717299
0.696177135,0.764448987,2.167279162
0.703907019,0.971988475,1.75993007
0.3694119,0.761235695,1.846940509
0.228219285,0.931014915,1.366189454
0.624223035,0.951639918,1.720943198
0.164589092,0.644456504,1.875676083
0.252721005,0.607189937,2.038341131
0.463163322,0.698635297,2.065892728
0.860889595,0.418099083,3.024691429
0.775332122,0.973036028,1.829260066
0.635510235,0.899736282,1.836037671
0.595178118,0.533963377,2.527251363
0.41782047,0.524995346,2.367829779
0.16137223,0.307313241,2.546745749
0.103122654,0.674640639,1.753841375
0.420850318,0.272264083,2.876322153
0.939140275,0.34320069,3.252738894
0.761027712,0.546652162,2.667723389
0.183265055,0.990104322,1.203056412
0.370348665,0.625839409,2.118669847
0.997847277,0.379556949,3.23873338
0.560876792,0.061079166,3.438718461
0.218267506,0.737056026,1.744155453
0.744392564,0.943716538,1.856959489
0.229027295,0.164531731,2.899963832
0.958769739,0.154915883,3.648937973
0.284532349,0.710779458,1.862973433
0.260531122,0.089797538,3.080936047
0.130184039,0.504247357,2.121689326
0.20058927,0.479774371,2.241040528
0.958547933,0.592330699,2.773886535
0.164706326,0.950542866,1.263620594
0.944585768,0.133521105,3.677543558
