Date,Nickname,Movie_score,Title,Content,Is_spoiler,Helpful_vote_count,Not_helpful_vote_count,Total_vote_count
2020-2-13,hourleft,6,Pretty good. No parasite though,"Good? Yup. Best picture? There wasnt even a parasite. I thought I had a tape worn once. That was scary. This movie wasnt scary. I thought it would be so, not what I had in mind.",X,1,4,5
2020-2-13,skybiscuits,6,Over Hyped!,Don't believe the hype. This a a good movie don't get me wrong. It's well made and keeps you interested for most of it. But it completely unravels in the ending where it just seemed rushed to finish it. It reminded me of Game of Thrones where they didn't know how to wrap it up.,X,4,3,7
2020-2-12,westsideschl,4,Not Memorable,"Two families of people; one poor, poorly educated; unemployed, and willing to lie to get money. The other wealthy, loving family, existing in their own world. What happens when they cross paths? Well, for one, a weird ending that didn't fit w/the rest of the story. Overall impression: I'm not going to remember this movie unlike, first & foremost, ""The Lighthouse"", then ""Once Upon a Time ..."", ""Joker"", and ""Judy"". Relative to the those creations I'm not sure why this movie garnered so many awards.",X,5,7,12
2020-2-12,Benoist,5,Why all the fuss,"I often go to the movie but never write any reviews. Given all the fuss around this one, I felt the need to make an exception: this is so overrated. Do not get me wrong, it's not bad: camera work is good, story is not boring and acting is ok for the most parts (with the possible exception of the girl trying to act drunk on the sofa - think Japanese drama). But describing this as the film of the decade? I guess you need to be pretty illiterate in movies.",X,5,9,14
2020-2-12,IFism,7,"OK, cinematic and suspense but not really entertaining","My impressions are following:
It is quite dragged. (Despite being curious about how everything is gonna end we had to stop and watch the last 30ish minutes of the movie the next day. I was not sleepy, just fed up with watching it.)
The major flaw in the plot, as I see it, is that 4 extremely capable and adaptable people are living in an basement, starving and struggling to survive. Another thing is that the husband of the first housekeeper would have died starving in the bunker, without even attempting to go out and get himself some food, despite the fact he was not locked in, if his wife had not showed up after many days to check up on him, finding him all weak and hungry. And how did Chung-sook manage to clear all the mess so that the Parks did not notice anything if not when they arrived then when they woke up in the morning?
The movie has quite a suspenseful plot, nicely done, but asides from that it is just not entertaining enough. And here I found myself divided, on one side really wanting to see what is going to happen, and on the other side just dying from boredom because despite of all of the happenings it is simply just not entertaining.
As for the cinematography, I liked the movie. It is nicely filmed, nothing spectacular, but fitting and suitable to the plot. I especially liked the flood scene when Ki-jeong is sitting on the toilet, that was hyper-realistic and remarkable.
Altogether, okayish, I would give it a 7-star rating.",O,5,4,9
2020-2-12,sirwillisiv,10,A stunning look at social conflict...,"With engaging performances, a deft use of dark comedy, and thrilling twists that add up, Parasite is a smart and haunting take on conflicting social classes, showing how both the poor and the wealthy can equally be the villains in their respectively desperate and callous ways. It's not impossible to respect each other and co-exist. Parasite has really opened my eyes to foreign language films and rightfully deserves its historic Best Picture win. A stunning film.",X,2,2,4
2020-2-12,armin-durakovic,9,A great movie,"I really liked the movie a lot. It is extraordinary. The plot is a unique masterpiece. Like most Korean movies, it is maybe not for everyone's stomach. It is a brutal, honest and a raw dark comedy, which has a deeper meaning that progresses throughout the whole movie and punches you at the end with a knockout twist. It replicates the cold and honest reality of the outside world of poor and rich differences. So, whoever wants to experience a thrilling push of harsh reality, packed into a metaphoric world of class diversity and the struggle between them, has to see this movie.",X,1,3,4
2020-2-12,vramirezampuero,10,A piece of art,Absolutely Fantastic. The best movie i've seen in my life.,X,2,3,5
2020-2-12,gabriel-64769,10,Great movie,I am grateful to have learned to read early and not have problems with subtitles. Americans should try a little to be less lazy.,X,2,2,4
2020-2-12,ogdila,3,How exactly is this the best picture?,"Probably a cultural thing, not sure, but it's more like a fictional movie. The acting was good and the plots were ok, a bit rushed through and unexplained in many instances though. Maximum 3 out of 10, or maybe more if I was Korean, maybe things like this called drama in Korea, not fictional comedy.",X,9,15,24
2020-2-12,albin_svantesson,10,10/10,"The movie is like a travel on its own, good details and an amazing story. It covers all the genres in one.",X,1,2,3
2020-2-12,shovinkedoodles,8,2nd half and the climax was very unlikely.,"The movie was going in a good phase, suddenly it changed the track in d climax. may be that part could be shown differently. and also climax was too fast. everything was happening like a flash. i didnt like the ending,but the movie is great to watch for its cinematography. its hard to assign a genre for this movie. u can say its social drama-comedy-thriller kinda. and congrtz for winning the oscars.",X,2,3,5
2020-2-12,leonidsokol,8,Hidden politics. But a very good movie,"I wonder if this movie/story would've gotten an Oscar if it was made in Hollywood and in English. Surely had it been done in Hollywood it would've been just another well made thriller drama movie / very ""Talented Mr. Ripley"" like.

Don't get me wrong, it's a very well done and interesting film with a strong agenda. But imo should've been just a Foreign language award. Perhaps there were no stronger candidates this year from Hollywood that show life. And Parasite showed life and disparity in life really well. Put any country as a setting for this film and the story would still stick.",X,2,5,7
2020-2-12,alymuhammadsayani,10,Mazza,"Bit of a mazza throughout cannot lie. Mazza at the start, big mazza middle, mega mazza end. Overall, top mazza",X,1,2,3
2020-2-12,take_the_cannolis,7,Clever and amusing but...,"This was a clever and amusing dark comedy until it went way too dark and kooky about two thirds of the way into the film. The first two thirds of the movie very enjoyable if somewhat of a cliché view of the social classes in South Korea. It was much more disparaging of a low class family though. It portrayed them lazy, slovenly, dishonest amateur con artists waiting for their next victim. It was funny if you don't take it seriously. I wonder if the director actually wanted you to believe he is saying that this is a depiction of a typical lower class family in South Korea. His portrayal of the upper class family was also cliché if a bit more muted and of course overly simplistic.

The horror slasher ending segment seemed like a completely separate movie. I think it was totally unnecessary and thrown in for shock value only. I understand that the characters and the plot around the dungeon husband and his enabling wife was also added on to the story s a weird twist. The twist of their predicament was amusing if not pretty far over the top. I suppose was a hint of the really crazy stuff yet to come. It really went downhill for me when they tied up the couple, throwing the former housekeeper down the stairs. It looked like she was dead. And then it really started to go off the rails when the Parasite son went into the dungeon with the rock to do what? Kill the couple in the dungeon??? Come on! From there on it was bloody ridiculous.

It just seems to me that the director was just not satisfied with making a fun dark comedy and had to add a silly teen slasher segment for shock value. Best picture??? It certainly was not a great year for quality movies but there were other films that were overall better than this.",O,3,4,7
2020-2-12,kurtizenhaaa,10,Awesome movie!,"I loved this movie so much! The film is interesting, thought provoking, there is drama, comedy and an impressive plot twist. All my friends who watched it liked and so did I. I watched the film in Korean with Brazilian Portuguese subtitles, I think it is important to watch the film in its own language. Song Kang-ho is an excellent actor, I really liked his work. The first film I've watched with him was ""A Taxi Driver"" (2017), another awesome filme about some events of the Gwangju Uprising in 1980. After watching Parasite, I was very inclined and interested in looking for other Bong Joon-ho's films.",X,2,2,4
2020-2-12,jpcapuchinho,9,Stunning,"Besides it is a huge narrative, it is also a really politic picture. Easily the best movie in 2019 and one of the most important film of the decade.",X,3,2,5
2020-2-12,Vinayakvyas,9,Filmmaking Diploma,Every frame of this movie is a film diploma itself .. Surely one of the best movies in last 10 years,X,4,3,7
2020-2-12,CupPusta,10,Have you got a plan?,"No plan is the (best) plan. No position is final. Every life is there to improvise, when the chance is. No fixed values, don't fool yourself. No fixed position (though, society place their limits - or gives opportunities) - it all can change unexpectedly at any given moment. No main roles - each life is a role in itself. So - what's the value? Well, whatever conservative it may sound (especially for a motion-picture like this one) - family values. That's your opportunities, your backup - add some lottery and improvisation - life depicted. Lot of points to the story told (and how), and to actors' play. Lots of points to all the different prospectives - as you see the unrolling event from all the eyes of all the engaged persons (it is a value that many of today RPG have - you can play as any of persons involved - and see from their point of view - and feel their values). I wouldn't call it a drama, neither a ""social comedy"" though. It isn't a detective story either. It's a very talented director's work, play-writer's as well (ah, he's the same one...). It's an amazing cast. And it's more than fairly valued/rewarded - with the ""golden palm"" and a lot of ""oscars"" (despite critics' grumble - what so many ""oscars"" given for...). That one surely goes into a world cinematic library - to be a modern classic.",X,3,4,7
2020-2-12,michaelrossactor,2,Like A Two-Hour Long Student Film From a Correspondence Film School,"This pic reminds me of when I watched ""The French Connection"" in a Paris theater, subtitled in French but with the original English voice track: When Popeye Doyle (Gene Hackman) cracked-wise, I laughed like crazy, but I was the only one in the theater laughing!

Parasite may have had some Korean humor in the dialogue, or some little bits of business that a native Korean would understand, but to an English speaker, there isn't a laugh in the entire, endless film.

Amateur acting, punctuated by ham-handed attempts at plot points, are the main features of this cheaply made placebo of a film. I couldn't have cared less about either the larcenous poor folk or the rich snobs that unwittingly become their suckers.

It's as if a ""distance learning"" high school film student in North Dakota offered some of the his pals a break from bailing hay to ""act"" in his Thesis Film Project without any idea what any of them were trying to accomplish.

AMPAS (the oscars folks, now with a lower case ""o"") has become the laughing stock of the world's motion picture industry with its Best Picture award to this insufferable movie, whose best use would only be as a paperweight on some idiot production exec's desk.",O,10,18,28
2020-2-12,leonardsargsyan,10,Parasite film review (2019) by Screams and Whispers,"Synopsis: Kim Ki-woo lives on the edge of poverty with his family. They steal WiFi from their neighbors, work on minimum wage jobs and live in a basement apartment. Kim Ki-woo's life changes when he gets an offer from his friend to work as an English tutor, because the friend was going to study abroad. The friend is infatuated with the girl and wants his friend be around during his absence to avoid others being around his crush. The young man accepts the offer, changes his name to Kevin and starts tutoring Park Da-hye, who quickly falls in love with ""Kevin"". Once among the Parks, Kevin develops a different plan:he want to get his family into the Park family. Will he succeed to get his poor family into the Parks? If yes, will the Kims, the poor family, become as rich and privileged as the Parks? Parasite, by Bong Joon Ho, is the film of the year. It won the Palme d'Or at the 2019 Cannes Film Festival. Apart from its numerous accolades, Parasite won 4 awards at the 92nd Academy Awards for Best Picture, Best Director, Best Original Screenplay and Best International Feature film. This is the first non-English language film to win Best Picture Award. It won as the Best Foreign Language Film at the 77th Golden Globe Awards. It won the Best Film Not in the English Language and the Best Original Screenplay awards at the 73rd British Academy Film Awards.

A bell sounds right at the beginning of the film is there to verify if all the speakers of the theater function properly or not. The bell is there to be compared to the plurality of voices a society produces. Like the bell, there are many others symbols in this film that deserve to be studies closely.

The food in the film often symbolizes the same notion of ""up and down"". The noodles, the cheaper food, are made for Kim family, while the beef, the expensive one, is for the Parks. The rain in the film plays the same role as the food. It emphasizes the opposite perceptions that individuals from two different social classes have about the same thing and how that same thing influences them differently. Water symbolizes the reality and the stone symbolizes false hopes. Water always goes down and not up and can damage those who live ""down"", the poor. This was the case when the strong rain came and damage the Kims' house.

Parasite foreshadowing: the scene, where the fumigation happens, the daughter attempts to close the window, but the father tells not to, because it is a ""free extermination"". Everyone starts coughing, except from the father. During another occasion, the daughter says that she fit in well with the Parks, but ironically she is the first to die. When it comes to the father, he is the only one to continue his life in the basement, just like he was the only one, who was not afraid of the smoke. When it comes to the Indian theme, it is a foreshadowing for the fate of the Parks family. Bong Joon-ho doesn't portray the rich as villains neither the poor as victims. The borderline between the bad and the good is opaque: we do not know for which character we should cultivate the most empathy. Deep down, they may all have the same insecurities and worldview with very slight differences...apart from the smell..., because ""they all smell the same"" according to the Parks. Is it because of the subway, or the soap they use, or the basement smell? It is just a metaphor: the smell symbolizes the poor. By the way, during birthday festivities, the father of the Parks family is killed by the father of the Kims family following his disgust towards the smell of their first housekeeper's husband. One of the highly used symbols is the concept of ""up and down"" or ""high and low"" for class representation. Parks' house is located at the highest point of the town. The upper-class family of Parks rarely looks down on the floor. They always look forward or up, which means that their house's employees hide easily under their tables, in the ground-floor or elsewhere if/when they feel that hiding is necessary. The notion of ""parasite"" is recurrent and questions what exactly it means. Who exactly is ""parasite"": the poor or the rich. Are there any parasites? What if everybody are parasites? One of the most important points of this film is the fact that people fight against each other. Even those, who are down, fight mercilessly for keeping their place in the Parks's house even if it means living in the basement. They lack a lot of solidarity.

Parks' son has an obsession with native Americans. For his birthday, the native american theme is highly used. It represents a surprise: just like the Kims discover that there is a family living rights in the basement of the Parks's house, the Europeans had discovered that there were native Americans living in the newly discovered continent. In both cases the result was the war and/or the fight. Moreover, during the festivities, Kim Ki-woo checks if the other family's father is in the basement taking the stone, which was given to him by his friend as a symbol of success, symbolizing the hope for a better future, with him. The stone is only used to smash someone's head and never brings success. The closing scene shows Kim Ki-woo. In his letter to his father, Kim Ki-woo says that he will work until he could afford to buy the mansion and adds:""All you'll need to do is to walk up the stairs"". These expressions summarizes the myth of social mobility and supports social determinism.",X,6,3,9
2020-2-12,chomp15,8,Enjoyable movie but acclaimed for the wrong reasons,"I have serious issues with this movie.

Not because it isn't incredibly well-made, acted etc. I've seen some bad reviews of it which I don't agree with, but I understand where they are coming from. Because at no point is the audience given even the slightest hint about why any of this is happening. Why are this rich family hiring an art tutor for their eight year old? They must have more money sense. Rich people are stupid. Look at this smart but poor family taking advantage, it's all good. Well no it isn't actually. Scamming is a massive issue in Korea. Voice-phishing, molka cams, car insurance scams are an absolute plague and they are, in many ways, uniquely korean issues.

But that isn't why this movie leaves a bad taste. At no point is it addressed why this family would need to be hiring tutors for their kids. This is a very Korean issue, and it isn't something that is exclusive to rich people. It is in fact the norm. It's just much easier when you're rich because no personal sacrifices need to be made. Maths tutors for 4 year olds. Piano teachers. Ballet lessons. Learning 3 or 4 languages. This actually happens. Yes at 4 years old. So an art tutor for an 8 year old really isn't anything to bat an eyelid about if you live in Korea. Which is why most young Koreans would do anything to live in Europe or the US, it's just a constant grind every single day.

This isn't a film about inequality. In fact, Korea is well down the list of most unequal societies. Elderly poverty is a big problem in Korea. Inequality is not. Seoul is just a city, like London or New York or San Francisco that has very expensive districts and houses/apartments. But unlike those other cities, schooling is a large part of the reason for that. Everything comes back to education yet here we are blaming it on 'inequality'. It's fashionable of course. There's always something with the best picture oscar these past few years.

Anyway, it's good to see a Korean movie doing so well. I would rather it have been Old Boy winning the big awards but I have no issue with this kind of entertaining fluff winning awards. Korea deserves recognition as they are producing some fantastic TV and films.",X,1,5,6
2020-2-12,jimamiracl,7,"Entertaining, Overrated and Politically Correct!","This is a well-made film but is far from achieving masterpiece status, and those who are capriciously throwing that word around must be cinematically starved. To give a movie an Academy Award for best picture and best director without nominating any of its actors is indicative of the fact that while the film's screenplay is definitely intriguing, character development is sorely lacking, along with any kind of memorable performances. Did the director direct a gang of ghosts? The message of the film is politically correct, and although I agree with it, I see this as just another ""Green Book"" cop out. I'm also appalled that the movie glorifies violence as a solution to economic disparity, a disparity that is directly attributable to governments and not as individualistically motivated as this movie so strongly suggests. Good film? Yes!! Masterpiece and Best Picture of The Year? Absolutely Not!! And we might as well just do away with the foreign film category now that this boundary no longer seems to mean anything.",X,5,6,11
2020-2-12,shelleyalevin,10,Perfect masterpiece,"I don't understand anyone giving this film anything less than a 9 or 10. It takes genius twists and turns, and I don't even usually like this genre! As for those not understanding certain character motives: please open your mind and consider cultural differences regarding boundaries, insults, manners, and class divides.",X,3,3,6
2020-2-12,Wallsy10,7,Unsure,"Pleased for South Korean cinema it got the Oscar nod, but personally for South Korean cinema I much preferred The Handmaiden. As a film from thus year's contenders, I liked 1917 the most",X,3,3,6
2020-2-12,gabrielgameover,10,Amazing,"A really good movie, that deserved the Oscar, i was cheering for Joker but what the hell right?",X,5,4,9
2020-2-12,rafaelsengkey,6,Average at best,"It is understood that Hollywood wanted to attract more costumers in Asia by handing this movie Oscars' Best Picture and Best Directing. I can't see how this movie surpasses ""Once Upon a Time in Hollywood"" or ""Irishman"" in terms of the acting. This movie is average at best. The suspense is average (not better than ""Knives Out""). The thrill is cheap. The cinematography is average. Too much implausibility. ""Marriage Story"" is even more entertaining that this movie.",X,6,15,21
2020-2-12,borivojeangelovski,9,The one of the best movies ever made,"What we can? Why we can? When we can? There are questions in film,the black comedy is a great genre to present a real life in a political empoilment country. All of characters are very powerfull psychology and moral to complete a they psychology. Powerfull and colorfull story on the screen!

Great job,guys!",X,4,2,6
2020-2-12,contato-995-309255,8,Great plot,"Great movie, great screenplay, fantastic twist, I just hoped it was more balanced, sometimes things happen too fast and sometimes to slow",X,0,2,2
2020-2-12,jennfinn,10,Deserves the Hype !,"After watching the Oscars I was curious about Parasite and knew I would have to watch it. I wasn't disappointed at all, most times when people hype something up I tend to think it's overrated. I was rooting for this down on their luck family even though they were technically committing a crime. Who hasn't lied on a resume to get a job ? I didn't see the ending coming at all so that was a shock.",X,2,3,5
2020-2-12,gupta-anirudhu,7,What the fuss is all about!!!!,"I don't know what the fuss is all about this movie. After I watched the Oscars and to my surprise an Asian film lifting the top prize left me puzzled and at the same time very much excited. I immediately downloaded it and saw it in the middle of the night, the very same day. I won't say it's no good. It is brilliant but Oscar brilliant!!!! That's doubtful.

Our society is not equal and it can never be. That's the fact and we have to live with it. Just imagine a predator and a prey playing equal in mother nature. Chaotic, right?

Very well cinematographed, written, directed and acted but it was just unbelievable to always see rich guys play dumb and easily gullible. They are not like that. And poor and hungry always menacing, opportunistic type which is also stereotypical. Oscars is all about breaking the stereotype but the train has derailed I guess. So disappointed. There were a lot of films better then this one.",X,4,7,11
2020-2-12,curzon_dax,8,It was great.,It was great. It wouldn't call it a masterpiece since I'm familiar with his work. The Host was clearly more entertaining to be and it was still imperfect so it'd be unjust to give this more than an 8 since it was great but not perfect and not the most entertaining work of the director.,X,0,2,2
2020-2-12,filipasfiki,10,Mindblowing,"A true masterpiece. I feel like I went through an experiment where the time went still and I experienced a piece of art such as this, I absloutely, wholeheartedly loved every single second of this film.",X,8,4,12
2020-2-12,Thrillhorror,10,Awesome roller coaster ride!,The storytelling is amazing! Bong Joon Ho did it again.,X,5,4,9
2020-2-12,xp-57877,10,YEAH BABY,"Best Picture well deserved. Thank you Bong, very cool.",X,3,3,6
2020-2-12,Fryptus,9,i would give it a 10/10,But they killed my girl jessica so im gonna have to give it a 9/10,O,3,8,11
2020-2-12,adi-patil1993,10,Masterpiece..,The Korean drama and thriller written & directed by Bong Jong Ho is truly a masterpiece. It is entruguing thriller. And every bit of the screenplay keeps you in the movie till the end... Outstanding work of modern art,X,4,2,6
2020-2-12,naturalvocalarts,1,HARDLY THE BEST PICTURE OF THE YEAR // DISTURBING VIOLENCE,"This movie starts out well, with a rather humorous idea for the storyline, a family of grfiters insinuates themselves into a well today household by lying and deception. Then the movie influence perhaps by Quentin Tarantino films, disintegrates into a grisly ending of murder at a child's birthday party. Some are trying to exalt, including the Academy of Arts, into something symbolic and important. Frankly, it comes across to me as sadistic violence as a form of enjoyment. Sorry I went. Maybe they should call it 'the Academy of Deviants' because they seem to like those kinds of films best!",O,10,31,41
2020-2-12,denrellis,5,Am I the only one who thought this movie was lackluster?,I thought character development was great and pacing. That's about it. A ten year old could figure out the plot twist. I just don't get it. But in all fairness I hated Midsommar more.,X,7,13,20
2020-2-12,camila_schuchter,10,great movie,Such a great unique master piece! the kind of movie that surprises you. its hard to know whats coming next.,X,4,2,6
2020-2-12,freeway-6,4,Best Picture of the Year. Really??,"Since many critics and the Academy are swooning over this Korean film, I was compelled to go to the theater, pay my admission and be ready to read English titles for over two hours. I kept an open mind and found the first third of the two plus hours to be interesting. Mind you, none of the characters were especially likeable--the lower class basement dwellers or the upper class snowflakes living in the architectural digest modern mansion.The lower class family were the true parasites, smelly low class leeches looking for and finding every possible way to become what they weren't--classy.

After the son, the daughter, the father and then the mother managed to become tutor, analyst, driver and cook, the plot thickened and to me went off the rails. A hidden bomb shelter, a husband living in that tomb for four years, a biblical rain storm miraculously not causing anyone of the submerged characters (with hundreds of electrical wires floating overhead) to be instantly electrocuted, cell phones to continue to work after being equally submerged. Not at all believable. And then........

The skies cleared and a gala lawn party was planned at the modern mansion. Here's where I could see Jordon Peele becoming royally pissed. Wasn't all the crazy knife wielding and weird stuff done in Get Out? Yes, it was! So the Academy voters had to make amends for not giving Peele the Best Picture Oscar. Instead they gave it to this two plus hour Korean gab fest.

I left the theater feeling absolutely empty. Not moved, not caring, but wondering just why did the performers all have three names?

Avoid if you haven't already given your valuable time.",O,8,27,35
2020-2-12,trangdoan-34204,9,Wonderful movie,The movie is a little bit dramatic but it portrays the inequality in every society. Full of twists too,X,3,2,5
2020-2-12,raykuanlabel-291-473410,9,A PERFECT STORY TELLING,"To link and tie the story together which starts as comedy - then to drama - and then thriller, and ends with crime seamlessly is simply phenomenal. The only reason why I gave it a 9 is I am not a fan of subtitles. It truly is top-notch brilliant filmmaking by Joon Ho. He deserves all the Oscars wins. Bravo!",O,2,5,7
2020-2-12,stefan-sj11,9,This film is just breathtaking !,Amazing job all around from all that were involved in making this masterpiece. It starts slow but trust me stay along for the ride because at the end you will just say WOW !!!,X,4,3,7
2020-2-12,anthonyhost,10,It truly is one of the greatest movies ever made.,"It sickens me that there are people voting this film down strictly because they feel the Academy was attempting to be ""woke"".

Simply put, this is a stunning film that more than deserves every accolade it received and then some.

I haven't felt so passionate about a film in quite some time and I truly feel we are witnessing an all time classic being born

Bong Joon-ho delivered a masterpiece and we are privileged to see it. Kudos to the Academy for finally breaking the ridiculous void of not honoring any foreign language films for the top prize.",X,12,6,18
2020-2-12,laurapiacentinicasarin,10,It's not a movie problem if you don't know how to read,"Awesome movie, could appreciate every minute of it only because I learned how to read when I was a little child. Fair Oscar winner.",X,6,3,9
2020-2-11,PauloCanuto,10,Breaking the barriers of subtitles! A historic and fascinating moment to all cinema lovers!,"The Academy has made a great decision on to laureate Parasite as Oscars' 2020 Best Original Screenplay, Best Film, Best Directing and Best Picture Awards. Besides having written a new chapter on Cinema's History as the first non-English-language movie to have gained this epic achievement, the Korean film is a timeless masterpiece, whose stylistics, cinematography, editing work, original screenplay and final outcome will be studied for decades and ever!

Best Picture to Parasite! More than well-deserved!",X,8,4,12
