userid,version,item_sales,retention_1,retention_7
28332,B,0,FALSE,FALSE
28405,B,0,FALSE,FALSE
28433,B,0,FALSE,FALSE
28497,A,0,TRUE,TRUE
29185,A,0,FALSE,FALSE
29311,A,0,FALSE,FALSE
29317,A,0,FALSE,FALSE
29455,B,71,TRUE,TRUE
29522,A,107,FALSE,TRUE
29658,B,0,FALSE,FALSE
29677,A,0,FALSE,FALSE
29753,A,104,TRUE,FALSE
29861,A,0,FALSE,FALSE
29999,B,164,TRUE,TRUE
30039,A,0,FALSE,FALSE
30059,B,0,FALSE,FALSE
30274,B,0,TRUE,FALSE
30277,B,0,FALSE,FALSE
30343,B,0,TRUE,TRUE
30348,B,55,TRUE,TRUE
30594,A,0,TRUE,FALSE
30631,B,118,FALSE,TRUE
30868,B,0,FALSE,FALSE
30928,B,0,TRUE,FALSE
31073,B,103,TRUE,TRUE
31151,B,120,FALSE,FALSE
31200,B,134,TRUE,FALSE
31214,B,107,FALSE,TRUE
31222,A,0,FALSE,FALSE
31638,A,0,FALSE,FALSE
31691,B,0,FALSE,FALSE
31812,B,0,TRUE,FALSE
31903,B,96,TRUE,TRUE
32292,A,0,FALSE,FALSE
32403,A,0,TRUE,FALSE
32569,A,0,FALSE,FALSE
32595,A,0,TRUE,FALSE
32642,B,0,FALSE,FALSE
32730,B,0,FALSE,TRUE
32942,A,0,TRUE,TRUE
33097,B,0,FALSE,FALSE
33126,B,0,FALSE,FALSE
33189,A,0,TRUE,FALSE
33274,A,0,FALSE,FALSE
33316,A,0,TRUE,FALSE
33445,B,149,FALSE,TRUE
33489,B,0,FALSE,FALSE
33639,A,76,TRUE,FALSE
33703,A,144,TRUE,FALSE
33794,B,0,FALSE,FALSE
33954,A,0,TRUE,FALSE
33967,B,0,TRUE,TRUE
34016,A,0,TRUE,FALSE
34022,A,0,FALSE,TRUE
34027,A,0,FALSE,FALSE
34076,A,0,FALSE,FALSE
34447,A,0,TRUE,TRUE
34469,B,0,TRUE,TRUE
34597,A,44,TRUE,TRUE
34647,A,0,FALSE,FALSE
34706,B,0,TRUE,FALSE
34842,A,0,TRUE,FALSE
34859,B,0,FALSE,FALSE
34906,B,0,TRUE,FALSE
34942,A,0,FALSE,FALSE
35027,A,64,TRUE,FALSE
35056,B,0,TRUE,FALSE
35156,B,0,FALSE,FALSE
35458,A,56,FALSE,FALSE
35460,B,34,TRUE,TRUE
35730,B,59,TRUE,FALSE
35837,B,0,TRUE,FALSE
35886,B,0,FALSE,FALSE
35922,B,0,TRUE,FALSE
36003,B,169,TRUE,FALSE
36047,A,105,TRUE,TRUE
36077,B,0,TRUE,FALSE
36279,B,72,TRUE,FALSE
36280,B,0,FALSE,FALSE
36298,A,0,FALSE,FALSE
36356,B,0,TRUE,TRUE
36513,A,0,TRUE,FALSE
36560,A,34,TRUE,FALSE
36622,B,0,TRUE,FALSE
36664,A,0,FALSE,TRUE
36673,B,0,FALSE,FALSE
36761,A,109,TRUE,TRUE
36887,A,0,TRUE,FALSE
36921,B,0,FALSE,FALSE
36997,A,0,TRUE,FALSE
37155,A,0,FALSE,FALSE
37303,B,96,TRUE,TRUE
37366,A,0,TRUE,FALSE
37461,A,0,FALSE,TRUE
37740,B,132,TRUE,TRUE
37823,B,0,TRUE,FALSE
37872,B,0,TRUE,FALSE
37994,A,0,FALSE,FALSE
38151,B,0,TRUE,FALSE
38232,B,66,TRUE,TRUE
38249,A,0,TRUE,FALSE
38292,B,0,FALSE,FALSE
39069,B,0,FALSE,FALSE
39382,B,0,FALSE,FALSE
39494,B,0,TRUE,FALSE
39531,B,161,TRUE,FALSE
39774,A,59,TRUE,TRUE
39902,A,0,TRUE,FALSE
39932,B,0,TRUE,TRUE
39993,A,0,FALSE,FALSE
40233,A,48,TRUE,FALSE
40292,B,0,FALSE,FALSE
40359,B,0,FALSE,FALSE
40378,B,0,TRUE,TRUE
40427,B,0,TRUE,FALSE
40566,B,0,FALSE,FALSE
40593,B,0,TRUE,TRUE
40630,A,43,TRUE,FALSE
40653,B,125,TRUE,FALSE
40687,B,0,FALSE,FALSE
40749,A,0,FALSE,FALSE
40812,A,0,FALSE,FALSE
41112,B,0,FALSE,FALSE
41192,B,0,FALSE,FALSE
41378,A,0,FALSE,FALSE
41795,B,25,TRUE,TRUE
41842,A,0,FALSE,FALSE
41934,A,0,FALSE,FALSE
41988,A,0,FALSE,FALSE
42077,B,0,TRUE,FALSE
42316,B,0,FALSE,FALSE
42407,B,94,FALSE,TRUE
42457,B,0,TRUE,TRUE
42688,A,0,FALSE,FALSE
42703,B,0,TRUE,FALSE
42758,A,0,TRUE,FALSE
42994,A,62,TRUE,TRUE
43091,B,0,TRUE,FALSE
43368,A,51,FALSE,FALSE
43644,B,0,TRUE,FALSE
43744,B,30,TRUE,FALSE
43757,B,0,FALSE,FALSE
44400,A,131,TRUE,FALSE
44493,A,0,TRUE,TRUE
44498,B,0,TRUE,FALSE
44591,B,0,FALSE,FALSE
44670,B,0,FALSE,FALSE
44751,B,0,FALSE,FALSE
44780,B,0,FALSE,FALSE
44910,A,0,FALSE,FALSE
45066,B,73,TRUE,FALSE
45083,A,42,FALSE,FALSE
45167,B,0,FALSE,FALSE
45694,A,0,TRUE,FALSE
45698,B,162,TRUE,TRUE
45753,B,0,TRUE,FALSE
45813,A,0,TRUE,FALSE
45895,A,0,TRUE,FALSE
45896,A,0,TRUE,FALSE
45952,A,0,FALSE,FALSE
46007,B,0,FALSE,FALSE
46022,A,0,FALSE,FALSE
46347,B,113,TRUE,TRUE
46472,A,0,FALSE,FALSE
46576,B,0,FALSE,FALSE
46624,A,0,TRUE,TRUE
46629,A,0,TRUE,FALSE
46746,A,0,TRUE,FALSE
46806,B,87,TRUE,TRUE
46919,A,60,TRUE,FALSE
46938,B,95,FALSE,FALSE
47377,A,0,FALSE,FALSE
47816,B,75,TRUE,TRUE
47822,A,0,TRUE,TRUE
47990,A,0,TRUE,FALSE
48016,B,0,FALSE,FALSE
48116,B,0,FALSE,FALSE
48130,B,0,FALSE,FALSE
48201,A,81,TRUE,TRUE
48631,A,127,FALSE,FALSE
48658,B,136,TRUE,TRUE
48677,A,0,TRUE,FALSE
48942,B,0,TRUE,TRUE
48990,A,0,FALSE,FALSE
49147,A,0,TRUE,FALSE
49311,A,0,FALSE,FALSE
49330,B,0,FALSE,FALSE
49373,B,0,FALSE,FALSE
49600,B,0,FALSE,FALSE
49811,A,0,TRUE,FALSE
49995,A,0,TRUE,FALSE
50011,A,0,FALSE,FALSE
50158,A,44,TRUE,TRUE
50237,A,21,TRUE,FALSE
50339,A,0,FALSE,FALSE
50386,A,0,FALSE,FALSE
50547,B,64,TRUE,TRUE
50665,B,0,TRUE,FALSE
50686,A,0,FALSE,TRUE
50688,B,0,FALSE,FALSE
50794,A,0,FALSE,FALSE
50811,B,0,FALSE,FALSE
50850,B,39,TRUE,TRUE
51155,B,39,FALSE,FALSE
51267,B,0,FALSE,FALSE
51295,B,49,TRUE,TRUE
51310,B,0,FALSE,TRUE
51430,B,0,TRUE,FALSE
51636,A,0,FALSE,FALSE
51641,A,0,TRUE,FALSE
51823,A,0,TRUE,TRUE
51894,B,0,FALSE,FALSE
51970,A,71,FALSE,TRUE
52100,A,51,TRUE,FALSE
52177,A,0,FALSE,FALSE
52271,A,0,FALSE,FALSE
52357,B,0,TRUE,FALSE
52420,B,0,TRUE,TRUE
52636,A,0,FALSE,FALSE
53149,A,0,FALSE,FALSE
53373,A,0,TRUE,TRUE
53393,B,142,TRUE,TRUE
53450,A,0,FALSE,FALSE
53464,A,0,FALSE,FALSE
53470,A,0,FALSE,FALSE
53597,A,0,FALSE,FALSE
53638,B,0,FALSE,FALSE
53763,B,0,TRUE,FALSE
53935,A,0,FALSE,FALSE
53996,A,0,TRUE,TRUE
54069,B,38,TRUE,TRUE
54162,B,82,TRUE,TRUE
54178,B,0,FALSE,FALSE
54244,A,0,FALSE,FALSE
54256,A,0,FALSE,FALSE
54403,B,0,FALSE,FALSE
54580,B,0,FALSE,FALSE
54617,A,0,FALSE,FALSE
54680,A,0,FALSE,FALSE
54681,A,0,FALSE,FALSE
54754,B,27,TRUE,FALSE
54776,B,0,FALSE,FALSE
54975,B,0,FALSE,FALSE
55139,B,0,FALSE,FALSE
55213,A,0,TRUE,TRUE
55250,A,48,TRUE,TRUE
55480,B,0,FALSE,FALSE
55621,B,0,FALSE,FALSE
56116,A,0,FALSE,FALSE
56237,A,0,FALSE,FALSE
56269,B,0,FALSE,FALSE
56294,A,0,TRUE,FALSE
56446,B,0,FALSE,FALSE
56496,A,129,TRUE,TRUE
56522,B,0,FALSE,FALSE
56587,A,0,TRUE,FALSE
56815,B,0,TRUE,TRUE
56895,A,0,FALSE,FALSE
56997,A,86,FALSE,FALSE
57149,B,0,FALSE,FALSE
57321,B,157,FALSE,FALSE
57334,A,0,TRUE,FALSE
57339,A,0,TRUE,FALSE
57369,A,0,TRUE,TRUE
57401,B,0,TRUE,FALSE
57429,A,0,TRUE,FALSE
57516,B,0,TRUE,TRUE
57833,A,0,FALSE,FALSE
58180,A,0,TRUE,FALSE
58189,B,0,FALSE,FALSE
58289,B,100,TRUE,TRUE
58394,A,0,TRUE,FALSE
58592,A,0,TRUE,FALSE
58700,B,0,FALSE,FALSE
58768,B,0,FALSE,FALSE
58813,A,0,FALSE,FALSE
59164,B,0,TRUE,FALSE
59395,B,0,TRUE,TRUE
59531,B,0,FALSE,FALSE
60035,A,0,FALSE,FALSE
60103,A,0,FALSE,FALSE
60160,A,0,TRUE,FALSE
60410,A,0,TRUE,FALSE
60424,B,0,FALSE,FALSE
60619,A,108,TRUE,FALSE
60929,A,0,TRUE,FALSE
60956,A,0,FALSE,FALSE
60984,B,143,FALSE,TRUE
61104,B,0,FALSE,FALSE
61245,B,0,TRUE,FALSE
61462,B,0,FALSE,FALSE
61563,B,0,FALSE,FALSE
61595,A,0,FALSE,FALSE
61609,B,0,FALSE,FALSE
61651,B,0,FALSE,FALSE
61952,B,0,FALSE,FALSE
61979,B,0,FALSE,FALSE
62084,B,0,FALSE,FALSE
62145,A,0,FALSE,FALSE
62206,B,0,FALSE,FALSE
62434,B,0,FALSE,FALSE
62437,A,0,FALSE,FALSE
62566,A,0,TRUE,FALSE
62700,A,50,TRUE,TRUE
62704,A,0,FALSE,FALSE
62879,B,0,FALSE,FALSE
63001,A,146,TRUE,FALSE
63335,B,0,TRUE,FALSE
63370,B,0,TRUE,TRUE
63473,B,0,FALSE,FALSE
63478,B,84,TRUE,TRUE
63480,B,0,TRUE,FALSE
63555,A,108,FALSE,FALSE
63617,B,32,TRUE,TRUE
63766,B,0,FALSE,FALSE
63786,A,0,FALSE,FALSE
63832,B,0,FALSE,FALSE
63889,B,0,TRUE,TRUE
63962,B,0,TRUE,FALSE
64052,B,0,FALSE,FALSE
64224,A,0,FALSE,TRUE
64235,B,0,FALSE,FALSE
64309,A,0,TRUE,FALSE
64643,A,0,FALSE,FALSE
64646,A,0,FALSE,TRUE
64792,B,110,TRUE,TRUE
64849,A,85,TRUE,FALSE
64930,B,49,TRUE,FALSE
64944,A,118,FALSE,FALSE
65032,A,0,FALSE,FALSE
65452,B,0,FALSE,FALSE
65482,A,0,FALSE,FALSE
65511,B,0,FALSE,FALSE
66120,A,0,FALSE,FALSE
66509,B,123,TRUE,FALSE
66677,A,0,FALSE,FALSE
66713,A,0,FALSE,FALSE
66947,A,0,TRUE,FALSE
67078,B,0,FALSE,FALSE
67122,B,0,FALSE,FALSE
67190,A,0,FALSE,FALSE
67193,A,0,FALSE,FALSE
67234,B,0,FALSE,FALSE
67387,B,0,FALSE,FALSE
67654,A,0,FALSE,FALSE
67829,A,0,FALSE,FALSE
67910,A,0,TRUE,FALSE
67950,B,0,FALSE,FALSE
68020,A,78,FALSE,TRUE
68112,B,0,FALSE,FALSE
68151,A,73,TRUE,FALSE
68386,B,0,FALSE,FALSE
68394,A,87,TRUE,TRUE
68406,A,0,FALSE,FALSE
68485,B,0,TRUE,TRUE
68698,A,84,TRUE,FALSE
68856,B,0,FALSE,FALSE
68887,A,0,FALSE,FALSE
68915,A,0,FALSE,FALSE
68965,A,133,TRUE,TRUE
69027,A,0,FALSE,FALSE
69050,B,0,TRUE,FALSE
69392,B,78,FALSE,FALSE
69488,B,0,FALSE,FALSE
69649,A,150,TRUE,TRUE
69870,A,0,TRUE,TRUE
69917,A,0,TRUE,FALSE
69927,B,0,TRUE,TRUE
69998,B,0,FALSE,FALSE
70074,B,0,FALSE,FALSE
70127,B,0,FALSE,FALSE
70175,A,62,TRUE,TRUE
70294,A,125,TRUE,FALSE
70522,A,0,FALSE,FALSE
70570,B,0,FALSE,FALSE
70899,A,0,FALSE,FALSE
71062,B,0,TRUE,FALSE
71119,B,0,TRUE,TRUE
71161,A,98,TRUE,FALSE
71165,A,69,TRUE,FALSE
71205,B,0,FALSE,FALSE
71235,B,121,TRUE,FALSE
71326,A,0,FALSE,FALSE
71489,B,0,FALSE,FALSE
71635,B,0,FALSE,FALSE
71698,B,0,FALSE,FALSE
71777,A,0,FALSE,FALSE
72085,A,109,TRUE,FALSE
72164,B,0,TRUE,TRUE
72353,A,0,FALSE,FALSE
72419,A,0,TRUE,FALSE
72470,A,0,TRUE,FALSE
72555,B,120,TRUE,TRUE
72614,A,0,FALSE,FALSE
72661,A,0,FALSE,FALSE
72752,A,0,FALSE,FALSE
72813,B,0,TRUE,FALSE
72872,B,0,FALSE,FALSE
72918,A,0,FALSE,FALSE
72977,A,0,TRUE,FALSE
73378,A,60,TRUE,FALSE
73412,B,0,FALSE,FALSE
73868,A,0,FALSE,FALSE
74231,B,0,FALSE,FALSE
74276,B,0,TRUE,TRUE
74369,A,0,FALSE,FALSE
74377,B,93,TRUE,FALSE
74422,A,150,FALSE,TRUE
74568,B,0,TRUE,FALSE
75029,A,64,TRUE,FALSE
75734,A,0,FALSE,FALSE
76062,B,0,FALSE,FALSE
76089,A,0,FALSE,FALSE
76133,B,142,FALSE,FALSE
76549,B,106,TRUE,TRUE
76573,B,0,TRUE,FALSE
76598,B,0,FALSE,FALSE
76662,A,0,TRUE,FALSE
76767,A,0,FALSE,FALSE
76784,A,20,TRUE,FALSE
76895,A,0,FALSE,FALSE
76917,B,68,TRUE,FALSE
76934,A,0,FALSE,FALSE
77151,A,0,FALSE,FALSE
77172,B,0,FALSE,FALSE
77195,A,0,TRUE,FALSE
77468,B,0,FALSE,FALSE
77495,A,125,FALSE,FALSE
77644,B,0,FALSE,FALSE
77731,B,0,TRUE,TRUE
77812,A,0,FALSE,FALSE
77821,A,0,FALSE,FALSE
77837,A,0,FALSE,FALSE
77850,B,82,TRUE,FALSE
78089,B,0,FALSE,FALSE
78142,A,0,FALSE,FALSE
78183,B,53,TRUE,FALSE
78237,B,0,FALSE,FALSE
78312,B,0,FALSE,FALSE
78409,B,0,TRUE,FALSE
78563,A,88,FALSE,FALSE
78846,B,0,FALSE,FALSE
78900,B,0,FALSE,FALSE
79646,A,117,TRUE,FALSE
79890,B,0,FALSE,FALSE
79929,A,0,FALSE,FALSE
80215,A,0,FALSE,FALSE
80282,B,0,TRUE,TRUE
80485,A,0,FALSE,FALSE
80496,A,0,FALSE,FALSE
80526,B,0,FALSE,TRUE
80582,A,0,FALSE,FALSE
80618,A,0,FALSE,FALSE
80634,A,131,TRUE,TRUE
80746,B,0,FALSE,FALSE
80754,A,0,FALSE,FALSE
80860,A,30,TRUE,FALSE
80884,B,0,FALSE,FALSE
80900,A,0,FALSE,FALSE
81447,B,137,FALSE,FALSE
81480,A,0,FALSE,FALSE
81524,B,63,TRUE,FALSE
81532,B,0,FALSE,FALSE
81668,A,0,FALSE,FALSE
81959,A,0,FALSE,FALSE
82064,B,61,TRUE,FALSE
82545,A,63,FALSE,FALSE
82655,A,0,FALSE,FALSE
82753,B,0,FALSE,FALSE
82783,A,24,TRUE,TRUE
82937,A,0,FALSE,FALSE
83072,B,0,TRUE,FALSE
83080,A,0,FALSE,FALSE
83103,B,0,FALSE,FALSE
83140,A,0,FALSE,FALSE
83254,B,0,TRUE,FALSE
83309,A,0,FALSE,FALSE
83317,A,0,FALSE,FALSE
83438,A,17,TRUE,TRUE
83732,A,130,FALSE,TRUE
83798,A,0,TRUE,FALSE
84100,B,67,TRUE,FALSE
84191,B,0,FALSE,FALSE
84208,A,0,FALSE,FALSE
84406,A,0,TRUE,FALSE
84816,A,0,TRUE,FALSE
84929,A,0,FALSE,FALSE
84961,A,0,FALSE,FALSE
85007,A,148,TRUE,TRUE
85277,B,0,TRUE,TRUE
85560,B,0,FALSE,FALSE
85601,B,0,FALSE,FALSE
85805,A,0,FALSE,FALSE
86342,B,0,FALSE,FALSE
86781,A,0,FALSE,FALSE
86821,A,0,TRUE,FALSE
87098,A,0,FALSE,FALSE
87220,A,0,FALSE,FALSE
87258,A,0,TRUE,TRUE
87276,B,0,FALSE,TRUE
87410,B,0,FALSE,FALSE
87419,B,139,FALSE,FALSE
87509,A,0,FALSE,FALSE
87542,B,69,TRUE,TRUE
87640,A,0,FALSE,FALSE
87649,A,0,FALSE,FALSE
87671,A,0,FALSE,FALSE
87697,A,0,FALSE,FALSE
87728,A,0,FALSE,FALSE
87827,B,28,TRUE,FALSE
88235,A,0,FALSE,FALSE
88282,B,0,TRUE,FALSE
88361,A,0,FALSE,TRUE
88392,B,0,TRUE,FALSE
88497,B,0,TRUE,TRUE
88521,A,18,FALSE,FALSE
88907,B,128,TRUE,FALSE
89272,A,0,FALSE,FALSE
89605,A,0,FALSE,FALSE
89618,B,0,FALSE,FALSE
90120,B,0,FALSE,FALSE
90233,B,0,FALSE,FALSE
90335,A,0,FALSE,FALSE
90481,A,0,FALSE,FALSE
90566,B,0,FALSE,FALSE
90640,B,65,FALSE,TRUE
90744,B,0,FALSE,FALSE
90755,B,164,TRUE,FALSE
90892,B,160,TRUE,FALSE
90916,A,105,TRUE,TRUE
90979,B,0,TRUE,FALSE
90992,A,83,TRUE,FALSE
91010,A,0,FALSE,FALSE
