house_id,rent,size_sqft,floor,bathrooms,min_to_subway,age_yrs
181,3631,707,1,1,3,71
182,2095,410,2,1,8,106
183,7995,852,6,2,3,106
184,2995,579,2,1,4,55
186,4250,800,46,1,13,9
187,4995,972,10,1,7,6
188,4200,530,17,1,1,90
189,4300,700,9,1,5,37
191,8250,1406,3,2,4,11
192,3950,750,2,1,2,106
193,5995,1815,1,2,4,96
194,4785,823,17,1,5,44
195,4800,1150,35,2,12,27
196,3595,620,9,1,11,31
197,4500,1041,6,2,10,27
198,5415,767,29,1,2,8
199,5500,1145,2,1,4,11
200,3700,850,4,1,4,53
201,1700,400,3,1,8,5
202,2799,750,3,1,3,96
203,9300,1800,12,3,3,100
204,4990,643,32,1,3,6
205,7795,1266,5,2,1,43
206,6000,900,26,2,1,31
207,2450,450,10,1,2,93
208,7000,2200,16,3,6,57
209,3250,570,3,1,2,86
210,5495,860,19,1,2,30
211,4050,834,6,1,2,58
212,3900,720,8,1,4,7
213,3195,574,11,1,2,99
214,3000,496,4,1,2,28
215,3700,642,32,1,10,29
216,7950,1280,45,2,2,38
217,2995,610,19,1,2,29
218,2600,437,3,1,12,8
219,2095,410,2,1,8,106
220,5668,1022,21,2,4,47
221,7995,1518,4,2,3,31
222,3190,650,1,1,6,106
223,2300,400,2,1,12,106
224,4950,917,9,2,3,15
225,3100,475,2,1,3,116
226,6400,1300,4,2,11,17
227,3950,800,10,1,2,8
228,4400,500,2,1,3,106
229,6450,1025,3,2,6,2
230,3100,757,18,1,4,19
231,7700,1175,36,2,2,6
234,5780,1300,12,2,2,38
235,6800,1280,35,2,3,11
236,3300,750,3,1,12,96
237,5500,1000,5,1,3,101
238,1750,500,1,1,4,100
239,8500,1478,54,2,9,15
240,2650,482,30,1,6,28
241,3700,763,6,1,3,31
242,6000,923,34,1,1,51
243,5145,1038,17,2,7,39
244,2600,525,5,1,2,115
245,1600,550,3,1,7,106
246,3058,533,19,1,4,47
247,4475,583,12,1,8,10
248,4950,927,32,1,3,29
249,3932,678,9,1,4,47
250,3000,730,7,1,2,53
251,5150,910,31,1,9,86
252,3450,750,7,1,2,96
253,2250,750,4,1,7,102
254,4260,958,30,1,10,27
255,4375,668,23,1,2,16
257,2900,600,16,1,12,27
258,4200,690,6,1,7,6
259,7500,1425,6,2,3,54
260,3665,674,8,1,4,47
261,3800,1100,6,2,5,96
262,2995,800,1,1,4,66
263,3935,752,4,1,6,14
264,2495,500,4,1,6,96
265,3400,636,5,1,4,31
266,5535,971,25,2,8,16
267,3600,643,13,1,3,8
268,5440,1120,14,2,3,30
269,1950,400,7,1,6,75
270,4100,600,24,1,6,6
271,2200,275,3,1,1,116
272,7000,1367,20,2,3,29
273,4695,1033,2,2,4,108
274,5300,855,11,1,1,8
275,7900,1025,5,2,6,2
276,3600,648,4,1,4,2
277,1950,900,5,1,3,91
278,7500,1600,3,2,2,116
279,5150,719,6,1,4,9
280,4730,829,21,2,3,15
281,1460,305,3,1,5,57
282,5300,1141,5,2,6,113
283,9995,1947,8,3,1,90
284,3950,679,6,1,1,29
285,2685,550,10,1,3,53
286,2695,700,5,1,2,106
287,3500,625,19,1,4,42
288,4000,1024,16,1,2,51
290,9950,1238,2,1,2,3
291,3675,900,4,1,2,55
292,7250,1150,3,2,1,25
293,3425,465,8,1,2,17
294,2125,500,6,1,9,86
295,4200,800,5,1,2,106
296,2999,600,16,1,2,65
297,5100,720,11,1,3,115
298,5256,979,30,2,3,13
299,3688,766,17,1,4,47
300,2595,650,4,1,4,106
301,3850,800,16,1,7,34
302,4000,687,16,1,3,31
303,3290,750,10,1,2,89
304,2100,650,5,1,4,88
305,5200,1000,2,2,2,116
306,10000,1350,53,2,2,38
307,6300,1260,5,2,8,46
308,4870,972,8,2,4,28
309,4500,890,3,2,9,106
310,6000,801,1,1,1,3
311,2500,800,4,1,4,96
313,4000,555,4,1,2,8
314,2150,669,2,1,6,4
316,2300,425,12,1,8,28
318,1650,585,4,1,1,96
319,5350,900,15,1,1,51
320,4495,951,20,2,12,32
322,3800,1100,10,2,5,12
323,1800,670,1,1,4,116
324,2450,400,3,1,2,116
325,6000,1000,2,1,2,116
326,2750,750,3,1,14,116
327,5050,985,39,1,5,37
328,2200,550,2,1,2,108
329,3085,506,10,1,5,44
330,3650,517,2,1,6,2
331,3800,710,31,1,6,37
332,3500,585,3,1,2,17
334,7999,1825,11,2,5,91
335,4185,884,42,1,10,27
336,3350,400,25,1,2,26
337,2850,850,5,1,2,96
338,3323,1400,3,1,3,96
339,4300,650,3,1,3,116
340,5900,980,24,1,3,33
341,3200,900,6,1,8,76
343,6650,1143,30,2,6,10
344,3800,682,12,1,3,31
345,4080,560,2,1,1,29
346,5000,1000,1,2,2,116
347,3500,700,5,1,1,91
348,7500,1487,9,2,10,9
349,4575,853,11,1,3,52
350,4000,775,4,1,2,90
351,3925,572,11,1,0,4
352,5500,934,18,2,2,29
353,8500,1650,18,2,2,14
354,3300,1300,2,2,2,96
356,4950,812,5,1,4,19
357,9995,1552,9,3,3,13
358,3495,771,7,1,2,90
359,2600,740,2,1,12,101
360,3000,800,1,1,3,96
361,5855,1171,9,2,10,27
362,4500,874,3,1,2,25
363,7995,1075,33,1,4,33
365,2450,475,15,1,3,85
366,3791,585,16,1,12,4
367,5600,865,9,1,2,85
368,3945,609,3,1,5,9
369,3000,613,7,1,3,31
370,7500,1400,6,2,4,90
371,3950,606,37,1,2,6
372,3450,500,1,1,1,3
373,3200,717,5,1,2,28
374,5850,850,24,1,2,30
376,2800,550,3,1,1,58
377,2575,386,20,1,10,29
378,1599,343,16,1,6,55
379,3400,606,26,1,6,37
380,2995,900,4,1,5,106
381,3790,752,5,1,7,7
382,4195,760,5,1,2,55
383,9415,1650,14,2,10,53
384,1795,800,4,1,3,79
385,6000,982,50,1,7,6
386,4765,741,6,1,4,2
387,5250,896,6,1,4,8
389,5250,861,15,1,4,37
390,3845,841,4,1,5,17
391,8000,1907,34,2,1,102
392,3560,698,5,1,6,14
393,1775,400,3,1,5,96
394,5100,1040,5,2,2,90
395,8000,2084,9,3,2,85
396,7650,900,9,1,1,11
398,3100,520,18,1,1,53
399,2445,500,2,1,4,96
400,5200,861,14,1,4,37
401,3285,494,7,1,3,54
402,10000,1500,6,1,1,106
403,5250,850,25,1,2,42
404,4600,1013,6,2,2,96
405,4450,1350,18,2,6,53
406,9000,1800,8,3,3,100
407,7000,1325,27,2,2,8
409,2995,750,12,1,2,91
410,4200,719,2,1,4,9
411,2600,400,18,1,5,30
412,9700,2000,10,3,2,75
413,6058,1222,9,2,13,1
415,5000,700,7,1,3,16
416,2400,503,12,1,1,30
417,3250,525,9,1,6,14
419,4035,490,41,1,3,6
420,3395,620,6,1,9,15
422,2825,538,18,1,1,112
423,2050,300,1,1,8,106
424,2995,500,3,1,2,50
425,5050,1195,2,2,4,28
426,5900,1650,3,1,1,11
427,2450,550,13,1,6,52
428,2200,400,4,1,8,86
429,3730,740,28,1,2,9
430,5600,909,10,1,1,6
431,2800,600,5,1,5,96
433,4350,643,14,1,4,2
434,3900,850,1,1,3,106
435,6500,1175,42,2,2,6
436,7495,650,6,1,3,106
437,2999,800,2,1,4,96
438,2595,600,5,1,7,106
439,5250,1000,6,2,2,34
440,5995,1500,4,2,2,89
441,3946,547,12,1,1,29
442,7800,1404,35,2,43,10
443,3200,613,3,1,3,31
444,4950,900,3,1,5,116
445,3650,850,3,1,43,14
446,2600,570,19,1,2,13
447,3100,1000,2,1,2,109
448,4500,900,2,1,3,116
449,5250,724,14,1,5,9
450,3375,658,15,1,6,14
451,4600,955,8,1,16,65
452,3675,650,26,1,3,31
453,3350,800,5,1,1,116
454,3500,760,3,1,5,8
455,6250,800,8,1,1,87
456,4700,941,22,1,7,39
457,2485,550,4,1,8,55
459,4615,775,7,1,9,86
460,3250,650,15,1,4,85
461,4000,900,12,1,16,65
462,2000,400,5,1,5,53
463,3950,860,33,1,2,29
464,2099,300,3,1,1,116
465,10000,1849,4,2,2,89
466,3195,620,3,1,10,18
467,2750,428,12,1,3,15
468,2950,525,20,1,5,30
469,5400,855,14,1,1,8
470,5100,767,10,1,2,9
471,2150,615,5,1,4,12
472,4800,1150,6,2,3,30
473,3415,592,7,1,1,116
474,5995,950,5,1,3,116
475,3695,1000,14,1,4,89
476,2650,547,2,1,2,86
477,4600,750,3,1,6,106
478,2790,472,4,1,4,47
479,3700,800,4,1,1,25
480,4500,864,30,1,5,30
482,3550,642,29,1,10,29
483,3535,702,10,1,5,17
484,9000,1800,5,2,2,116
485,4000,639,8,1,5,37
486,3323,431,21,1,2,16
487,6495,1195,28,2,3,37
488,2400,400,2,1,5,76
489,4600,1100,12,2,10,57
490,8000,1436,7,2,1,47
491,4495,801,21,1,6,31
492,2900,700,4,1,3,30
493,6080,1211,31,2,5,17
494,5100,1200,5,1,7,41
495,3453,514,6,1,12,4
496,9000,1611,9,2,1,8
497,9350,1700,14,2,2,85
498,3510,788,4,1,7,29
499,4506,1134,20,1,2,85
500,4000,550,9,1,2,89
501,3000,620,17,1,9,46
502,3370,583,12,1,10,16
503,6310,988,3,2,5,9
504,4995,908,15,2,7,29
505,3495,773,30,1,3,29
506,3823,924,15,1,3,44
509,7995,1317,9,2,4,7
510,3100,683,4,1,1,30
511,4610,602,8,1,3,16
512,4768,600,39,1,2,16
513,3650,709,3,1,4,116
514,2750,500,4,1,3,28
515,3900,1100,6,1,1,96
516,4000,768,37,1,2,9
517,5500,900,5,1,4,96
518,1850,550,2,1,2,116
519,3150,770,7,1,8,55
520,2400,775,2,1,2,95
522,2700,560,15,1,6,44
523,9950,1900,16,2,16,28
524,3200,670,7,1,1,29
525,4495,778,34,1,3,13
526,3150,700,8,1,12,32
527,5500,1200,9,1,4,109
528,3950,737,9,1,1,19
529,4200,2000,5,2,7,90
530,3195,850,4,1,3,106
531,4000,850,12,1,7,34
532,9995,1809,11,2,5,86
533,5125,1034,10,2,2,90
534,2625,565,2,1,1,12
535,3225,520,30,1,2,14
536,5950,732,16,1,8,10
537,2650,500,7,1,2,53
538,7500,992,14,1,5,86
539,5200,1500,1,2,1,91
540,6650,1171,6,2,3,61
541,2450,435,20,1,8,28
542,6700,1000,29,1,1,51
543,7195,1450,7,2,2,10
544,3350,428,4,1,10,0
545,4686,759,7,1,43,8
546,4500,938,7,1,1,180
547,2600,452,32,1,3,29
548,3000,703,5,1,4,27
549,6950,1150,15,2,2,6
550,4650,670,20,1,2,17
551,3350,714,16,1,5,26
552,6854,2200,8,2,7,96
553,3800,1500,1,2,5,96
554,8500,1409,15,2,43,8
555,2950,819,4,1,11,108
556,6250,987,6,1,2,8
557,7350,1380,20,2,10,30
558,4750,851,9,1,7,12
559,2720,265,5,1,9,0
560,2495,600,6,1,3,76
561,2150,600,2,1,5,126
562,2950,600,9,1,2,90
563,2700,450,4,1,7,115
564,3341,623,12,1,4,47
565,5300,1050,7,2,7,30
566,3400,623,11,1,2,89
567,6900,2200,4,1,1,116
568,2690,600,9,1,1,87
569,2000,600,2,1,8,106
570,3950,929,19,1,1,102
571,2600,428,4,1,12,8
574,2990,504,4,1,6,113
575,4795,1015,18,2,8,29
576,2850,750,5,1,7,106
577,3500,1000,19,1,6,57
578,6995,800,30,1,2,86
579,6500,1218,5,1,2,101
580,2700,450,2,1,3,15
581,7500,1500,4,2,3,55
582,5700,940,14,1,2,13
583,3900,560,1,1,2,106
584,4195,700,8,1,7,6
585,7290,1164,15,2,2,0
586,3800,900,3,1,2,52
587,3410,850,6,1,3,66
588,2900,525,23,1,3,11
589,9250,1653,3,2,11,8
591,10000,1840,6,3,1,54
592,4500,927,14,2,12,27
593,3000,600,10,1,5,30
594,2400,600,3,1,3,96
595,3000,615,4,1,12,8
596,6861,1231,17,2,2,16
597,6917,812,16,1,12,4
598,3800,850,6,1,4,85
599,3800,800,6,1,5,104
600,9250,1266,9,2,1,89
601,9995,1554,11,2,3,89
602,5995,1200,12,1,4,90
603,4280,875,27,1,43,10
604,4000,774,56,1,10,27
605,4275,735,36,1,4,47
606,3700,615,38,1,2,38
607,2395,550,2,1,8,32
608,9995,2100,13,3,6,33
609,6000,968,18,2,3,31
610,2050,450,1,1,6,106
611,3000,450,11,1,2,87
612,4565,642,6,1,7,5
613,3800,840,12,1,4,55
614,2900,1240,5,2,2,8
616,1999,500,5,1,2,51
617,3100,849,3,1,7,12
618,9750,1300,3,1,2,116
619,2500,470,3,1,3,59
621,3900,1100,4,2,4,106
622,5400,1800,4,1,4,30
623,2425,518,2,1,7,116
624,5940,709,30,1,3,6
626,3500,700,12,1,3,29
627,6055,962,12,2,12,4
629,5900,1450,16,2,4,39
630,4140,825,11,1,5,17
631,3876,529,8,1,1,29
632,2879,594,2,1,3,44
634,5995,1321,11,2,8,32
635,8250,1250,3,2,2,41
636,3595,773,23,1,4,18
637,6500,1100,17,2,2,29
639,6350,1352,31,2,3,29
640,5250,1191,23,2,8,18
641,3300,649,40,1,43,43
642,3750,820,22,2,5,86
643,8000,1038,16,2,8,10
644,5200,1500,9,2,6,57
645,7795,800,21,1,2,11
646,3500,650,16,1,11,31
648,3642,610,19,1,8,41
649,3100,579,11,1,3,31
650,3900,801,6,1,2,84
651,3500,725,23,1,12,32
652,7000,1000,3,1,5,86
653,8095,1698,11,3,43,10
654,7500,1150,22,2,2,17
655,7995,1356,15,2,43,8
656,3200,521,4,1,3,54
657,9000,1192,11,2,2,86
658,3365,637,6,1,10,16
659,6465,1168,32,2,5,17
660,2900,550,21,1,3,27
661,6700,1200,26,2,4,42
662,3705,697,11,1,5,17
663,4216,744,5,1,7,6
664,3395,800,14,1,3,76
665,2735,428,9,1,3,15
666,2800,670,3,1,3,106
667,8100,1309,17,2,11,31
668,2650,549,14,1,2,29
669,2900,600,4,1,2,84
670,5555,874,16,2,2,0
672,3575,705,6,1,5,30
673,8750,1420,5,2,7,27
674,5275,911,19,2,6,37
676,7500,1265,5,2,3,10
677,1895,400,14,1,1,89
678,4750,977,3,1,6,106
679,4600,1062,3,2,4,43
680,3150,560,4,1,2,86
681,4050,762,19,1,3,29
682,7085,1439,7,2,7,39
683,3595,598,3,1,4,7
684,3900,884,37,1,10,27
685,3595,735,6,1,4,85
686,5250,1200,3,1,3,88
687,2495,550,3,1,2,116
689,3645,600,8,1,2,99
690,7350,1103,8,2,5,9
691,5110,745,18,1,2,0
692,2550,550,8,1,3,58
693,2900,550,6,1,1,51
694,4650,942,4,1,1,25
695,3800,1000,2,1,5,116
696,3530,530,31,1,4,16
697,2795,500,19,1,3,29
698,5800,950,2,1,3,116
699,3500,693,3,1,3,15
700,2215,710,7,1,5,7
701,3325,628,5,1,6,14
702,4250,809,21,1,7,33
703,8500,1400,10,2,5,9
704,2935,559,33,1,7,33
705,8995,1667,40,2,11,31
706,6594,1082,9,2,2,16
707,9850,1489,66,2,2,30
708,8200,1055,42,2,2,22
709,6776,808,3,2,3,16
710,5999,1000,8,1,6,33
711,2095,700,5,1,3,116
712,2595,400,7,1,43,14
713,3500,947,2,1,4,8
714,3300,500,8,1,3,103
715,6800,1700,3,2,5,64
717,3750,800,15,1,2,89
718,3195,720,9,1,2,103
719,4700,707,3,1,2,8
720,2805,472,14,1,4,47
721,4150,747,5,1,3,11
722,3515,750,8,1,1,116
723,5850,942,5,1,9,86
724,3850,770,4,1,6,59
725,6350,1014,3,2,3,8
726,4000,750,14,1,2,14
727,5250,1800,7,3,6,104
728,3645,674,4,1,4,28
729,3725,591,7,1,6,29
730,2695,805,7,1,7,9
731,2650,625,3,1,17,96
732,1995,1000,36,1,6,89
733,6500,1500,13,2,1,90
734,3700,700,24,1,10,13
735,4500,733,11,1,6,2
736,3350,644,24,1,1,88
737,5999,1248,3,2,4,9
738,2800,618,4,1,3,86
739,4350,715,15,1,2,17
740,2600,600,4,1,4,52
741,3800,600,15,1,1,53
742,2500,1000,1,1,5,106
743,2800,420,8,1,2,53
744,2850,500,12,1,5,57
745,6118,909,11,1,1,6
746,5995,1400,31,2,6,41
747,3850,780,17,1,6,28
748,5395,558,5,1,3,2
749,3750,1100,4,1,6,96
750,1443,550,3,1,4,101
751,2795,800,4,1,6,106
752,4500,1400,4,2,2,107
753,3600,1200,10,2,2,105
754,3750,636,6,1,1,52
755,3800,1100,3,1,3,96
757,5155,812,33,1,5,44
758,2500,1200,8,1,4,9
759,2250,500,4,1,5,54
760,3750,646,17,1,3,11
761,4995,725,10,1,4,24
762,4198,851,17,1,3,44
763,7500,1052,32,1,4,33
764,3000,1400,1,1,1,96
765,3093,461,19,1,12,4
767,4195,854,27,1,5,30
768,2700,452,20,1,3,29
769,2499,700,5,1,5,96
770,3865,910,8,1,5,1
771,5935,926,11,1,5,9
772,4950,981,5,2,9,8
773,4600,900,4,1,5,12
774,8500,1500,5,2,2,93
775,3350,600,5,1,7,106
776,3550,581,7,1,5,37
777,4600,717,8,1,6,2
778,4850,1010,5,2,2,90
779,3150,750,3,1,3,106
780,3400,700,3,1,1,15
781,2200,675,2,1,1,106
782,3300,694,9,1,0,87
783,7000,1394,12,2,10,53
784,3850,605,6,1,2,10
785,6500,1100,18,1,4,43
787,2975,402,6,1,5,13
788,3100,600,2,1,1,53
789,2990,395,1,1,12,8
790,6995,1172,35,2,11,31
791,3229,470,7,1,4,19
792,3250,700,6,1,8,33
793,3254,403,11,1,2,16
794,8950,1449,13,2,2,10
795,3495,800,3,1,9,36
796,4850,938,13,2,4,85
797,4995,947,7,1,5,2
798,2900,600,9,1,2,84
799,3184,696,4,1,2,48
800,3000,500,3,1,3,116
802,2100,450,5,1,13,60
803,3160,602,7,1,1,19
804,3308,470,18,1,4,19
805,3500,499,3,1,10,0
806,4846,805,14,1,9,86
807,2300,611,6,1,9,12
808,2750,493,9,1,10,16
809,2695,445,25,1,3,29
810,6995,1091,14,2,2,92
811,6000,1034,37,2,3,15
812,2620,466,18,1,4,85
813,4895,950,3,0,6,96
814,3250,900,1,1,2,91
815,3498,464,15,1,2,13
816,1990,475,1,1,10,106
817,2650,471,45,1,2,29
818,5795,1133,19,2,2,41
819,7500,1104,31,2,4,2
820,2600,650,1,1,6,106
821,6725,1021,18,1,5,37
822,3200,622,10,1,5,31
824,3640,664,8,1,1,19
825,4500,800,29,1,13,9
826,5600,1049,30,2,5,17
827,3900,1000,7,1,2,115
828,3285,586,4,1,2,99
829,2850,500,2,1,6,59
830,3950,714,6,1,4,19
831,2775,486,12,1,1,112
832,3840,709,11,1,8,16
833,2100,500,4,1,8,115
834,2295,250,1,1,2,118
835,3700,900,14,1,12,55
836,3550,900,6,1,2,89
837,8500,1275,7,2,2,86
838,5500,925,4,1,3,101
839,5345,1038,28,2,7,39
840,5150,679,17,1,3,11
841,3965,629,25,1,7,39
842,4400,950,31,1,7,42
843,5340,971,9,2,8,16
844,2100,400,1,1,5,101
845,7250,1339,4,2,2,32
846,2850,488,17,1,1,103
847,1987,850,3,1,2,88
848,3600,668,7,1,5,30
849,3300,650,16,1,13,9
850,3795,577,21,1,4,16
851,2400,1250,2,1,5,101
852,4410,802,10,1,2,89
853,9250,1800,9,3,4,106
854,3230,1000,8,2,5,7
855,3500,678,7,1,5,85
856,4000,672,30,1,15,43
857,3813,826,20,1,4,47
858,3750,679,30,1,3,86
859,4590,730,12,1,3,89
860,4056,920,8,1,7,29
861,7250,2000,3,3,4,96
862,3595,700,3,1,4,8
863,8500,1613,8,1,3,101
864,2950,587,22,1,3,36
865,3600,775,9,1,4,85
866,3730,740,28,1,2,9
867,3100,550,9,1,2,55
868,3495,750,2,1,3,126
869,3700,1250,3,2,3,96
870,3850,817,4,1,2,85
871,3600,700,6,1,2,86
872,2095,475,6,1,3,91
873,7650,1235,20,2,4,11
874,2790,421,5,1,5,17
875,3295,628,31,1,6,37
876,3000,620,1,2,11,106
877,8900,1100,35,2,4,33
878,2960,537,7,1,1,116
879,4400,692,8,1,2,29
880,2995,500,11,1,1,29
881,1950,596,3,1,5,57
882,3850,675,3,1,5,61
883,4000,1000,5,1,5,96
884,5819,1121,19,1,2,116
885,4100,944,13,1,8,69
886,4195,1300,2,2,4,91
887,4200,535,7,1,0,4
888,3825,764,5,1,7,39
889,5250,1158,8,1,1,180
890,3400,800,3,1,6,106
891,2723,457,22,1,4,47
892,3800,817,7,1,1,8
894,3800,700,5,1,13,9
895,3342,648,18,1,14,30
896,7880,1500,16,2,4,35
897,4965,812,32,1,5,44
899,1600,550,1,1,5,11
900,3187,650,18,1,2,29
901,2750,550,1,1,8,96
902,5958,1300,21,2,1,51
903,4100,940,3,2,2,12
904,3600,710,34,1,6,37
905,3700,600,9,1,5,37
906,2700,550,16,1,5,59
907,4000,700,10,1,5,96
908,3300,650,5,1,10,18
909,2350,771,16,1,5,58
910,3795,750,11,1,2,116
911,7500,1300,16,2,3,27
912,5771,1018,10,2,9,9
913,4600,960,22,1,5,9
914,3400,850,7,1,3,87
915,3715,591,11,1,6,113
916,2750,595,8,1,1,76
917,1600,450,3,1,3,116
918,6500,1188,64,2,2,29
919,1500,450,3,1,2,106
920,2795,700,13,1,9,42
921,3211,775,17,1,2,53
922,6900,1196,4,2,10,0
923,2450,870,5,1,3,101
924,4400,750,2,1,2,30
925,3895,650,27,1,8,16
926,5260,1139,5,2,3,30
927,7500,1214,15,2,3,88
928,5495,1000,7,1,2,86
929,2595,600,4,1,2,116
930,5500,1000,4,1,2,116
931,5000,550,18,1,2,89
932,4150,640,14,1,3,9
933,3100,575,5,1,2,86
934,3995,589,11,1,4,7
935,3875,653,14,1,4,18
936,7000,1350,6,1,3,108
937,3775,609,12,1,12,4
940,2750,546,6,1,4,52
941,6800,1233,6,2,3,52
942,3700,900,4,1,1,87
943,3167,675,2,1,4,47
944,3775,632,30,1,2,41
945,3495,631,1,1,3,102
946,2900,1200,3,2,3,86
947,3805,698,3,1,6,14
948,5950,988,33,1,5,9
949,8500,2000,18,2,4,56
950,6806,1082,28,2,2,16
951,3195,800,6,1,4,56
953,3300,500,2,1,3,86
954,2950,585,17,1,2,34
955,2995,670,10,1,8,28
956,5300,960,7,1,2,106
957,4400,927,31,2,12,32
958,3100,602,8,1,9,15
959,3990,1000,24,2,8,18
960,2499,367,11,1,2,112
961,4695,900,3,1,4,51
962,7100,1900,4,2,3,116
963,5600,850,21,2,1,31
964,2400,550,1,1,7,85
965,4195,885,14,1,6,60
966,5450,1070,32,2,13,9
967,3300,538,7,1,3,11
968,3405,591,14,1,6,14
970,5800,1200,25,2,8,32
971,7995,990,12,1,2,53
972,1700,350,1,1,9,96
973,3900,698,21,1,2,8
974,2595,800,2,1,3,93
975,3465,804,3,1,14,55
976,2550,1000,4,1,6,115
977,3500,600,32,1,2,28
