house_id,rent,size_sqft,floor,bathrooms,min_to_subway,age_yrs
68,3388.0 ,825.0 ,4 ,1 ,4 ,47 
69,3483.0 ,735.0 ,4 ,1 ,9 ,87 
70,2900.0 ,1250.0 ,2 ,1 ,2 ,96 
71,4600.0 ,890.0 ,8 ,1 ,2 ,10 
72,1695.0 ,750.0 ,4 ,1 ,1 ,87 
73,2700.0 ,542.0 ,22 ,1 ,6 ,28 
74,11750.0 ,3100.0 ,11 ,3 ,2 ,111 
75,5080.0 ,850.0 ,26 ,1 ,2 ,42 
76,4890.0 ,815.0 ,7 ,1 ,43 ,8 
77,3800.0 ,750.0 ,21 ,1 ,13 ,9 
78,5200.0 ,2000.0 ,4 ,2 ,5 ,106 
79,2800.0 ,450.0 ,5 ,1 ,4 ,43 
80,6000.0 ,1200.0 ,4 ,2 ,9 ,105 
81,2100.0 ,400.0 ,2 ,1 ,5 ,101 
82,2300.0 ,500.0 ,3 ,1 ,6 ,96 
83,16750.0 ,2850.0 ,27 ,3 ,1 ,102 
84,6400.0 ,1151.0 ,7 ,1 ,3 ,87 
85,5595.0 ,1170.0 ,28 ,2 ,4 ,85 
86,2800.0 ,466.0 ,4 ,1 ,5 ,10 
87,3219.0 ,533.0 ,17 ,1 ,4 ,47 
88,8500.0 ,1244.0 ,6 ,2 ,1 ,9 
89,10000.0 ,1508.0 ,7 ,2 ,1 ,89 
90,3775.0 ,600.0 ,2 ,1 ,0 ,56 
91,4350.0 ,880.0 ,14 ,1 ,7 ,16 
92,3995.0 ,899.0 ,14 ,1 ,1 ,112 
93,4995.0 ,1153.0 ,16 ,2 ,43 ,9 
94,7195.0 ,2430.0 ,5 ,2 ,5 ,96 
95,7600.0 ,1500.0 ,9 ,2 ,5 ,2 
96,2995.0 ,350.0 ,5 ,1 ,1 ,116 
97,4490.0 ,620.0 ,29 ,1 ,4 ,16 
98,3450.0 ,1800.0 ,5 ,2 ,2 ,101 
99,3800.0 ,700.0 ,19 ,1 ,13 ,9 
100,14662.0 ,1732.0 ,10 ,3 ,4 ,113 
101,2575.0 ,490.0 ,8 ,1 ,3 ,15 
102,3750.0 ,700.0 ,5 ,1 ,3 ,90 
103,6695.0 ,1033.0 ,17 ,2 ,2 ,30 
104,5500.0 ,1165.0 ,22 ,1 ,5 ,37 
105,5475.0 ,1094.0 ,38 ,1 ,2 ,30 
106,4910.0 ,933.0 ,10 ,2 ,10 ,16 
107,5150.0 ,695.0 ,18 ,1 ,3 ,52 
108,4950.0 ,1115.0 ,2 ,1 ,5 ,37 
109,5225.0 ,770.0 ,11 ,1 ,3 ,52 
110,13750.0 ,1920.0 ,8 ,3 ,43 ,8 
111,4500.0 ,755.0 ,43 ,1 ,7 ,6 
112,2200.0 ,675.0 ,4 ,1 ,4 ,88 
113,4000.0 ,840.0 ,40 ,1 ,10 ,30 
114,4300.0 ,559.0 ,24 ,1 ,3 ,11 
115,2750.0 ,730.0 ,3 ,1 ,5 ,9 
116,5120.0 ,1003.0 ,7 ,2 ,10 ,16 
117,5895.0 ,1200.0 ,18 ,2 ,2 ,13 
118,11723.0 ,1540.0 ,8 ,2 ,1 ,89 
119,4270.0 ,630.0 ,12 ,1 ,2 ,13 
120,2995.0 ,548.0 ,11 ,1 ,2 ,13 
121,2150.0 ,687.0 ,2 ,1 ,4 ,96 
122,3500.0 ,651.0 ,34 ,1 ,6 ,37 
123,2150.0 ,650.0 ,2 ,1 ,7 ,115 
124,2350.0 ,400.0 ,16 ,1 ,5 ,30 
125,4499.0 ,837.0 ,14 ,1 ,6 ,37 
126,3815.0 ,665.0 ,23 ,1 ,8 ,16 
127,3200.0 ,850.0 ,3 ,1 ,7 ,60 
128,1625.0 ,560.0 ,2 ,1 ,6 ,96 
129,3500.0 ,722.0 ,32 ,1 ,12 ,32 
130,3495.0 ,686.0 ,34 ,1 ,10 ,29 
131,2025.0 ,350.0 ,4 ,1 ,3 ,90 
132,2700.0 ,750.0 ,1 ,1 ,2 ,112 
133,3550.0 ,748.0 ,9 ,1 ,6 ,10 
134,6000.0 ,1500.0 ,2 ,1 ,2 ,151 
135,4750.0 ,917.0 ,4 ,2 ,3 ,15 
136,2800.0 ,520.0 ,24 ,1 ,2 ,9 
137,5000.0 ,707.0 ,5 ,1 ,2 ,8 
138,3500.0 ,1050.0 ,4 ,2 ,5 ,96 
139,6800.0 ,1295.0 ,34 ,2 ,11 ,15 
140,2775.0 ,500.0 ,22 ,1 ,3 ,30 
141,7900.0 ,1160.0 ,9 ,2 ,2 ,75 
142,3995.0 ,800.0 ,5 ,1 ,3 ,27 
143,9950.0 ,2050.0 ,4 ,2 ,3 ,52 
144,3400.0 ,800.0 ,3 ,1 ,7 ,16 
145,3300.0 ,725.0 ,5 ,1 ,4 ,91 
146,11000.0 ,3000.0 ,2 ,2 ,0 ,116 
147,3250.0 ,850.0 ,3 ,1 ,5 ,116 
148,5700.0 ,1176.0 ,2 ,2 ,12 ,7 
149,7246.0 ,1080.0 ,10 ,2 ,1 ,89 
150,5688.0 ,1260.0 ,7 ,2 ,7 ,39 
151,6350.0 ,1352.0 ,2 ,2 ,1 ,126 
152,2800.0 ,351.0 ,2 ,1 ,1 ,29 
153,5740.0 ,761.0 ,15 ,1 ,5 ,6 
154,3500.0 ,1031.0 ,6 ,2 ,3 ,13 
155,12500.0 ,2500.0 ,6 ,3 ,5 ,96 
156,2695.0 ,625.0 ,7 ,1 ,9 ,8 
157,2895.0 ,506.0 ,18 ,1 ,2 ,41 
158,16500.0 ,1895.0 ,4 ,2 ,9 ,1 
159,5000.0 ,764.0 ,20 ,1 ,2 ,38 
160,6600.0 ,1100.0 ,12 ,2 ,2 ,92 
161,3490.0 ,800.0 ,4 ,2 ,6 ,106 
162,4800.0 ,1000.0 ,8 ,2 ,3 ,96 
163,4050.0 ,805.0 ,20 ,1 ,11 ,15 
164,5850.0 ,752.0 ,33 ,1 ,3 ,6 
165,2300.0 ,650.0 ,3 ,1 ,3 ,76 
166,3275.0 ,480.0 ,9 ,1 ,4 ,86 
167,4095.0 ,713.0 ,9 ,1 ,4 ,19 
168,2995.0 ,800.0 ,2 ,1 ,3 ,106 
169,5900.0 ,1076.0 ,11 ,2 ,5 ,30 
170,3920.0 ,718.0 ,4 ,1 ,4 ,16 
171,4795.0 ,707.0 ,10 ,1 ,7 ,16 
172,3800.0 ,600.0 ,14 ,1 ,2 ,9 
173,12500.0 ,1833.0 ,14 ,3 ,5 ,2 
174,5000.0 ,805.0 ,4 ,1 ,4 ,9 
175,4365.0 ,619.0 ,37 ,1 ,3 ,6 
176,3950.0 ,899.0 ,3 ,1 ,1 ,112 
177,4000.0 ,740.0 ,17 ,1 ,2 ,14 
178,3905.0 ,809.0 ,26 ,1 ,7 ,39 
179,4000.0 ,700.0 ,4 ,1 ,3 ,62 
180,2750.0 ,475.0 ,5 ,1 ,1 ,25 
181,3631.0 ,707.0 ,1 ,1 ,3 ,71 
182,2095.0 ,410.0 ,2 ,1 ,8 ,106 
183,7995.0 ,852.0 ,6 ,2 ,3 ,106 
184,2995.0 ,579.0 ,2 ,1 ,4 ,55 
185,18450.0 ,830.0 ,7 ,2 ,2 ,29 
186,4250.0 ,800.0 ,46 ,1 ,13 ,9 
187,4995.0 ,972.0 ,10 ,1 ,7 ,6 
188,4200.0 ,530.0 ,17 ,1 ,1 ,90 
189,4300.0 ,700.0 ,9 ,1 ,5 ,37 
190,14000.0 ,2000.0 ,55 ,2 ,4 ,33 
191,8250.0 ,1406.0 ,3 ,2 ,4 ,11 
192,3950.0 ,750.0 ,2 ,1 ,2 ,106 
193,5995.0 ,1815.0 ,1 ,2 ,4 ,96 
194,4785.0 ,823.0 ,17 ,1 ,5 ,44 
195,4800.0 ,1150.0 ,35 ,2 ,12 ,27 
196,3595.0 ,620.0 ,9 ,1 ,11 ,31 
197,4500.0 ,1041.0 ,6 ,2 ,10 ,27 
198,5415.0 ,767.0 ,29 ,1 ,2 ,8 
199,5500.0 ,1145.0 ,2 ,1 ,4 ,11 
200,3700.0 ,850.0 ,4 ,1 ,4 ,53 
201,1700.0 ,400.0 ,3 ,1 ,8 ,5 
202,2799.0 ,750.0 ,3 ,1 ,3 ,96 
203,9300.0 ,1800.0 ,12 ,3 ,3 ,100 
204,4990.0 ,643.0 ,32 ,1 ,3 ,6 
205,7795.0 ,1266.0 ,5 ,2 ,1 ,43 
206,6000.0 ,900.0 ,26 ,2 ,1 ,31 
207,2450.0 ,450.0 ,10 ,1 ,2 ,93 
208,7000.0 ,2200.0 ,16 ,3 ,6 ,57 
209,3250.0 ,570.0 ,3 ,1 ,2 ,86 
210,5495.0 ,860.0 ,19 ,1 ,2 ,30 
211,4050.0 ,834.0 ,6 ,1 ,2 ,58 
212,3900.0 ,720.0 ,8 ,1 ,4 ,7 
213,3195.0 ,574.0 ,11 ,1 ,2 ,99 
214,3000.0 ,496.0 ,4 ,1 ,2 ,28 
215,3700.0 ,642.0 ,32 ,1 ,10 ,29 
216,7950.0 ,1280.0 ,45 ,2 ,2 ,38 
217,2995.0 ,610.0 ,19 ,1 ,2 ,29 
218,2600.0 ,437.0 ,3 ,1 ,12 ,8 
219,2095.0 ,410.0 ,2 ,1 ,8 ,106 
220,5668.0 ,1022.0 ,21 ,2 ,4 ,47 
221,7995.0 ,1518.0 ,4 ,2 ,3 ,31 
222,3190.0 ,650.0 ,1 ,1 ,6 ,106 
223,2300.0 ,400.0 ,2 ,1 ,12 ,106 
224,4950.0 ,917.0 ,9 ,2 ,3 ,15 
225,3100.0 ,475.0 ,2 ,1 ,3 ,116 
226,6400.0 ,1300.0 ,4 ,2 ,11 ,17 
227,3950.0 ,800.0 ,10 ,1 ,2 ,8 
228,4400.0 ,500.0 ,2 ,1 ,3 ,106 
229,6450.0 ,1025.0 ,3 ,2 ,6 ,2 
230,3100.0 ,757.0 ,18 ,1 ,4 ,19 
231,7700.0 ,1175.0 ,36 ,2 ,2 ,6 
232,18250.0 ,2700.0 ,4 ,4 ,2 ,85 
233,13500.0 ,1868.0 ,32 ,3 ,43 ,8 
234,5780.0 ,1300.0 ,12 ,2 ,2 ,38 
235,6800.0 ,1280.0 ,35 ,2 ,3 ,11 
236,3300.0 ,750.0 ,3 ,1 ,12 ,96 
237,5500.0 ,1000.0 ,5 ,1 ,3 ,101 
238,1750.0 ,500.0 ,1 ,1 ,4 ,100 
239,8500.0 ,1478.0 ,54 ,2 ,9 ,15 
240,2650.0 ,482.0 ,30 ,1 ,6 ,28 
241,3700.0 ,763.0 ,6 ,1 ,3 ,31 
242,6000.0 ,923.0 ,34 ,1 ,1 ,51 
243,5145.0 ,1038.0 ,17 ,2 ,7 ,39 
244,2600.0 ,525.0 ,5 ,1 ,2 ,115 
245,1600.0 ,550.0 ,3 ,1 ,7 ,106 
246,3058.0 ,533.0 ,19 ,1 ,4 ,47 
247,4475.0 ,583.0 ,12 ,1 ,8 ,10 
248,4950.0 ,927.0 ,32 ,1 ,3 ,29 
249,3932.0 ,678.0 ,9 ,1 ,4 ,47 
250,3000.0 ,730.0 ,7 ,1 ,2 ,53 
251,5150.0 ,910.0 ,31 ,1 ,9 ,86 
252,3450.0 ,750.0 ,7 ,1 ,2 ,96 
253,2250.0 ,750.0 ,4 ,1 ,7 ,102 
254,4260.0 ,958.0 ,30 ,1 ,10 ,27 
255,4375.0 ,668.0 ,23 ,1 ,2 ,16 
256,10995.0 ,1800.0 ,30 ,3 ,7 ,9 
257,2900.0 ,600.0 ,16 ,1 ,12 ,27 
258,4200.0 ,690.0 ,6 ,1 ,7 ,6 
259,7500.0 ,1425.0 ,6 ,2 ,3 ,54 
260,3665.0 ,674.0 ,8 ,1 ,4 ,47 
261,3800.0 ,1100.0 ,6 ,2 ,5 ,96 
262,2995.0 ,800.0 ,1 ,1 ,4 ,66 
263,3935.0 ,752.0 ,4 ,1 ,6 ,14 
264,2495.0 ,500.0 ,4 ,1 ,6 ,96 
265,3400.0 ,636.0 ,5 ,1 ,4 ,31 
266,5535.0 ,971.0 ,25 ,2 ,8 ,16 
267,3600.0 ,643.0 ,13 ,1 ,3 ,8 
268,5440.0 ,1120.0 ,14 ,2 ,3 ,30 
269,1950.0 ,400.0 ,7 ,1 ,6 ,75 
270,4100.0 ,600.0 ,24 ,1 ,6 ,6 
271,2200.0 ,275.0 ,3 ,1 ,1 ,116 
272,7000.0 ,1367.0 ,20 ,2 ,3 ,29 
273,4695.0 ,1033.0 ,2 ,2 ,4 ,108 
274,5300.0 ,855.0 ,11 ,1 ,1 ,8 
275,7900.0 ,1025.0 ,5 ,2 ,6 ,2 
276,3600.0 ,648.0 ,4 ,1 ,4 ,2 
277,1950.0 ,900.0 ,5 ,1 ,3 ,91 
278,7500.0 ,1600.0 ,3 ,2 ,2 ,116 
279,5150.0 ,719.0 ,6 ,1 ,4 ,9 
280,4730.0 ,829.0 ,21 ,2 ,3 ,15 
281,1460.0 ,305.0 ,3 ,1 ,5 ,57 
282,5300.0 ,1141.0 ,5 ,2 ,6 ,113 
283,9995.0 ,1947.0 ,8 ,3 ,1 ,90 
284,3950.0 ,679.0 ,6 ,1 ,1 ,29 
285,2685.0 ,550.0 ,10 ,1 ,3 ,53 
286,2695.0 ,700.0 ,5 ,1 ,2 ,106 
287,3500.0 ,625.0 ,19 ,1 ,4 ,42 
288,4000.0 ,1024.0 ,16 ,1 ,2 ,51 
289,14000.0 ,2556.0 ,2 ,2 ,1 ,132 
290,9950.0 ,1238.0 ,2 ,1 ,2 ,3 
291,3675.0 ,900.0 ,4 ,1 ,2 ,55 
292,7250.0 ,1150.0 ,3 ,2 ,1 ,25 
293,3425.0 ,465.0 ,8 ,1 ,2 ,17 
294,2125.0 ,500.0 ,6 ,1 ,9 ,86 
295,4200.0 ,800.0 ,5 ,1 ,2 ,106 
296,2999.0 ,600.0 ,16 ,1 ,2 ,65 
297,5100.0 ,720.0 ,11 ,1 ,3 ,115 
298,5256.0 ,979.0 ,30 ,2 ,3 ,13 
299,3688.0 ,766.0 ,17 ,1 ,4 ,47 
300,2595.0 ,650.0 ,4 ,1 ,4 ,106 
301,3850.0 ,800.0 ,16 ,1 ,7 ,34 
302,4000.0 ,687.0 ,16 ,1 ,3 ,31 
303,3290.0 ,750.0 ,10 ,1 ,2 ,89 
304,2100.0 ,650.0 ,5 ,1 ,4 ,88 
305,5200.0 ,1000.0 ,2 ,2 ,2 ,116 
306,10000.0 ,1350.0 ,53 ,2 ,2 ,38 
307,6300.0 ,1260.0 ,5 ,2 ,8 ,46 
308,4870.0 ,972.0 ,8 ,2 ,4 ,28 
309,4500.0 ,890.0 ,3 ,2 ,9 ,106 
310,6000.0 ,801.0 ,1 ,1 ,1 ,3 
311,2500.0 ,800.0 ,4 ,1 ,4 ,96 
312,14500.0 ,2700.0 ,30 ,5 ,8 ,18 
313,4000.0 ,555.0 ,4 ,1 ,2 ,8 
314,2150.0 ,669.0 ,2 ,1 ,6 ,4 
315,12000.0 ,1828.0 ,7 ,2 ,4 ,76 
316,2300.0 ,425.0 ,12 ,1 ,8 ,28 
317,10780.0 ,1608.0 ,12 ,2 ,6 ,5 
318,1650.0 ,585.0 ,4 ,1 ,1 ,96 
319,5350.0 ,900.0 ,15 ,1 ,1 ,51 
320,4495.0 ,951.0 ,20 ,2 ,12 ,32 
321,14500.0 ,1400.0 ,3 ,2 ,2 ,98 
322,3800.0 ,1100.0 ,10 ,2 ,5 ,12 
323,1800.0 ,670.0 ,1 ,1 ,4 ,116 
324,2450.0 ,400.0 ,3 ,1 ,2 ,116 
325,6000.0 ,1000.0 ,2 ,1 ,2 ,116 
326,2750.0 ,750.0 ,3 ,1 ,14 ,116 
327,5050.0 ,985.0 ,39 ,1 ,5 ,37 
328,2200.0 ,550.0 ,2 ,1 ,2 ,108 
329,3085.0 ,506.0 ,10 ,1 ,5 ,44 
330,3650.0 ,517.0 ,2 ,1 ,6 ,2 
331,3800.0 ,710.0 ,31 ,1 ,6 ,37 
332,3500.0 ,585.0 ,3 ,1 ,2 ,17 
333,10500.0 ,1900.0 ,9 ,2 ,5 ,84 
334,7999.0 ,1825.0 ,11 ,2 ,5 ,91 
335,4185.0 ,884.0 ,42 ,1 ,10 ,27 
336,3350.0 ,400.0 ,25 ,1 ,2 ,26 
337,2850.0 ,850.0 ,5 ,1 ,2 ,96 
338,3323.0 ,1400.0 ,3 ,1 ,3 ,96 
339,4300.0 ,650.0 ,3 ,1 ,3 ,116 
340,5900.0 ,980.0 ,24 ,1 ,3 ,33 
341,3200.0 ,900.0 ,6 ,1 ,8 ,76 
342,10662.0 ,2044.0 ,9 ,4 ,2 ,85 
343,6650.0 ,1143.0 ,30 ,2 ,6 ,10 
344,3800.0 ,682.0 ,12 ,1 ,3 ,31 
345,4080.0 ,560.0 ,2 ,1 ,1 ,29 
346,5000.0 ,1000.0 ,1 ,2 ,2 ,116 
347,3500.0 ,700.0 ,5 ,1 ,1 ,91 
348,7500.0 ,1487.0 ,9 ,2 ,10 ,9 
349,4575.0 ,853.0 ,11 ,1 ,3 ,52 
350,4000.0 ,775.0 ,4 ,1 ,2 ,90 
351,3925.0 ,572.0 ,11 ,1 ,0 ,4 
352,5500.0 ,934.0 ,18 ,2 ,2 ,29 
353,8500.0 ,1650.0 ,18 ,2 ,2 ,14 
354,3300.0 ,1300.0 ,2 ,2 ,2 ,96 
355,15000.0 ,2800.0 ,4 ,3 ,6 ,109 
356,4950.0 ,812.0 ,5 ,1 ,4 ,19 
357,9995.0 ,1552.0 ,9 ,3 ,3 ,13 
358,3495.0 ,771.0 ,7 ,1 ,2 ,90 
359,2600.0 ,740.0 ,2 ,1 ,12 ,101 
360,3000.0 ,800.0 ,1 ,1 ,3 ,96 
361,5855.0 ,1171.0 ,9 ,2 ,10 ,27 
362,4500.0 ,874.0 ,3 ,1 ,2 ,25 
363,7995.0 ,1075.0 ,33 ,1 ,4 ,33 
364,18000.0 ,3160.0 ,5 ,4 ,1 ,79 
365,2450.0 ,475.0 ,15 ,1 ,3 ,85 
366,3791.0 ,585.0 ,16 ,1 ,12 ,4 
367,5600.0 ,865.0 ,9 ,1 ,2 ,85 
368,3945.0 ,609.0 ,3 ,1 ,5 ,9 
369,3000.0 ,613.0 ,7 ,1 ,3 ,31 
370,7500.0 ,1400.0 ,6 ,2 ,4 ,90 
371,3950.0 ,606.0 ,37 ,1 ,2 ,6 
372,3450.0 ,500.0 ,1 ,1 ,1 ,3 
373,3200.0 ,717.0 ,5 ,1 ,2 ,28 
374,5850.0 ,850.0 ,24 ,1 ,2 ,30 
375,10995.0 ,2200.0 ,12 ,3 ,4 ,90 
376,2800.0 ,550.0 ,3 ,1 ,1 ,58 
377,2575.0 ,386.0 ,20 ,1 ,10 ,29 
378,1599.0 ,343.0 ,16 ,1 ,6 ,55 
379,3400.0 ,606.0 ,26 ,1 ,6 ,37 
380,2995.0 ,900.0 ,4 ,1 ,5 ,106 
381,3790.0 ,752.0 ,5 ,1 ,7 ,7 
382,4195.0 ,760.0 ,5 ,1 ,2 ,55 
383,9415.0 ,1650.0 ,14 ,2 ,10 ,53 
384,1795.0 ,800.0 ,4 ,1 ,3 ,79 
385,6000.0 ,982.0 ,50 ,1 ,7 ,6 
386,4765.0 ,741.0 ,6 ,1 ,4 ,2 
387,5250.0 ,896.0 ,6 ,1 ,4 ,8 
388,17500.0 ,2433.0 ,20 ,3 ,3 ,9 
389,5250.0 ,861.0 ,15 ,1 ,4 ,37 
390,3845.0 ,841.0 ,4 ,1 ,5 ,17 
391,8000.0 ,1907.0 ,34 ,2 ,1 ,102 
392,3560.0 ,698.0 ,5 ,1 ,6 ,14 
393,1775.0 ,400.0 ,3 ,1 ,5 ,96 
394,5100.0 ,1040.0 ,5 ,2 ,2 ,90 
395,8000.0 ,2084.0 ,9 ,3 ,2 ,85 
396,7650.0 ,900.0 ,9 ,1 ,1 ,11 
397,15000.0 ,2070.0 ,19 ,3 ,3 ,29 
398,3100.0 ,520.0 ,18 ,1 ,1 ,53 
399,2445.0 ,500.0 ,2 ,1 ,4 ,96 
400,5200.0 ,861.0 ,14 ,1 ,4 ,37 
401,3285.0 ,494.0 ,7 ,1 ,3 ,54 
402,10000.0 ,1500.0 ,6 ,1 ,1 ,106 
403,5250.0 ,850.0 ,25 ,1 ,2 ,42 
404,4600.0 ,1013.0 ,6 ,2 ,2 ,96 
405,4450.0 ,1350.0 ,18 ,2 ,6 ,53 
406,9000.0 ,1800.0 ,8 ,3 ,3 ,100 
407,7000.0 ,1325.0 ,27 ,2 ,2 ,8 
408,15000.0 ,1981.0 ,16 ,3 ,9 ,11 
409,2995.0 ,750.0 ,12 ,1 ,2 ,91 
410,4200.0 ,719.0 ,2 ,1 ,4 ,9 
411,2600.0 ,400.0 ,18 ,1 ,5 ,30 
412,9700.0 ,2000.0 ,10 ,3 ,2 ,75 
413,6058.0 ,1222.0 ,9 ,2 ,13 ,1 
414,11257.0 ,2000.0 ,8 ,3 ,9 ,6 
415,5000.0 ,700.0 ,7 ,1 ,3 ,16 
416,2400.0 ,503.0 ,12 ,1 ,1 ,30 
417,3250.0 ,525.0 ,9 ,1 ,6 ,14 
418,14000.0 ,2000.0 ,55 ,2 ,4 ,33 
419,4035.0 ,490.0 ,41 ,1 ,3 ,6 
420,3395.0 ,620.0 ,6 ,1 ,9 ,15 
421,14000.0 ,2153.0 ,6 ,3 ,1 ,9 
422,2825.0 ,538.0 ,18 ,1 ,1 ,112 
423,2050.0 ,300.0 ,1 ,1 ,8 ,106 
424,2995.0 ,500.0 ,3 ,1 ,2 ,50 
425,5050.0 ,1195.0 ,2 ,2 ,4 ,28 
426,5900.0 ,1650.0 ,3 ,1 ,1 ,11 
427,2450.0 ,550.0 ,13 ,1 ,6 ,52 
428,2200.0 ,400.0 ,4 ,1 ,8 ,86 
429,3730.0 ,740.0 ,28 ,1 ,2 ,9 
430,5600.0 ,909.0 ,10 ,1 ,1 ,6 
431,2800.0 ,600.0 ,5 ,1 ,5 ,96 
432,11000.0 ,2101.0 ,3 ,2 ,1 ,110 
433,4350.0 ,643.0 ,14 ,1 ,4 ,2 
434,3900.0 ,850.0 ,1 ,1 ,3 ,106 
435,6500.0 ,1175.0 ,42 ,2 ,2 ,6 
436,7495.0 ,650.0 ,6 ,1 ,3 ,106 
437,2999.0 ,800.0 ,2 ,1 ,4 ,96 
438,2595.0 ,600.0 ,5 ,1 ,7 ,106 
439,5250.0 ,1000.0 ,6 ,2 ,2 ,34 
440,5995.0 ,1500.0 ,4 ,2 ,2 ,89 
441,3946.0 ,547.0 ,12 ,1 ,1 ,29 
442,7800.0 ,1404.0 ,35 ,2 ,43 ,10 
443,3200.0 ,613.0 ,3 ,1 ,3 ,31 
444,4950.0 ,900.0 ,3 ,1 ,5 ,116 
445,3650.0 ,850.0 ,3 ,1 ,43 ,14 
446,2600.0 ,570.0 ,19 ,1 ,2 ,13 
447,3100.0 ,1000.0 ,2 ,1 ,2 ,109 
448,4500.0 ,900.0 ,2 ,1 ,3 ,116 
449,5250.0 ,724.0 ,14 ,1 ,5 ,9 
450,3375.0 ,658.0 ,15 ,1 ,6 ,14 
451,4600.0 ,955.0 ,8 ,1 ,16 ,65 
452,3675.0 ,650.0 ,26 ,1 ,3 ,31 
453,3350.0 ,800.0 ,5 ,1 ,1 ,116 
454,3500.0 ,760.0 ,3 ,1 ,5 ,8 
455,6250.0 ,800.0 ,8 ,1 ,1 ,87 
456,4700.0 ,941.0 ,22 ,1 ,7 ,39 
457,2485.0 ,550.0 ,4 ,1 ,8 ,55 
458,12500.0 ,1776.0 ,6 ,3 ,7 ,9 
459,4615.0 ,775.0 ,7 ,1 ,9 ,86 
