customer_id,age,gender,week,transaction,sales,cum_sales
23,22,F,7,1,30,40
23,22,F,8,0,0,70
23,22,F,9,1,22,70
23,22,F,10,1,23,92
24,50,M,1,1,18,0
24,50,M,2,0,0,18
24,50,M,3,0,0,18
24,50,M,4,0,0,18
24,50,M,5,0,0,18
24,50,M,6,0,0,18
24,50,M,7,1,22,18
24,50,M,8,0,0,40
24,50,M,9,0,0,40
24,50,M,10,1,28,40
25,18,M,1,1,28,0
25,18,M,2,0,0,28
25,18,M,3,1,21,28
25,18,M,4,1,27,49
25,18,M,5,1,15,76
25,18,M,6,1,17,91
25,18,M,7,1,13,108
25,18,M,8,1,16,121
25,18,M,9,1,26,137
25,18,M,10,1,12,163
26,35,M,1,1,29,0
26,35,M,2,0,0,29
26,35,M,3,1,10,29
26,35,M,4,0,0,39
26,35,M,5,1,18,39
26,35,M,6,0,0,57
26,35,M,7,1,13,57
26,35,M,8,1,24,70
26,35,M,9,1,10,94
26,35,M,10,1,30,104
27,49,M,1,1,20,0
27,49,M,2,0,0,20
27,49,M,3,0,0,20
27,49,M,4,0,0,20
27,49,M,5,1,25,20
27,49,M,6,1,10,45
27,49,M,7,1,27,55
27,49,M,8,1,13,82
27,49,M,9,1,17,95
27,49,M,10,1,24,112
28,64,F,1,1,12,0
28,64,F,2,0,0,12
28,64,F,3,0,0,12
28,64,F,4,0,0,12
28,64,F,5,1,23,12
28,64,F,6,1,30,35
28,64,F,7,1,25,65
28,64,F,8,1,18,90
28,64,F,9,1,23,108
28,64,F,10,1,11,131
29,66,F,1,1,11,0
29,66,F,2,0,0,11
29,66,F,3,0,0,11
29,66,F,4,1,16,11
29,66,F,5,1,16,27
29,66,F,6,0,0,43
29,66,F,7,1,19,43
29,66,F,8,1,26,62
29,66,F,9,1,23,88
29,66,F,10,1,24,111
30,28,F,1,1,16,0
30,28,F,2,0,0,16
30,28,F,3,0,0,16
30,28,F,4,0,0,16
30,28,F,5,0,0,16
30,28,F,6,0,0,16
30,28,F,7,1,17,16
30,28,F,8,0,0,33
30,28,F,9,1,24,33
30,28,F,10,1,10,57
31,38,M,1,1,10,0
31,38,M,2,0,0,10
31,38,M,3,0,0,10
31,38,M,4,0,0,10
31,38,M,5,0,0,10
31,38,M,6,1,28,10
31,38,M,7,1,27,38
31,38,M,8,1,18,65
31,38,M,9,1,12,83
31,38,M,10,1,23,95
32,43,F,1,1,21,0
32,43,F,2,0,0,21
32,43,F,3,0,0,21
32,43,F,4,1,15,21
32,43,F,5,1,16,36
32,43,F,6,1,25,52
32,43,F,7,1,21,77
32,43,F,8,1,11,98
32,43,F,9,1,23,109
32,43,F,10,1,25,132
33,42,M,1,1,27,0
33,42,M,2,0,0,27
33,42,M,3,0,0,27
33,42,M,4,0,0,27
33,42,M,5,0,0,27
33,42,M,6,1,29,27
33,42,M,7,0,0,56
33,42,M,8,1,16,56
33,42,M,9,1,30,72
33,42,M,10,1,10,102
34,39,F,1,1,18,0
34,39,F,2,0,0,18
34,39,F,3,1,25,18
34,39,F,4,1,13,43
34,39,F,5,1,24,56
34,39,F,6,1,14,80
34,39,F,7,1,18,94
34,39,F,8,1,30,112
34,39,F,9,1,28,142
34,39,F,10,1,19,170
35,44,F,1,1,18,0
35,44,F,2,0,0,18
35,44,F,3,1,18,18
35,44,F,4,1,17,36
35,44,F,5,1,19,53
35,44,F,6,1,29,72
35,44,F,7,1,15,101
35,44,F,8,1,22,116
35,44,F,9,1,21,138
35,44,F,10,1,30,159
36,66,F,1,1,30,0
36,66,F,2,0,0,30
36,66,F,3,1,14,30
36,66,F,4,1,30,44
36,66,F,5,1,13,74
36,66,F,6,1,29,87
36,66,F,7,1,25,116
36,66,F,8,1,14,141
36,66,F,9,1,19,155
36,66,F,10,1,11,174
37,30,M,1,1,18,0
37,30,M,2,0,0,18
37,30,M,3,0,0,18
37,30,M,4,0,0,18
37,30,M,5,0,0,18
37,30,M,6,0,0,18
37,30,M,7,0,0,18
37,30,M,8,1,28,18
37,30,M,9,0,0,46
37,30,M,10,1,18,46
38,50,F,1,1,28,0
38,50,F,2,0,0,28
38,50,F,3,0,0,28
38,50,F,4,1,22,28
38,50,F,5,1,18,50
38,50,F,6,1,20,68
38,50,F,7,1,30,88
38,50,F,8,1,13,118
38,50,F,9,1,22,131
38,50,F,10,1,25,153
39,51,F,1,1,22,0
39,51,F,2,0,0,22
39,51,F,3,0,0,22
39,51,F,4,1,16,22
39,51,F,5,0,0,38
39,51,F,6,1,26,38
39,51,F,7,1,23,64
39,51,F,8,1,30,87
39,51,F,9,1,15,117
39,51,F,10,1,18,132
40,58,M,1,1,25,0
40,58,M,2,0,0,25
40,58,M,3,1,26,25
40,58,M,4,1,10,51
40,58,M,5,1,15,61
40,58,M,6,1,19,76
40,58,M,7,1,28,95
40,58,M,8,1,11,123
40,58,M,9,1,26,134
40,58,M,10,1,10,160
41,52,F,1,1,16,0
41,52,F,2,0,0,16
41,52,F,3,0,0,16
41,52,F,4,0,0,16
41,52,F,5,0,0,16
41,52,F,6,0,0,16
41,52,F,7,1,30,16
41,52,F,8,0,0,46
41,52,F,9,1,16,46
41,52,F,10,0,0,62
42,18,M,1,1,23,0
42,18,M,2,0,0,23
42,18,M,3,0,0,23
42,18,M,4,0,0,23
42,18,M,5,0,0,23
42,18,M,6,0,0,23
42,18,M,7,0,0,23
42,18,M,8,1,28,23
42,18,M,9,0,0,51
42,18,M,10,1,20,51
43,38,F,1,1,13,0
43,38,F,2,0,0,13
43,38,F,3,0,0,13
43,38,F,4,1,22,13
43,38,F,5,0,0,35
43,38,F,6,0,0,35
43,38,F,7,1,13,35
43,38,F,8,1,10,48
43,38,F,9,1,28,58
43,38,F,10,1,28,86
44,65,M,1,1,11,0
44,65,M,2,0,0,11
44,65,M,3,0,0,11
44,65,M,4,0,0,11
44,65,M,5,0,0,11
44,65,M,6,0,0,11
44,65,M,7,0,0,11
44,65,M,8,0,0,11
44,65,M,9,0,0,11
44,65,M,10,0,0,11
45,23,M,1,1,29,0
45,23,M,2,0,0,29
45,23,M,3,1,16,29
45,23,M,4,0,0,45
45,23,M,5,0,0,45
45,23,M,6,1,15,45
45,23,M,7,1,21,60
45,23,M,8,1,20,81
45,23,M,9,1,20,101
45,23,M,10,1,12,121
46,45,F,1,1,20,0
46,45,F,2,0,0,20
46,45,F,3,1,18,20
46,45,F,4,0,0,38
46,45,F,5,0,0,38
46,45,F,6,1,24,38
46,45,F,7,1,15,62
46,45,F,8,1,14,77
46,45,F,9,1,22,91
46,45,F,10,1,29,113
47,34,M,1,1,12,0
47,34,M,2,0,0,12
47,34,M,3,1,25,12
47,34,M,4,0,0,37
47,34,M,5,1,20,37
47,34,M,6,1,18,57
47,34,M,7,1,29,75
47,34,M,8,1,25,104
47,34,M,9,1,11,129
47,34,M,10,1,20,140
48,22,M,1,1,30,0
48,22,M,2,0,0,30
48,22,M,3,1,24,30
48,22,M,4,1,14,54
48,22,M,5,1,23,68
48,22,M,6,1,26,91
48,22,M,7,1,21,117
48,22,M,8,1,12,138
48,22,M,9,1,22,150
48,22,M,10,1,17,172
49,48,M,1,1,14,0
49,48,M,2,0,0,14
49,48,M,3,0,0,14
49,48,M,4,0,0,14
49,48,M,5,0,0,14
49,48,M,6,0,0,14
49,48,M,7,0,0,14
49,48,M,8,0,0,14
49,48,M,9,1,15,14
49,48,M,10,1,16,29
50,22,M,1,1,18,0
50,22,M,2,0,0,18
50,22,M,3,1,16,18
50,22,M,4,0,0,34
50,22,M,5,1,20,34
50,22,M,6,1,22,54
50,22,M,7,1,18,76
50,22,M,8,1,18,94
50,22,M,9,1,12,112
50,22,M,10,1,22,124
51,55,M,1,1,22,0
51,55,M,2,0,0,22
51,55,M,3,0,0,22
51,55,M,4,0,0,22
51,55,M,5,0,0,22
51,55,M,6,1,15,22
51,55,M,7,0,0,37
51,55,M,8,1,23,37
51,55,M,9,1,15,60
51,55,M,10,1,19,75
52,20,M,1,1,28,0
52,20,M,2,0,0,28
52,20,M,3,1,14,28
52,20,M,4,0,0,42
52,20,M,5,0,0,42
52,20,M,6,1,21,42
52,20,M,7,1,24,63
52,20,M,8,1,13,87
52,20,M,9,1,19,100
52,20,M,10,1,24,119
53,40,F,1,1,30,0
53,40,F,2,0,0,30
53,40,F,3,1,24,30
53,40,F,4,0,0,54
53,40,F,5,1,17,54
53,40,F,6,1,10,71
53,40,F,7,1,13,81
53,40,F,8,1,23,94
53,40,F,9,1,21,117
53,40,F,10,1,13,138
54,54,M,1,1,16,0
54,54,M,2,0,0,16
54,54,M,3,1,12,16
54,54,M,4,0,0,28
54,54,M,5,1,11,28
54,54,M,6,1,11,39
54,54,M,7,1,11,50
54,54,M,8,1,27,61
54,54,M,9,1,27,88
54,54,M,10,1,29,115
55,54,M,1,1,29,0
55,54,M,2,0,0,29
55,54,M,3,0,0,29
55,54,M,4,0,0,29
55,54,M,5,1,17,29
55,54,M,6,1,11,46
55,54,M,7,1,14,57
55,54,M,8,1,27,71
55,54,M,9,1,14,98
55,54,M,10,1,13,112
56,27,F,1,1,16,0
56,27,F,2,0,0,16
56,27,F,3,0,0,16
56,27,F,4,0,0,16
56,27,F,5,0,0,16
56,27,F,6,0,0,16
56,27,F,7,1,22,16
56,27,F,8,0,0,38
56,27,F,9,1,29,38
56,27,F,10,1,19,67
57,27,F,1,1,19,0
57,27,F,2,0,0,19
57,27,F,3,0,0,19
57,27,F,4,0,0,19
57,27,F,5,0,0,19
57,27,F,6,0,0,19
57,27,F,7,0,0,19
57,27,F,8,0,0,19
57,27,F,9,0,0,19
57,27,F,10,0,0,19
58,36,F,1,1,21,0
58,36,F,2,0,0,21
58,36,F,3,1,26,21
58,36,F,4,0,0,47
58,36,F,5,1,21,47
58,36,F,6,1,15,68
58,36,F,7,1,21,83
58,36,F,8,1,26,104
58,36,F,9,1,26,130
58,36,F,10,1,16,156
59,34,F,1,1,27,0
59,34,F,2,0,0,27
59,34,F,3,1,23,27
59,34,F,4,0,0,50
59,34,F,5,1,23,50
59,34,F,6,1,29,73
59,34,F,7,1,21,102
59,34,F,8,1,29,123
59,34,F,9,1,21,152
59,34,F,10,1,11,173
60,38,F,1,1,18,0
60,38,F,2,0,0,18
60,38,F,3,0,0,18
60,38,F,4,1,30,18
60,38,F,5,1,19,48
60,38,F,6,1,16,67
60,38,F,7,1,14,83
60,38,F,8,1,28,97
60,38,F,9,1,20,125
60,38,F,10,1,28,145
61,31,F,1,1,15,0
61,31,F,2,0,0,15
61,31,F,3,0,0,15
61,31,F,4,1,18,15
61,31,F,5,1,19,33
61,31,F,6,0,0,52
61,31,F,7,1,19,52
61,31,F,8,1,10,71
61,31,F,9,1,19,81
61,31,F,10,1,20,100
62,26,F,1,1,19,0
62,26,F,2,0,0,19
62,26,F,3,0,0,19
62,26,F,4,0,0,19
62,26,F,5,0,0,19
62,26,F,6,0,0,19
62,26,F,7,1,22,19
62,26,F,8,1,22,41
62,26,F,9,0,0,63
62,26,F,10,1,26,63
63,63,M,1,1,16,0
63,63,M,2,0,0,16
63,63,M,3,0,0,16
63,63,M,4,0,0,16
63,63,M,5,0,0,16
63,63,M,6,0,0,16
63,63,M,7,1,12,16
63,63,M,8,0,0,28
63,63,M,9,1,22,28
63,63,M,10,0,0,50
64,18,M,1,1,30,0
64,18,M,2,0,0,30
64,18,M,3,0,0,30
64,18,M,4,1,26,30
64,18,M,5,1,22,56
64,18,M,6,1,16,78
64,18,M,7,1,24,94
64,18,M,8,1,25,118
64,18,M,9,1,15,143
64,18,M,10,1,24,158
65,68,F,1,1,29,0
65,68,F,2,0,0,29
65,68,F,3,1,22,29
65,68,F,4,1,17,51
65,68,F,5,1,27,68
65,68,F,6,1,17,95
65,68,F,7,1,18,112
65,68,F,8,1,20,130
65,68,F,9,1,13,150
65,68,F,10,1,11,163
66,62,M,1,1,29,0
66,62,M,2,0,0,29
66,62,M,3,0,0,29
66,62,M,4,0,0,29
66,62,M,5,1,23,29
66,62,M,6,0,0,52
66,62,M,7,1,24,52
66,62,M,8,1,16,76
66,62,M,9,1,22,92
66,62,M,10,1,23,114
67,30,M,1,1,27,0
67,30,M,2,0,0,27
67,30,M,3,1,19,27
67,30,M,4,1,26,46
67,30,M,5,1,22,72
67,30,M,6,1,20,94
67,30,M,7,1,17,114
67,30,M,8,1,21,131
67,30,M,9,1,27,152
67,30,M,10,1,20,179
68,21,M,1,1,22,0
68,21,M,2,0,0,22
68,21,M,3,1,29,22
68,21,M,4,0,0,51
68,21,M,5,1,14,51
68,21,M,6,1,17,65
68,21,M,7,1,21,82
68,21,M,8,1,16,103
68,21,M,9,1,14,119
68,21,M,10,1,29,133
69,18,F,1,1,20,0
69,18,F,2,0,0,20
69,18,F,3,0,0,20
69,18,F,4,1,30,20
69,18,F,5,0,0,50
69,18,F,6,1,30,50
69,18,F,7,1,26,80
69,18,F,8,1,13,106
69,18,F,9,1,14,119
69,18,F,10,1,26,133
70,66,F,1,1,12,0
70,66,F,2,0,0,12
70,66,F,3,0,0,12
70,66,F,4,0,0,12
70,66,F,5,0,0,12
70,66,F,6,0,0,12
70,66,F,7,1,29,12
70,66,F,8,0,0,41
70,66,F,9,1,14,41
70,66,F,10,1,29,55
71,57,M,1,1,25,0
71,57,M,2,0,0,25
71,57,M,3,1,28,25
71,57,M,4,1,20,53
71,57,M,5,1,29,73
71,57,M,6,1,20,102
71,57,M,7,1,12,122
71,57,M,8,1,25,134
71,57,M,9,1,15,159
71,57,M,10,1,27,174
72,49,F,1,1,27,0
72,49,F,2,0,0,27
72,49,F,3,1,10,27
72,49,F,4,1,15,37
72,49,F,5,1,14,52
72,49,F,6,1,15,66
72,49,F,7,1,26,81
72,49,F,8,1,25,107
72,49,F,9,1,13,132
72,49,F,10,1,28,145
73,51,M,1,1,29,0
73,51,M,2,0,0,29
73,51,M,3,0,0,29
73,51,M,4,0,0,29
73,51,M,5,1,22,29
73,51,M,6,0,0,51
73,51,M,7,1,18,51
73,51,M,8,1,17,69
73,51,M,9,1,10,86
73,51,M,10,1,15,96
74,45,M,1,1,15,0
74,45,M,2,0,0,15
74,45,M,3,0,0,15
74,45,M,4,0,0,15
74,45,M,5,1,16,15
74,45,M,6,1,16,31
74,45,M,7,1,13,47
74,45,M,8,1,11,60
74,45,M,9,1,21,71
74,45,M,10,1,23,92
75,48,M,1,1,30,0
75,48,M,2,0,0,30
75,48,M,3,0,0,30
75,48,M,4,1,14,30
75,48,M,5,1,23,44
75,48,M,6,1,26,67
75,48,M,7,1,13,93
75,48,M,8,1,29,106
75,48,M,9,1,10,135
75,48,M,10,1,18,145
76,25,M,1,1,27,0
76,25,M,2,0,0,27
76,25,M,3,1,14,27
76,25,M,4,1,13,41
76,25,M,5,1,18,54
76,25,M,6,1,25,72
76,25,M,7,1,22,97
76,25,M,8,1,15,119
76,25,M,9,1,30,134
76,25,M,10,1,29,164
77,56,F,1,1,18,0
77,56,F,2,0,0,18
77,56,F,3,0,0,18
77,56,F,4,0,0,18
77,56,F,5,1,27,18
77,56,F,6,1,20,45
77,56,F,7,1,10,65
77,56,F,8,1,25,75
77,56,F,9,1,16,100
77,56,F,10,1,18,116
78,43,F,1,1,10,0
78,43,F,2,0,0,10
78,43,F,3,0,0,10
78,43,F,4,0,0,10
78,43,F,5,0,0,10
78,43,F,6,0,0,10
78,43,F,7,0,0,10
78,43,F,8,0,0,10
78,43,F,9,1,26,10
78,43,F,10,0,0,36
79,51,F,1,1,22,0
79,51,F,2,0,0,22
79,51,F,3,0,0,22
79,51,F,4,1,26,22
79,51,F,5,0,0,48
79,51,F,6,1,25,48
79,51,F,7,1,11,73
79,51,F,8,1,20,84
79,51,F,9,1,18,104
79,51,F,10,1,16,122
80,20,M,1,1,15,0
80,20,M,2,0,0,15
80,20,M,3,0,0,15
80,20,M,4,0,0,15
80,20,M,5,0,0,15
80,20,M,6,0,0,15
80,20,M,7,1,15,15
80,20,M,8,0,0,30
80,20,M,9,1,17,30
80,20,M,10,1,16,47
81,67,F,1,1,12,0
81,67,F,2,0,0,12
81,67,F,3,1,25,12
81,67,F,4,0,0,37
81,67,F,5,1,22,37
81,67,F,6,1,17,59
81,67,F,7,1,15,76
81,67,F,8,1,10,91
81,67,F,9,1,28,101
81,67,F,10,1,23,129
82,29,M,1,1,30,0
82,29,M,2,0,0,30
82,29,M,3,0,0,30
82,29,M,4,1,11,30
82,29,M,5,1,25,41
82,29,M,6,0,0,66
82,29,M,7,1,18,66
82,29,M,8,1,16,84
82,29,M,9,1,26,100
82,29,M,10,1,14,126
83,18,F,1,1,16,0
83,18,F,2,0,0,16
83,18,F,3,0,0,16
83,18,F,4,1,26,16
83,18,F,5,0,0,42
83,18,F,6,0,0,42
83,18,F,7,1,11,42
83,18,F,8,1,28,53
83,18,F,9,1,27,81
83,18,F,10,1,10,108
84,61,M,1,1,25,0
84,61,M,2,0,0,25
84,61,M,3,0,0,25
84,61,M,4,1,16,25
84,61,M,5,0,0,41
84,61,M,6,1,19,41
84,61,M,7,1,17,60
84,61,M,8,1,13,77
84,61,M,9,1,28,90
84,61,M,10,1,10,118
85,22,M,1,1,17,0
85,22,M,2,0,0,17
85,22,M,3,1,15,17
85,22,M,4,0,0,32
85,22,M,5,1,10,32
85,22,M,6,1,24,42
85,22,M,7,0,0,66
85,22,M,8,1,23,66
85,22,M,9,1,18,89
85,22,M,10,1,13,107
86,47,M,1,1,12,0
86,47,M,2,0,0,12
86,47,M,3,0,0,12
86,47,M,4,0,0,12
86,47,M,5,0,0,12
86,47,M,6,0,0,12
86,47,M,7,1,12,12
86,47,M,8,0,0,24
86,47,M,9,0,0,24
86,47,M,10,1,27,24
87,47,F,1,1,16,0
87,47,F,2,0,0,16
87,47,F,3,0,0,16
87,47,F,4,1,21,16
87,47,F,5,0,0,37
87,47,F,6,1,17,37
87,47,F,7,1,29,54
87,47,F,8,1,21,83
87,47,F,9,1,25,104
87,47,F,10,1,30,129
88,34,F,1,1,20,0
88,34,F,2,0,0,20
88,34,F,3,0,0,20
88,34,F,4,1,14,20
88,34,F,5,1,11,34
88,34,F,6,1,27,45
88,34,F,7,1,25,72
88,34,F,8,1,21,97
88,34,F,9,1,10,118
88,34,F,10,1,11,128
89,65,F,1,1,23,0
89,65,F,2,0,0,23
89,65,F,3,1,12,23
89,65,F,4,0,0,35
89,65,F,5,1,13,35
89,65,F,6,0,0,48
89,65,F,7,1,20,48
89,65,F,8,0,0,68
89,65,F,9,1,23,68
89,65,F,10,1,25,91
90,64,F,1,1,27,0
90,64,F,2,0,0,27
90,64,F,3,1,15,27
90,64,F,4,0,0,42
90,64,F,5,1,26,42
90,64,F,6,1,17,68
90,64,F,7,1,21,85
90,64,F,8,1,15,106
90,64,F,9,1,29,121
90,64,F,10,1,30,150
91,40,M,1,1,23,0
91,40,M,2,0,0,23
91,40,M,3,0,0,23
91,40,M,4,1,16,23
91,40,M,5,0,0,39
91,40,M,6,0,0,39
91,40,M,7,1,15,39
91,40,M,8,1,25,54
91,40,M,9,1,16,79
91,40,M,10,1,27,95
92,32,F,1,1,25,0
92,32,F,2,0,0,25
92,32,F,3,0,0,25
92,32,F,4,0,0,25
92,32,F,5,1,17,25
92,32,F,6,1,22,42
92,32,F,7,1,29,64
92,32,F,8,1,11,93
92,32,F,9,1,28,104
92,32,F,10,1,21,132
93,54,F,1,1,27,0
93,54,F,2,0,0,27
93,54,F,3,1,25,27
93,54,F,4,1,11,52
93,54,F,5,1,16,63
93,54,F,6,1,25,79
93,54,F,7,1,16,104
93,54,F,8,1,17,120
93,54,F,9,1,22,137
93,54,F,10,1,19,159
94,38,M,1,1,16,0
94,38,M,2,0,0,16
94,38,M,3,1,26,16
94,38,M,4,1,18,42
94,38,M,5,1,22,60
94,38,M,6,1,22,82
94,38,M,7,1,14,104
94,38,M,8,1,23,118
94,38,M,9,1,13,141
94,38,M,10,1,14,154
95,31,M,1,1,12,0
95,31,M,2,0,0,12
95,31,M,3,0,0,12
95,31,M,4,0,0,12
95,31,M,5,0,0,12
95,31,M,6,0,0,12
95,31,M,7,0,0,12
95,31,M,8,0,0,12
95,31,M,9,1,25,12
95,31,M,10,0,0,37
96,19,M,1,1,27,0
96,19,M,2,0,0,27
96,19,M,3,1,14,27
96,19,M,4,1,14,41
96,19,M,5,0,0,55
96,19,M,6,1,21,55
96,19,M,7,1,17,76
96,19,M,8,1,24,93
96,19,M,9,1,29,117
96,19,M,10,1,22,146
97,28,F,1,1,13,0
97,28,F,2,0,0,13
97,28,F,3,0,0,13
97,28,F,4,0,0,13
97,28,F,5,0,0,13
97,28,F,6,0,0,13
97,28,F,7,0,0,13
97,28,F,8,0,0,13
97,28,F,9,1,17,13
97,28,F,10,0,0,30
98,68,M,1,1,24,0
98,68,M,2,0,0,24
98,68,M,3,0,0,24
98,68,M,4,1,27,24
98,68,M,5,0,0,51
98,68,M,6,1,19,51
98,68,M,7,1,11,70
98,68,M,8,1,15,81
98,68,M,9,1,18,96
98,68,M,10,1,27,114
99,56,M,1,1,15,0
99,56,M,2,0,0,15
99,56,M,3,1,10,15
99,56,M,4,0,0,25
99,56,M,5,1,28,25
99,56,M,6,1,29,53
99,56,M,7,1,25,82
99,56,M,8,1,30,107
99,56,M,9,1,13,137
99,56,M,10,1,23,150
100,55,M,1,1,16,0
100,55,M,2,0,0,16
100,55,M,3,0,0,16
100,55,M,4,0,0,16
100,55,M,5,0,0,16
100,55,M,6,0,0,16
