id,sunshine,keebler,nabisco,disp.sunshine,feat.sunshine,price.sunshine,sunshine,keebler,nabisco,disp.keebler,feat.keebler,price.keebler,sunshine,keebler,nabisco,disp.nabisco,feat.nabisco,price.nabisco,sunshine,keebler,nabisco,disp.private,feat.private,price.private,choice
3,1,0,0,0,0,98.000002,0,1,0,0,0,109,0,0,1,0,0,88.999999,0,0,0,0,0,69,private
3,1,0,0,0,0,109,0,1,0,0,0,109,0,0,1,0,0,119.00001,0,0,0,0,0,88.999999,private
3,1,0,0,0,0,97.000003,0,1,0,0,0,115,0,0,1,0,0,99.000001,0,0,0,0,0,61.000001,nabisco
3,1,0,0,0,0,97.000003,0,1,0,0,0,125,0,0,1,1,0,109,0,0,0,0,0,61.000001,nabisco
3,1,0,0,0,0,97.000003,0,1,0,0,1,99.000001,0,0,1,0,0,125,0,0,0,0,0,61.000001,nabisco
3,1,0,0,0,0,79.000002,0,1,0,0,0,121,0,0,1,0,0,109,0,0,0,0,0,88.999999,private
3,1,0,0,0,0,103,0,1,0,1,0,109,0,0,1,1,0,109,0,0,0,0,0,61.000001,nabisco
3,1,0,0,0,0,109,0,1,0,0,0,129,0,0,1,0,0,125,0,0,0,0,0,61.000001,nabisco
3,1,0,0,0,0,105,0,1,0,0,0,129,0,0,1,0,0,125,0,0,0,0,0,61.000001,nabisco
3,1,0,0,0,0,93.000001,0,1,0,0,0,119.00001,0,0,1,0,0,98.000002,0,0,0,1,1,68.000001,private
4,1,0,0,0,0,98.000002,0,1,0,0,0,99.000001,0,0,1,0,0,109,0,0,0,0,0,55.000001,private
4,1,0,0,0,0,99.000001,0,1,0,0,0,109,0,0,1,0,0,94.999999,0,0,0,0,0,55.000001,private
4,1,0,0,0,0,99.000001,0,1,0,0,0,109,0,0,1,0,0,99.000001,0,0,0,0,0,55.000001,private
4,1,0,0,0,0,88.999999,0,1,0,0,0,99.000001,0,0,1,1,0,113,0,0,0,0,0,69,private
4,1,0,0,0,0,103,0,1,0,0,0,109,0,0,1,0,0,88.999999,0,0,0,0,0,55.000001,private
4,1,0,0,0,0,79.000002,0,1,0,0,0,105,0,0,1,0,0,109,0,0,0,0,0,55.000001,private
4,1,0,0,0,0,103,0,1,0,0,0,109,0,0,1,0,0,119.00001,0,0,0,0,0,55.000001,private
4,1,0,0,0,0,99.000001,0,1,0,0,0,119.00001,0,0,1,0,0,99.000001,0,0,0,0,0,55.000001,private
4,1,0,0,0,0,109,0,1,0,0,0,119.00001,0,0,1,0,0,99.000001,0,0,0,0,0,55.000001,private
4,1,0,0,0,0,88.999999,0,1,0,0,0,109,0,0,1,0,0,119.00001,0,0,0,0,0,55.000001,private
4,1,0,0,0,0,98.000002,0,1,0,0,0,119.00001,0,0,1,0,0,99.000001,0,0,0,0,0,55.000001,private
4,1,0,0,0,0,98.000002,0,1,0,0,0,119.00001,0,0,1,0,0,99.000001,0,0,0,0,0,55.000001,private
4,1,0,0,0,0,98.000002,0,1,0,0,0,121,0,0,1,1,0,119.00001,0,0,0,0,0,55.000001,private
4,1,0,0,0,0,98.000002,0,1,0,0,0,121,0,0,1,0,0,119.00001,0,0,0,0,0,55.000001,private
4,1,0,0,0,0,98.000002,0,1,0,0,0,121,0,0,1,0,0,119.00001,0,0,0,0,0,55.000001,private
4,1,0,0,0,0,98.000002,0,1,0,0,0,119.00001,0,0,1,1,0,129,0,0,0,0,0,55.000001,private
4,1,0,0,0,0,98.000002,0,1,0,0,0,119.00001,0,0,1,0,0,129,0,0,0,0,0,55.000001,private
4,1,0,0,0,0,98.000002,0,1,0,0,0,121,0,0,1,0,0,109,0,0,0,0,0,55.000001,private
4,1,0,0,0,0,79.000002,0,1,0,0,0,121,0,0,1,0,0,109,0,0,0,0,0,55.000001,private
4,1,0,0,0,0,109,0,1,0,0,0,109,0,0,1,1,0,109,0,0,0,0,0,58.999997,private
4,1,0,0,0,0,109,0,1,0,0,0,121,0,0,1,1,0,129,0,0,0,0,0,58.999997,private
4,1,0,0,0,0,109,0,1,0,0,0,121,0,0,1,0,0,109,0,0,0,0,0,58.999997,private
4,1,0,0,0,0,88.999999,0,1,0,0,0,121,0,0,1,1,0,99.000001,0,0,0,0,0,58.999997,private
4,1,0,0,0,0,109,0,1,0,1,0,109,0,0,1,1,0,129,0,0,0,0,0,58.999997,private
4,1,0,0,0,0,119.00001,0,1,0,0,0,129,0,0,1,0,0,129,0,0,0,0,0,88.999999,private
4,1,0,0,0,0,94.999999,0,1,0,0,0,125,0,0,1,1,0,99.000001,0,0,0,0,0,58.999997,private
4,1,0,0,0,0,94.999999,0,1,0,0,0,119.00001,0,0,1,1,0,129,0,0,0,0,0,58.999997,private
4,1,0,0,0,0,94.999999,0,1,0,0,0,104,0,0,1,0,0,99.000001,0,0,0,0,0,58.999997,private
4,1,0,0,0,0,94.999999,0,1,0,0,0,104,0,0,1,0,0,123,0,0,0,0,0,58.999997,private
5,1,0,0,0,0,69,0,1,0,0,0,88.999999,0,0,1,0,0,105.99999,0,0,0,0,0,68.000001,keebler
5,1,0,0,1,0,88.999999,0,1,0,0,0,108,0,0,1,0,0,88.999999,0,0,0,0,0,68.000001,nabisco
5,1,0,0,0,0,98.000002,0,1,0,0,0,109,0,0,1,0,0,88.999999,0,0,0,0,0,77.999997,nabisco
5,1,0,0,0,0,99.000001,0,1,0,0,0,109,0,0,1,0,0,119.00001,0,0,0,0,0,70.999998,keebler
5,1,0,0,0,0,88.999999,0,1,0,0,0,109,0,0,1,0,0,119.00001,0,0,0,0,0,83.999997,nabisco
5,1,0,0,0,0,109,0,1,0,0,1,99.000001,0,0,1,0,0,126,0,0,0,0,0,68.000001,keebler
5,1,0,0,0,0,88,0,1,0,0,0,125,0,0,1,1,0,109,0,0,0,0,0,64.999998,keebler
5,1,0,0,0,0,97.000003,0,1,0,1,0,99.000001,0,0,1,0,0,125,0,0,0,0,0,61.000001,keebler
5,1,0,0,0,0,104,0,1,0,0,1,109,0,0,1,0,1,109,0,0,0,0,0,68.000001,keebler
5,1,0,0,0,0,97.000003,0,1,0,0,0,125,0,0,1,0,0,125,0,0,0,0,0,64.999998,keebler
5,1,0,0,0,0,109,0,1,0,0,0,121,0,0,1,0,0,109,0,0,0,0,0,83.999997,nabisco
5,1,0,0,0,0,105,0,1,0,0,0,125,0,0,1,1,0,129,0,0,0,1,0,64.999998,keebler
5,1,0,0,0,0,105,0,1,0,0,0,125,0,0,1,1,0,99.000001,0,0,0,0,0,61.000001,keebler
5,1,0,0,0,0,105,0,1,0,0,0,99.000001,0,0,1,0,1,99.000001,0,0,0,0,0,64.999998,keebler
6,1,0,0,0,0,69,0,1,0,0,0,88,0,0,1,0,0,88.999999,0,0,0,0,0,67.000002,private
6,1,0,0,1,0,85.000002,0,1,0,0,0,98.000002,0,0,1,0,0,88.999999,0,0,0,0,0,68.000001,nabisco
6,1,0,0,0,0,99.000001,0,1,0,0,0,109,0,0,1,1,0,99.000001,0,0,0,0,0,55.000001,private
6,1,0,0,0,0,103,0,1,0,0,0,109,0,0,1,0,0,88.999999,0,0,0,0,0,55.000001,private
6,1,0,0,0,0,103,0,1,0,0,0,109,0,0,1,0,0,76.999998,0,0,0,0,0,77.999997,nabisco
6,1,0,0,0,0,79.000002,0,1,0,0,0,105,0,0,1,0,0,109,0,0,0,0,0,55.000001,private
6,1,0,0,0,0,98.000002,0,1,0,0,0,109,0,0,1,0,0,88.999999,0,0,0,0,0,55.000001,private
6,1,0,0,0,0,88.999999,0,1,0,0,0,102,0,0,1,0,0,115,0,0,0,0,0,64.999998,nabisco
6,1,0,0,0,0,103,0,1,0,0,0,109,0,0,1,0,0,119.00001,0,0,0,0,0,55.000001,private
6,1,0,0,0,0,109,0,1,0,0,0,109,0,0,1,0,0,119.00001,0,0,0,0,0,55.000001,private
6,1,0,0,0,0,109,0,1,0,0,0,109,0,0,1,0,0,119.00001,0,0,0,0,0,55.000001,private
6,1,0,0,1,0,88.999999,0,1,0,0,0,115,0,0,1,0,0,99.000001,0,0,0,0,0,60.000002,nabisco
6,1,0,0,0,0,109,0,1,0,0,0,119.00001,0,0,1,0,0,74.000001,0,0,0,0,0,70.999998,nabisco
6,1,0,0,0,0,109,0,1,0,0,0,119.00001,0,0,1,0,0,99.000001,0,0,0,0,0,55.000001,private
6,1,0,0,0,0,98.000002,0,1,0,0,0,119.00001,0,0,1,0,0,99.000001,0,0,0,0,0,55.000001,private
6,1,0,0,0,0,98.000002,0,1,0,0,0,119.00001,0,0,1,0,0,99.000001,0,0,0,0,0,55.000001,private
6,1,0,0,0,0,98.000002,0,1,0,0,0,109,0,0,1,0,0,129,0,0,0,0,0,55.000001,private
6,1,0,0,0,0,98.000002,0,1,0,0,0,121,0,0,1,1,0,119.00001,0,0,0,0,0,55.000001,private
6,1,0,0,0,0,98.000002,0,1,0,0,0,119.00001,0,0,1,1,0,129,0,0,0,0,0,55.000001,private
6,1,0,0,0,0,98.000002,0,1,0,0,0,119.00001,0,0,1,0,0,129,0,0,0,0,0,55.000001,private
6,1,0,0,0,0,79.000002,0,1,0,0,0,121,0,0,1,0,0,109,0,0,0,0,0,55.000001,private
6,1,0,0,0,0,79.000002,0,1,0,0,0,121,0,0,1,0,0,109,0,0,0,0,0,55.000001,private
6,1,0,0,0,0,109,0,1,0,0,0,121,0,0,1,1,0,129,0,0,0,0,0,58.999997,private
6,1,0,0,0,0,88.999999,0,1,0,0,0,121,0,0,1,1,0,99.000001,0,0,0,0,0,58.999997,private
6,1,0,0,0,0,109,0,1,0,1,0,109,0,0,1,1,0,129,0,0,0,0,0,58.999997,private
6,1,0,0,0,0,94.999999,0,1,0,0,0,119.00001,0,0,1,1,0,129,0,0,0,0,0,58.999997,private
6,1,0,0,0,0,109,0,1,0,0,0,122,0,0,1,0,0,129,0,0,0,0,0,58.999997,private
6,1,0,0,0,0,129,0,1,0,0,0,104,0,0,1,0,0,123,0,0,0,0,0,58.999997,private
7,1,0,0,0,0,79.000002,0,1,0,0,0,99.000001,0,0,1,0,0,69,0,0,0,0,0,69,nabisco
7,1,0,0,0,0,88.999999,0,1,0,1,1,88.999999,0,0,1,1,0,99.000001,0,0,0,0,0,61.000001,keebler
7,1,0,0,0,0,95.999998,0,1,0,0,0,119.00001,0,0,1,0,0,49.000001,0,0,0,0,0,68.000001,nabisco
7,1,0,0,1,0,79.000002,0,1,0,0,0,125,0,0,1,1,0,105.99999,0,0,0,0,1,49.000001,sunshine
7,1,0,0,0,0,93.000001,0,1,0,0,0,99.000001,0,0,1,1,1,98.000002,0,0,0,0,0,57.999998,keebler
7,1,0,0,0,0,97.000003,0,1,0,0,0,115,0,0,1,0,0,99.000001,0,0,0,0,0,61.000001,nabisco
7,1,0,0,0,0,109,0,1,0,0,1,119.00001,0,0,1,0,0,115,0,0,0,0,0,73.000002,nabisco
7,1,0,0,0,0,109,0,1,0,0,0,135,0,0,1,0,0,129,0,0,0,0,0,79.000002,nabisco
7,1,0,0,0,0,105,0,1,0,0,0,129,0,0,1,0,0,125,0,0,0,0,0,61.000001,nabisco
7,1,0,0,0,0,109,0,1,0,0,0,121,0,0,1,1,0,99.000001,0,0,0,0,0,83.999997,nabisco
7,1,0,0,0,0,119.00001,0,1,0,0,0,129,0,0,1,0,0,129,0,0,0,0,0,88.999999,keebler
7,1,0,0,0,0,93.000001,0,1,0,1,0,112,0,0,1,0,0,98.000002,0,0,0,1,0,63,nabisco
7,1,0,0,0,0,119.00001,0,1,0,0,0,129,0,0,1,0,0,129,0,0,0,0,0,88.999999,nabisco
7,1,0,0,0,0,109,0,1,0,1,0,121,0,0,1,0,0,58.999997,0,0,0,0,0,81.999999,nabisco
7,1,0,0,0,0,109,0,1,0,1,0,121,0,0,1,0,0,58.999997,0,0,0,0,0,81.999999,nabisco
7,1,0,0,0,0,105,0,1,0,1,1,99.000001,0,0,1,1,0,125,0,0,0,1,0,61.000001,keebler
7,1,0,0,0,0,105,0,1,0,0,0,129,0,0,1,1,0,99.000001,0,0,0,0,0,61.000001,nabisco
8,1,0,0,0,0,69,0,1,0,0,0,88,0,0,1,0,0,120,0,0,0,0,0,70.999998,nabisco
8,1,0,0,0,0,99.000001,0,1,0,0,0,109,0,0,1,1,0,99.000001,0,0,0,0,0,70.999998,nabisco
8,1,0,0,0,0,79.000002,0,1,0,0,0,109,0,0,1,0,0,109,0,0,0,0,0,77.999997,nabisco
8,1,0,0,1,0,99.000001,0,1,0,0,0,109,0,0,1,0,0,88.999999,0,0,0,0,0,77.999997,nabisco
8,1,0,0,0,0,79.000002,0,1,0,0,0,105,0,0,1,0,0,99.000001,0,0,0,0,0,77.999997,nabisco
8,1,0,0,0,0,98.000002,0,1,0,0,0,105,0,0,1,0,0,109,0,0,0,0,0,77.999997,nabisco
8,1,0,0,0,0,98.000002,0,1,0,0,0,109,0,0,1,0,0,88.999999,0,0,0,0,0,77.999997,nabisco
8,1,0,0,0,0,88.999999,0,1,0,0,0,115,0,0,1,0,0,88.999999,0,0,0,0,0,79.000002,nabisco
8,1,0,0,0,0,103,0,1,0,0,0,109,0,0,1,0,0,119.00001,0,0,0,0,0,63.999999,nabisco
8,1,0,0,0,0,109,0,1,0,0,0,109,0,0,1,0,0,119.00001,0,0,0,0,0,63.999999,nabisco
8,1,0,0,0,0,109,0,1,0,0,0,109,0,0,1,0,0,119.00001,0,0,0,0,0,77.999997,nabisco
8,1,0,0,0,0,98.000002,0,1,0,0,0,119.00001,0,0,1,0,0,99.000001,0,0,0,0,0,77.999997,nabisco
8,1,0,0,0,0,98.000002,0,1,0,0,0,119.00001,0,0,1,0,0,99.000001,0,0,0,0,0,77.999997,nabisco
8,1,0,0,0,0,98.000002,0,1,0,0,0,109,0,0,1,0,0,129,0,0,0,0,0,77.999997,nabisco
8,1,0,0,0,0,98.000002,0,1,0,0,0,121,0,0,1,1,0,119.00001,0,0,0,1,0,63.999999,nabisco
8,1,0,0,0,0,98.000002,0,1,0,0,0,121,0,0,1,0,0,119.00001,0,0,0,1,0,63.999999,nabisco
8,1,0,0,0,0,98.000002,0,1,0,0,0,119.00001,0,0,1,0,0,129,0,0,0,0,0,77.999997,nabisco
8,1,0,0,0,0,79.000002,0,1,0,0,0,121,0,0,1,0,0,109,0,0,0,0,0,77.999997,nabisco
8,1,0,0,0,0,79.000002,0,1,0,0,0,121,0,0,1,1,0,109,0,0,0,0,0,88,nabisco
8,1,0,0,0,0,109,0,1,0,0,0,121,0,0,1,1,0,129,0,0,0,0,0,79.000002,nabisco
8,1,0,0,0,0,109,0,1,0,0,0,109,0,0,1,1,0,109,0,0,0,0,0,95.999998,nabisco
8,1,0,0,0,0,109,0,1,0,0,0,121,0,0,1,1,0,129,0,0,0,0,0,93.000001,nabisco
8,1,0,0,0,0,109,0,1,0,0,0,121,0,0,1,0,0,109,0,0,0,0,0,86.000001,nabisco
8,1,0,0,0,0,88.999999,0,1,0,1,1,109,0,0,1,1,0,129,0,0,0,0,0,95.999998,nabisco
8,1,0,0,0,0,94.999999,0,1,0,0,0,125,0,0,1,0,0,99.000001,0,0,0,0,0,81.999999,nabisco
8,1,0,0,0,0,129,0,1,0,0,0,104,0,0,1,1,0,129,0,0,0,1,0,95.999998,nabisco
9,1,0,0,0,0,49.000001,0,1,0,0,0,109,0,0,1,0,0,109,0,0,0,0,0,77.999997,sunshine
9,1,0,0,1,0,49.000001,0,1,0,0,0,109,0,0,1,0,0,109,0,0,0,0,0,77.999997,sunshine
9,1,0,0,0,0,103,0,1,0,0,0,109,0,0,1,0,0,119.00001,0,0,0,0,0,63.999999,sunshine
9,1,0,0,0,0,109,0,1,0,0,0,109,0,0,1,0,0,119.00001,0,0,0,0,0,77.999997,sunshine
9,1,0,0,0,0,88.999999,0,1,0,0,0,109,0,0,1,0,0,119.00001,0,0,0,0,0,83.999997,sunshine
9,1,0,0,0,0,109,0,1,0,0,0,109,0,0,1,1,0,129,0,0,0,0,0,88.999999,private
9,1,0,0,0,0,95.999998,0,1,0,0,0,139,0,0,1,0,0,115,0,0,0,0,0,68.000001,nabisco
9,1,0,0,0,0,79.000002,0,1,0,0,0,121,0,0,1,0,0,119.00001,0,0,0,0,0,63.999999,sunshine
9,1,0,0,1,1,79.000002,0,1,0,0,0,121,0,0,1,1,0,109,0,0,0,0,0,77.999997,sunshine
9,1,0,0,1,0,79.000002,0,1,0,0,0,121,0,0,1,1,0,109,0,0,0,0,0,88,sunshine
9,1,0,0,1,0,79.000002,0,1,0,0,0,121,0,0,1,1,0,109,0,0,0,0,0,88,sunshine
9,1,0,0,0,0,109,0,1,0,0,0,121,0,0,1,1,0,129,0,0,0,0,0,79.000002,nabisco
9,1,0,0,0,0,109,0,1,0,0,0,121,0,0,1,0,0,109,0,0,0,0,0,83.999997,sunshine
9,1,0,0,0,0,88.999999,0,1,0,0,0,121,0,0,1,0,1,99.000001,0,0,0,0,0,86.000001,nabisco
9,1,0,0,1,0,88.999999,0,1,0,0,0,121,0,0,1,0,0,99.000001,0,0,0,0,0,86.000001,sunshine
9,1,0,0,0,0,109,0,1,0,1,0,109,0,0,1,0,0,129,0,0,0,0,0,95.999998,keebler
9,1,0,0,0,0,95.999998,0,1,0,0,0,139,0,0,1,0,1,109,0,0,0,0,0,68.000001,nabisco
9,1,0,0,0,0,109,0,1,0,0,0,109,0,0,1,0,0,129,0,0,0,0,0,79.000002,sunshine
9,1,0,0,0,0,129,0,1,0,0,0,104,0,0,1,0,0,129,0,0,0,0,0,95.999998,sunshine
10,1,0,0,0,0,69,0,1,0,0,0,88,0,0,1,0,0,120,0,0,0,0,0,70.999998,nabisco
10,1,0,0,1,0,98.000002,0,1,0,0,0,99.000001,0,0,1,1,0,99.000001,0,0,0,0,0,70.999998,nabisco
10,1,0,0,0,0,99.000001,0,1,0,0,0,109,0,0,1,1,0,88.999999,0,0,0,0,0,70.999998,nabisco
10,1,0,0,0,0,99.000001,0,1,0,0,0,109,0,0,1,0,0,99.000001,0,0,0,0,0,70.999998,nabisco
10,1,0,0,1,0,49.000001,0,1,0,0,0,109,0,0,1,0,0,109,0,0,0,0,0,77.999997,nabisco
10,1,0,0,1,0,49.000001,0,1,0,0,0,109,0,0,1,0,0,109,0,0,0,0,0,77.999997,nabisco
10,1,0,0,1,0,58.999997,0,1,0,0,0,109,0,0,1,0,0,88.999999,0,0,0,0,0,77.999997,nabisco
10,1,0,0,1,0,79.000002,0,1,0,0,0,109,0,0,1,0,0,88.999999,0,0,0,0,0,77.999997,nabisco
10,1,0,0,1,0,79.000002,0,1,0,0,0,105,0,0,1,0,0,109,0,0,0,0,0,77.999997,nabisco
10,1,0,0,1,0,79.000002,0,1,0,0,0,109,0,0,1,0,0,88.999999,0,0,0,0,0,77.999997,nabisco
10,1,0,0,0,0,103,0,1,0,0,0,109,0,0,1,0,0,88.999999,0,0,0,0,0,77.999997,nabisco
10,1,0,0,0,0,103,0,1,0,0,0,109,0,0,1,0,0,119.00001,0,0,0,0,0,63.999999,nabisco
10,1,0,0,0,0,109,0,1,0,0,0,109,0,0,1,0,0,119.00001,0,0,0,0,0,63.999999,nabisco
10,1,0,0,0,0,99.000001,0,1,0,0,0,109,0,0,1,0,0,119.00001,0,0,0,0,0,70.999998,nabisco
10,1,0,0,0,0,88.999999,0,1,0,0,0,109,0,0,1,0,0,119.00001,0,0,0,0,0,83.999997,nabisco
10,1,0,0,0,0,88.999999,0,1,0,0,0,109,0,0,1,0,0,119.00001,0,0,0,0,0,77.999997,nabisco
10,1,0,0,0,0,88.999999,0,1,0,0,0,119.00001,0,0,1,0,0,99.000001,0,0,0,0,0,77.999997,nabisco
10,1,0,0,0,0,109,0,1,0,0,0,121,0,0,1,0,1,119.00001,0,0,0,1,0,69,private
10,1,0,0,0,0,97.000003,0,1,0,0,0,115,0,0,1,0,1,109,0,0,0,1,1,56.999999,nabisco
10,1,0,0,0,0,79.000002,0,1,0,0,0,121,0,0,1,0,0,119.00001,0,0,0,0,0,63.999999,nabisco
10,1,0,0,1,0,79.000002,0,1,0,0,0,119.00001,0,0,1,0,0,129,0,0,0,1,0,77.999997,nabisco
10,1,0,0,0,0,109,0,1,0,0,0,119.00001,0,0,1,1,0,129,0,0,0,0,0,88.999999,private
10,1,0,0,0,0,109,0,1,0,0,0,121,0,0,1,1,0,109,0,0,0,0,0,77.999997,nabisco
10,1,0,0,1,1,79.000002,0,1,0,0,0,121,0,0,1,1,0,83.999997,0,0,0,0,0,77.999997,nabisco
10,1,0,0,0,0,97.000003,0,1,0,0,0,125,0,0,1,0,1,109,0,0,0,0,0,60.000002,nabisco
10,1,0,0,1,0,79.000002,0,1,0,0,0,121,0,0,1,0,0,109,0,0,0,0,0,77.999997,nabisco
10,1,0,0,1,0,79.000002,0,1,0,0,0,121,0,0,1,0,0,109,0,0,0,0,0,88,nabisco
10,1,0,0,1,0,79.000002,0,1,0,0,0,121,0,0,1,1,0,109,0,0,0,0,0,88,nabisco
10,1,0,0,0,0,109,0,1,0,0,0,121,0,0,1,1,0,109,0,0,0,0,0,79.000002,nabisco
10,1,0,0,0,0,109,0,1,0,0,0,121,0,0,1,1,0,129,0,0,0,0,0,79.000002,nabisco
10,1,0,0,0,0,97.000003,0,1,0,0,0,125,0,0,1,0,0,100,0,0,0,0,0,64.999998,nabisco
10,1,0,0,0,0,109,0,1,0,0,0,121,0,0,1,0,0,109,0,0,0,0,0,92.000002,nabisco
10,1,0,0,0,0,105,0,1,0,0,0,125,0,0,1,0,0,99.000001,0,0,0,0,0,64.999998,nabisco
10,1,0,0,0,0,105,0,1,0,0,0,125,0,0,1,1,0,99.000001,0,0,0,0,0,64.999998,nabisco
10,1,0,0,0,0,109,0,1,0,0,0,121,0,0,1,0,0,99.000001,0,0,0,0,0,86.000001,nabisco
10,1,0,0,0,0,94.999999,0,1,0,0,0,125,0,0,1,1,0,99.000001,0,0,0,0,0,81.999999,nabisco
10,1,0,0,0,0,105,0,1,0,0,0,129,0,0,1,0,0,129,0,0,0,0,0,58.999997,nabisco
10,1,0,0,0,0,105,0,1,0,0,0,129,0,0,1,1,0,99.000001,0,0,0,0,0,58.999997,nabisco
10,1,0,0,0,0,105,0,1,0,0,0,129,0,0,1,1,0,99.000001,0,0,0,0,0,58.999997,nabisco
10,1,0,0,0,0,94.999999,0,1,0,0,0,104,0,0,1,0,0,99.000001,0,0,0,0,0,72.000003,nabisco
10,1,0,0,0,0,129,0,1,0,0,0,104,0,0,1,0,0,129,0,0,0,0,0,95.999998,nabisco
11,1,0,0,0,0,88.999999,0,1,0,0,0,99.000001,0,0,1,0,0,88.999999,0,0,0,0,0,64.999998,nabisco
11,1,0,0,0,0,88.999999,0,1,0,0,0,99.000001,0,0,1,1,0,88.999999,0,0,0,1,1,50,nabisco
11,1,0,0,0,0,88.999999,0,1,0,1,1,88.999999,0,0,1,1,0,99.000001,0,0,0,0,0,61.000001,nabisco
11,1,0,0,0,0,88.999999,0,1,0,0,0,99.000001,0,0,1,0,0,88.999999,0,0,0,1,1,50,nabisco
11,1,0,0,0,0,88.999999,0,1,0,0,0,99.000001,0,0,1,1,1,88.999999,0,0,0,0,0,64.999998,nabisco
