customer_id,InvoiceNo,InvoiceDate,TotalSales
14335,578273,2011-11-23 13:41,23.7
14335,578273,2011-11-23 13:41,5.9
12500,571739,2011-10-19 10:33,7.7
14335,565430,2011-09-04 13:07,16.4
12517,555383,2011-06-02 15:13,36.1
12517,555383,2011-06-02 15:13,46.9
12517,555383,2011-06-02 15:13,13.6
12517,555383,2011-06-02 15:13,14.4
12517,555383,2011-06-02 15:13,16
12517,555383,2011-06-02 15:13,39.9
12517,555383,2011-06-02 15:13,16.9
12517,555383,2011-06-02 15:13,13.4
12517,555383,2011-06-02 15:13,23.4
12517,555383,2011-06-02 15:13,21.2
12517,575886,2011-11-11 13:57,7.2
12517,575886,2011-11-11 13:57,33.2
12517,575886,2011-11-11 13:57,27.1
12517,575886,2011-11-11 13:57,23.8
12517,575886,2011-11-11 13:57,47.3
12517,575886,2011-11-11 13:57,22.8
12517,575886,2011-11-11 13:57,39.2
12517,575886,2011-11-11 13:57,38.3
12517,575886,2011-11-11 13:57,16
12517,575886,2011-11-11 13:57,34.2
12517,575886,2011-11-11 13:57,14.3
12517,575886,2011-11-11 13:57,40.2
12517,575886,2011-11-11 13:57,17.8
14335,578273,2011-11-23 13:41,14.9
12517,555383,2011-06-02 15:13,31.8
12701,567578,2011-09-21 10:47,42.5
12517,555383,2011-06-02 15:13,31.8
12709,555282,2011-06-02 9:04,13.3
12517,575886,2011-11-11 13:57,19
12517,555383,2011-06-02 15:13,29.5
12517,555383,2011-06-02 15:13,15.2
12517,555383,2011-06-02 15:13,36.7
12517,555383,2011-06-02 15:13,9.9
12517,575886,2011-11-11 13:57,28.4
14335,578273,2011-11-23 13:41,28.1
12531,578705,2011-11-25 11:12,13.9
12517,555383,2011-06-02 15:13,7.2
12517,555383,2011-06-02 15:13,5.8
12517,555383,2011-06-02 15:13,36.8
14335,565430,2011-09-04 13:07,14.1
12517,575886,2011-11-11 13:57,28.6
12627,565442,2011-09-04 14:09,36.6
12635,566233,2011-09-11 11:04,46.3
12524,570082,2011-10-07 11:19,43.7
12475,571308,2011-10-17 10:10,28.7
12522,571904,2011-10-19 14:41,34.9
12517,555383,2011-06-02 15:13,21.9
12517,555383,2011-06-02 15:13,26.5
12517,555383,2011-06-02 15:13,28.2
12517,555383,2011-06-02 15:13,38.7
12517,555383,2011-06-02 15:13,7.6
12531,578705,2011-11-25 11:12,31.2
12531,578705,2011-11-25 11:12,36.1
12517,555383,2011-06-02 15:13,7.5
12517,555383,2011-06-02 15:13,16.3
12517,555383,2011-06-02 15:13,12.3
12703,569001,2011-09-29 17:52,11.3
12517,575886,2011-11-11 13:57,35
12517,575886,2011-11-11 13:57,8.3
12517,575886,2011-11-11 13:57,41.6
12517,555383,2011-06-02 15:13,8.9
14335,565430,2011-09-04 13:07,32.4
14335,565430,2011-09-04 13:07,16.7
12531,578705,2011-11-25 11:12,46.5
12668,539466,2010-12-19 12:46,27.6
12668,539466,2010-12-19 12:46,31.9
12668,539466,2010-12-19 12:46,29.5
12481,540414,2011-01-07 10:32,6.5
12481,540414,2011-01-07 10:32,24.7
12501,540458,2011-01-07 12:28,31.1
12501,540458,2011-01-07 12:28,37.3
12501,540458,2011-01-07 12:28,9
12501,540458,2011-01-07 12:28,15.1
12524,540562,2011-01-10 10:35,8.5
12524,540562,2011-01-10 10:35,42.9
12524,540562,2011-01-10 10:35,28.4
12524,540562,2011-01-10 10:35,43.9
12701,549680,2011-04-11 13:02,42.8
12524,551529,2011-05-01 13:18,29.2
12609,555719,2011-06-06 15:31,42.3
12500,557972,2011-06-24 10:16,47.3
12635,566233,2011-09-11 11:04,37.9
12473,571328,2011-10-17 11:27,47.1
12479,579152,2011-11-28 13:26,7.1
12517,575886,2011-11-11 13:57,12.4
12520,547715,2011-03-25 8:50,35
12701,549680,2011-04-11 13:02,45.3
12701,549680,2011-04-11 13:02,25.7
12524,551529,2011-05-01 13:18,19.9
12500,557972,2011-06-24 10:16,14.9
12560,560590,2011-07-19 15:55,13.7
12633,562038,2011-08-02 9:35,42.3
12473,563540,2011-08-17 12:04,31.7
12642,564216,2011-08-24 9:23,20.6
12635,566233,2011-09-11 11:04,28.8
12520,567666,2011-09-21 15:23,43.1
12524,570082,2011-10-07 11:19,15
12473,571328,2011-10-17 11:27,19.2
12473,571328,2011-10-17 11:27,30
12572,571724,2011-10-19 8:20,39.6
12572,571724,2011-10-19 8:20,29.4
12572,571724,2011-10-19 8:20,29.4
12572,571724,2011-10-19 8:20,34
12572,571724,2011-10-19 8:20,18.9
12569,579901,2011-12-01 8:35,22.5
12526,581574,2011-12-09 12:09,40.5
12473,571328,2011-10-17 11:27,28.3
12517,555383,2011-06-02 15:13,11.4
12517,555383,2011-06-02 15:13,37.7
12517,555383,2011-06-02 15:13,30.4
12517,555383,2011-06-02 15:13,39.7
12517,555383,2011-06-02 15:13,21.6
12517,555383,2011-06-02 15:13,8.8
12517,555383,2011-06-02 15:13,38.4
12517,555383,2011-06-02 15:13,24.5
12517,555383,2011-06-02 15:13,24
14335,565430,2011-09-04 13:07,35.6
12517,575886,2011-11-11 13:57,18
12517,575886,2011-11-11 13:57,45.2
12517,575886,2011-11-11 13:57,36.6
12517,575886,2011-11-11 13:57,17.9
12517,575886,2011-11-11 13:57,39.7
12531,578705,2011-11-25 11:12,30.8
12476,550527,2011-04-19 10:48,6.7
12609,555719,2011-06-06 15:31,39.2
12709,555282,2011-06-02 9:04,39.5
12517,555383,2011-06-02 15:13,35.6
12517,555383,2011-06-02 15:13,43.9
12517,555383,2011-06-02 15:13,23
12517,555383,2011-06-02 15:13,10.9
12517,555383,2011-06-02 15:13,20.3
12517,555383,2011-06-02 15:13,35.2
12517,555383,2011-06-02 15:13,22.1
12517,575886,2011-11-11 13:57,47.1
12709,539401,2010-12-17 12:02,33.9
12501,540458,2011-01-07 12:28,7.4
12601,540769,2011-01-11 10:38,40.5
12527,541480,2011-01-18 12:05,45.4
12625,541965,2011-01-24 13:27,17.2
12625,541965,2011-01-24 13:27,38.4
12625,541965,2011-01-24 13:27,37.2
12625,541965,2011-01-24 13:27,26.9
12625,541965,2011-01-24 13:27,18.9
12625,541965,2011-01-24 13:27,45
12625,541965,2011-01-24 13:27,24.1
13815,542080,2011-01-25 12:16,18.1
12468,542371,2011-01-27 13:29,6.6
12668,542713,2011-01-31 13:27,10.5
12668,542713,2011-01-31 13:27,47.1
12520,546365,2011-03-11 11:35,37
12520,546365,2011-03-11 11:35,30.5
12520,546365,2011-03-11 11:35,9.3
12520,546365,2011-03-11 11:35,16.6
12613,547383,2011-03-22 15:42,6.3
12613,547383,2011-03-22 15:42,16.9
12520,547715,2011-03-25 8:50,29.2
12520,547715,2011-03-25 8:50,14.2
12520,547715,2011-03-25 8:50,7.4
12569,550162,2011-04-14 16:23,31.3
12476,550527,2011-04-19 10:48,17.7
12476,550527,2011-04-19 10:48,10.7
12476,550527,2011-04-19 10:48,42.1
12625,552878,2011-05-12 9:54,41.2
12625,552878,2011-05-12 9:54,31.5
12625,552878,2011-05-12 9:54,24
12625,552878,2011-05-12 9:54,20.6
12625,552878,2011-05-12 9:54,17.6
12481,553731,2011-05-19 8:26,16.1
12481,553731,2011-05-19 8:26,29.2
12520,553741,2011-05-19 9:37,13.9
12613,554700,2011-05-26 9:18,9.6
12613,554700,2011-05-26 9:18,27.3
13815,557466,2011-06-20 13:08,40.6
13815,557466,2011-06-20 13:08,48.8
13815,557466,2011-06-20 13:08,42.1
12626,558628,2011-06-30 17:59,29.7
12626,558628,2011-06-30 17:59,44.5
12626,558628,2011-06-30 17:59,10.7
12626,558628,2011-06-30 17:59,18.7
12635,559362,2011-07-08 8:43,44.4
12480,560569,2011-07-19 14:04,37.4
12560,560590,2011-07-19 15:55,29.2
12521,560635,2011-07-20 10:51,6.5
12520,560728,2011-07-20 14:38,11.3
12626,560876,2011-07-21 15:14,25.9
12626,560876,2011-07-21 15:14,8.9
12626,560876,2011-07-21 15:14,43.5
12626,560876,2011-07-21 15:14,38.5
12626,560876,2011-07-21 15:14,35.1
12626,560876,2011-07-21 15:14,46.7
12626,560876,2011-07-21 15:14,28.8
12626,560876,2011-07-21 15:14,11.4
12626,560876,2011-07-21 15:14,32.2
13813,561583,2011-07-28 10:33,20.7
12530,562605,2011-08-08 10:59,36.9
12530,562605,2011-08-08 10:59,7
12626,563808,2011-08-19 11:46,18.1
12492,564666,2011-08-26 14:51,37.5
12710,565416,2011-09-04 12:00,13.2
12710,565416,2011-09-04 12:00,11.5
12710,565416,2011-09-04 12:00,35.6
12710,565416,2011-09-04 12:00,36.2
14335,565430,2011-09-04 13:07,40.6
12520,567666,2011-09-21 15:23,41.3
12520,567666,2011-09-21 15:23,12.4
12628,569721,2011-10-06 9:28,32.1
12626,569844,2011-10-06 13:30,40.5
12492,570189,2011-10-07 15:15,37.2
12492,570189,2011-10-07 15:15,24.7
12492,570189,2011-10-07 15:15,6.2
12613,571065,2011-10-13 14:59,28
12477,571227,2011-10-14 13:54,47
12475,571308,2011-10-17 10:10,26.8
12473,571328,2011-10-17 11:27,20
12572,571724,2011-10-19 8:20,17.2
12572,571724,2011-10-19 8:20,43.2
12572,571724,2011-10-19 8:20,9.9
12572,571724,2011-10-19 8:20,20.8
12572,571724,2011-10-19 8:20,12.9
12569,572895,2011-10-26 14:39,12.6
13810,575733,2011-11-11 8:33,12.8
13810,575733,2011-11-11 8:33,35.2
13810,575733,2011-11-11 8:33,32.1
13810,575733,2011-11-11 8:33,36.8
12517,575886,2011-11-11 13:57,46.6
12480,575896,2011-11-11 14:52,14.7
12480,575896,2011-11-11 14:52,19.8
12626,576863,2011-11-16 16:06,40.8
12619,578298,2011-11-23 14:52,21.3
12619,578298,2011-11-23 14:52,39.5
12619,578298,2011-11-23 14:52,36.7
12619,578298,2011-11-23 14:52,45.2
12619,578298,2011-11-23 14:52,22.6
12668,579094,2011-11-28 10:56,25
12572,579927,2011-12-01 9:20,19.6
12560,580511,2011-12-04 13:54,23.6
14335,565430,2011-09-04 13:07,47.9
12517,575886,2011-11-11 13:57,36.1
14335,578273,2011-11-23 13:41,41.7
12517,575886,2011-11-11 13:57,24
12673,541277,2011-01-17 11:46,7.4
12673,541277,2011-01-17 11:46,37.6
12517,555383,2011-06-02 15:13,13.5
12517,555383,2011-06-02 15:13,41.2
12613,547383,2011-03-22 15:42,23
12649,564337,2011-08-24 14:40,37.7
12473,571328,2011-10-17 11:27,47.3
12517,555383,2011-06-02 15:13,16.1
12517,555383,2011-06-02 15:13,34.9
12517,575886,2011-11-11 13:57,8.1
12517,575886,2011-11-11 13:57,46.3
12531,578705,2011-11-25 11:12,22
12531,578705,2011-11-25 11:12,45.2
12500,557972,2011-06-24 10:16,38.6
12517,575886,2011-11-11 13:57,12.9
12517,555383,2011-06-02 15:13,44.9
12517,555383,2011-06-02 15:13,21.7
12517,555383,2011-06-02 15:13,19.6
12517,555383,2011-06-02 15:13,18.5
12517,575886,2011-11-11 13:57,42.4
12517,575886,2011-11-11 13:57,17.4
12517,575886,2011-11-11 13:57,33
12517,575886,2011-11-11 13:57,38
12517,575886,2011-11-11 13:57,15.9
12569,581183,2011-12-07 16:24,10.8
12569,581183,2011-12-07 16:24,7.8
12517,575886,2011-11-11 13:57,43.1
12531,578705,2011-11-25 11:12,33.7
12673,541277,2011-01-17 11:46,46.4
12613,547383,2011-03-22 15:42,36.9
12517,555383,2011-06-02 15:13,6.9
12517,555383,2011-06-02 15:13,44.3
12649,564337,2011-08-24 14:40,39.7
14335,565430,2011-09-04 13:07,20.3
12517,575886,2011-11-11 13:57,24.4
12673,541277,2011-01-17 11:46,27.5
12673,541277,2011-01-17 11:46,41.4
12517,555383,2011-06-02 15:13,21.6
12517,555383,2011-06-02 15:13,28.6
12477,550137,2011-04-14 13:59,38.8
12517,555383,2011-06-02 15:13,14.8
12517,555383,2011-06-02 15:13,29.6
12517,555383,2011-06-02 15:13,27.4
12517,555383,2011-06-02 15:13,38
12517,555383,2011-06-02 15:13,30.3
12517,575886,2011-11-11 13:57,6.9
12517,575886,2011-11-11 13:57,11.1
12517,575886,2011-11-11 13:57,47.4
12531,578705,2011-11-25 11:12,46.4
12560,560590,2011-07-19 15:55,46.1
12644,562045,2011-08-02 10:33,21.3
12644,562045,2011-08-02 10:33,25.8
12693,562435,2011-08-04 17:51,32.8
12517,562537,2011-08-05 15:02,46.9
12642,564216,2011-08-24 9:23,44.4
12642,564216,2011-08-24 9:23,40.3
13812,564638,2011-08-26 12:54,41.9
12635,566233,2011-09-11 11:04,6.7
12647,566267,2011-09-11 13:32,18.3
12647,566267,2011-09-11 13:32,42.4
12647,566267,2011-09-11 13:32,14.8
13813,566268,2011-09-11 13:38,18
12701,567578,2011-09-21 10:47,36
12701,567578,2011-09-21 10:47,44.6
12528,542621,2011-01-31 9:05,12.7
12600,543048,2011-02-03 9:58,18.4
12517,575886,2011-11-11 13:57,39.5
12517,555383,2011-06-02 15:13,38.8
12708,537250,2010-12-06 10:43,38.1
12708,537250,2010-12-06 10:43,19.6
12501,540458,2011-01-07 12:28,34.7
12501,540458,2011-01-07 12:28,9.7
12501,540458,2011-01-07 12:28,34.4
12708,541122,2011-01-14 9:23,9.1
13815,542080,2011-01-25 12:16,24.2
13815,542080,2011-01-25 12:16,17.2
12662,545988,2011-03-08 12:52,46.2
12662,545988,2011-03-08 12:52,7.4
12623,545994,2011-03-08 13:50,6.9
12623,545994,2011-03-08 13:50,20.4
12520,547715,2011-03-25 8:50,22.6
12662,550178,2011-04-14 17:25,27.8
12662,550178,2011-04-14 17:25,30.8
12520,553741,2011-05-19 9:37,33.7
12520,553741,2011-05-19 9:37,32.1
12520,553741,2011-05-19 9:37,42.7
12662,555553,2011-06-05 13:45,8.9
12662,555553,2011-06-05 13:45,11.9
12648,559421,2011-07-08 11:55,27.9
12648,559421,2011-07-08 11:55,42.7
12648,559421,2011-07-08 11:55,33.6
12648,559421,2011-07-08 11:55,39.9
12662,560566,2011-07-19 13:45,18.5
12662,560566,2011-07-19 13:45,47.5
12662,560566,2011-07-19 13:45,11.1
12662,560566,2011-07-19 13:45,35.5
12480,560569,2011-07-19 14:04,8.6
12480,560569,2011-07-19 14:04,46.3
12480,560569,2011-07-19 14:04,16.2
12480,560569,2011-07-19 14:04,37.3
12560,560590,2011-07-19 15:55,39.2
12560,560590,2011-07-19 15:55,43
12560,560590,2011-07-19 15:55,17.4
12560,560590,2011-07-19 15:55,26.4
12521,560635,2011-07-20 10:51,47
12521,560635,2011-07-20 10:51,8.8
12627,560997,2011-07-22 13:59,43.8
12627,560997,2011-07-22 13:59,25.1
12627,560997,2011-07-22 13:59,38.2
12627,560997,2011-07-22 13:59,21.9
12534,561911,2011-08-01 10:26,9.7
12534,561911,2011-08-01 10:26,34.1
12626,562370,2011-08-04 14:20,28.4
12626,562370,2011-08-04 14:20,28.3
12626,562370,2011-08-04 14:20,6.2
12626,562370,2011-08-04 14:20,33.9
12517,562537,2011-08-05 15:02,42
12517,562537,2011-08-05 15:02,37.7
12517,562537,2011-08-05 15:02,20.8
12517,562537,2011-08-05 15:02,6
12473,563540,2011-08-17 12:04,39.6
12473,563540,2011-08-17 12:04,13.6
13812,564638,2011-08-26 12:54,23.7
13812,564638,2011-08-26 12:54,17.1
12477,564856,2011-08-31 9:11,6.4
12477,564856,2011-08-31 9:11,8.5
13813,566268,2011-09-11 13:38,20.5
12520,567666,2011-09-21 15:23,38.9
12703,569001,2011-09-29 17:52,40.2
12703,569001,2011-09-29 17:52,40.9
12481,569563,2011-10-05 9:46,20.6
12481,569563,2011-10-05 9:46,36.1
12662,571556,2011-10-18 9:24,22
12473,563540,2011-08-17 12:04,8.2
12473,563540,2011-08-17 12:04,43.6
12649,564337,2011-08-24 14:40,22.2
12524,570082,2011-10-07 11:19,45.9
12585,539957,2010-12-23 12:58,12.2
12585,539957,2010-12-23 12:58,18.3
12585,539957,2010-12-23 12:58,39.2
12481,540414,2011-01-07 10:32,18.8
12501,540458,2011-01-07 12:28,22.2
12501,540458,2011-01-07 12:28,8.4
12501,540458,2011-01-07 12:28,13.4
12501,540458,2011-01-07 12:28,30.7
12559,541877,2011-01-24 10:12,39.3
12609,542128,2011-01-25 15:13,44
12609,542128,2011-01-25 15:13,8.1
12609,542128,2011-01-25 15:13,7.6
12633,544933,2011-02-25 8:44,17.5
12633,544933,2011-02-25 8:44,16.3
12662,550178,2011-04-14 17:25,23.9
12585,550620,2011-04-19 13:39,28.4
12649,552844,2011-05-11 14:37,47.6
12627,560997,2011-07-22 13:59,24.9
12627,560997,2011-07-22 13:59,6.8
12626,562370,2011-08-04 14:20,38.8
12626,562370,2011-08-04 14:20,47.2
12626,562370,2011-08-04 14:20,39.8
12600,563776,2011-08-19 11:23,21.6
13812,564638,2011-08-26 12:54,33.4
12710,565416,2011-09-04 12:00,38.8
12710,565416,2011-09-04 12:00,32.2
12710,565416,2011-09-04 12:00,6
12710,565416,2011-09-04 12:00,34
12710,565416,2011-09-04 12:00,11.3
12627,565442,2011-09-04 14:09,36.4
12635,566233,2011-09-11 11:04,23.1
12619,567958,2011-09-23 9:00,45.5
12524,570082,2011-10-07 11:19,35.7
12524,570082,2011-10-07 11:19,25.3
12524,570082,2011-10-07 11:19,46.6
12530,570637,2011-10-11 12:34,36.8
12473,571328,2011-10-17 11:27,30.6
12473,571328,2011-10-17 11:27,42.8
13812,573284,2011-10-28 14:27,32
12626,558628,2011-06-30 17:59,6.9
12626,558628,2011-06-30 17:59,32.6
12644,562045,2011-08-02 10:33,44.1
12673,541277,2011-01-17 11:46,12.4
12673,541277,2011-01-17 11:46,26.5
12709,555282,2011-06-02 9:04,33.1
12517,555383,2011-06-02 15:13,36.5
12517,555383,2011-06-02 15:13,15.9
12517,555383,2011-06-02 15:13,21.7
12500,557972,2011-06-24 10:16,45.2
12517,562537,2011-08-05 15:02,28.7
14335,565430,2011-09-04 13:07,46
14335,565430,2011-09-04 13:07,34
14335,565430,2011-09-04 13:07,19.6
14335,565430,2011-09-04 13:07,16.8
14335,565430,2011-09-04 13:07,33.4
14335,565430,2011-09-04 13:07,47.8
12517,575886,2011-11-11 13:57,14.2
12480,575896,2011-11-11 14:52,26.9
12569,581183,2011-12-07 16:24,28.5
12569,581183,2011-12-07 16:24,47
12501,540458,2011-01-07 12:28,6.8
12701,549680,2011-04-11 13:02,32.8
12627,560997,2011-07-22 13:59,30.4
12517,555383,2011-06-02 15:13,27.1
12530,540410,2011-01-07 10:04,6.6
12501,540458,2011-01-07 12:28,21.7
12501,540458,2011-01-07 12:28,36.7
12501,540458,2011-01-07 12:28,13.5
12501,540458,2011-01-07 12:28,35.6
12501,540458,2011-01-07 12:28,15.1
12626,541269,2011-01-17 11:01,36
12626,541269,2011-01-17 11:01,27.8
12693,541962,2011-01-24 12:58,20.9
13815,542080,2011-01-25 12:16,17.5
12468,542371,2011-01-27 13:29,9
12468,542371,2011-01-27 13:29,30.4
12528,542621,2011-01-31 9:05,38.1
12662,543121,2011-02-03 13:58,43.2
12524,545533,2011-03-03 14:04,19
12520,546365,2011-03-11 11:35,40.1
12613,547383,2011-03-22 15:42,8.2
12524,551529,2011-05-01 13:18,13.9
12649,552844,2011-05-11 14:37,6.7
12481,553731,2011-05-19 8:26,23.2
13815,557466,2011-06-20 13:08,20
12560,560590,2011-07-19 15:55,45.3
12560,560590,2011-07-19 15:55,41.2
12520,560728,2011-07-20 14:38,25.1
12520,560728,2011-07-20 14:38,25.5
12534,561911,2011-08-01 10:26,40.4
12627,562035,2011-08-02 9:29,19.7
12644,562045,2011-08-02 10:33,31.1
12642,564216,2011-08-24 9:23,46
12642,564216,2011-08-24 9:23,14.1
12642,564216,2011-08-24 9:23,6.1
12477,564856,2011-08-31 9:11,44.7
12710,565416,2011-09-04 12:00,18.8
12710,565416,2011-09-04 12:00,36.7
12635,566233,2011-09-11 11:04,46.2
12635,566233,2011-09-11 11:04,36.2
12516,567959,2011-09-23 9:13,45
12628,569721,2011-10-06 9:28,16.3
12626,569844,2011-10-06 13:30,30.8
12477,570002,2011-10-07 9:16,23.9
12473,571328,2011-10-17 11:27,28.2
12473,571328,2011-10-17 11:27,26.5
12473,571328,2011-10-17 11:27,14.7
12473,571328,2011-10-17 11:27,13.2
12473,571328,2011-10-17 11:27,37.8
12662,571556,2011-10-18 9:24,45.5
12572,571724,2011-10-19 8:20,41.2
13813,573430,2011-10-31 10:38,28.7
12517,575886,2011-11-11 13:57,28.2
12479,579152,2011-11-28 13:26,25.5
12479,579152,2011-11-28 13:26,19.8
12479,579152,2011-11-28 13:26,11
12476,560901,2011-07-21 17:39,17
12530,570637,2011-10-11 12:34,45.8
12581,573417,2011-10-31 8:56,11.6
12673,541277,2011-01-17 11:46,27.8
12673,541277,2011-01-17 11:46,9.8
12517,555383,2011-06-02 15:13,19.2
12517,555383,2011-06-02 15:13,33
12517,555383,2011-06-02 15:13,11.2
12517,575886,2011-11-11 13:57,47.5
12627,569893,2011-10-06 15:51,11.3
13815,576787,2011-11-16 13:54,19
12517,555383,2011-06-02 15:13,19.8
12517,555383,2011-06-02 15:13,18.4
12517,555383,2011-06-02 15:13,44.8
12517,555383,2011-06-02 15:13,14.5
12712,560202,2011-07-15 13:10,9.9
14335,565430,2011-09-04 13:07,45.5
12517,575886,2011-11-11 13:57,9
12517,575886,2011-11-11 13:57,40
12517,555383,2011-06-02 15:13,23.6
12517,555383,2011-06-02 15:13,24.4
12668,539466,2010-12-19 12:46,37.1
12668,539466,2010-12-19 12:46,17.1
12501,540458,2011-01-07 12:28,28.6
12524,540562,2011-01-10 10:35,22.7
12673,541277,2011-01-17 11:46,22.3
12673,541277,2011-01-17 11:46,44.1
12524,545533,2011-03-03 14:04,34.3
12712,552656,2011-05-10 14:46,10.6
12517,555383,2011-06-02 15:13,44.5
12712,564367,2011-08-25 9:18,28.2
12701,567578,2011-09-21 10:47,8.3
13813,569017,2011-09-30 9:22,34.1
12626,569844,2011-10-06 13:30,8.6
12626,569844,2011-10-06 13:30,31.1
12627,569893,2011-10-06 15:51,34.2
12475,571308,2011-10-17 10:10,21.1
12476,572559,2011-10-25 8:44,24.2
12476,578472,2011-11-24 12:40,45.4
12712,536983,2010-12-03 14:30,46.4
12647,539403,2010-12-17 12:21,42.2
12501,540458,2011-01-07 12:28,31.4
12501,540458,2011-01-07 12:28,6.6
12501,540458,2011-01-07 12:28,36
12480,540480,2011-01-07 15:27,18.4
12480,540480,2011-01-07 15:27,31.7
12480,540480,2011-01-07 15:27,45
12673,541277,2011-01-17 11:46,41.6
12527,541480,2011-01-18 12:05,24.1
12527,541480,2011-01-18 12:05,20.9
12527,541480,2011-01-18 12:05,16.1
12527,541480,2011-01-18 12:05,25.7
13815,542080,2011-01-25 12:16,19.6
12662,543121,2011-02-03 13:58,5.8
12654,544302,2011-02-17 13:16,10.4
12662,545988,2011-03-08 12:52,16.4
12662,545988,2011-03-08 12:52,15.3
12623,545994,2011-03-08 13:50,16.2
12580,549193,2011-04-07 10:24,38.2
12580,549193,2011-04-07 10:24,17.4
12662,550178,2011-04-14 17:25,10
12530,550665,2011-04-20 9:31,25.5
12645,551820,2011-05-04 12:11,22.4
12645,551820,2011-05-04 12:11,16.9
12654,554713,2011-05-26 10:43,31
12633,554861,2011-05-27 10:29,11.3
12468,555523,2011-06-05 11:36,22.5
12662,555553,2011-06-05 13:45,6.8
12662,555553,2011-06-05 13:45,27.9
12662,555553,2011-06-05 13:45,32.8
12609,555719,2011-06-06 15:31,39
12712,556443,2011-06-10 15:28,44.9
13815,557466,2011-06-20 13:08,34.3
13815,557466,2011-06-20 13:08,15.5
12662,560566,2011-07-19 13:45,18.6
12521,560635,2011-07-20 10:51,25.7
12627,562035,2011-08-02 9:29,11.3
12627,562035,2011-08-02 9:29,27
12627,562035,2011-08-02 9:29,16.1
12627,562035,2011-08-02 9:29,19.6
12633,562038,2011-08-02 9:35,46.6
12633,562038,2011-08-02 9:35,40.8
12600,563776,2011-08-19 11:23,23
12662,564328,2011-08-24 13:42,25.1
14335,565430,2011-09-04 13:07,36.4
14335,565430,2011-09-04 13:07,27
14335,565430,2011-09-04 13:07,34.1
12627,565442,2011-09-04 14:09,36.3
12592,566054,2011-09-08 15:04,21.8
12703,569001,2011-09-29 17:52,39.2
12627,569893,2011-10-06 15:51,41.6
12492,570189,2011-10-07 15:15,44.4
