brand,sic,city,gu,dong,address,zip,lon,lat,sales
Starbucks,I56220,서울특별시,강남구,청담동,서울특별시 강남구 도산대로57길 24,6016,127.0418193,37.52525095,3076
Starbucks,I56220,서울특별시,강남구,청담동,서울특별시 강남구 학동로 419,6069,127.045958,37.5183013,4204
Starbucks,I56220,서울특별시,강남구,도곡1동,서울특별시 강남구 남부순환로 2621,6267,127.036609,37.48524679,3837
Starbucks,I56220,서울특별시,강남구,삼성2동,서울특별시 강남구 봉은사로 446,6153,127.048501,37.51135667,3635
Starbucks,I56220,서울특별시,강남구,압구정동,서울특별시 강남구 언주로 861,6023,127.0330918,37.5273874,4734
Starbucks,I56220,서울특별시,강남구,대치1동,서울특별시 강남구 남부순환로 2947,6280,127.0626465,37.49456594,3144
Starbucks,I56220,서울특별시,강남구,대치2동,서울특별시 강남구 테헤란로 518,6180,127.0605609,37.50757866,4111
Starbucks,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 봉은사로2길 39,6123,127.0266434,37.50209594,4902
Starbucks,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로 328,6252,127.0306939,37.4923528,4666
Starbucks,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로 390,6232,127.0285648,37.49783175,3166
Starbucks,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 봉은사로 304,6143,127.0403528,37.50902009,4073
Starbucks,I56220,서울특별시,강남구,논현2동,서울특별시 강남구 논현로 648,6106,127.032255,37.5115851,4620
Starbucks,I56220,서울특별시,강남구,대치2동,서울특별시 강남구 삼성로 402,6185,127.0588155,37.50335683,3996
Starbucks,I56220,서울특별시,강남구,대치4동,서울특별시 강남구 도곡로 457,6209,127.0601595,37.49899741,3437
Starbucks,I56220,서울특별시,강남구,대치2동,서울특별시 강남구 도곡로 511,6191,127.0622213,37.49962651,4873
Starbucks,I56220,서울특별시,강남구,도곡1동,서울특별시 강남구 강남대로 282,6258,127.032473,37.48855591,3910
Starbucks,I56220,서울특별시,강남구,대치2동,서울특별시 강남구 영동대로86길 12,6174,127.0651728,37.50781348,3483
Starbucks,I56220,서울특별시,강남구,삼성1동,서울특별시 강남구 테헤란로87길 33,6167,127.0579087,37.50981919,3236
Starbucks,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 선릉로93길 22,6148,127.046716,37.50495379,3566
Starbucks,I56220,서울특별시,강남구,삼성2동,서울특별시 강남구 봉은사로 407,6097,127.0445494,37.51077512,4480
Starbucks,I56220,서울특별시,강남구,신사동,서울특별시 강남구 압구정로12길 32,6028,127.022506,37.52188494,3112
Starbucks,I56220,서울특별시,강남구,압구정동,서울특별시 강남구 언주로174길 29,6017,127.03642,37.52810841,3751
Starbucks,I56220,서울특별시,강남구,청담동,서울특별시 강남구 선릉로 836,6014,127.0405131,37.52653786,4898
Starbucks,I56220,서울특별시,강남구,청담동,서울특별시 강남구 선릉로 836,6014,127.0405131,37.52653786,3324
Starbucks,I56220,서울특별시,강남구,압구정동,서울특별시 강남구 압구정로30길 17,6022,127.0295417,37.52632207,4431
Starbucks,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 도곡로 183,6257,127.0393917,37.49222561,3956
Starbucks,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 도곡로 183,6257,127.0393917,37.49222561,4583
Starbucks,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 145,6132,127.0351776,37.50070625,3114
Starbucks,I56220,서울특별시,강남구,논현2동,서울특별시 강남구 봉은사로 213,6109,127.0353547,37.50804228,4353
Starbucks,I56220,서울특별시,강남구,논현2동,서울특별시 강남구 봉은사로 213,6109,127.0353547,37.50804228,3372
Starbucks,I56220,서울특별시,강남구,청담동,서울특별시 강남구 도산대로 458,6062,127.0468501,37.52375987,4666
Starbucks,I56220,서울특별시,강남구,청담동,서울특별시 강남구 영동대로 720,6075,127.056441,37.52217895,3748
Starbucks,I56220,서울특별시,강남구,논현2동,서울특별시 강남구 도산대로 328,6055,127.0379529,37.52239022,3776
Starbucks,I56220,서울특별시,강남구,삼성1동,서울특별시 강남구 영동대로 616,6081,127.0601934,37.51524372,3788
Starbucks,I56220,서울특별시,강남구,삼성1동,서울특별시 강남구 테헤란로 505,6168,127.0574281,37.50756271,3345
Starbucks,I56220,서울특별시,강남구,대치2동,서울특별시 강남구 영동대로 215,6283,127.0685071,37.49799127,4818
Ediya,I56220,서울특별시,강남구,삼성1동,서울특별시 강남구 테헤란로87길 37,6166,127.0577002,37.51020498,4220
Ediya,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 논현로63길 16,6257,127.0390991,37.49299814,4280
Ediya,I56220,서울특별시,강남구,일원1동,서울특별시 강남구 양재대로27길 20,6343,127.0816058,37.49039878,3612
Ediya,I56220,서울특별시,강남구,삼성1동,서울특별시 강남구 테헤란로107길 11,6173,127.0650384,37.51042548,3260
Ediya,I56220,서울특별시,강남구,대치4동,서울특별시 강남구 삼성로85길 38,6194,127.0541861,37.50453628,4950
Ediya,I56220,서울특별시,강남구,논현2동,서울특별시 강남구 선릉로 661,6099,127.0415697,37.51558063,4932
Ediya,I56220,서울특별시,강남구,대치2동,서울특별시 강남구 테헤란로88길 10,6179,127.0594504,37.50683997,4281
Ediya,I56220,서울특별시,강남구,신사동,서울특별시 강남구 압구정로2길 62,6035,127.0214285,37.51776722,4062
Ediya,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로25길 17,6131,127.0352202,37.50178786,3409
Ediya,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로4길 46,6241,127.0300538,37.49550124,4371
Ediya,I56220,서울특별시,강남구,대치2동,서울특별시 강남구 테헤란로104길 8,6174,127.0647899,37.50858536,4753
Ediya,I56220,서울특별시,강남구,일원2동,서울특별시 강남구 개포로109길 34,6336,127.0776351,37.49419735,4677
Ediya,I56220,서울특별시,강남구,논현2동,서울특별시 강남구 언주로148길 14,6057,127.036143,37.52061841,3606
Ediya,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로25길 17,6131,127.0352202,37.50178786,4512
Ediya,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로43길 18,6151,127.0440422,37.50442759,3031
Ediya,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로66길 14,6253,127.0318328,37.49172239,3335
Ediya,I56220,서울특별시,강남구,대치4동,서울특별시 강남구 선릉로86길 6-6,6198,127.0504086,37.50273991,4828
Ediya,I56220,서울특별시,강남구,개포4동,서울특별시 강남구 개포로 218,6307,127.0466001,37.4784888,3243
Ediya,I56220,서울특별시,강남구,논현2동,서울특별시 강남구 언주로130길 18,6098,127.0370636,37.51500335,4903
Ediya,I56220,서울특별시,강남구,역삼2동,서울특별시 강남구 테헤란로 212,6220,127.0395812,37.50126475,3082
Ediya,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 논현로94길 19,6140,127.0377866,37.50274589,3700
Ediya,I56220,서울특별시,강남구,삼성1동,서울특별시 강남구 테헤란로87길 37,6166,127.0577002,37.51020498,4157
Ediya,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로7길 22,6130,127.0307215,37.50071482,4630
Ediya,I56220,서울특별시,강남구,개포2동,서울특별시 강남구 개포로82길 11,6329,127.0674257,37.48854865,4914
Ediya,I56220,서울특별시,강남구,신사동,서울특별시 강남구 논현로167길 16,6030,127.0268805,37.5247774,4083
Ediya,I56220,서울특별시,강남구,대치2동,서울특별시 강남구 테헤란로88길 10,6179,127.0594504,37.50683997,4446
Ediya,I56220,서울특별시,강남구,도곡2동,서울특별시 강남구 논현로 142,6301,127.0430112,37.48240642,3931
Ediya,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 125,6133,127.0316633,37.49959623,3413
Ediya,I56220,서울특별시,강남구,대치4동,서울특별시 강남구 선릉로86길 15,6192,127.0508173,37.5035181,4284
Ediya,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 선릉로 519,6149,127.0479938,37.50586515,4039
Ediya,I56220,서울특별시,강남구,청담동,서울특별시 강남구 학동로87길 7,6074,127.0519834,37.51952119,3073
Ediya,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 선릉로 577,6143,127.0435765,37.50990224,4507
Ediya,I56220,서울특별시,강남구,삼성1동,서울특별시 강남구 영동대로106길 9,6170,127.0618328,37.51349969,3123
Ediya,I56220,서울특별시,강남구,논현2동,서울특별시 강남구 언주로 711,6050,127.0334059,37.51707293,4155
Ediya,I56220,서울특별시,강남구,역삼2동,서울특별시 강남구 언주로81길 8,6222,127.0428615,37.50034526,3755
Ediya,I56220,서울특별시,강남구,대치1동,서울특별시 강남구 남부순환로 2937,6280,127.0616008,37.49408008,3768
Ediya,I56220,서울특별시,강남구,청담동,서울특별시 강남구 학동로 508,6084,127.0520222,37.51913405,4431
Ediya,I56220,서울특별시,강남구,역삼2동,서울특별시 강남구 논현로72길 13,6227,127.0405329,37.4958301,4807
Ediya,I56220,서울특별시,강남구,세곡동,서울특별시 강남구 헌릉로569길 9,6376,127.1007621,37.46678511,4757
Ediya,I56220,서울특별시,강남구,논현1동,서울특별시 강남구 도산대로 118,6038,127.0218065,37.51654492,4281
Ediya,I56220,서울특별시,강남구,논현2동,서울특별시 강남구 도산대로30길 7,6047,127.0294167,37.51938295,4991
Ediya,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로 390,6232,127.0285648,37.49783175,4470
Ediya,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로 432,6129,127.0266094,37.50123065,3917
Ediya,I56220,서울특별시,강남구,세곡동,서울특별시 강남구 자곡로 180,6373,127.1033474,37.47370691,4569
Ediya,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로 396,6232,127.0282892,37.49815386,4107
Ediya,I56220,서울특별시,강남구,삼성1동,서울특별시 강남구 봉은사로86길 30,6165,127.0568477,37.51144163,3939
Ediya,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 봉은사로 326,6143,127.0426523,37.50964246,4841
Ediya,I56220,서울특별시,강남구,일원1동,서울특별시 강남구 양재대로27길 20,6343,127.0816058,37.49039878,4337
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 335,6150,127.0482229,37.50474969,4377
CoffeeBean,I56220,서울특별시,강남구,청담동,서울특별시 강남구 압구정로 461,6011,127.0472158,37.52524956,3473
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로4길 28,6241,127.0300745,37.4965196,3079
CoffeeBean,I56220,서울특별시,강남구,청담동,서울특별시 강남구 삼성로 716,6074,127.0500215,37.51990189,3682
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 143,6132,127.0348844,37.50064078,3933
CoffeeBean,I56220,서울특별시,강남구,대치4동,서울특별시 강남구 선릉로64길 23,6205,127.0541518,37.49829169,4084
CoffeeBean,I56220,서울특별시,강남구,대치2동,서울특별시 강남구 영동대로 211,6283,127.0688065,37.49756112,3223
CoffeeBean,I56220,서울특별시,강남구,삼성1동,서울특별시 강남구 테헤란로87길 22,6164,127.0594268,37.50962404,4355
CoffeeBean,I56220,서울특별시,강남구,역삼2동,서울특별시 강남구 테헤란로 312,6211,127.0450339,37.50293085,4880
CoffeeBean,I56220,서울특별시,강남구,대치4동,서울특별시 강남구 테헤란로70길 12,6193,127.0531431,37.50473517,4146
CoffeeBean,I56220,서울특별시,강남구,논현2동,서울특별시 강남구 봉은사로 207,6109,127.0346447,37.50783825,4162
CoffeeBean,I56220,서울특별시,강남구,논현1동,서울특별시 강남구 논현로 717,6041,127.0295177,37.51595077,4271
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로20길 10,6235,127.0341242,37.49907574,4352
CoffeeBean,I56220,서울특별시,강남구,압구정동,서울특별시 강남구 압구정로29길 65,6005,127.0269816,37.53179742,3374
CoffeeBean,I56220,서울특별시,강남구,삼성1동,서울특별시 강남구 영동대로 607,6087,127.0594668,37.51455313,4400
CoffeeBean,I56220,서울특별시,강남구,도곡2동,서울특별시 강남구 논현로 136,6302,127.0432328,37.48187659,4899
CoffeeBean,I56220,서울특별시,강남구,신사동,서울특별시 강남구 논현로167길 9,6031,127.0274056,37.52441229,4483
CoffeeBean,I56220,서울특별시,강남구,청담동,서울특별시 강남구 도산대로67길 7,6016,127.0444085,37.52448802,3997
CoffeeBean,I56220,서울특별시,강남구,신사동,서울특별시 강남구 압구정로12길 6,6028,127.0223259,37.52355039,3296
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 327,6150,127.0472097,37.5043811,3596
CoffeeBean,I56220,서울특별시,강남구,논현2동,서울특별시 강남구 선릉로 749,6056,127.039458,37.52147439,4505
CoffeeBean,I56220,서울특별시,강남구,압구정동,서울특별시 강남구 언주로 819,6024,127.0327819,37.52334815,3818
CoffeeBean,I56220,서울특별시,강남구,압구정동,서울특별시 강남구 도산대로49길 13,6020,127.0369742,37.52372481,3121
CoffeeBean,I56220,서울특별시,강남구,논현2동,서울특별시 강남구 학동로 211,6052,127.0320341,37.5146739,3068
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로 442,6123,127.0260445,37.50205497,3505
CoffeeBean,I56220,서울특별시,강남구,청담동,서울특별시 강남구 선릉로158길 10,6014,127.0408215,37.52542307,4410
CoffeeBean,I56220,서울특별시,강남구,대치4동,서울특별시 강남구 선릉로86길 11,6192,127.0505138,37.50336248,4293
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로 358,6241,127.0297769,37.49504844,3492
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로 406,6134,127.0276118,37.49893221,3111
CoffeeBean,I56220,서울특별시,강남구,삼성1동,서울특별시 강남구 봉은사로103길 6,6083,127.0617574,37.51500386,3741
CoffeeBean,I56220,서울특별시,강남구,수서동,서울특별시 강남구 광평로 280,6367,127.1030943,37.48731104,4175
CoffeeBean,I56220,서울특별시,강남구,도곡2동,서울특별시 강남구 논현로38길 42,6296,127.0450402,37.48556754,4855
CoffeeBean,I56220,서울특별시,강남구,대치4동,서울특별시 강남구 삼성로85길 11,6195,127.0561648,37.50458815,4508
CoffeeBean,I56220,서울특별시,강남구,논현2동,서울특별시 강남구 언주로 609,6108,127.036665,37.50993618,4268
CoffeeBean,I56220,서울특별시,강남구,대치1동,서울특별시 강남구 남부순환로 2911,6280,127.057935,37.49241999,3713
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 논현로 566,6135,127.0349403,37.50684049,3092
CoffeeBean,I56220,서울특별시,강남구,신사동,서울특별시 강남구 논현로175길 6,6030,127.0279007,37.52636264,4440
CoffeeBean,I56220,서울특별시,강남구,대치4동,서울특별시 강남구 삼성로85길 39,6196,127.0542693,37.50422158,4982
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 111,6134,127.0292638,37.49887371,4523
CoffeeBean,I56220,서울특별시,강남구,대치4동,서울특별시 강남구 역삼로77길 7,6196,127.0562645,37.50295804,4883
CoffeeBean,I56220,서울특별시,강남구,대치2동,서울특별시 강남구 영동대로 225,6283,127.0676206,37.49925476,4518
CoffeeBean,I56220,서울특별시,강남구,삼성2동,서울특별시 강남구 삼성로 551,6155,127.054131,37.51069906,3496
CoffeeBean,I56220,서울특별시,강남구,대치2동,서울특별시 강남구 영동대로85길 9,6182,127.0628745,37.50708344,3170
CoffeeBean,I56220,서울특별시,강남구,청담동,서울특별시 강남구 학동로 423,6068,127.0466127,37.51841471,4599
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로4길 28,6241,127.0300745,37.4965196,3746
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로1길 29,6129,127.02728,37.50010085,4556
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로1길 29,6129,127.02728,37.50010085,4421
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로8길 42,6240,127.032149,37.49614015,3109
CoffeeBean,I56220,서울특별시,강남구,논현1동,서울특별시 강남구 강남대로112길 20,6120,127.0260336,37.50550591,4609
CoffeeBean,I56220,서울특별시,강남구,논현2동,서울특별시 강남구 언주로 609,6108,127.036665,37.50993618,4328
CoffeeBean,I56220,서울특별시,강남구,대치2동,서울특별시 강남구 삼성로 352,6186,127.0589896,37.50300681,4237
CoffeeBean,I56220,서울특별시,강남구,대치4동,서울특별시 강남구 삼성로85길 11,6195,127.0561648,37.50458815,4358
CoffeeBean,I56220,서울특별시,강남구,도곡1동,서울특별시 강남구 도곡로 206,6272,127.0416529,37.492262,3157
CoffeeBean,I56220,서울특별시,강남구,삼성1동,서울특별시 강남구 삼성로 518,6168,127.056219,37.50836401,4078
CoffeeBean,I56220,서울특별시,강남구,대치4동,서울특별시 강남구 선릉로86길 11,6192,127.0505138,37.50336248,4643
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 선릉로93길 6,6149,127.0478832,37.50567504,4526
CoffeeBean,I56220,서울특별시,강남구,논현1동,서울특별시 강남구 도산대로 126,6039,127.0223894,37.51695522,3874
CoffeeBean,I56220,서울특별시,강남구,압구정동,서울특별시 강남구 선릉로157길 12,6018,127.0389913,37.52611101,4745
CoffeeBean,I56220,서울특별시,강남구,압구정동,서울특별시 강남구 선릉로157길 12,6018,127.0389913,37.52611101,4325
CoffeeBean,I56220,서울특별시,강남구,압구정동,서울특별시 강남구 압구정로46길 3,6018,127.0368931,37.52827446,3527
CoffeeBean,I56220,서울특별시,강남구,역삼2동,서울특별시 강남구 테헤란로34길 6,6220,127.0398667,37.50105081,3226
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 143,6132,127.0348844,37.50064078,4735
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 논현로 512,6140,127.0365025,37.50233896,4710
CoffeeBean,I56220,서울특별시,강남구,역삼2동,서울특별시 강남구 테헤란로 312,6211,127.0450339,37.50293085,3591
CoffeeBean,I56220,서울특별시,강남구,대치4동,서울특별시 강남구 테헤란로70길 12,6193,127.0531431,37.50473517,4575
CoffeeBean,I56220,서울특별시,강남구,삼성1동,서울특별시 강남구 영동대로 511,6164,127.0610126,37.51034849,3538
CoffeeBean,I56220,서울특별시,강남구,대치2동,서울특별시 강남구 삼성로86길 11,6178,127.0582863,37.50587557,4797
CoffeeBean,I56220,서울특별시,강남구,대치1동,서울특별시 강남구 도곡로 408,6278,127.0552134,37.4966152,3444
CoffeeBean,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로 350,6242,127.0299591,37.4940768,4649
Twosome,I56220,서울특별시,강남구,압구정동,서울특별시 강남구 도산대로 323,6021,127.0369963,37.52288701,4283
Twosome,I56220,서울특별시,강남구,압구정동,서울특별시 강남구 도산대로49길 3,6021,127.0369492,37.5230308,3830
Twosome,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로 362,6241,127.0294005,37.49529764,3226
Twosome,I56220,서울특별시,강남구,삼성1동,서울특별시 강남구 영동대로 513,6164,127.0581883,37.51097477,4284
Twosome,I56220,서울특별시,강남구,역삼2동,서울특별시 강남구 선릉로89길 16,6212,127.0477987,37.50342172,4231
Twosome,I56220,서울특별시,강남구,일원2동,서울특별시 강남구 개포로110길 43,6337,127.0796692,37.49155509,3896
Twosome,I56220,서울특별시,강남구,대치4동,서울특별시 강남구 테헤란로70길 16,6193,127.0532831,37.50439389,3587
Twosome,I56220,서울특별시,강남구,대치2동,서울특별시 강남구 삼성로 334,6186,127.0598565,37.50151796,3873
Twosome,I56220,서울특별시,강남구,압구정동,서울특별시 강남구 도산대로37길 19,6024,127.0311892,37.52228087,4721
Twosome,I56220,서울특별시,강남구,논현2동,서울특별시 강남구 논현로 662,6105,127.0314875,37.51320971,4064
Twosome,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로 412,6134,127.027254,37.49948792,3985
Twosome,I56220,서울특별시,강남구,논현1동,서울특별시 강남구 강남대로 578,6043,127.0208299,37.51336513,3712
Twosome,I56220,서울특별시,강남구,압구정동,서울특별시 강남구 압구정로30길 45,6022,127.0293864,37.52433848,4637
Twosome,I56220,서울특별시,강남구,세곡동,서울특별시 강남구 자곡로 201,6372,127.1046737,37.47530284,3615
Twosome,I56220,서울특별시,강남구,논현1동,서울특별시 강남구 강남대로 476,6120,127.0247747,37.50490083,3370
Twosome,I56220,서울특별시,강남구,압구정동,서울특별시 강남구 언주로172길 25,6017,127.0360202,37.52752848,4145
Twosome,I56220,서울특별시,강남구,신사동,서울특별시 강남구 도산대로 127,6035,127.0223129,37.51761236,4842
Twosome,I56220,서울특별시,강남구,수서동,서울특별시 강남구 광평로56길 8-13,6367,127.1031575,37.48675286,3705
Twosome,I56220,서울특별시,강남구,대치2동,서울특별시 강남구 테헤란로 620,6174,127.0655629,37.50918617,3740
Twosome,I56220,서울특별시,강남구,도곡1동,서울특별시 강남구 언주로 211,6273,127.0462939,37.49279514,3843
Twosome,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 138,6236,127.0342866,37.49963572,4060
Twosome,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로7길 8,6133,127.0311068,37.49978088,3685
Twosome,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로 362,6241,127.0294005,37.49529764,4354
Twosome,I56220,서울특별시,강남구,일원본동,서울특별시 강남구 광평로34길 30,6362,127.0941213,37.48218762,4631
Twosome,I56220,서울특별시,강남구,신사동,서울특별시 강남구 강남대로152길 22,6035,127.0212523,37.51740534,3409
