brand,sic,city,gu,dong,address,zip,lon,lat,col
스타벅스,I56220,서울특별시,서대문구,신촌동,서울특별시 서대문구 이화여대길 52,3760,126.9503015,37.56428106,1
스타벅스,I56220,서울특별시,강남구,삼성1동,서울특별시 강남구 학동로 506,6084,127.0514396,37.51868785,1
스타벅스,I56220,서울특별시,용산구,한남동,서울특별시 용산구 대사관로 67,4401,127.0056326,37.53341267,1
스타벅스,I56220,서울특별시,중구,소공동,서울특별시 중구 새문안로 22,4516,126.9686221,37.56711862,1
스타벅스,I56220,서울특별시,강남구,논현2동,서울특별시 강남구 선릉로 669,6099,127.0412398,37.51660516,1
스타벅스,I56220,서울특별시,강서구,등촌3동,서울특별시 강서구 공항대로 329,7591,126.8443343,37.5582365,1
스타벅스,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 역삼로 123,6243,127.0330005,37.49412876,1
스타벅스,I56220,서울특별시,성북구,안암동,서울특별시 성북구 인촌로 102-2,2856,127.0307477,37.5860984,1
스타벅스,I56220,서울특별시,강서구,가양3동,서울특별시 강서구 양천로 559,7532,126.8617991,37.55818091,1
스타벅스,I56220,서울특별시,광진구,구의2동,서울특별시 광진구 광나루로 519,4976,127.0871794,37.54529828,1
스타벅스,I56220,서울특별시,영등포구,문래동,서울특별시 영등포구 선유로 64,7295,126.8896814,37.5196567,1
스타벅스,I56220,서울특별시,송파구,잠실본동,서울특별시 송파구 백제고분로 69,5556,127.0790291,37.51052638,1
스타벅스,I56220,서울특별시,중구,신당동,서울특별시 중구 퇴계로 385,4569,127.0143311,37.56539165,1
스타벅스,I56220,서울특별시,강남구,대치1동,서울특별시 강남구 남부순환로 2936,6291,127.0619041,37.49334362,1
스타벅스,I56220,서울특별시,중랑구,묵1동,서울특별시 중랑구 동일로 932,2033,127.0775414,37.61382905,1
스타벅스,I56220,서울특별시,서초구,방배4동,서울특별시 서초구 방배로 184,6586,126.9924576,37.49001452,1
스타벅스,I56220,서울특별시,송파구,잠실6동,서울특별시 송파구 송파대로 562,5510,127.0995353,37.51532494,1
스타벅스,I56220,서울특별시,성북구,안암동,서울특별시 성북구 안암로 145,2841,127.0317018,37.58848499,1
스타벅스,I56220,서울특별시,중구,회현동,서울특별시 중구 소월로 10,4527,126.9753958,37.5585276,1
스타벅스,I56220,서울특별시,강남구,삼성2동,서울특별시 강남구 삼성로 605,6095,127.0527047,37.51347189,1
스타벅스,I56220,서울특별시,강남구,수서동,서울특별시 강남구 밤고개로1길 10,6349,127.1018421,37.48801336,1
스타벅스,I56220,서울특별시,중구,명동,서울특별시 중구 을지로 50,4534,126.9833126,37.56563319,1
스타벅스,I56220,서울특별시,강남구,논현2동,서울특별시 강남구 언주로 650,6098,127.0357413,37.51491147,1
스타벅스,I56220,서울특별시,종로구,가회동,서울특별시 종로구 북촌로4길 23,3056,126.9864535,37.57943711,1
스타벅스,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 134,6235,127.0337924,37.49937038,1
스타벅스,I56220,서울특별시,광진구,자양3동,서울특별시 광진구 능동로 50,5070,127.0691588,37.53566952,1
스타벅스,I56220,서울특별시,서초구,반포1동,서울특별시 서초구 강남대로 483,6541,127.023627,37.50531485,1
스타벅스,I56220,서울특별시,강북구,번1동,서울특별시 강북구 도봉로 342,1063,127.0261078,37.63802308,1
스타벅스,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 142,6236,127.0349412,37.49974019,1
스타벅스,I56220,서울특별시,서초구,반포4동,서울특별시 서초구 서래로 48,6577,126.9985423,37.49925701,1
스타벅스,I56220,서울특별시,동대문구,장안1동,서울특별시 동대문구 장한로 10,2644,127.0654766,37.56234757,1
스타벅스,I56220,서울특별시,서대문구,신촌동,서울특별시 서대문구 신촌로 129,3780,126.9403142,37.55655102,1
스타벅스,I56220,서울특별시,서초구,서초3동,서울특별시 서초구 남부순환로 2395,6711,127.0123471,37.48066733,1
스타벅스,I56220,서울특별시,종로구,혜화동,서울특별시 종로구 대명길 5,3078,127.0011396,37.58351787,1
스타벅스,I56220,서울특별시,종로구,이화동,서울특별시 종로구 동숭길 110,3085,127.003887,37.58296442,1
스타벅스,I56220,서울특별시,강남구,신사동,서울특별시 강남구 논현로175길 94,6028,127.0216293,37.52318421,1
스타벅스,I56220,서울특별시,영등포구,당산2동,서울특별시 영등포구 양평로 64,7222,126.899952,37.53513359,1
스타벅스,I56220,서울특별시,서초구,반포4동,서울특별시 서초구 사평대로 205,6545,127.0078261,37.50448036,1
스타벅스,I56220,서울특별시,서초구,반포3동,서울특별시 서초구 잠원로 69,6511,127.006958,37.51024881,1
스타벅스,I56220,서울특별시,강남구,청담동,서울특별시 강남구 도산대로 532,6071,127.0515717,37.52433852,1
스타벅스,I56220,서울특별시,강남구,개포4동,서울특별시 강남구 논현로 88,6307,127.0451163,37.47781003,1
스타벅스,I56220,서울특별시,강서구,등촌3동,서울특별시 강서구 강서로 388,7583,126.8392902,37.5601783,1
스타벅스,I56220,서울특별시,용산구,이태원1동,서울특별시 용산구 이태원로 138-1,4390,126.9892412,37.53399435,1
스타벅스,I56220,서울특별시,광진구,군자동,서울특별시 광진구 천호대로 548,4997,127.0790129,37.5569305,1
스타벅스,I56220,서울특별시,영등포구,여의동,서울특별시 영등포구 국회대로74길 12,7238,126.9210478,37.53007514,1
스타벅스,I56220,서울특별시,강남구,논현2동,서울특별시 강남구 논현로 704,6052,127.0307455,37.51460026,1
스타벅스,I56220,서울특별시,노원구,중계1동,서울특별시 노원구 중계로 217,1743,127.0759774,37.65049809,1
스타벅스,I56220,서울특별시,동작구,사당1동,서울특별시 동작구 동작대로 21,7015,126.9813515,37.4784759,1
스타벅스,I56220,서울특별시,강남구,대치2동,서울특별시 강남구 삼성로86길 7,6178,127.0579257,37.50576457,1
스타벅스,I56220,서울특별시,성북구,안암동,서울특별시 성북구 인촌로24길 51,2856,127.029689,37.58391819,1
스타벅스,I56220,서울특별시,금천구,가산동,서울특별시 금천구 벚꽃로 266,8511,126.8850681,37.47843551,1
스타벅스,I56220,서울특별시,노원구,상계6.7동,서울특별시 노원구 동일로 1413,1689,127.0600017,37.65475991,1
스타벅스,I56220,서울특별시,중구,명동,서울특별시 중구 을지로 19,4523,126.9799417,37.56629791,1
스타벅스,I56220,서울특별시,종로구,이화동,서울특별시 종로구 동숭길 133,3086,127.0027155,37.58336,1
스타벅스,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 논현로 508,6141,127.0372774,37.50188574,1
스타벅스,I56220,서울특별시,서초구,잠원동,서울특별시 서초구 강남대로 557,6531,127.0206276,37.51153431,1
스타벅스,I56220,서울특별시,중구,소공동,서울특별시 중구 서소문로 130,4514,126.9755101,37.56340323,1
스타벅스,I56220,서울특별시,동대문구,회기동,서울특별시 동대문구 이문로 37,2452,127.0560164,37.59084445,1
스타벅스,I56220,서울특별시,성동구,왕십리도선동,서울특별시 성동구 왕십리로 326,4709,127.0338801,37.56274199,1
스타벅스,I56220,서울특별시,용산구,이촌1동,서울특별시 용산구 이촌로 198,4427,126.9690527,37.52107002,1
스타벅스,I56220,서울특별시,영등포구,여의동,서울특별시 영등포구 국제금융로6길 7,7330,126.9290886,37.52239936,1
스타벅스,I56220,서울특별시,강남구,역삼2동,서울특별시 강남구 테헤란로 334,6212,127.0485159,37.5039411,1
스타벅스,I56220,서울특별시,서초구,서초1동,서울특별시 서초구 서초중앙로 118,6634,127.014217,37.49238766,1
스타벅스,I56220,서울특별시,서초구,반포4동,서울특별시 서초구 서초중앙로 225,6593,127.0115392,37.50165515,1
스타벅스,I56220,서울특별시,영등포구,영등포동,서울특별시 영등포구 영중로 15,7305,126.9039142,37.51721267,1
스타벅스,I56220,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 돈화문로 13,3192,126.9916457,37.56968726,1
스타벅스,I56220,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 종로12길 21,3190,126.9859827,37.5690711,1
스타벅스,I56220,서울특별시,강남구,신사동,서울특별시 강남구 논현로 841,6031,127.0278969,37.52404691,1
스타벅스,I56220,서울특별시,강동구,천호2동,서울특별시 강동구 천호대로 1015-14,5328,127.1251976,37.5389633,1
스타벅스,I56220,서울특별시,서초구,양재1동,서울특별시 서초구 강남대로 202,6743,127.0368501,37.48232032,1
스타벅스,I56220,서울특별시,중구,소공동,서울특별시 중구 서소문로 120,4514,126.9746449,37.56293619,1
스타벅스,I56220,서울특별시,용산구,남영동,서울특별시 용산구 한강대로 372,4323,126.9729093,37.55166709,1
스타벅스,I56220,서울특별시,서초구,서초4동,서울특별시 서초구 서초대로77길 27,6614,127.0254816,37.50011306,1
스타벅스,I56220,서울특별시,서대문구,신촌동,서울특별시 서대문구 연세로 35,3788,126.9366956,37.55871702,1
스타벅스,I56220,서울특별시,영등포구,여의동,서울특별시 영등포구 의사당대로 147,7332,126.9278277,37.51881077,1
스타벅스,I56220,서울특별시,성동구,성수2가1동,서울특별시 성동구 뚝섬로 377,4781,127.053479,37.53992399,1
스타벅스,I56220,서울특별시,서초구,방배1동,서울특별시 서초구 방배로 84,6665,126.9976309,37.48198508,1
스타벅스,I56220,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 종로1길 42,3152,126.9789664,37.57389426,1
스타벅스,I56220,서울특별시,강동구,성내2동,서울특별시 강동구 천호대로 1012,5378,127.1241328,37.5380904,1
스타벅스,I56220,서울특별시,송파구,잠실3동,서울특별시 송파구 올림픽로 212,5553,127.0944673,37.51066377,1
스타벅스,I56220,서울특별시,중구,명동,서울특별시 중구 을지로 65,4539,126.9851123,37.56647763,1
스타벅스,I56220,서울특별시,서대문구,충현동,서울특별시 서대문구 충정로 53,3736,126.9646165,37.5637407,1
스타벅스,I56220,서울특별시,광진구,자양3동,서울특별시 광진구 아차산로 262,5065,127.0729442,37.53699681,1
스타벅스,I56220,서울특별시,광진구,구의1동,서울특별시 광진구 아차산로 373,5044,127.0840104,37.53700208,1
스타벅스,I56220,서울특별시,은평구,응암1동,서울특별시 은평구 은평로 170,3462,126.9266481,37.6010829,1
스타벅스,I56220,서울특별시,관악구,보라매동,서울특별시 관악구 보라매로3길 23,8708,126.9255222,37.49103758,1
스타벅스,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로78길 14,6242,127.0305366,37.49489249,1
스타벅스,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 223,6142,127.0406526,37.50239076,1
스타벅스,I56220,서울특별시,성북구,종암동,서울특별시 성북구 종암로28길 40,2797,127.0342762,37.60130987,1
스타벅스,I56220,서울특별시,송파구,가락본동,서울특별시 송파구 송파대로30길 13,5711,127.1187684,37.49488077,1
스타벅스,I56220,서울특별시,중구,필동,서울특별시 중구 퇴계로 197,4557,126.9939076,37.56142598,1
스타벅스,I56220,서울특별시,마포구,상암동,서울특별시 마포구 성암로 267,3925,126.8909658,37.5811105,1
스타벅스,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로 456,6123,127.0255555,37.5031322,1
스타벅스,I56220,서울특별시,성북구,길음2동,서울특별시 성북구 동소문로 315,2730,127.0287256,37.60839154,1
스타벅스,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 211,6141,127.0392228,37.50187455,1
스타벅스,I56220,서울특별시,서초구,서초1동,서울특별시 서초구 서초중앙로 26,6720,127.0169304,37.4846702,1
스타벅스,I56220,서울특별시,은평구,응암1동,서울특별시 은평구 은평로 111,3461,126.9204912,37.60081951,1
스타벅스,I56220,서울특별시,영등포구,영등포동,서울특별시 영등포구 영등포로 254,7303,126.909583,37.51867077,1
스타벅스,I56220,서울특별시,도봉구,창1동,서울특별시 도봉구 도봉로 480,1454,127.0348687,37.64834884,1
스타벅스,I56220,서울특별시,마포구,서교동,서울특별시 마포구 월드컵로 74,4004,126.9107064,37.55576797,1
스타벅스,I56220,서울특별시,중구,소공동,서울특별시 중구 세종대로 72,4526,126.9767791,37.56248617,1
스타벅스,I56220,서울특별시,마포구,서교동,서울특별시 마포구 양화로 78,4043,126.9169043,37.55137386,1
스타벅스,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 305,6152,127.0437621,37.50333505,1
스타벅스,I56220,서울특별시,서초구,양재1동,서울특별시 서초구 논현로 139,6740,127.0425756,37.48198841,1
스타벅스,I56220,서울특별시,강남구,압구정동,서울특별시 강남구 압구정로42길 32,6017,127.0347168,37.52683303,1
스타벅스,I56220,서울특별시,용산구,이태원1동,서울특별시 용산구 이태원로 140-1,4390,126.9894227,37.53395986,1
스타벅스,I56220,서울특별시,중구,회현동,서울특별시 중구 세종대로 17,4512,126.9732441,37.55861704,1
스타벅스,I56220,서울특별시,구로구,오류1동,서울특별시 구로구 경인로 216,8271,126.8448498,37.49620515,1
스타벅스,I56220,서울특별시,중구,소공동,서울특별시 중구 세종대로9길 41,4513,126.9729802,37.5613449,1
스타벅스,I56220,서울특별시,중랑구,면목7동,서울특별시 중랑구 면목로 310,2249,127.0879606,37.57962529,1
스타벅스,I56220,서울특별시,중구,명동,서울특별시 중구 무교로 19,4520,126.9789728,37.56762308,1
스타벅스,I56220,서울특별시,서초구,반포3동,서울특별시 서초구 잠원로 51,6511,127.0074239,37.50923454,1
스타벅스,I56220,서울특별시,구로구,구로5동,서울특별시 구로구 새말로 97,8288,126.8902076,37.50703804,1
스타벅스,I56220,서울특별시,서초구,반포4동,서울특별시 서초구 신반포로 176,6546,127.0023932,37.50393001,1
스타벅스,I56220,서울특별시,중구,명동,서울특별시 중구 명동8나길 19,4536,126.9838724,37.56108774,1
스타벅스,I56220,서울특별시,영등포구,여의동,서울특별시 영등포구 국회대로62길 25,7236,126.9176966,37.52631416,1
스타벅스,I56220,서울특별시,강남구,삼성1동,서울특별시 강남구 테헤란로87길 22,6164,127.0594268,37.50962404,1
스타벅스,I56220,서울특별시,구로구,구로3동,서울특별시 구로구 디지털로32길 72,8393,126.8988373,37.48317801,1
스타벅스,I56220,서울특별시,광진구,광장동,서울특별시 광진구 아차산로 607,4968,127.1060879,37.54730812,1
스타벅스,I56220,서울특별시,강동구,길동,서울특별시 강동구 양재대로 1487,5342,127.1400238,37.53871178,1
스타벅스,I56220,서울특별시,강남구,대치2동,서울특별시 강남구 테헤란로104길 9,6174,127.065231,37.50858885,1
스타벅스,I56220,서울특별시,영등포구,여의동,서울특별시 영등포구 의사당대로 127,7331,126.9261637,37.52046259,1
스타벅스,I56220,서울특별시,광진구,화양동,서울특별시 광진구 능동로 107,5017,127.0707145,37.54069162,1
스타벅스,I56220,서울특별시,중구,소공동,서울특별시 중구 칠패로 27,4511,126.9720218,37.56025531,1
스타벅스,I56220,서울특별시,서초구,서초4동,서울특별시 서초구 서초중앙로 164,6605,127.013362,37.49635417,1
스타벅스,I56220,서울특별시,영등포구,여의동,서울특별시 영등포구 국제금융로8길 26,7331,126.9278776,37.5208566,1
스타벅스,I56220,서울특별시,영등포구,여의동,서울특별시 영등포구 국제금융로 56,7330,126.9297009,37.52230579,1
스타벅스,I56220,서울특별시,종로구,평창동,서울특별시 종로구 평창문화로 51,3008,126.9667633,37.60579292,1
스타벅스,I56220,서울특별시,중구,명동,서울특별시 중구 명동9가길 14,4534,126.9837157,37.56512306,1
스타벅스,I56220,서울특별시,용산구,서빙고동,서울특별시 용산구 장문로 12,4393,126.9917868,37.52897024,1
스타벅스,I56220,서울특별시,영등포구,당산2동,서울특별시 영등포구 당산로 231,7222,126.901874,37.53446668,1
스타벅스,I56220,서울특별시,강남구,논현1동,서울특별시 강남구 도산대로 134,6039,127.0233685,37.51734176,1
스타벅스,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 논현로 401,6247,127.0388807,37.49591579,1
스타벅스,I56220,서울특별시,종로구,이화동,서울특별시 종로구 대학로 116,3086,127.002321,37.58152755,1
스타벅스,I56220,서울특별시,서초구,잠원동,서울특별시 서초구 나루터로4길 61,6523,127.013448,37.50958236,1
스타벅스,I56220,서울특별시,노원구,공릉2동,서울특별시 노원구 화랑로 621,1797,127.088969,37.62877599,1
스타벅스,I56220,서울특별시,강남구,도곡2동,서울특별시 강남구 언주로30길 57,6293,127.0541634,37.48929922,1
스타벅스,I56220,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 청계천로 59,3189,126.9841734,37.5689294,1
스타벅스,I56220,서울특별시,구로구,구로3동,서울특별시 구로구 디지털로31길 61,8375,126.8915267,37.48590289,1
스타벅스,I56220,서울특별시,서초구,서초4동,서울특별시 서초구 서초대로 411,6615,127.0259036,37.49809817,1
스타벅스,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로2길 27,6241,127.0296792,37.49648032,1
스타벅스,I56220,서울특별시,성북구,안암동,서울특별시 성북구 인촌로 73,2841,127.0263415,37.58709834,1
스타벅스,I56220,서울특별시,중구,명동,서울특별시 중구 명동8길 27,4536,126.9851546,37.56252242,1
스타벅스,I56220,서울특별시,강남구,대치4동,서울특별시 강남구 테헤란로64길 18,6192,127.0511761,37.50376427,1
스타벅스,I56220,서울특별시,영등포구,영등포동,서울특별시 영등포구 영중로 15,7305,126.9039142,37.51721267,1
스타벅스,I56220,서울특별시,종로구,가회동,서울특별시 종로구 북촌로 5-1,3060,126.9856325,37.57736668,1
스타벅스,I56220,서울특별시,강남구,대치1동,서울특별시 강남구 남부순환로 2909,6280,127.0573953,37.4921724,1
스타벅스,I56220,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 종로 47,3160,126.9824231,37.57111286,1
스타벅스,I56220,서울특별시,종로구,사직동,서울특별시 종로구 자하문로4길 6,3044,126.9726157,37.57717301,1
스타벅스,I56220,서울특별시,강남구,역삼2동,서울특별시 강남구 역삼로 310,6217,127.0484061,37.49922769,1
스타벅스,I56220,서울특별시,광진구,광장동,서울특별시 광진구 아차산로 563,4983,127.102912,37.54413034,1
스타벅스,I56220,서울특별시,중구,명동,서울특별시 중구 남대문로10길 6,4539,126.9832279,37.56686688,1
스타벅스,I56220,서울특별시,마포구,서교동,서울특별시 마포구 양화로 165,3995,126.9235995,37.55720174,1
스타벅스,I56220,서울특별시,양천구,목1동,서울특별시 양천구 목동서로 213,7995,126.8705959,37.52800858,1
스타벅스,I56220,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 삼일대로 394,3191,126.9880113,37.56973726,1
스타벅스,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 테헤란로 203,6141,127.0377338,37.50157409,1
스타벅스,I56220,서울특별시,금천구,가산동,서울특별시 금천구 디지털로9길 32,8512,126.8872665,37.4796276,1
스타벅스,I56220,서울특별시,중구,명동,서울특별시 중구 명동8가길 3-1,4536,126.9852338,37.56169414,1
스타벅스,I56220,서울특별시,광진구,화양동,서울특별시 광진구 능동로 120-1,5030,127.0720432,37.54122468,1
스타벅스,I56220,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 율곡로2길 7,3143,126.9812267,37.57500405,1
스타벅스,I56220,서울특별시,강남구,삼성1동,서울특별시 강남구 삼성로 518,6168,127.056219,37.50836401,1
스타벅스,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로 308,6253,127.0318013,37.49065888,1
스타벅스,I56220,서울특별시,강남구,일원본동,서울특별시 강남구 일원로 81,6351,127.0895788,37.49033434,1
스타벅스,I56220,서울특별시,영등포구,여의동,서울특별시 영등포구 국제금융로 10,7326,126.9248631,37.52517222,1
스타벅스,I56220,서울특별시,강남구,삼성2동,서울특별시 강남구 테헤란로 443,6158,127.0555809,37.50694425,1
스타벅스,I56220,서울특별시,강남구,논현2동,서울특별시 강남구 논현로 752,6047,127.0286278,37.5191512,1
스타벅스,I56220,서울특별시,마포구,서교동,서울특별시 마포구 와우산로 83,4041,126.9232454,37.55191842,1
스타벅스,I56220,서울특별시,서대문구,신촌동,서울특별시 서대문구 이화여대길 34,3767,126.945924,37.55843936,1
스타벅스,I56220,서울특별시,양천구,신월3동,서울특별시 양천구 남부순환로 430,7915,126.8321965,37.52951826,1
스타벅스,I56220,서울특별시,마포구,서강동,서울특별시 마포구 독막로 88,4075,126.9232071,37.54750297,1
스타벅스,I56220,서울특별시,영등포구,여의동,서울특별시 영등포구 국제금융로 86,7333,126.9317785,37.52019814,1
스타벅스,I56220,서울특별시,광진구,자양1동,서울특별시 광진구 아차산로 355,5026,127.0825464,37.53736014,1
스타벅스,I56220,서울특별시,강남구,삼성1동,서울특별시 강남구 영동대로96길 8,6173,127.063193,37.51056404,1
스타벅스,I56220,서울특별시,강남구,삼성1동,서울특별시 강남구 영동대로 513,6164,127.0591391,37.51182033,1
스타벅스,I56220,서울특별시,강남구,대치4동,서울특별시 강남구 선릉로64길 18,6206,127.0537151,37.49794579,1
스타벅스,I56220,서울특별시,중구,소공동,서울특별시 중구 남대문로7길 19,4532,126.9807573,37.56376402,1
스타벅스,I56220,서울특별시,종로구,이화동,서울특별시 종로구 대학로 122,3086,127.002233,37.58218456,1
스타벅스,I56220,서울특별시,강남구,역삼1동,서울특별시 강남구 강남대로 408,6134,127.0275177,37.49921076,1
스타벅스,I56220,서울특별시,강남구,삼성1동,서울특별시 강남구 삼성로 646,6084,127.051147,37.51767632,1
스타벅스,I56220,서울특별시,양천구,목1동,서울특별시 양천구 오목로 350,8007,126.8762541,37.52414303,1
스타벅스,I56220,서울특별시,영등포구,양평2동,서울특별시 영등포구 선유동2로 57,7212,126.8968599,37.53381625,1
스타벅스,I56220,서울특별시,영등포구,양평2동,서울특별시 영등포구 양평로 115,7208,126.8945908,37.53730008,1
스타벅스,I56220,서울특별시,중구,명동,서울특별시 중구 세종대로 124,4520,126.9778549,37.56741517,1
스타벅스,I56220,서울특별시,중랑구,상봉2동,서울특별시 중랑구 상봉로 131,2150,127.0925055,37.59787046,1
스타벅스,I56220,서울특별시,송파구,가락2동,서울특별시 송파구 동남로 141,5827,127.126233,37.49189964,1
스타벅스,I56220,서울특별시,중구,명동,서울특별시 중구 남대문로 84,4534,126.9828281,37.56463787,1
스타벅스,I56220,서울특별시,서초구,방배4동,서울특별시 서초구 방배로 211,6562,126.9905093,37.49194417,1
스타벅스,I56220,서울특별시,용산구,용산2가동,서울특별시 용산구 남산공원길 105,4340,126.9878557,37.55111136,1
스타벅스,I56220,서울특별시,영등포구,여의동,서울특별시 영등포구 의사당대로 83,7325,126.9234298,37.52335708,1
스타벅스,I56220,서울특별시,강북구,삼각산동,서울특별시 강북구 삼양로 161,1195,127.0211081,37.61838418,1
스타벅스,I56220,서울특별시,영등포구,여의동,서울특별시 영등포구 의사당대로 8,7236,126.9168822,37.5278655,1
스타벅스,I56220,서울특별시,양천구,목1동,서울특별시 양천구 오목로 279,7993,126.8683761,37.52591494,1
스타벅스,I56220,서울특별시,중구,신당동,서울특별시 중구 다산로 258,4570,127.0164407,37.56594086,1
스타벅스,I56220,서울특별시,강동구,천호2동,서울특별시 강동구 천호대로 1017,5328,127.1251325,37.53871953,1
스타벅스,I56220,서울특별시,중구,명동,서울특별시 중구 명동길 60,4537,126.9857377,37.56376186,1
스타벅스,I56220,서울특별시,중구,명동,서울특별시 중구 퇴계로 100,4631,126.9829111,37.56019644,1
스타벅스,I56220,서울특별시,강남구,논현2동,서울특별시 강남구 논현로 648,6106,127.032255,37.5115851,1
스타벅스,I56220,서울특별시,중구,명동,서울특별시 중구 명동7길 8,4534,126.9845324,37.56416598,1
스타벅스,I56220,서울특별시,영등포구,여의동,서울특별시 영등포구 여의대방로65길 24,7333,126.9292751,37.52043677,1
스타벅스,I56220,서울특별시,동작구,흑석동,서울특별시 동작구 흑석로 75-1,6911,126.9581289,37.50693583,1
스타벅스,I56220,서울특별시,서초구,잠원동,서울특별시 서초구 신반포로 257,6523,127.0119225,37.50861449,1
스타벅스,I56220,서울특별시,중구,회현동,서울특별시 중구 통일로 10,4527,126.9736159,37.5570885,1
스타벅스,I56220,서울특별시,송파구,방이1동,서울특별시 송파구 오금로 241,5645,127.1205658,37.50650884,1
스타벅스,I56220,서울특별시,중구,광희동,서울특별시 중구 장충단로 229,4561,127.0071916,37.56516063,1
스타벅스,I56220,서울특별시,서초구,반포1동,서울특별시 서초구 강남대로85길 5,6536,127.0225824,37.50736061,1
스타벅스,I56220,서울특별시,동대문구,답십리1동,서울특별시 동대문구 천호대로 263,2603,127.0511027,37.56849519,1
스타벅스,I56220,서울특별시,서대문구,연희동,서울특별시 서대문구 연희로 97,3708,126.9305022,37.56679745,1
스타벅스,I56220,서울특별시,서초구,방배본동,서울특별시 서초구 방배중앙로 162,6557,126.9865526,37.49352318,1
스타벅스,I56220,서울특별시,영등포구,영등포동,서울특별시 영등포구 영중로 119,7228,126.9050191,37.52675594,1
스타벅스,I56220,서울특별시,마포구,대흥동,서울특별시 마포구 백범로 89,4111,126.9415521,37.54825452,1
스타벅스,I56220,서울특별시,용산구,남영동,서울특별시 용산구 한강대로 275,4321,126.9722381,37.54285805,1
스타벅스,I56220,서울특별시,강서구,화곡4동,서울특별시 강서구 등촌로 57,7741,126.8631698,37.53500146,1
스타벅스,I56220,서울특별시,마포구,염리동,서울특별시 마포구 독막로 311,4156,126.9474628,37.54399137,1
스타벅스,I56220,서울특별시,양천구,신정6동,서울특별시 양천구 목동서로 299,8013,126.868819,37.520558,1
스타벅스,I56220,서울특별시,영등포구,여의동,서울특별시 영등포구 여의공원로 101,7241,126.9248723,37.52926304,1
스타벅스,I56220,서울특별시,중구,장충동,서울특별시 중구 장충단로 166,4606,127.0061331,37.55963733,1
